movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
21bridgesmovie,1.5388402,0.84845835,1.0443165,1.122647,1.4973329,0.6988596,0.6370118,1.0980868,1.2290423,1.444865
47metersdown,1.2673239,0.78759164,1.2474825,1.1265837,1.3388214,0.8251199,0.7917932,0.97860664,1.6575845,1.7982997
abeautifuldaymovie,1.6150256,0.917298,0.91938555,0.81205744,1.0593163,0.6286064,0.6189669,1.1003733,1.1543142,1.2571131
abominablemovie,1.9270862,1.2453028,1.1923788,1.4014262,1.796912,1.1955553,1.0042568,1.5826566,2.2934365,1.2940081
adastramovie,1.2721668,0.62049943,0.90264934,0.8184278,0.8237553,0.3582934,0.49180698,1.0018152,1.0420759,0.9232008
adogsjourneymovie,3.0843265,1.0197271,1.7481856,2.021106,2.4793184,1.0729184,0.9065969,2.3841426,2.6083982,3.0850728
aftermathmovie,1.0992464,0.52446043,0.72436696,0.7089868,0.91550463,0.45175463,0.4654101,0.7846925,0.8798209,1.0942166
aftermovie,1.3555244,0.87213606,0.9259966,1.0699277,1.0506586,0.80927277,0.58937955,1.1539838,1.1569941,1.2153136
ahiddenlifefilm,0.79688686,0.3499419,0.44289777,0.47671396,0.571687,0.28996888,0.24972962,0.5285698,0.58167994,0.6435436
alitamovie,1.8003565,1.0939503,1.1417203,1.0673276,1.4899954,0.5947505,0.9411349,1.4150479,1.3066602,1.4198687
angelhasfallen,2.0633976,0.93781275,1.1586282,1.2274786,1.6179427,0.728775,0.7272197,1.3010412,1.6503557,1.641534
angrybirdsmovie,3.8673818,1.7029663,1.4639161,1.7907416,2.2278333,1.0368359,1.1636848,2.309743,2.367048,2.4675283
annabellemovie,2.7469878,1.458966,1.6230407,1.7786983,2.2870047,1.1403091,0.9838014,2.0205472,2.2108498,2.3300529
annamovie,1.649674,0.748011,0.95602024,0.9472744,1.2277755,0.6679546,0.6085273,1.1732192,1.4779363,1.3634793
apollo11movie,0.9060958,0.45352817,0.52081543,0.46039814,0.6896747,0.47785988,0.33259696,0.64934105,0.6733492,0.7632265
arcticdogsmovie,1.3046721,0.73770183,0.9376428,0.9919686,0.9668151,0.49826437,0.62490004,1.0477138,1.1196707,1.242126
arcticmovie,1.1208984,0.5502406,0.7166962,0.7961783,0.8597559,0.38562015,0.41418168,0.86224455,0.93460083,0.919193
artofracingmovie,1.9411595,0.8754216,1.0851758,1.0073249,1.1962171,0.45035145,0.7428002,1.257498,1.3439966,1.3020148
avengers,1.1453363,0.672702,0.8519459,0.68890435,0.8694198,0.4967452,0.47299504,0.7452491,0.8388007,1.066263
beachbummovie,1.2866639,0.7756494,0.64969647,0.6609914,0.7982443,0.5859057,0.55607826,1.1321583,0.9595656,1.1238251
bernadettefilm,1.8435346,1.0431622,1.3512323,0.9729449,1.3758391,0.66071945,0.7609247,1.084151,1.394951,1.5722793
blackandbluemovie,3.903072,1.5237489,1.5333838,2.1053083,2.406362,1.2931936,0.7147536,2.5046198,1.9363189,2.573197
blackchristmas,1.7376337,0.7903198,0.98167807,1.22354,1.3389453,0.8547705,0.51132935,1.3408558,1.2625673,1.4785624
blindedbythelightmovie,1.0300897,0.41441095,0.44080693,0.6112258,0.67601556,0.44086337,0.37142646,0.6517249,0.7762185,0.8260591
bombshellmovie,1.7239054,0.7429792,0.9272445,1.1069938,1.2910899,0.54425853,0.65419185,0.9941476,1.3181734,1.3583882
booksmart,0.17191735,0.09130833,0.1261307,0.0571821,0.59044355,0.0,0.22062223,0.14700995,0.1800976,0.5287986
breakthroughmovie,2.9061043,1.5222491,1.9701087,2.0401895,1.8756973,0.6437993,0.4722941,2.1776142,2.288777,2.7553303
brianbanksmovie,1.806754,0.85688686,1.3643737,1.3502638,1.5264882,0.64392483,0.8754364,1.4730245,1.7248001,1.862294
brightburnmovie,2.0567038,0.9393659,0.9423376,1.1136262,1.4074931,0.7331567,0.58559304,1.4989867,1.3468673,1.5385269
brittanyrunsmov,0.9062268,0.35324293,0.5156217,0.50655097,0.45508868,0.2963764,0.4266999,0.62448114,0.5027128,0.7272421
captainmarvelofficial,1.5331494,0.7539777,1.0682569,1.0476481,1.1408108,0.7794199,0.73694897,0.9317618,1.0766757,1.3499279
captivestatemovie,1.764798,1.1176492,1.0746474,1.349395,1.700473,0.7822762,0.82187194,1.4312389,1.6206138,1.5467062
catsmovie,2.6286194,1.0658333,1.3569921,1.689666,1.5915633,0.83471024,0.7231759,1.7109184,1.4393463,1.7240891
charliesangels,3.0811353,1.6705959,1.5509655,1.4565755,2.7564437,1.0250698,0.7424153,2.439521,2.071864,2.6618974
childsplaymovie,2.6032503,1.3863217,1.7873559,1.5153272,2.001608,1.1904777,0.9349834,2.3780653,2.2443879,2.0254107
clarathefilm,1.7375451,0.42149025,0.89018065,0.8214807,0.6156673,0.5762528,0.33610904,0.8351565,1.1451409,1.2531204
coldpursuitmovie,1.1493295,0.5975849,0.74549025,0.4781849,0.85034335,0.38737231,0.36135113,0.7809101,0.696873,0.82651454
countdown,2.3726916,0.94345284,1.24981,1.6347476,2.1816027,1.0181977,0.74994195,1.5557114,1.4825219,1.9469285
currentwarmovie,2.102029,0.86353856,1.3052268,1.2751273,1.3803037,0.75010383,0.7176946,1.5800691,1.5086336,1.7674832
darkwatersmovie,2.5824275,1.0815458,1.1278257,1.4364082,1.8687557,0.72533816,0.85639817,1.5883932,2.0345054,1.7000282
detectivepikachumovie,2.023966,0.76187986,1.2030407,1.4553984,1.7009441,1.0504568,1.0142845,1.5899439,1.8970531,1.912234
disneyaladdin,2.603046,1.0559173,1.2821131,1.3670853,1.8948909,0.8416252,0.6121594,1.751386,1.8575859,1.8645046
disneyfrozen,2.847666,0.85100895,1.2836018,1.1919518,1.4599099,0.9245539,0.5271952,1.8940396,1.9167178,1.8460624
disneymaleficent,2.0366166,0.94923943,0.9297087,0.98580056,1.4353434,0.74009806,0.42616832,1.2319918,1.3927348,1.3550406
doctorsleepmovie,1.6001667,0.93736285,0.91615164,1.0157845,1.3995255,0.3596055,0.5126314,1.2585218,1.1650816,1.3730491
dolemiteismyname,3.1758537,1.184587,1.4175193,1.4408568,2.0031738,1.1985487,0.8306802,1.6270665,1.865193,2.4359765
dontletgomovie,2.1411257,0.91793543,1.1078339,1.5084718,1.4451681,0.9717231,0.57045585,1.6936066,1.5171351,1.8177545
doramovie,1.8517696,0.90283906,1.0379549,1.2231237,1.2453454,0.77246654,0.62733996,1.2293353,1.2293843,1.4553679
downtonabbey_official,2.744421,0.8486499,1.339077,1.9305681,2.0911014,0.80524474,0.8043215,2.0040925,1.9175639,2.2696102
dumbo,1.78296,0.84569424,0.8240397,0.9557044,1.233869,0.6151242,0.41134533,1.1410172,1.2183975,1.2374052
escaperoom,2.2983296,1.1637394,1.2403175,1.2069712,1.7048963,0.883599,0.7882652,1.7671585,1.6539352,1.6197152
everybodyknowsmovie,1.3901742,0.6125805,0.7784277,0.93195045,1.1037413,0.51469535,0.52400905,1.0555464,1.0518311,1.1574764
fastandfuriousmovie,2.8458755,1.5119509,1.6039447,2.1372612,2.206382,1.3666763,0.9872651,2.4446685,2.3741138,2.5711923
fightingwmyfam,1.7945487,1.0692997,1.3156786,1.2864317,1.3131355,0.8773306,0.678166,1.6974523,2.049425,1.5276825
fivefeetapartfilm,2.3015685,1.176028,1.9256332,2.4628913,2.5270894,2.1257055,1.0451671,1.7765753,1.5435143,2.8096745
fordvferrari,1.1417186,0.52666265,0.5707443,0.59103626,0.83080614,0.32708204,0.5684656,0.7944272,0.81416553,0.9803332
freaksthefilm,2.069656,0.87961406,1.1412883,1.2762463,1.4409467,0.7686728,0.62596655,1.5268848,1.504946,1.3409698
geminimanmovie,2.3683555,0.8485804,1.1481017,1.3126446,1.7652637,0.79233706,0.57521296,1.4416074,1.8749173,1.906641
glassmovie,2.1051028,0.84830576,0.9532478,1.276058,1.4304649,0.90598536,0.7741226,1.3871608,1.287168,1.2942796
gloriabellmovie,1.5491627,0.8852347,0.93033314,1.0559775,1.188552,0.4763906,0.49231145,1.2766597,1.1611059,1.1561458
godzillamovie,1.9550836,0.8916796,1.0929986,1.1217829,1.3806278,0.55075634,0.80305797,1.269328,1.5609181,1.4543085
goldfinchmovie,2.259814,0.9107596,1.0804973,1.4245895,1.7453682,0.77121854,0.74716604,1.4381471,1.6054182,1.519735
goodboysmovie,1.8132526,0.85687256,1.2152892,1.2013078,1.5160632,0.45730874,0.64412045,1.3612962,1.7184939,1.6623749
goodliarmovie,2.1918256,0.9480664,1.4928454,1.489321,1.6456715,0.98499966,0.7206618,1.7945671,1.8613296,1.9293687
gretafilm,2.2873375,0.8401138,1.1914238,1.5651069,1.6576036,0.6765421,0.6751965,1.5279262,1.3227258,1.7006063
halathemovie,3.0561392,1.0237304,1.2759638,1.4218868,1.8690592,0.8022133,0.70023704,1.9581809,2.4347105,2.5438404
happydeathdaymovie,0.8521852,0.5974767,0.64105606,0.7443334,0.80021685,0.60269845,0.33899084,0.74164927,0.838204,0.66491187
harrietfilm,1.6390647,0.8517441,1.0255945,1.2819293,1.3175939,0.5393735,0.62210053,1.227714,1.307709,1.5351784
hellboymovie,1.6379803,0.82537264,0.8571994,0.97674614,1.2364018,0.6573531,0.3987434,1.0492983,1.0357236,1.2865281
hersmellmovie,2.6419678,1.1056058,1.6384928,1.4606891,1.7420348,0.740311,0.7778897,1.6073321,1.9995185,2.488623
highlifemovie,1.293013,0.70613265,0.83245504,0.86809736,1.0380287,0.45858258,0.45415664,1.0553179,1.0338613,1.1317849
highstrungmovie,0.22770205,0.0,0.07215643,0.0,0.0,0.0,0.0,0.0,0.0,0.0
