movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99
21bridgesmovie,0.39602742,0.49177626,0.40532118,0.26947248,0.45215917,0.0,0.75848657,0.42297184,0.3364295,0.37653226,0.0,0.4061708,0.40269122,0.22332215,0.45710552,0.43916357,0.0,0.13279621,0.0,0.44691992,0.31416315,0.3571333,0.25017506,0.22719963,0.41014963,0.21956412,0.22819743,0.074871086,0.0016120626,0.19198452,0.39242864,0.4096709,0.44344127,0.3727372,0.4686897,0.36739248,0.0,0.4574358,0.39568678,0.62487376,0.4973419,0.29451448,0.0,0.13110267,0.5845653,0.4268722,0.45863658,0.46589375,0.21772864,0.34750244,0.039970536,0.41142577,0.167827,0.2767199,0.0,0.3484565,0.2926721,0.41005936,0.37309986,0.0,0.44957253,0.13829161,0.51691777,0.13776717,0.12787369,0.0,0.6009731,0.31583285,0.40317532,0.0,0.4083412,0.31840482,0.35411775,0.13744302,0.34689444,0.43221754,0.6497121,0.46874836,0.605742,0.0,0.42427692,0.50035626,0.0,0.48158336,0.060674965,0.03855297,0.5070114,0.3335361,0.49378732,0.34603012,0.07860242,0.0,0.45554668,0.059704747,0.31530675,0.3731945,0.25012356,0.19586207,0.0,0.49806327
47metersdown,0.4847077,0.23280758,0.5264689,0.2509519,0.5260312,0.0,0.6265735,0.521549,0.6748048,0.32670766,0.0,0.35288954,0.41930035,0.13458553,0.34032577,0.5313261,0.16224106,0.31990692,0.0,0.4205569,0.22732863,0.7571104,0.21444246,0.42754695,0.26507038,0.40256414,0.11518307,0.5111004,0.12888506,0.19068426,0.5063294,0.68452215,0.4803975,0.46981812,0.34496847,0.46662885,0.0,0.33412552,0.5213593,0.37883964,0.6992986,0.0,0.0,0.028759345,0.55021584,0.47157365,0.5158673,0.22913781,0.16297847,0.52524066,0.0,0.35028374,0.038529485,0.022970784,0.0066478625,0.48566648,0.41581547,0.4987779,0.26250914,0.0,0.63418454,0.4047121,0.5004699,0.11063823,0.06614112,0.0,0.36020723,0.37736917,0.42400318,0.0,0.51286626,0.42125058,0.27345118,0.10747804,0.5607193,0.13582227,0.7140474,0.49140838,0.27284542,0.0,0.36182106,0.32615522,0.0,0.48001918,0.0,0.39116794,0.8353758,0.24219263,0.69125456,0.46451196,0.0,0.0,0.45278975,0.026479905,0.27374747,0.5378918,0.44876334,0.24273206,0.013992502,0.31089252
abeautifuldaymovie,0.3079459,0.3847954,0.39263302,0.28949893,0.4289443,0.0,0.51840776,0.6379418,0.44133458,0.2079842,0.0,0.3210831,0.445645,0.17452133,0.4190058,0.6101965,0.18218926,0.22201887,0.0,0.4231078,0.3570375,0.4921908,0.165792,0.08788112,0.3371033,0.14551459,0.12208933,0.2633462,0.26217943,0.1364142,0.499524,0.29705402,0.41345435,0.32867894,0.26518917,0.43103388,0.0,0.4497463,0.2650581,0.46644711,0.6054132,0.28182468,0.0,0.21184103,0.46431896,0.44097835,0.37353438,0.5463884,0.09539876,0.44920906,0.0,0.29853338,0.01791917,0.09135252,0.0,0.3287265,0.37576467,0.38808158,0.22441523,0.0,0.30981377,0.20276383,0.5456877,0.16474132,0.007927318,0.0,0.3697722,0.3732299,0.5109514,0.0,0.42156827,0.39890867,0.33362055,0.098463446,0.4529782,0.21649063,0.5396648,0.48591036,0.37483877,0.03577911,0.21688159,0.44646338,0.0,0.51031584,0.20227088,0.09406546,0.5540453,0.30671987,0.5729871,0.4262649,0.117112726,0.0,0.4639651,0.044960223,0.3271732,0.5108202,0.22271648,0.41744637,0.0,0.4148466
abominablemovie,0.54724526,0.7009485,0.59644085,0.46132648,0.5233675,0.0,0.7037022,0.6757211,0.76735914,0.5206126,0.0,0.34486282,0.6499057,0.52868634,0.6308059,0.78406113,0.25844875,0.24183092,0.0,0.82058376,0.48558503,0.92027074,0.16094808,0.39957976,0.6581024,0.31042185,0.30867854,0.20779029,0.102103606,0.5066552,0.64089525,0.36719882,0.34739858,0.63099027,0.46226925,0.73362505,0.0,0.49730194,0.7221857,0.6596656,0.8012848,0.5928334,0.0,0.22255942,0.7161015,0.56039107,0.15681314,0.35632643,0.29162782,0.629867,0.0,0.6666911,0.10394258,0.54332834,0.0,0.38139263,0.5384391,0.6286198,0.5313504,0.0,0.69659114,0.46271804,0.63986826,0.14389548,0.0,0.0,0.48322773,0.70226866,0.6913125,0.0,0.64415634,0.6414616,0.7592762,0.4230132,0.57582843,0.48189998,1.0533347,0.59839886,0.6793306,0.090821676,0.23214477,0.58387566,0.0,0.75178105,0.2167219,0.0,0.8683088,0.4911905,0.5717406,0.5821572,0.10489046,0.0,0.8282411,0.0,0.6038627,0.7927612,0.36872798,0.53396195,0.0,0.8325763
adastramovie,0.16149792,0.27505702,0.33438128,0.20927778,0.27526915,0.0,0.6045774,0.43304032,0.3045717,0.2670569,0.0,0.3546095,0.41273454,0.13432382,0.2615961,0.37628257,0.05358152,0.05608897,0.0,0.39364195,0.22447616,0.39624542,0.1430721,0.31651387,0.36194178,0.19022952,0.054256104,0.13229066,0.24545863,0.17060281,0.44430363,0.20247471,0.3246531,0.42785633,0.2373096,0.3112021,0.0,0.31021315,0.38598573,0.41401094,0.5649415,0.2437532,0.0,0.101277485,0.43104693,0.31044167,0.21131271,0.35863495,0.27141577,0.24317001,0.0,0.30268896,0.08902455,0.055157144,0.0,0.14434686,0.35085046,0.33317056,0.2829073,0.0,0.32422742,0.1532394,0.3503686,0.1001423,0.07585859,0.0,0.3267358,0.23360519,0.43753904,0.0,0.36604908,0.20522498,0.36955062,0.13880467,0.31088817,0.3859046,0.483432,0.25324824,0.2883911,0.0,0.25098592,0.18851557,0.0,0.527422,0.09713756,0.11819373,0.40350148,0.15339658,0.42365792,0.38989982,0.098038174,0.0,0.38571832,0.1321662,0.4364949,0.38490155,0.07606587,0.24641946,0.0,0.40343976
adogsjourneymovie,0.5869314,0.73993653,0.7918178,0.45918453,0.900674,0.0,0.95846015,0.91323096,0.7209659,0.6129562,0.0,0.89870894,0.9864577,0.7857797,0.7571503,0.8185356,0.0055307914,0.5497169,0.0,0.9809827,0.76888055,0.92677045,0.572015,0.38421923,0.31767875,0.44057247,0.24318908,0.20433764,0.397322,0.29459405,0.87287813,1.0413082,0.5624307,0.5856001,0.75041914,0.6760458,0.0,0.42959523,0.701666,0.84650505,1.514072,0.21538484,0.0,0.5264154,0.93075716,0.6611315,0.8042713,0.98307514,0.39019024,0.5331922,0.0,0.7617682,0.22890988,0.12522604,0.0,0.5471672,0.7426603,0.70525855,0.53567433,0.0,0.9693484,0.45879036,1.0823333,0.06794823,0.26384023,0.0,1.1538568,0.75918096,0.7289551,0.0,0.36997703,0.8802246,0.8866947,0.0,0.90152293,0.4300437,1.1485864,0.9930966,0.814919,0.06817391,0.39454052,0.7892722,0.0,1.060648,0.0,0.07027668,0.8848519,0.37592438,0.9569021,0.84180397,0.0,0.0,0.46145397,0.0,0.40289107,0.74126214,0.026170872,0.4016858,0.0,1.1413827
aftermathmovie,0.19263214,0.31646934,0.28300452,0.23121251,0.3919987,0.0,0.4741984,0.37421447,0.40012604,0.17612901,0.0,0.27554587,0.4088446,0.21201082,0.34693548,0.50650954,0.07221804,0.24371596,0.0,0.4381094,0.26360208,0.48782632,0.17982881,0.18353572,0.3567834,0.2814669,0.102590665,0.12336868,0.099722564,0.1082883,0.3943364,0.33770484,0.4648822,0.39459786,0.20089495,0.3328565,0.0,0.40639144,0.25757593,0.33874583,0.5220636,0.19576713,0.0,0.22784853,0.44229266,0.28295845,0.34874606,0.32318142,0.18620071,0.33176285,0.0,0.27143863,0.070038475,0.10822038,0.0,0.31841493,0.29333413,0.3755981,0.22394611,0.0,0.33389017,0.20985669,0.43444055,0.12809713,0.09602234,0.0,0.33746773,0.2689745,0.3496013,0.0,0.34570584,0.23133433,0.28170547,0.06427063,0.36309764,0.31814826,0.5241982,0.3353105,0.3325868,0.017726883,0.20394894,0.30328655,0.0,0.32035854,0.21674015,0.09135708,0.5320224,0.14324921,0.40734613,0.2885867,0.09543978,0.0,0.31227872,0.0022030585,0.29078007,0.399261,0.2640525,0.26603588,0.0,0.4495154
aftermovie,0.43344107,0.57748467,0.5094877,0.22595032,0.44518214,0.0,0.55421597,0.43102175,0.48849916,0.28803456,0.0,0.41559264,0.5500355,0.40442073,0.44380784,0.3856693,0.102444015,0.396705,0.0,0.58577424,0.37812644,0.6263167,0.37221187,0.16991326,0.41823694,0.24686317,0.23015624,0.14746106,0.19023854,0.13220593,0.4996962,0.35699713,0.4603875,0.5619121,0.3991552,0.50601745,0.0,0.37970155,0.39593783,0.57639116,0.6729952,0.20390677,0.0,0.21013752,0.6052315,0.41466707,0.26469427,0.45504162,0.25702482,0.47059292,0.066203415,0.29085448,0.0,0.12417103,0.0,0.3427587,0.40623778,0.32451135,0.3366434,0.0,0.5466823,0.25949052,0.51870143,0.13777636,0.08242339,0.0,0.5338126,0.43027434,0.44250935,0.0,0.51565367,0.3569596,0.2899627,0.19299509,0.4226767,0.3112911,0.427876,0.530182,0.5740441,0.033718146,0.33055356,0.4433092,0.0,0.47310054,0.26121104,0.032815494,0.60396045,0.31951848,0.59135014,0.36294082,0.06343985,0.0,0.5000378,0.0,0.48538235,0.36910263,0.116694026,0.46619815,0.0,0.5321203
ahiddenlifefilm,0.14449184,0.19104826,0.20320186,0.13592191,0.174912,0.0,0.28948465,0.22173496,0.19274682,0.16174547,0.0,0.17127876,0.19867398,0.1375986,0.20002577,0.24136668,0.061825775,0.12236529,0.0,0.22607869,0.1648697,0.24883135,0.11872758,0.11932586,0.16393176,0.10236639,0.076995105,0.08041686,0.069119446,0.07193441,0.22224809,0.18406968,0.22768933,0.18684644,0.175226,0.18196216,0.0,0.20395455,0.18328056,0.20433182,0.2718729,0.13780427,0.0,0.097423084,0.24358582,0.19138624,0.17690685,0.19551511,0.10555811,0.1920208,0.0,0.19122173,0.07069078,0.08128616,0.0,0.15137707,0.19582967,0.19918168,0.1387252,0.0,0.21476069,0.08157304,0.23621202,0.06421092,0.025207713,0.0,0.20756966,0.16649717,0.20687482,0.0,0.20454763,0.16802974,0.18771861,0.08452631,0.185216,0.16998087,0.28604415,0.19031297,0.21371251,0.0,0.13435087,0.19983733,0.0,0.23162112,0.08467814,0.023751363,0.25944114,0.12725994,0.23382911,0.19257307,0.06447305,0.0,0.21038917,0.041140966,0.17274463,0.21377116,0.10183934,0.15879023,0.0,0.23129001
alitamovie,0.2906841,0.5947223,0.6356919,0.056010563,0.5107872,0.0,0.96227026,0.6298797,0.7145387,0.44247884,0.0,0.6557312,0.51503205,0.20907462,0.44637093,0.40401965,0.11158625,0.24707714,0.0,0.46779773,0.19933116,0.5594997,0.24811657,0.23297492,0.21828747,0.352335,0.01185911,0.051195137,0.25400573,0.16117011,0.67105997,0.6120734,0.5336436,0.40248114,0.46312234,0.36687106,0.0,0.40331954,0.6581861,0.42850798,0.98777366,0.35603026,0.0,0.16050649,0.45894656,0.39807588,0.38227654,0.6908101,0.30065817,0.28501394,0.0,0.37735903,0.15672038,0.15516564,0.0,0.22989765,0.6690683,0.5464482,0.37585872,0.0,0.59496605,0.24217884,0.63117903,0.24638267,0.045467265,0.0,0.55500704,0.30265823,0.7356021,0.0,0.40461728,0.47826087,0.45913932,0.15502262,0.50113565,0.20369568,0.70192105,0.48987934,0.4510792,0.1404106,0.324352,0.3789529,0.0,0.69535935,0.032768406,0.1148483,0.5086297,0.02267581,0.69944686,0.5354903,0.13497597,0.0,0.36634395,0.0,0.39139858,0.41823134,0.20300004,0.3750818,0.0,0.6581314
