movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
21bridgesmovie,0.56504726,0.6408772,0.7038581,0.0,0.0,0.77599174,0.80450743,0.0,0.6552034,0.6233246,0.42581892,0.54199946,0.78274643,0.30974007,0.3686627,0.55863965,0.7374433,0.4097652,0.6882156,0.5862074,0.27454853,0.5299279,0.3112425,0.29978052,0.6263829,0.38824996,0.73058563,0.41143107,0.4455316,0.6480192,0.5394307,0.0,0.09819026,0.69041044,0.0,0.62680537,0.5223214,0.17490342,0.79871035,0.6222736,0.6732571,0.4937615,0.8857853,0.7197471,0.6029328,0.5463621,0.42071238,0.31868297,0.0,0.47579804
47metersdown,0.9156963,0.8580591,0.7373894,0.0,0.0,0.8332875,0.81419235,0.0,1.1699541,0.8693146,0.35846087,0.78704727,0.95229864,0.43514788,0.45090327,0.82558036,0.80381215,0.34977362,0.7261009,0.92282164,0.55319077,0.56399566,0.31370544,0.05239889,0.88194305,0.80023205,0.73007286,0.48509586,0.47910058,0.71133196,0.52923906,0.0,0.02959857,0.47064397,0.0,0.516977,0.7659152,0.30455977,0.9407692,0.88684934,0.6813998,0.776682,0.76338005,0.82128096,0.5985159,0.45065844,0.6952531,0.38905156,0.0,0.62823474
abeautifuldaymovie,0.6674861,0.5931012,0.6449241,0.0,0.0,0.7108814,0.69206214,0.0,0.85488814,0.5352561,0.35343897,0.5100725,0.821412,0.22600405,0.41959175,0.72628075,0.43153188,0.27933663,0.50571114,0.6177012,0.46956757,0.47678804,0.41945243,0.14220202,0.5658669,0.40041593,0.64403385,0.27943885,0.43189254,0.51040226,0.49903396,0.0,0.08871152,0.36846712,0.0,0.5269193,0.41148233,0.2187633,0.7095091,0.5660312,0.50761294,0.35948545,0.68348265,0.67735946,0.5116099,0.38723645,0.33892974,0.5110223,0.0,0.46159858
abominablemovie,0.6618631,0.87529844,1.0487726,0.0,0.0,1.1524547,1.0509924,0.0,1.0469674,0.83790296,0.505949,0.63870597,1.0057184,0.4481123,0.6406806,0.91416126,0.9858614,0.8025361,0.6107178,1.3125069,0.6958032,0.95019597,0.6969837,0.09272556,0.87059015,0.76022196,1.2765614,0.24756826,0.7592506,0.8874672,0.9599127,0.0,0.07534082,0.8231545,0.0,0.6768349,0.7393808,0.5898043,1.1698744,0.94765365,0.7797686,0.8775099,1.208155,1.273221,0.8478341,0.73899263,0.37213558,0.8116922,0.0,0.70065373
adastramovie,0.46978357,0.6431778,0.626555,0.0,0.0,0.48807445,0.7223881,0.0,0.80824894,0.50314075,0.37254196,0.5201765,0.6435795,0.2656991,0.35425395,0.6039247,0.5541875,0.31988588,0.5371801,0.4680527,0.17445913,0.54206395,0.28201067,0.29657972,0.4652882,0.3136051,0.6473159,0.43275297,0.47392613,0.43535623,0.41754147,0.0,0.09446185,0.27216548,0.0,0.3627078,0.39739603,0.23022932,0.67328817,0.44959733,0.48939887,0.5206765,0.66265595,0.44689208,0.5133997,0.41670802,0.3143916,0.3789986,0.0,0.4351407
adogsjourneymovie,1.5865602,1.6659497,1.6335778,0.0,0.0,1.6081606,1.4199764,0.0,2.1094894,1.3470978,0.6812074,1.281358,1.727614,0.9986887,0.8233503,1.5562128,1.0028089,0.91373813,1.3046201,1.7926763,0.80795676,1.5104498,0.9032889,0.36630815,1.3892001,1.2967772,1.3121868,0.96950084,1.190446,1.388279,1.1578859,0.0,0.38888657,0.8023404,0.0,1.3295012,1.2608802,0.85113823,1.7935157,1.3376337,1.1250763,1.3089657,1.6187886,1.6457622,1.269431,1.2512006,1.2497463,1.0936136,0.0,1.103581
aftermathmovie,0.3813943,0.4818614,0.50415784,0.0,0.0,0.49597123,0.5312633,0.0,0.5174354,0.52504224,0.3101958,0.41981822,0.5197952,0.11261223,0.30704892,0.5589706,0.52618647,0.3339278,0.41925555,0.5898721,0.2599431,0.4899268,0.26923424,0.1542087,0.57598585,0.34581175,0.4467715,0.3075723,0.3085208,0.43956977,0.3755379,0.0,0.04070791,0.35111687,0.0,0.46237078,0.48592776,0.19853479,0.5930098,0.37656614,0.35750756,0.56682307,0.6299795,0.48608285,0.45555916,0.33005494,0.4120207,0.316346,0.0,0.4518187
aftermovie,0.68828636,0.63315,0.6816368,0.0,0.0,0.7779716,0.7274334,0.0,0.62984926,0.5415115,0.43273368,0.7102961,0.70612526,0.33284503,0.3690856,0.7644384,0.69381213,0.50285363,0.6742693,0.57760125,0.5079204,0.6791071,0.553061,0.19859059,0.64157337,0.24558671,0.6306404,0.28559643,0.4955722,0.42593527,0.45137727,0.0,0.08717765,0.40317315,0.0,0.65714246,0.7544677,0.3823125,0.8133316,0.5764528,0.53265387,0.55819875,0.63544065,0.6296955,0.52378726,0.43918872,0.6188633,0.4392327,0.0,0.4412567
ahiddenlifefilm,0.25057524,0.27653435,0.26482925,0.0,0.0,0.29886052,0.29145193,0.0,0.31464595,0.23130041,0.1665204,0.21124163,0.30833617,0.11747252,0.17405891,0.26909074,0.2610459,0.15393561,0.24900104,0.2830399,0.16044548,0.26609316,0.19127953,0.07716054,0.2826677,0.19756705,0.28120086,0.16165867,0.1830675,0.21095954,0.21068934,0.0,0.057427824,0.1698037,0.0,0.20934115,0.25201038,0.12583491,0.33348572,0.23780201,0.19148803,0.23538592,0.30541855,0.2989216,0.21399051,0.20003983,0.19263752,0.16319387,0.0,0.17915186
alitamovie,0.9888632,0.923109,0.6619159,0.0,0.0,1.2627512,1.03672,0.0,1.1360286,0.90652305,0.58981305,0.9574687,0.73496836,0.2849272,0.6740939,1.0020256,0.96317214,0.77319515,1.020855,1.1809219,0.6214745,0.7629344,0.7222005,0.3381388,0.8943489,0.6824185,0.65978235,0.71959895,0.6796954,0.7689694,0.6013519,0.0,0.13165952,0.27807295,0.0,0.7053424,0.7659518,0.54912794,1.079145,0.54566145,0.87528133,0.95236444,1.0566708,0.98470616,0.88674337,0.5648134,0.90426964,0.71955705,0.0,0.72118616
