movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
21bridgesmovie,0.24998489,0.58526623,0.7700218,1.055883,0.6038751,0.50437397,0.57973874,0.81651473,0.99395996,0.6417571,0.0,0.81561863,0.8038412,0.06864391,0.646749,0.37484667,0.57355225,0.8005986,0.72048277,0.0,0.0,0.600746,0.5337972,0.43009144,0.63380027,0.73339695,0.41852996,1.0352062,0.9001924,0.30743927
47metersdown,0.26287532,0.60141563,0.6343691,0.6929904,1.00886,0.7096994,0.7503389,1.0581944,1.1849866,0.9460048,0.017707024,0.698405,0.6650582,0.0,0.46799806,0.30628735,0.8458525,0.72736436,0.9295036,0.0,0.0,0.59546417,0.28799066,0.89437824,0.548096,1.0059777,0.23112486,0.7607049,0.63404214,0.5071338
abeautifuldaymovie,0.06426981,0.39384308,0.64385223,0.9952033,0.67682016,0.50838345,0.57812965,0.67463017,0.7496154,0.8015091,0.12183734,0.7837985,0.67796737,0.14586575,0.5174069,0.37432495,0.65212595,0.6177043,0.6653077,0.0,0.0,0.6510559,0.45468652,0.39086032,0.6141062,0.7389815,0.3780139,0.8661479,1.0002542,0.25013602
abominablemovie,0.0,0.63683736,0.73954475,1.65877,1.2427053,0.5208565,0.52665865,1.1697788,0.8829249,0.81172216,0.3243176,0.8936325,1.1658995,0.37513223,1.044501,0.8291293,0.9759342,0.65573883,1.4952307,0.0,0.0,1.1695988,0.51235527,0.71361,0.6388093,0.9156754,0.7302236,0.81187254,1.3502709,0.31595695
adastramovie,0.2900077,0.24906737,0.47087577,0.9106695,0.5998584,0.4278748,0.53735113,0.7950373,0.8359985,0.7478326,0.20525579,0.61996204,0.5320909,0.0,0.44874176,0.3292538,0.6439557,0.9601761,0.5520469,0.0,0.0,0.50804484,0.5185836,0.36855018,0.50260603,0.6783612,0.46614125,0.6789795,0.9294593,0.30803728
adogsjourneymovie,0.0,0.4132004,0.87725013,1.8345388,0.8334808,0.86662936,0.5742965,1.9522896,1.3111163,1.520136,0.13343702,1.1121757,1.4337205,0.34381115,0.65661377,0.52109724,1.2457641,1.3849195,1.6091205,0.0,0.0,0.75790936,0.48605168,1.4528563,1.3289819,1.5261985,0.4403778,1.1465932,1.8611566,0.87646
aftermathmovie,0.18294273,0.3622602,0.29492992,0.6898698,0.46956348,0.45574236,0.52335477,0.600459,0.51528376,0.5238957,0.17729084,0.38023385,0.4931026,0.10308562,0.5013823,0.13259377,0.39761385,0.48736688,0.46762055,0.0,0.0,0.5612682,0.4776673,0.31970623,0.32821816,0.43198583,0.30909082,0.7125134,0.4838453,0.35059428
aftermovie,0.11339821,0.24601083,0.48763716,0.8812457,0.77700984,0.57780814,0.37367496,0.8401602,0.68364775,0.6200312,0.18253939,0.62021786,0.672444,0.061833393,0.42880496,0.4973815,0.5729828,0.5610845,0.59732085,0.0,0.0,0.7236553,0.47269142,0.41965348,0.48161927,0.51258296,0.44192538,0.4669051,1.0127939,0.24718592
ahiddenlifefilm,0.1042556,0.18485199,0.2930053,0.5111351,0.35643947,0.27764234,0.24717772,0.4037044,0.38445765,0.33750495,0.08346133,0.30444527,0.34009767,0.05249578,0.2732971,0.21671773,0.29920545,0.34589264,0.39611587,0.0,0.0,0.33165744,0.24961114,0.1982605,0.268128,0.34810016,0.2223262,0.37332982,0.46266347,0.1987237
alitamovie,0.120402336,0.7808564,0.5825173,0.998976,0.8254586,0.58008564,0.69233763,0.9996784,0.9872267,0.95277846,0.0,0.6974918,0.8050837,0.0,0.3263298,0.25545907,0.5028548,0.7732599,0.6193133,0.0,0.0,0.54219866,0.4028281,0.5299735,0.8983904,0.8208803,0.44737038,0.9338885,1.0595949,0.19002375
angelhasfallen,0.33059108,0.33619162,0.8885012,1.215359,1.2413249,0.615084,0.50197864,0.87147754,1.0319554,0.9120642,0.33675864,0.9258043,1.0248634,0.2748368,0.77332747,0.0994917,0.75707793,0.9097463,0.9303342,0.0,0.0,0.5118294,0.81222546,0.4896972,0.5963513,0.97623175,0.55213356,0.92757887,1.1247066,0.33595186
angrybirdsmovie,0.0,0.83555377,0.599203,2.8598785,0.7597035,0.832731,0.9900545,2.0712285,1.7705419,2.071272,0.35980767,1.3676937,1.092209,0.22856961,1.3231922,1.9150513,1.4347279,1.0428262,1.9341238,0.0,0.0,1.2776551,0.784174,0.7653119,1.437293,1.3051529,0.83026475,1.5315666,2.3758204,0.6246763
annabellemovie,0.51327485,0.6374123,0.9798727,1.6888193,1.0175776,0.63014853,0.49078795,1.125825,1.3213395,0.8694505,0.0883124,0.88567644,0.9633804,0.1401065,0.6485106,0.4757684,1.3110137,1.1078023,1.0844176,0.0,0.0,0.8933847,0.65158176,0.63511103,0.68641126,0.8664468,0.6220375,1.2535836,1.3997585,0.5903423
annamovie,0.13647726,0.37107572,0.60770524,1.2259561,0.7211748,0.50924325,0.4811838,0.8011991,0.85448366,0.71887404,0.14509675,0.3985849,0.63009435,0.14621113,0.482542,0.56700397,0.5966079,0.74622023,0.7733765,0.0,0.0,0.61233777,0.48895735,0.33998892,0.69088876,0.748142,0.35716483,0.6102477,0.91972166,0.40462583
apollo11movie,0.09526996,0.27756727,0.31918827,0.58644944,0.5950179,0.3663512,0.25016028,0.58660364,0.6163387,0.4949387,0.08290505,0.36282405,0.4721622,0.039399534,0.31855527,0.3282675,0.45958358,0.38688534,0.47441062,0.0,0.0,0.42943028,0.4102363,0.36385125,0.55530643,0.5308817,0.42801425,0.44924545,0.6087441,0.30015507
arcticdogsmovie,0.26265815,0.6003704,0.5333422,0.9652255,0.6443323,0.50299746,0.31107637,0.8839511,0.8096562,0.5684623,0.08955301,0.6340852,0.6639678,0.0,0.56337976,0.48072806,0.61339676,0.6642711,0.9771984,0.0,0.0,0.72144234,0.34713033,0.54086107,0.46432596,0.7294049,0.518614,0.7263941,0.52789026,0.37245274
arcticmovie,0.3194294,0.27197614,0.2969224,0.66257364,0.59816015,0.402185,0.40155664,0.52424014,0.74158424,0.48592275,0.01455504,0.38515836,0.43360764,0.13224469,0.6264484,0.15803641,0.5093222,0.54194766,0.6071118,0.0,0.0,0.5512839,0.3093781,0.1502233,0.34428918,0.45280135,0.3219435,0.70339626,0.68966717,0.3239647
artofracingmovie,0.4229263,0.44704378,0.523177,0.8666718,0.67786384,0.5443051,0.521163,0.971681,0.89236027,0.9147324,0.15858649,0.7368576,0.6826171,0.19206177,0.5206044,0.41598433,0.73702264,0.94139326,0.62107754,0.0,0.0,0.68531704,0.6557898,0.3844544,0.7558775,0.69680816,0.50449747,0.77937216,1.068513,0.36657333
avengers,0.10357876,0.38296098,0.44359076,0.87054724,0.55250967,0.38409063,0.46505812,0.6388925,0.73660934,0.55822796,0.03784507,0.56320494,0.3789249,0.0,0.5116814,0.3765055,0.5046761,0.5570108,0.60807055,0.0,0.0,0.45452628,0.2678378,0.3234241,0.513844,0.7386521,0.23250334,0.61351836,0.56096417,0.26008862
beachbummovie,0.055892948,0.44246608,0.22961204,0.7679607,0.69928414,0.61453116,0.6029303,0.8852754,0.846527,0.55948466,0.1654103,0.47167292,0.534801,0.0,0.49071494,0.42004594,0.586487,0.46043456,0.67524415,0.0,0.0,0.52901995,0.47958022,0.45571765,0.76675713,0.6182096,0.31656298,0.7210973,0.8188984,0.3047127
bernadettefilm,0.15186617,0.17233783,0.76982373,1.1186749,0.61905074,0.44875437,0.6687019,0.9162121,0.63687974,0.8141113,0.2993804,0.7142469,0.7715846,0.02977917,0.7782929,0.55900645,0.37447265,0.70010674,0.6607065,0.0,0.0,0.8086819,0.5443183,0.26467413,0.52011114,0.6417431,0.45685348,0.9765684,0.88039225,0.31904593
blackandbluemovie,0.15391487,0.48423734,1.129536,2.1279874,1.2032715,1.3942213,1.0679808,1.5695593,1.7073551,1.6972886,0.13914704,0.7863393,1.1850594,0.16632554,0.8673552,0.62955135,1.3932879,1.1349334,1.4507188,0.0,0.0,1.0279659,1.130733,0.61272866,0.9016731,1.3646177,0.5698645,1.500327,1.8824543,0.575922
blackchristmas,0.2666662,0.46023843,0.4526684,0.9730727,0.79932964,0.5703025,0.3734438,1.0538857,0.7957847,0.9107748,0.0,0.70234865,0.90552276,0.068730466,0.46231264,0.29818898,0.8239101,0.78026605,0.8935161,0.0,0.0,0.5076358,0.47611094,0.52849233,0.65919495,0.79017794,0.38810083,0.69257444,1.0331732,0.48062843
blindedbythelightmovie,0.18698084,0.3250266,0.34091634,0.56594735,0.2859503,0.32343054,0.33262706,0.44588184,0.50763446,0.4450197,0.23292609,0.4183395,0.42243,0.065646805,0.3289186,0.39202183,0.3583082,0.55165386,0.490369,0.0,0.0,0.31751016,0.41072425,0.18569967,0.29354438,0.4502415,0.4076632,0.4669913,0.5369536,0.34482566
bombshellmovie,0.5442504,0.73450494,0.49895787,1.0049368,0.8100511,0.6327939,0.29855585,1.0243846,0.9125404,0.9746936,0.06549574,0.75437975,0.6111242,0.046281297,0.5046714,0.43503612,0.5941316,0.5323113,0.83330154,0.0,0.0,0.5978667,0.5567798,0.51756495,0.53704846,0.80984247,0.47016367,0.97514933,0.7887764,0.43557546
booksmart,0.031132836,0.09662913,0.3716666,1.1509386,0.0,0.1341775,0.09619238,0.31635326,0.19527473,0.0,0.0,0.3915978,0.48462903,0.0,0.47266746,0.18559739,0.0,0.40722656,0.05403846,0.3555503,0.14429376,0.06064957,0.0,0.0,0.0,0.0,0.0,0.1210123,0.5422342,0.0
breakthroughmovie,0.6534354,0.56784153,1.3191013,2.0078204,1.0829606,1.2611573,1.4208655,1.773889,1.3545465,1.0958859,0.15596013,1.2153912,1.17195,0.0,1.6715343,0.2331806,0.7947184,1.797089,0.7407698,0.0,0.0,1.7767838,0.9157957,0.39109975,1.0149723,1.3162051,0.542177,2.1080432,1.9649302,0.35904145
brianbanksmovie,0.34387553,0.55334234,0.58892566,1.0557487,0.93411815,0.78458714,0.66783535,1.0432756,1.0266268,0.87838644,0.36632314,0.8208218,0.6665036,0.041076563,0.91391015,0.39066306,0.5431885,1.0224035,0.88547486,0.0,0.0,0.8220429,0.5805592,0.4978406,0.43131787,0.8131118,0.6620651,1.4412103,1.2070189,0.43372017
brightburnmovie,0.08183628,0.28783244,0.83032876,1.264649,0.75168407,0.7121339,0.53257585,0.89064443,0.9087078,0.8605246,0.299429,0.7268129,0.8455707,0.21732225,0.63302433,0.5491876,0.72715265,0.62447715,0.890509,0.0,0.0,0.724642,0.6009794,0.35149726,0.5358847,0.716524,0.65664047,1.0343773,0.9345967,0.35294718
brittanyrunsmov,0.1160593,0.4362131,0.2754457,0.7060875,0.37261182,0.28350833,0.26190224,0.63067496,0.4862249,0.42648515,0.20454471,0.46712628,0.5264366,0.0,0.3426834,0.5142567,0.37884808,0.4743393,0.5199191,0.0,0.0,0.5394137,0.32613406,0.36443293,0.5397591,0.49608406,0.38319442,0.41125932,0.6171253,0.2634835
captainmarvelofficial,0.115504235,0.46960127,0.5116396,1.0299673,0.7740021,0.57257634,0.46285653,0.9412061,0.653207,0.91285026,0.04346052,0.55766386,0.43517536,0.0,0.504662,0.23145856,0.6671198,0.6703295,0.7289254,0.0,0.0,0.643391,0.36553186,0.46120793,0.5079932,0.750018,0.40791777,0.8406339,0.80652505,0.40206388
captivestatemovie,0.16261646,0.6289717,1.0440956,1.3020717,1.0306014,0.7940342,0.6060138,1.2031126,1.3701491,1.3817507,0.31279156,0.7484712,1.0172952,0.0,0.73394823,0.38653076,1.1875942,0.85511684,1.0851728,0.0,0.0,0.67173195,0.60245115,0.6989309,0.6421911,0.7744347,0.708098,1.1929154,1.2446637,0.7913683
catsmovie,0.2255068,0.7399008,0.43930438,1.6305959,0.86317974,0.87367845,0.8073914,1.2199389,1.5226028,0.44946215,0.0,0.695959,0.7083902,0.2565823,0.8491881,0.278592,0.9054818,0.3022965,0.80671364,0.0,0.0,0.7124125,0.62835693,0.5001706,0.6661991,0.9215407,0.6059682,1.3400059,1.2308171,0.2932125
charliesangels,0.64237124,0.8241496,0.9448248,1.9877299,1.1142834,0.63547695,0.6795894,1.641124,1.2473273,1.2602855,0.89614075,1.7268758,1.5169836,0.17785151,1.5872706,1.6559523,0.96650136,0.86118305,1.6915389,0.0,0.0,1.6240195,0.9926484,0.5919449,1.044701,0.79831487,1.151276,1.4688842,1.6222888,0.552512
childsplaymovie,0.3689133,0.2462123,1.0661563,2.5419898,0.61672205,0.68783516,0.24845493,1.3414636,1.3061087,0.9081094,0.0833054,1.5583491,1.685126,0.15129897,1.545697,0.9873367,0.9958034,1.5268965,1.5697505,0.0,0.0,1.3508763,0.4223916,0.41047853,0.7396341,0.9038247,0.019015703,1.0746869,1.5360745,0.39957166
clarathefilm,0.36577123,0.0,1.0413461,2.4866385,0.62498724,0.61341166,0.031801615,1.15403,0.7906911,0.66891676,0.091079324,1.4563956,1.0544745,0.13124734,1.2936944,0.9940321,0.72631633,1.1128684,0.9999433,0.0,0.0,1.2695833,0.60739416,0.04538491,0.3989548,0.28325635,0.53050727,1.1297091,1.3445386,0.60061556
