movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59
21bridgesmovie,0.23510101,0.63899904,0.5301682,0.104729205,0.46300733,0.1887259,0.45477355,0.49461627,0.54948115,0.57686496,0.43118247,0.40525672,0.5071868,0.5452146,0.32283318,0.060958214,0.48704076,0.21316266,0.53621787,0.42017755,0.5573404,0.56021535,0.43533203,0.2389535,0.4014382,0.3224235,0.42485088,0.24536751,0.20470737,0.54659104,0.4352675,0.59140456,0.4792154,0.31231946,0.36535394,0.2839051,0.45264244,0.42402923,0.41130608,0.23590244,0.38949877,0.17268306,0.10183116,0.712394,0.015430964,0.37213504,0.49905226,0.44576263,0.40276504,0.37106067,0.050261483,0.3930169,0.33192974,0.021246769,0.6940091,0.11786208,0.38724402,0.52943224,0.21774495,0.48894042
47metersdown,0.3657061,0.92010355,0.61759245,0.34195334,0.42756978,0.12427337,0.46729457,0.52204186,0.92973316,0.4702777,0.4738358,0.5536234,0.46065575,0.5240132,0.63609195,0.12779681,0.58540213,0.45493338,0.73321074,0.6355522,0.5593081,0.79770476,0.77916294,0.3051017,0.60830337,0.5044673,0.50642365,0.2373098,0.36356992,0.7758846,0.5739207,0.6456382,0.8638215,0.13375235,0.42863598,0.27419612,0.22201452,0.5295782,0.52564627,0.09233752,0.48485366,0.41266644,0.21147469,0.9198556,0.0,0.2965247,0.6900191,0.48859748,0.54846996,0.3401064,0.075548306,0.88220817,0.7861336,0.0,0.85438675,0.32730174,0.23184866,0.49980164,0.4258022,0.5721919
abeautifuldaymovie,0.19455898,0.50778735,0.43720868,0.12848362,0.60776794,0.16729815,0.50794035,0.4703685,0.60862905,0.6152609,0.26753104,0.51376486,0.6033591,0.4257158,0.34409153,0.15579838,0.6360139,0.35992762,0.66141814,0.5089533,0.6272337,0.46712416,0.44968653,0.34136084,0.2877941,0.20627566,0.26190117,0.36686292,0.21100408,0.75664943,0.5582018,0.48401573,0.58552206,0.1897595,0.4612581,0.43552715,0.1777147,0.4313516,0.40113363,0.18623313,0.40558192,0.31083947,0.19134583,0.7346226,0.0,0.26798132,0.6802221,0.47533557,0.45423055,0.39910722,0.07790788,0.47626033,0.43021888,0.046184637,0.5056155,0.24901181,0.2001558,0.4016103,0.45728996,0.6324393
abominablemovie,0.32963338,0.99103564,0.86039245,0.52858293,0.7405349,0.44830307,0.9205478,0.5261437,1.1251097,0.5762225,0.79773533,0.9443232,0.33728245,0.7385583,0.6243754,0.017934306,0.77158684,0.3251708,0.8582768,0.50413275,0.7591842,0.7112933,0.9575657,0.55479,0.5801839,0.36582515,0.75145173,0.17920195,0.55558497,1.0607241,0.7018847,0.9054127,1.0092446,0.46869645,0.6084576,0.5860745,0.4093175,0.56871766,0.6540782,0.30367854,0.689922,0.5220356,0.42251647,1.0527084,0.0,0.3543957,1.001095,0.778187,0.70656157,0.6915739,0.16138363,0.9563527,0.7876085,0.020260412,1.0289992,0.4288428,0.32443246,0.97406065,0.6298325,0.9589395
adastramovie,0.40610057,0.51756483,0.49774238,0.18833664,0.46385512,0.10490113,0.36535498,0.24900244,0.38688293,0.37653327,0.27533668,0.3323529,0.43320337,0.46383372,0.2659946,0.10176155,0.5181061,0.27338356,0.46047273,0.30640292,0.32084018,0.2988355,0.33771828,0.15235075,0.22385931,0.27552924,0.36109588,0.25533777,0.3140616,0.7031908,0.33609897,0.4437107,0.5521102,0.113602184,0.304504,0.43818772,0.22865693,0.38936538,0.49509504,0.29628283,0.2735586,0.23038863,0.12637155,0.5918523,0.0,0.33832675,0.5352741,0.25675905,0.29456198,0.3163351,0.022420818,0.5787384,0.43992335,0.044701274,0.52264893,0.21048969,0.16381657,0.30162227,0.30949038,0.65528816
adogsjourneymovie,0.2583232,1.4987034,1.2329686,0.5879285,1.2178715,0.25665027,0.8475117,1.0257202,1.2257719,0.97030514,0.516478,1.1606412,1.0829209,0.96562207,0.43488246,0.2807924,1.3507922,0.47661802,0.85258394,1.4111056,0.9259327,1.1372478,0.98312145,0.3795012,0.56919366,0.6049175,0.5623139,0.92121994,0.7421421,1.7031077,0.5467689,0.3745558,1.3504796,0.38128626,0.61952835,0.95497286,0.8322332,1.1227182,1.0508784,0.57562304,0.6634942,0.78354454,0.33219668,1.237144,0.0,0.2515838,1.3898872,0.71997327,0.9800573,0.8766767,0.4049689,0.93960124,0.6986308,0.40262762,1.4201695,0.8483553,0.19840205,0.9731846,1.3948755,1.1843596
aftermathmovie,0.2405624,0.3294353,0.49903807,0.13583745,0.395797,0.20019066,0.40535584,0.3813203,0.48731977,0.41714883,0.2837924,0.40410843,0.29376557,0.42831537,0.29702675,0.12212007,0.4787841,0.19989063,0.318514,0.33633348,0.37861687,0.3236628,0.39847636,0.17475794,0.23489618,0.24729632,0.2277643,0.23733662,0.1207601,0.57600284,0.47303075,0.3543208,0.5069507,0.21260929,0.3909031,0.3305256,0.16776264,0.26292124,0.3031002,0.18578655,0.21298924,0.2540935,0.11210238,0.5388775,0.0,0.1980464,0.40778294,0.3194469,0.32829633,0.20871267,0.053520188,0.37353274,0.28681526,0.057770427,0.43167603,0.13447353,0.20849267,0.3200263,0.25433964,0.48612595
aftermovie,0.32280996,0.57410604,0.60236436,0.25339493,0.4541728,0.25778276,0.37532088,0.51197296,0.5458427,0.51162493,0.3146221,0.38050023,0.4674464,0.5687091,0.407768,0.15666807,0.45854566,0.3493736,0.40311337,0.5116117,0.49041727,0.41995114,0.5921938,0.24652752,0.3745739,0.27198637,0.3969028,0.27200556,0.33731103,0.648494,0.41775084,0.45367157,0.52345085,0.2384927,0.22976622,0.30068853,0.24996513,0.39983937,0.3896105,0.23352072,0.36019957,0.24477841,0.20034538,0.7243724,0.0,0.27633566,0.6284228,0.2926197,0.4163313,0.39262655,0.05628232,0.55162585,0.4432161,0.11355926,0.69020194,0.26203725,0.2632653,0.38236254,0.30454728,0.58702946
ahiddenlifefilm,0.13136517,0.22788392,0.23580101,0.103520274,0.20093903,0.08102784,0.17612691,0.17479214,0.24812768,0.23549303,0.15005994,0.20689534,0.17814799,0.23282085,0.12971082,0.05725468,0.24500675,0.11307536,0.22988915,0.20020719,0.20925707,0.1983789,0.20074809,0.11681164,0.14703202,0.12764174,0.14791541,0.11436477,0.12437054,0.30182138,0.17591043,0.1806488,0.2424291,0.112081006,0.14634946,0.17421101,0.10249595,0.18299958,0.18591113,0.09039478,0.15305835,0.12934911,0.06315632,0.26868945,0.0,0.123906896,0.2437814,0.17811027,0.18834779,0.13356997,0.027850447,0.24752861,0.171556,0.012303844,0.24889539,0.09697,0.10149266,0.18030396,0.15780544,0.23680916
alitamovie,0.4668811,0.8276234,0.6600063,0.14894934,0.51272076,0.5011602,0.52672833,0.7361837,0.6385916,0.68331176,0.40268472,0.7386089,0.6961482,0.5788999,0.49685615,0.12101356,0.8207469,0.32484588,0.7464198,0.70584023,0.67720324,0.4581379,0.55324405,0.274971,0.44927695,0.5880645,0.4531924,0.34255072,0.56641734,0.98907244,0.4423287,0.6608485,0.8910463,0.24600798,0.42958495,0.73860383,0.43194026,0.59714127,0.84685415,0.47659078,0.5141528,0.46355352,0.16297178,0.99312884,0.0,0.5427995,0.8597465,0.32014537,0.61139446,0.44849256,0.0,1.0251719,0.5386631,0.14049383,0.6703555,0.33004364,0.20767063,0.6931372,0.3880396,0.86289245
