movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89
21bridgesmovie,0.43301603,0.53125733,0.42270914,0.43600112,0.59567314,0.077520385,0.18784727,0.46378914,0.3807626,0.4778687,0.508634,0.20868446,0.4074718,0.528035,0.36765274,0.6867972,0.35914576,0.079301685,0.24204509,0.4303045,0.3243899,0.5254328,0.37933603,0.49558327,0.24058567,0.36146045,0.6387295,0.15919039,0.47609353,0.7116345,0.17236611,0.0,0.0,0.4779106,0.67601466,0.4709367,0.6536168,0.0,0.69846827,0.06777334,0.15365455,0.32926518,0.5251082,0.11858457,0.1040931,0.29060984,0.23519737,0.031962413,0.063872084,0.44785723,0.47557732,0.64449155,0.0,0.66533196,0.7790576,0.32502586,0.4721742,0.47185045,0.5438527,0.0,0.46796754,0.5615651,0.3653709,0.23375513,0.49225038,0.7153518,0.44474176,0.0,0.5406374,0.0,0.58908415,0.4519872,0.54656744,0.3640274,0.0,0.5234492,0.25577316,0.6475251,0.374091,0.28582343,0.5152906,0.33514348,0.5986297,0.27025187,0.49407357,0.0,0.24128187,0.40820494,0.25327513,0.61046666
47metersdown,0.40050387,0.68216324,0.50857705,0.5817541,0.5335741,0.0,0.21945922,0.5734941,0.5780802,0.4738681,0.6574998,0.20846422,0.39391118,0.51079255,0.35394564,0.83260447,0.4999632,0.30590796,0.064673476,0.60560256,0.38547382,0.92789876,0.44445235,0.56269103,0.41829017,0.56936395,0.8087801,0.13142367,0.78371567,0.84058994,0.3976368,0.0,0.10151923,0.34897304,0.72363293,0.5945394,0.75666887,0.0,0.72435427,0.05677543,0.32382175,0.32556298,0.6440612,0.08673598,0.21742126,0.35143968,0.44821227,0.07632083,0.19207594,0.62095666,0.5493137,0.7203913,0.0,0.6419409,0.73302966,0.40940577,0.6798966,0.5297144,0.8317545,0.0,0.2771014,0.30687103,0.41069448,0.08995636,0.65627897,0.6797557,0.70284694,0.0,0.59680516,0.0,0.8800477,0.30812395,0.73471713,0.3674312,0.0,0.4941044,0.40023008,0.5234733,0.35187635,0.36300138,0.6568497,0.28042573,0.7562618,0.46907324,0.6405612,0.0,0.21252862,0.44373664,0.5834016,0.7452179
abeautifuldaymovie,0.5057323,0.5193042,0.3822241,0.3732828,0.49843478,0.2389869,0.22358777,0.6945366,0.40377882,0.22430678,0.4104401,0.19094841,0.3374532,0.50583494,0.35043722,0.5176925,0.32938418,0.3085448,0.10294266,0.56914026,0.17575392,0.3986673,0.40687197,0.6426141,0.3749655,0.5684233,0.6763509,0.048728414,0.6312575,0.62676895,0.31925425,0.0,0.14773582,0.45147938,0.67574114,0.5854108,0.719318,0.0,0.6519875,0.10643591,0.21698979,0.18306464,0.5079135,0.20228118,0.20537981,0.44239157,0.2669254,0.006436337,0.21425796,0.41731098,0.34189838,0.4843068,0.0,0.7641487,0.86686933,0.5329045,0.40046564,0.39131907,0.39854866,0.0,0.2766818,0.39418903,0.37642404,0.13410404,0.41560146,0.5791276,0.3558789,0.0,0.47763446,0.0,0.5654171,0.33987477,0.4269524,0.4461965,0.0,0.44913024,0.23302051,0.6902731,0.16564383,0.20690943,0.59097046,0.3896073,0.56504905,0.37561154,0.4532972,0.0,0.35592875,0.4463169,0.1587218,0.5790873
abominablemovie,0.51187474,0.6846165,0.65232444,0.23563024,0.6932839,0.0,0.23080356,0.72239596,0.53482664,0.519422,0.6899682,0.22040984,0.34200042,0.49601078,0.5462576,0.8928873,0.5508299,0.28437674,0.1973145,0.5945725,0.0,0.7124347,0.3153449,0.59836274,0.21899325,0.79193985,0.7322208,0.0671228,0.747203,0.6897542,0.28522187,0.0,0.0,0.26418912,0.77083373,0.48625463,1.0172813,0.0,0.86119187,0.031964853,0.26275963,0.42675427,0.61449105,0.17530446,0.28173622,0.6240458,0.18528691,0.0,0.0,0.74415386,0.5824787,0.8773302,0.0,0.90646523,0.76455635,0.64156836,0.6050108,0.55441266,0.4622567,0.0,0.39347374,0.4071571,0.3428628,0.3061798,0.6483505,0.524658,0.32633516,0.0,0.7279498,0.0,0.55499285,0.26206478,0.7383549,0.4060095,0.0,0.33917332,0.22668,0.85357726,0.29995984,0.47122452,0.75833404,0.4512612,0.7663057,0.6629344,0.82088184,0.0,0.44466054,0.51176864,0.52953184,0.3881442
adastramovie,0.3565748,0.28345767,0.24797514,0.2826659,0.42758277,0.07571708,0.15825501,0.42979193,0.3180819,0.27863458,0.3284887,0.13999233,0.33205962,0.47474796,0.42484102,0.5778058,0.32949513,0.23673427,0.094164595,0.5809434,0.07587157,0.46739784,0.34337404,0.47275963,0.3924731,0.41946685,0.54276246,0.09904711,0.46542943,0.42316028,0.24259123,0.0,0.052996997,0.43891245,0.48708126,0.36306837,0.45103312,0.0,0.58224493,0.1516876,0.18827996,0.21090314,0.41249278,0.2901705,0.23186117,0.19579989,0.18842912,0.15778297,0.04986229,0.3181406,0.4036488,0.46546888,0.0,0.5028218,0.673634,0.36369354,0.36725357,0.3293227,0.49446112,0.0,0.23503584,0.19155312,0.31342265,0.080296665,0.30172935,0.40272135,0.4278501,0.0,0.53752387,0.0,0.43250254,0.12422892,0.38215107,0.2959953,0.0,0.316509,0.4056609,0.4849867,0.17775723,0.26611334,0.5341189,0.35903007,0.40218374,0.3279874,0.4504061,0.0,0.23619664,0.28399017,0.12977545,0.42051297
adogsjourneymovie,0.69522965,1.0751894,0.86111367,0.47929472,1.5916222,0.43074918,0.6891735,0.8994585,0.5301972,0.5125846,1.0395782,0.0,0.86743563,0.9132309,1.0656892,1.6130804,0.6677935,0.47879916,0.32757717,1.3428388,0.335069,0.96301335,0.5324748,1.2960196,0.69166636,1.3930824,1.1403654,0.47727475,1.2583734,1.1730556,0.5231648,0.12369948,0.5406511,0.8501783,1.3916477,1.0177553,1.2278324,0.0,1.522838,0.12152992,0.4196149,0.5897563,1.3574212,0.19224405,0.19480273,1.0248822,0.3513108,0.0003633611,0.26970577,0.8199184,0.8557917,0.4349636,0.0,1.5193282,1.6242138,1.1757026,1.0843489,0.65271354,1.138185,0.0,0.3213643,0.8080625,0.5639149,0.043808613,1.0047164,0.6704054,1.1375871,0.0,1.1891897,0.0,1.0625395,0.20467503,1.1648868,0.5578897,0.0,0.7043073,0.5497085,0.78551996,0.24606375,0.4025998,0.6641479,0.3777372,1.2604365,0.390919,0.8630343,0.0,0.45797622,0.6224815,0.45433304,1.0496165
aftermathmovie,0.32755706,0.25402,0.22006646,0.25098616,0.31561705,0.21953134,0.07580585,0.34341854,0.25788102,0.16082051,0.32814074,0.17865151,0.26995137,0.272102,0.29811314,0.37406224,0.16508743,0.09780164,0.08816935,0.36991015,0.19588836,0.35044292,0.24802566,0.3128617,0.17924611,0.2803041,0.3852327,0.06307282,0.40009367,0.29665118,0.12283417,0.0,0.05820581,0.2768577,0.42470643,0.31776777,0.4925145,0.0,0.3962572,0.03892559,0.1602539,0.2851066,0.3202882,0.15270695,0.108361654,0.21562809,0.207467,0.10603395,0.086916395,0.34750482,0.28243577,0.30286345,0.0,0.5732595,0.47652224,0.39516884,0.3145265,0.27882722,0.27719897,0.0,0.15547854,0.26127237,0.07211778,0.08278307,0.29996166,0.34265697,0.34203544,0.0,0.43770465,0.0,0.34709165,0.16980448,0.32469833,0.14360364,0.0,0.28552577,0.18179156,0.33804503,0.12089269,0.17088425,0.27367392,0.17321853,0.38364953,0.24996904,0.32246536,0.0,0.19496223,0.31617153,0.14698765,0.3214447
aftermovie,0.49866617,0.38843244,0.29954025,0.44229233,0.4675384,0.1050649,0.12441559,0.47881898,0.18949866,0.30808133,0.42891684,0.12908907,0.26029024,0.42132437,0.31410488,0.55430573,0.25278854,0.09635409,0.099690944,0.5022973,0.1934133,0.5534106,0.4312154,0.4799931,0.21085028,0.6454687,0.48272902,0.04014367,0.6782756,0.43431225,0.35725933,0.0,0.013640337,0.46294957,0.72862095,0.33874923,0.59528726,0.0,0.5737367,0.05376264,0.20140982,0.36678347,0.47589713,0.23764294,0.25501642,0.58121973,0.1996467,0.01750597,0.0,0.47861144,0.45267776,0.57960737,0.0,0.6507845,0.73541754,0.38791692,0.5588388,0.20495127,0.5223034,0.0,0.18321095,0.42343107,0.22828542,0.17529984,0.35533807,0.4774537,0.3313847,0.0,0.36041442,0.0,0.50207764,0.28806767,0.52710193,0.2205179,0.0,0.362756,0.24131832,0.5765063,0.28369007,0.26265055,0.56186837,0.35229808,0.6026192,0.325177,0.5156045,0.0,0.34263393,0.3501871,0.11972537,0.43621534
ahiddenlifefilm,0.1868324,0.17894308,0.13996604,0.1407712,0.21267648,0.07138979,0.08412368,0.25419468,0.11837827,0.117246136,0.1839478,0.087909974,0.14862308,0.18149836,0.18833381,0.25182202,0.12576975,0.098648556,0.036304533,0.22797567,0.08879866,0.2386963,0.14962322,0.21291773,0.14393882,0.21326147,0.25602567,0.048726574,0.25076935,0.2276076,0.10801392,0.0,0.036595453,0.17535001,0.25814626,0.1827351,0.24577892,0.0,0.23775272,0.043057397,0.06817212,0.12778418,0.21040075,0.095896915,0.06424291,0.15674205,0.11970661,0.050974272,0.051319804,0.22293305,0.17163809,0.21164685,0.0,0.27415174,0.30252638,0.19512793,0.20522709,0.17412192,0.21575904,0.0,0.12674725,0.1440341,0.11410768,0.050415605,0.15761696,0.20201847,0.18715209,0.0,0.20573863,0.0,0.23997986,0.09665085,0.19979468,0.13154262,0.0,0.15362293,0.15212047,0.24060887,0.07593618,0.11777413,0.23187539,0.121591985,0.24747545,0.13727437,0.22285756,0.0,0.12520355,0.16260773,0.121448904,0.19619021
alitamovie,0.60031664,0.6490125,0.5446933,0.39366353,0.5638504,0.2829736,0.25737143,0.67373896,0.41473648,0.17763264,0.6111096,0.037055552,0.4950106,0.514764,0.60644925,0.7071313,0.5047466,0.12960759,0.19703577,0.72735465,0.10267587,0.6754024,0.528723,0.6297199,0.5047184,0.79940164,0.80009466,0.09037256,0.6173159,0.54231626,0.4863207,0.0,0.09562342,0.5219375,0.5416786,0.46920183,0.78322613,0.0,0.89393175,0.029055022,0.21950433,0.44251674,0.7429794,0.35599017,0.1524255,0.50337255,0.3182931,0.21379374,0.031594574,0.50085944,0.35847116,0.6088183,0.0,0.7717216,0.7887163,0.71037203,0.5953585,0.37849852,0.54623586,0.0,0.2797775,0.17087612,0.24999335,0.13266216,0.60057974,0.67361224,0.70640355,0.0,0.65766543,0.0,0.63189185,0.0,0.58920395,0.52649003,0.0,0.5157227,0.2720537,0.7709261,0.07896001,0.41364405,0.61370814,0.4120924,0.55815506,0.5971685,0.74618155,0.0,0.42391264,0.4916276,0.17951714,0.66694504
