movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59
21bridgesmovie,0.65213335,0.0,0.0,0.24057543,0.65827286,0.4526655,0.86931723,0.5514902,0.40549514,0.14881581,0.5582577,0.6268839,0.0,0.17954764,0.3075301,0.62023234,0.22972283,0.29455414,0.547058,0.73481905,0.39489025,0.6183707,0.33995923,0.47165558,0.45002204,0.41839546,0.049703524,0.7441413,0.56894493,0.11027142,0.33726102,0.23449758,0.41709623,0.56341106,0.5925722,0.6582947,0.6365784,0.64264596,0.38315958,0.6149046,0.6204331,0.62236714,0.0,0.5172638,0.40971017,0.2503622,0.14939508,0.24505559,0.41766524,0.43209156,0.0029547587,0.5137638,0.0,0.61213315,0.7897329,0.31420904,0.5315366,0.38307276,0.016280048,0.05111348
47metersdown,0.72772896,0.026766513,0.0,0.13736656,0.9959873,0.6084117,0.7025375,0.79199195,0.32268733,0.2730485,0.67600447,0.7762669,0.0,0.5293988,0.51375324,0.65582055,0.04705811,0.40440008,0.44559783,0.79537857,0.5144468,0.58560145,0.24489482,0.65763277,0.36155826,0.37992632,0.10734905,0.47191483,0.7568371,0.0,0.6592772,0.37065834,0.5070983,0.6747431,0.6238723,0.88084847,0.4921403,0.3940728,0.5704505,0.56500036,0.7167998,1.0534444,0.0,0.47641292,0.44796902,0.39863837,0.31983083,0.36604384,0.619506,0.53673416,0.42130077,0.67567176,0.0,0.89207196,0.7544366,0.37509763,0.38023597,0.5201767,0.063809335,0.2858105
abeautifuldaymovie,0.44839108,0.0,0.0,0.1834974,0.5882582,0.4112224,0.67636114,0.50840074,0.30320922,0.29435164,0.5756098,0.6266255,0.0,0.23357728,0.4856999,0.45360085,0.24503158,0.33889744,0.41658333,0.79715955,0.54012245,0.5461729,0.52413505,0.3676922,0.64654195,0.5424522,0.15509231,0.5320154,0.62268364,0.20422359,0.4967216,0.17910862,0.58231187,0.52928483,0.43816346,0.6054207,0.47534963,0.58191085,0.37387305,0.7955566,0.55799335,0.6654605,0.0,0.43557894,0.4628492,0.24676026,0.23217854,0.16124398,0.37418386,0.3953983,0.006188797,0.48493943,0.0,0.7091137,0.56768894,0.6160824,0.48499316,0.24397017,0.036002122,0.17951903
abominablemovie,1.0905911,0.0,0.0,0.09429371,0.8867084,0.6954254,1.0484867,1.0174092,0.9556524,0.37726685,1.028242,0.91798705,0.0,0.31981936,0.77048564,1.0605271,0.45956102,0.29636776,0.7643372,1.3428751,0.86425114,1.08354,0.99919283,0.72581786,1.0084037,0.6416632,0.3264269,1.078918,0.80137205,0.12482671,0.7528309,0.21909569,0.71756816,0.9961857,0.6942184,1.1438031,0.66835624,0.9453505,0.92911774,0.84533757,0.6673115,1.1349889,0.0,0.76000065,1.0900698,0.61763334,0.38911295,0.5131093,0.6948297,1.0610144,0.24822605,1.0341176,0.0,0.95297104,1.171851,0.7115294,0.5903749,0.39567444,0.22945492,0.19778043
adastramovie,0.42158663,0.0,0.0,0.15240866,0.70743656,0.5232667,0.6656643,0.5336902,0.19280212,0.42411602,0.40673992,0.5913133,0.0,0.20513546,0.5227535,0.69631404,0.073063955,0.12782438,0.40223274,0.692978,0.44383094,0.48234352,0.40135399,0.24243914,0.6109879,0.3359779,0.087462984,0.3433949,0.42446268,0.059145063,0.46210012,0.17341642,0.3147882,0.42775685,0.35390353,0.56837004,0.39421764,0.40578124,0.47466946,0.65874654,0.47058916,0.6476354,0.0,0.29027054,0.30318347,0.20686573,0.26163706,0.25389406,0.51841193,0.31061044,0.01373373,0.30234945,0.088976696,0.58591074,0.5318326,0.5879916,0.28518802,0.23843046,0.011292003,0.1419797
adogsjourneymovie,0.84313476,0.0,0.0,0.20526993,1.4557253,1.0422485,1.4697788,1.3325871,0.64482266,0.57226473,1.051054,1.0625794,0.0,0.54165834,1.3345684,1.2120574,0.6069047,0.8032362,0.9343851,1.6556311,1.4208114,1.1476636,0.5881602,0.5336708,1.4287522,0.94894564,0.23498876,0.6017412,0.9416944,0.0,0.8062889,0.0,0.41948244,0.77182114,0.8958412,1.2620103,1.1075929,0.7763679,1.1346873,1.3228247,0.96116716,1.2068433,0.0,0.6337434,0.90167725,0.79163057,0.43772677,0.37945944,1.1247448,0.46059087,0.47092572,0.62625885,0.0,1.3250927,0.81036294,1.3116044,1.0994223,0.62275666,0.14881194,0.24582505
aftermathmovie,0.42751223,0.0,0.0,0.18915835,0.4564244,0.32024828,0.42976075,0.46782514,0.21603236,0.053841133,0.36635724,0.41749558,0.0,0.10885127,0.4201559,0.46367413,0.20073073,0.16772392,0.24841948,0.58473563,0.46556646,0.3974447,0.2600495,0.2519296,0.39923906,0.31081468,0.20690212,0.32792813,0.5128691,0.06776759,0.33734038,0.109596364,0.40568766,0.4264428,0.39752626,0.47563282,0.29771864,0.34165415,0.3005334,0.33478516,0.4360941,0.51847273,0.0,0.40520465,0.39729264,0.16232067,0.19610652,0.18981545,0.4523001,0.34059373,0.19593865,0.31824654,0.024109362,0.5770348,0.46216166,0.3186279,0.22539255,0.28555268,0.01432877,0.10966665
aftermovie,0.6689498,0.05880445,0.0,0.2684658,0.6561592,0.5682171,0.728448,0.62073016,0.4439945,0.2707829,0.6985743,0.5696396,0.0,0.15387253,0.36087453,0.5002143,0.090511605,0.18336588,0.35968587,0.69449615,0.560741,0.5280671,0.28238577,0.4430091,0.600882,0.18762988,0.125822,0.36826038,0.48272857,0.15120234,0.49043712,0.21008345,0.37712848,0.4063893,0.5173266,0.6880894,0.41040465,0.6322128,0.52105176,0.58406925,0.64075446,0.6692841,0.0,0.4422087,0.3308007,0.25441208,0.19235733,0.32076862,0.5651183,0.2916207,0.14143229,0.4491722,0.0,0.65517306,0.65461946,0.38854462,0.51620984,0.3134092,0.10908488,0.23531924
ahiddenlifefilm,0.29300523,0.0,0.0,0.08770855,0.33506033,0.27822247,0.29075718,0.2845235,0.14627118,0.1360248,0.29122853,0.31622532,0.0,0.11031338,0.21258341,0.26911,0.10439372,0.13863915,0.18999268,0.3531287,0.23749128,0.27700788,0.19033068,0.20078413,0.29740787,0.17078507,0.08024909,0.20991242,0.2578221,0.036470458,0.22417235,0.07644495,0.21240586,0.22184554,0.20544542,0.3238517,0.20067713,0.26212397,0.22927088,0.2919752,0.26094916,0.29671392,0.0,0.21795136,0.2125206,0.14978142,0.09452629,0.12035847,0.24052879,0.18856218,0.073512584,0.20704094,0.00080358214,0.32356504,0.3069415,0.20523784,0.20345552,0.1462426,0.040550422,0.08352096
alitamovie,0.8363212,0.09034214,0.0,0.39835188,0.911139,0.81319124,0.73479754,0.85812914,0.32878983,0.33227375,0.7424798,0.7432403,0.0,0.15191647,0.56984204,0.97283125,0.34964854,0.5315759,0.56705475,0.9379365,0.6141526,0.54537946,0.50648475,0.26323548,0.62602437,0.5399324,0.023653356,0.45095927,0.72494304,0.06198989,0.4697361,0.30152315,0.5713999,0.5554013,0.41982907,0.7533761,0.2837459,0.6503192,0.49674097,0.6789555,0.68253773,0.60158026,0.0,0.4089305,0.53473246,0.31323802,0.07341973,0.290064,0.75988716,0.5922454,0.0977077,0.6568392,0.22175217,0.843459,0.604627,0.74953604,0.2637275,0.2765575,0.40259188,0.22181514
