movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119
21bridgesmovie,0.36583036,0.5389283,0.47148395,0.58276707,0.2789821,0.54907537,0.5290167,0.40495145,0.23621826,0.0,0.0,0.0,0.4476307,0.44340032,0.09195071,0.27155071,0.4515915,0.552396,0.4600826,0.35648,0.25207317,0.42258802,0.52492154,0.5609833,0.34816784,0.0,0.03767088,0.0,0.025356581,0.030236235,0.50311047,0.0,0.39339942,0.2941641,0.5511967,0.33953986,0.0,0.40971205,0.31095174,0.57191974,0.0,0.6090696,0.47704214,0.0,0.34275258,0.33213907,0.54832494,0.03857512,0.24380274,0.6253825,0.0,0.3473555,0.507984,0.0,0.2037894,0.34098142,0.3577931,0.26445773,0.610578,0.31039897,0.3188959,0.43274903,0.13721143,0.042933814,0.32385814,0.50385016,0.38597694,0.47646162,0.5270484,0.0,0.3593471,0.3011332,0.0,0.41843942,0.5392245,0.34800255,0.48985434,0.0,0.59799093,0.07431856,0.28634262,0.41358817,0.0,0.3805111,0.0,0.45607296,0.29395673,0.0,0.5505607,0.6075828,0.6315597,0.39852762,0.40979782,0.49090472,0.52502346,0.38367024,0.23335068,0.0,0.15363249,0.4637203,0.4305374,0.18576363,0.5730942,0.10300898,0.23499665,0.38934588,0.056797158,0.5236812,0.42736226,0.1106642,0.44103634,0.38752323,0.0,0.3313218,0.42007107,0.33177826,0.5740583,0.44499376,0.52790505,0.0
47metersdown,0.52942467,0.583465,0.6754935,0.3676827,0.38300863,0.54804534,0.6596127,0.5143783,0.23435546,0.0,0.0,0.0,0.5395974,0.5406582,0.15794288,0.52759516,0.36035824,0.61674565,0.61620367,0.62431973,0.4526492,0.3464394,0.5585679,0.5266739,0.495408,0.19752824,0.39811367,0.0,0.0,0.0,0.64380234,0.0,0.4624551,0.4376143,0.69882774,0.464195,0.0,0.771903,0.44747254,0.76067907,0.0,0.770996,0.5019085,0.0,0.3854986,0.57690877,0.47515687,0.052009717,0.21953052,0.59733015,0.0,0.63275415,0.5383258,0.0,0.26458883,0.24700561,0.4633618,0.4107073,0.7161506,0.16222182,0.86956,0.49749446,0.38321328,0.31310108,0.40111858,0.89331746,0.20082138,0.5490034,0.609106,0.0,0.42811963,0.4808386,0.0,0.4229239,0.5149613,0.31281948,0.2942273,0.0,0.8750286,0.035743594,0.4828797,0.306301,0.0,0.39798814,0.0,0.6071353,0.46744815,0.0,0.66555655,0.7065431,0.60217285,0.77375793,0.45013782,0.5668303,0.5838469,0.62171936,0.40384513,0.021445207,0.45668048,0.30243134,0.2612711,0.26753327,0.46408787,0.100956194,0.47188503,0.505508,0.190783,0.6793469,0.5777402,0.072894394,0.6129621,0.5441083,0.0,0.38699293,0.26534328,0.51626444,0.81228703,0.3595215,0.4983575,0.0
abeautifuldaymovie,0.26212063,0.35669217,0.4443568,0.35889864,0.3009278,0.47091135,0.4241666,0.50337404,0.2945449,0.0,0.0,0.0,0.3462099,0.3726021,0.0,0.2110665,0.3091131,0.43307775,0.40253055,0.2754783,0.32512608,0.4119998,0.3074408,0.506869,0.27741015,0.021798933,0.12217404,0.0,0.0,0.019878898,0.43721437,0.0,0.40165615,0.25375473,0.52873564,0.35396764,0.0,0.34735572,0.38541672,0.6918108,0.0,0.39150155,0.277344,0.0,0.37363723,0.40271476,0.34162197,0.0,0.02355577,0.45973766,0.0,0.4052535,0.3771169,0.0,0.13913299,0.24345441,0.50202966,0.29141933,0.546621,0.121741824,0.39186123,0.3268896,0.34432966,0.08846074,0.31955272,0.47199467,0.28744236,0.33606362,0.42645052,0.065793976,0.4371391,0.29408285,0.0,0.28388956,0.4341837,0.29779407,0.3852663,0.0,0.4897693,0.0,0.35159156,0.4037476,0.0,0.24717155,0.0,0.42123044,0.2752329,0.0,0.57067335,0.44907445,0.30180445,0.4215283,0.32459834,0.48098114,0.29747117,0.1820815,0.26941875,0.0,0.30609098,0.3562639,0.4052565,0.110447444,0.30065534,0.11125721,0.23334888,0.29603323,0.16777422,0.4677603,0.405666,0.068058945,0.46776432,0.45668128,0.0,0.47268912,0.30277297,0.34116536,0.43797836,0.2830687,0.448172,0.0
abominablemovie,0.35713816,0.64675856,0.46824652,0.7773981,0.43887076,0.41905946,0.9819736,0.76075226,0.38927716,0.0,0.0,0.0,0.67881507,0.53255504,0.121600784,0.38892,0.3868153,0.5547765,0.57305074,0.55149245,0.24362142,0.33306023,0.81814265,0.47350606,0.53320366,0.0,0.20929152,0.0,0.22317936,0.0,0.6154663,0.0,0.2974527,0.2673618,0.7608426,0.4234554,0.0,0.77764994,0.55097634,0.8900557,0.0,0.99800515,0.3584687,0.0,0.5637674,0.47938094,0.5719978,0.0,0.0,0.89061534,0.0,0.4604611,0.6962309,0.0,0.38703725,0.61871725,0.42962193,0.19344005,0.6782622,0.287659,0.66225755,0.6121169,0.1612335,0.26318535,0.34513772,0.39270088,0.40179434,0.55107707,0.5315406,0.23927727,0.6759958,0.6385078,0.0,0.46999058,0.7754446,0.4505651,0.5448342,0.0,0.6997644,0.021574851,0.2624064,0.4248832,0.0,0.5947299,0.0,0.42672703,0.65173626,0.0,0.6586625,0.9122713,0.6459882,0.49686024,0.6162797,0.71732914,0.8083338,0.7701702,0.29141805,0.010393322,0.27248365,0.5657611,0.6022733,0.17525338,0.46955243,0.39855027,0.2641821,0.61507094,0.09013745,0.39709702,0.72639966,0.08703004,0.5179572,0.72249854,0.0,0.5406822,0.4514447,0.5524238,0.9330709,0.8218129,0.74826896,0.0
adastramovie,0.31513864,0.43082315,0.44414777,0.37685704,0.21936715,0.37798807,0.49755496,0.35533693,0.18381982,0.0,0.0,0.0,0.3685329,0.27243584,0.03980604,0.091435745,0.2775985,0.34051064,0.47663185,0.22960322,0.27074292,0.2617616,0.38893452,0.43605384,0.2968688,0.0,0.14788704,0.004225714,0.015682342,0.0,0.4653516,0.0,0.3993786,0.35440984,0.47579247,0.2756726,0.0,0.45085979,0.21950398,0.44856164,0.0,0.3071069,0.35818428,0.0,0.38451132,0.48640046,0.35626042,0.0,0.0,0.4421809,0.013349056,0.20008828,0.38959786,0.0,0.16568066,0.266751,0.3997603,0.2906202,0.40982592,0.24378459,0.3490062,0.32878667,0.18967453,0.07800563,0.29108602,0.3306975,0.40334108,0.1796195,0.41013622,0.0,0.3010324,0.41691875,0.0,0.33602574,0.31237623,0.371683,0.23874095,0.0,0.36660433,0.0,0.3816531,0.26226255,0.0,0.19346455,0.0,0.44414285,0.2459865,0.0,0.3762713,0.38473102,0.27677268,0.35372084,0.40977028,0.23539358,0.36553848,0.3405682,0.10672251,0.0,0.13975316,0.37468168,0.37169665,0.14462553,0.2536633,0.0051082885,0.30031112,0.23405585,0.13031615,0.4702217,0.39075112,0.13155791,0.38485107,0.43475485,0.0,0.29720482,0.3411532,0.35605127,0.4043208,0.34953383,0.39337483,0.0
adogsjourneymovie,0.35938507,0.75438726,0.561334,1.1099533,0.593764,1.2845484,1.1973513,1.6598063,0.5631678,0.0,0.0,0.0,1.0020343,1.0406669,0.0,0.660825,0.61280024,1.1608347,0.9525703,0.9863706,0.46034285,0.8105512,1.1991233,0.9719389,0.45570624,0.0,0.29936105,0.039326385,0.0,0.0,0.7305399,0.0,0.5747563,0.3126363,0.8456169,0.8099066,0.0,0.9951888,0.54232496,1.533152,0.0,0.96537995,0.5369689,0.0,0.6847022,0.8893778,1.2986411,0.0,0.008264736,1.0441697,0.0,0.80134255,1.0417527,0.0,0.34681273,0.4658994,0.71470726,0.73544747,0.95387524,0.45801392,1.025053,0.75935036,0.5706795,0.37157246,0.54621565,0.9211868,0.5676322,0.29254794,0.86668354,0.0,0.75341123,0.78738886,0.0,0.984875,0.76051915,0.8425975,0.69702363,0.0,1.0011171,0.10698488,0.7262683,0.46285945,0.0,0.8262283,0.0,0.6556264,0.60599303,0.0,1.2211348,0.9654242,0.8959297,1.2958984,0.5948025,1.0570263,0.91269785,0.80254126,0.7184988,0.041617356,0.30540556,0.73445034,0.76730907,0.0,0.8374542,0.2607527,0.20893721,1.1271205,0.17836449,0.743487,0.92326856,0.12037683,0.8945857,1.1792444,0.0,0.4125699,0.52059424,1.2717053,1.323937,1.0147527,1.3394554,0.0
aftermathmovie,0.24722858,0.29907414,0.44997126,0.30666766,0.2970527,0.4254277,0.44158512,0.3465499,0.10398379,0.0,0.0,0.0,0.3291021,0.3626638,0.030467717,0.27028337,0.31483975,0.3795317,0.34344274,0.3646867,0.24147606,0.31948766,0.3460699,0.4407882,0.2360567,0.0,0.08070413,0.0,0.03403531,0.10569535,0.34673223,0.0,0.33325553,0.24101517,0.41320354,0.46717104,0.0,0.408337,0.23806182,0.45811263,0.0,0.40930265,0.3300627,0.0,0.22734891,0.29660657,0.35769874,0.0,0.2272174,0.45059347,0.0,0.34375975,0.29631686,0.0,0.18563075,0.3517021,0.32954735,0.16020074,0.340034,0.19416443,0.35410517,0.32662764,0.23531735,0.17101786,0.24636674,0.29239488,0.17927285,0.31082067,0.28289193,0.03981381,0.39389995,0.3074977,0.0,0.19744767,0.3083387,0.24610424,0.2878112,0.0,0.4670378,0.1519659,0.370028,0.3501284,0.0,0.28131384,0.0,0.35224232,0.26446843,0.0,0.29310012,0.479036,0.25229603,0.34876287,0.2351409,0.38081375,0.28939855,0.27038005,0.2695223,0.0,0.22237764,0.33833304,0.33671385,0.07935954,0.2764856,0.0,0.13453877,0.36348522,0.14127927,0.33467364,0.30039275,0.07743394,0.48178378,0.35198104,0.0,0.2726363,0.19338119,0.3139057,0.54011476,0.24688984,0.29911593,0.0
aftermovie,0.23235016,0.5261432,0.38162574,0.32723293,0.35768935,0.4867194,0.4718546,0.37106174,0.22850813,0.0,0.0,0.0,0.3171115,0.32760704,0.0001722239,0.17354247,0.38323405,0.4040243,0.37240985,0.39802226,0.17871305,0.2925615,0.3811182,0.3060237,0.32333237,0.005548675,0.12668562,0.0,0.11762781,0.013534332,0.23881856,0.0,0.4737388,0.31496844,0.39778936,0.26230597,0.0,0.40015543,0.39340398,0.5827544,0.0,0.4285956,0.193371,0.0,0.26756912,0.5314326,0.37100694,0.0,0.10630335,0.46254888,0.0,0.2618756,0.45042893,0.0,0.11877443,0.24524328,0.3074541,0.19307548,0.47837237,0.16180912,0.1338596,0.3749309,0.32295042,0.025230978,0.41415924,0.4591017,0.26851013,0.3245294,0.40649796,0.0961264,0.26556513,0.40571043,0.0,0.23830166,0.36244163,0.29241008,0.23255573,0.0,0.59238154,0.13636467,0.22386484,0.42397112,0.0,0.35660145,0.0,0.47573638,0.30847713,0.0,0.4602805,0.48499823,0.34197685,0.37876716,0.34981343,0.4697812,0.38267154,0.35116866,0.22339469,0.0,0.24819165,0.30630815,0.45737588,0.0606781,0.31710258,0.14719301,0.30390057,0.37173483,0.16205633,0.3860193,0.37335727,0.085640974,0.39052138,0.50108147,0.0,0.3730109,0.26457474,0.3997349,0.49790224,0.26242578,0.3219873,0.0
ahiddenlifefilm,0.118419245,0.18579397,0.17846453,0.20329235,0.12700441,0.16723616,0.21605548,0.19913259,0.08011922,0.0,0.0,0.0,0.17549263,0.16271536,0.012936067,0.12356357,0.14619134,0.19925341,0.1848712,0.15734379,0.08662011,0.15147565,0.19995826,0.18648659,0.10565676,0.0,0.055988193,0.0,0.000922604,9.295787e-05,0.1769915,0.0,0.15161724,0.10722941,0.21057071,0.17211461,0.0,0.21808498,0.13759635,0.26440454,0.0,0.22396983,0.14292614,0.0,0.15736808,0.17534524,0.1945011,0.0,0.042278677,0.2171718,0.0,0.14718726,0.19272551,0.0,0.103321224,0.11780572,0.15376455,0.103404425,0.19819416,0.08986895,0.16689216,0.14052898,0.12848496,0.057744388,0.1314841,0.21460524,0.12690583,0.1354529,0.16280293,0.018277455,0.1622468,0.15783979,0.0,0.12530653,0.17558292,0.13335466,0.19584082,0.0,0.2081128,0.016007235,0.14645079,0.1581098,0.0,0.13626902,0.0,0.18718474,0.120441735,0.0,0.22385588,0.20131856,0.15190886,0.20701073,0.15692797,0.1941605,0.14662233,0.1396077,0.10580175,0.0,0.118688315,0.14237642,0.1908395,0.043611553,0.14560848,0.033989754,0.094620034,0.17801186,0.042582124,0.20140752,0.16691315,0.06528889,0.19617933,0.19977161,0.0,0.14549063,0.13276225,0.15817322,0.231475,0.14590584,0.19782877,0.0
alitamovie,0.59517163,0.8942348,0.7226465,0.70980114,0.35809696,0.59240144,0.6237017,0.45155215,0.3083292,0.0,0.0,0.0,0.6431662,0.5307503,0.032694668,0.24200965,0.16882364,0.6749541,0.5586092,0.7958348,0.3561578,0.5148016,0.7011893,0.947482,0.40775657,0.07025877,0.26415005,0.07992763,0.004551164,0.16368528,0.77409,0.0,0.6277967,0.35998097,0.7208313,0.40169498,0.0,0.5363743,0.39207366,0.78501,0.0,0.60707575,0.50595975,0.0,0.62345314,0.5064988,0.85778934,0.0,0.2269382,0.69836664,0.035253055,0.43240798,0.5666109,0.0,0.31460547,0.38636005,0.5589707,0.17385691,0.78145295,0.39520982,0.51712793,0.4478978,0.18471146,0.24132648,0.47107723,0.42819732,0.47406974,0.4704007,0.6053027,0.0,0.42783222,0.64310294,0.0,0.14496212,0.7259489,0.3226122,0.5618709,0.0,0.6570602,0.095558666,0.7110567,0.53461367,0.0,0.1996745,0.07460571,0.73040015,0.4686164,0.0,0.65635186,0.45818198,0.5252164,0.6972599,0.5425767,0.3626425,0.56206703,0.69905275,0.28380466,0.0,0.37194544,0.50777143,0.7047019,0.115584776,0.7657315,0.20422827,0.4409481,0.5819318,0.0,0.63565636,0.7362894,0.11444649,0.8313025,0.7413939,0.0,0.3587786,0.34226266,0.5343425,1.0767256,0.46478012,0.5412606,0.0
