movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109
21bridgesmovie,0.0,0.485329,0.46425608,0.26411247,0.41158438,0.0,0.7536575,0.0,0.0,0.3994229,0.40082607,0.3723858,0.20707929,0.0,0.3598672,0.0,0.5310767,0.24545473,0.38744643,0.5845743,0.38280335,0.0,0.054643355,0.37985176,0.41087902,0.0,0.530322,0.13994573,0.46484146,0.19278719,0.379402,0.0,0.0,0.16672653,0.0,0.40425748,0.28446674,0.21883923,0.0,0.05179747,0.379542,0.08632971,0.5191433,0.4132605,0.1813984,0.115841046,0.28812486,0.56118333,0.6717499,0.49172097,0.3639951,0.23813407,0.43068677,0.048122168,0.44143322,0.0,0.27915707,0.0,0.16221943,0.06799644,0.33815113,0.10470733,0.28276506,0.2656914,0.41971654,0.0,0.30858994,0.0,0.3880087,0.4577077,0.35781884,0.19569075,0.14233583,0.14873101,0.28247583,0.01772996,0.41655287,0.0,0.52291757,0.42205086,0.13045405,0.12403842,0.22914307,0.4147436,0.32420212,0.52123207,0.23080745,0.25126123,0.2068548,0.42133775,0.60784036,0.0,0.0,0.18906488,0.11680855,0.11965509,0.32639223,0.505244,0.33302447,0.30427185,0.21283135,0.32852256,0.0,0.16755866,0.48175532,0.4776498,0.3639664,0.5316341,0.5102859,0.45021373
47metersdown,0.0,0.43311247,0.6683784,0.37878856,0.69426525,0.0,0.9146224,0.0,0.0,0.59784985,0.67477304,0.66499114,0.37034622,0.0870841,0.3336164,0.07366417,0.7080786,0.5727991,0.5105067,0.6998271,0.4446772,0.0,0.20458852,0.37199056,0.6273341,0.0,0.67796445,0.03757287,0.47221574,0.19292274,0.2389557,0.0,0.0,0.10770492,0.0,0.78888476,0.44968316,0.0,0.0,0.12558374,0.29329082,0.28093642,0.82063735,0.24228722,0.21209325,0.21405207,0.48119283,0.5171572,0.71781194,0.46464735,0.3506492,0.39020026,0.42140883,0.120955534,0.68084866,0.0,0.3889652,0.14432445,0.16683605,0.1641229,0.31094754,0.347521,0.51710993,0.52853584,0.42732328,0.0,0.33395475,0.0,0.4628139,0.33416182,0.43993485,0.3951815,0.22838284,0.14248538,0.26166797,0.13148248,0.36506554,0.0,0.75388104,0.54624283,0.22872281,0.0,0.334581,0.40749446,0.3347789,0.62579316,0.4030105,0.47702104,0.30300143,0.7442401,0.6559842,0.0,0.0,0.5131998,0.13280809,0.2982218,0.19738448,0.6432869,0.3684826,0.17098686,0.5465814,0.31175706,0.0,0.41518062,0.81636524,0.6602935,0.41184175,0.7648601,0.56432325,0.6058778
abeautifuldaymovie,0.0,0.43338975,0.37821338,0.2780242,0.6552596,0.0,0.81009436,0.0,0.0,0.4555783,0.52697706,0.4611138,0.1294847,0.0,0.1321928,0.0,0.5213682,0.4228868,0.39346513,0.59906995,0.5562082,0.0,0.1897938,0.4343385,0.46013355,0.0,0.53636575,0.0,0.53045416,0.12340351,0.34980822,0.0,0.0,0.3095315,0.0,0.35587454,0.36810473,0.14894283,0.0,0.027881458,0.24675998,0.14225559,0.5692899,0.31141275,0.18180941,0.2526664,0.27675533,0.5024029,0.4885821,0.40686405,0.2964575,0.45871943,0.55253136,0.0,0.38021278,0.0,0.31859988,0.077292435,0.14379174,0.15104587,0.33528146,0.15808876,0.25212348,0.5305315,0.35102123,0.0,0.1814285,0.0,0.6481826,0.3864644,0.44165415,0.38438174,0.20565122,0.28426987,0.38128412,0.0033434406,0.44630072,0.0,0.5447121,0.2402961,0.039313495,0.12890238,0.34494597,0.35111356,0.2792615,0.488598,0.4085562,0.21019211,0.20449789,0.39381853,0.729428,0.0,0.0,0.19336163,0.3894774,0.25444734,0.34038037,0.3741578,0.3770173,0.29369417,0.37145233,0.16629916,0.0,0.21838643,0.5502315,0.4710325,0.32097578,0.61498857,0.49119198,0.45144653
abominablemovie,0.0,0.5410073,0.3018325,0.50623244,0.7218778,0.0,0.87732404,0.0,0.0,0.38711935,0.5330934,0.7301949,0.46703583,0.0,0.20218185,0.0,0.5391897,0.3455041,0.47879165,0.65485865,0.23247032,0.0,0.04190129,0.2775975,0.72173524,0.0,0.5768219,0.0,0.5129425,0.027940774,0.22044232,0.0,0.0,0.39190584,0.0,0.50301605,0.56470823,0.04238972,0.0,0.16819029,0.5747761,0.12092458,0.7090626,0.41480014,0.039304562,0.58656824,0.4217111,0.9692397,0.95759964,0.62529045,0.7092195,0.4592296,0.74297935,0.0,0.3117477,0.0,0.51498425,0.24868917,0.33986667,0.13369869,0.23203082,0.03275238,0.3184243,0.5055036,0.4490139,0.007647899,0.7416103,0.0,0.96266043,0.80035466,0.44399145,0.34300122,0.24193,0.3470279,0.32498616,0.0,0.44431823,0.0,0.6515717,0.50049824,0.25232896,0.36319366,0.56721306,0.8315282,0.3392496,0.5672536,0.20701799,0.34590015,0.33743018,0.6659784,0.734752,0.0027586129,0.0,0.19779752,0.4735984,0.11736381,0.20386758,0.5159014,0.44511527,0.49689445,0.39057297,0.30404177,0.0,0.2697239,0.8803995,0.57028675,0.62000203,0.6845072,0.5429221,0.75575817
adastramovie,0.0,0.37377724,0.32569665,0.28091365,0.5024249,0.0,0.6705242,0.0,0.0,0.35640603,0.44717056,0.46365115,0.16772868,0.0733878,0.14666736,0.0,0.42325267,0.28450817,0.3939421,0.45294634,0.2767349,0.0,0.1371934,0.31806195,0.36294237,0.0,0.40942466,0.0,0.33305573,0.19201957,0.24940445,0.0,0.0,0.1531772,0.0,0.37780845,0.3097613,0.038212202,0.0,0.17531501,0.30774242,0.07674684,0.4138652,0.27968603,0.120152,0.19284508,0.35621938,0.56910896,0.48657247,0.34265918,0.40129116,0.19969134,0.18429954,0.0921714,0.36766407,0.0,0.23972827,0.045564413,0.14921695,0.08072412,0.11156154,0.308884,0.31221566,0.21047941,0.22592285,0.00038793124,0.2935341,0.0,0.40511534,0.38385168,0.28993687,0.33950976,0.1320784,0.28637645,0.27457893,0.1434854,0.2606973,0.0,0.2898143,0.19226268,0.14992444,0.12867169,0.29502395,0.3186103,0.18783714,0.3981346,0.38647228,0.1979564,0.21612415,0.41851136,0.35930383,0.0,0.0,0.20726867,0.16687751,0.011090893,0.115530066,0.437876,0.1099007,0.16417465,0.28443348,0.22841832,0.0,0.28226247,0.57013834,0.34246516,0.33962008,0.45007306,0.4282502,0.33770007
adogsjourneymovie,0.0,0.81156856,0.7272263,0.36008197,1.151407,0.0,1.107447,0.0,0.0,0.70441234,0.9843103,0.73605454,0.15280214,0.0,0.082600184,0.01597165,0.95317686,0.51468736,0.739243,1.1695548,0.81750125,0.0,0.6224053,0.726582,0.9093723,0.0,1.2669734,0.0,1.1209619,0.50621796,0.8779116,0.055899687,0.0,0.8018226,0.0,0.5753469,0.48960057,0.16881065,0.0,0.29296932,0.6303744,0.00034360215,0.82566917,0.93970346,0.0,0.5754049,0.36774307,1.0810509,1.1597909,0.91551286,0.39362898,0.89040524,0.95901227,0.24556595,0.6040656,0.0,0.6560383,0.0867591,0.6294027,0.14794004,0.36115775,0.1529916,0.38988185,0.8420033,0.69936043,0.0,0.7561655,0.0,0.9433615,0.6599201,0.5562143,0.6109619,0.40539676,0.18526615,0.2844475,0.07655866,0.5045515,0.0,0.87204206,0.84804255,0.27924165,0.38563114,0.5208509,0.773128,0.5361155,0.56626034,0.11069986,0.36237243,0.47657514,0.6447613,1.0407108,0.0,0.0,0.37274957,0.6609608,0.457942,0.48147565,0.9199159,0.75675815,0.66165346,0.26047584,0.11762689,0.0,0.63540256,0.9272415,0.9441376,0.41061085,1.3607383,0.40238824,0.9987795
aftermathmovie,0.0,0.22656631,0.2523026,0.18831618,0.4030303,0.0,0.49081117,0.0,0.0,0.2554024,0.3140928,0.3806011,0.17411487,0.0,0.17336756,0.0,0.3511235,0.11428995,0.33602569,0.4127645,0.2604145,0.0,0.22598955,0.24050692,0.29500437,0.0,0.45879707,0.0,0.2735597,0.1844411,0.27470577,0.0,0.0,0.22452794,0.0,0.31481498,0.14726,0.0,0.0,0.11997989,0.32224318,0.010745056,0.36608315,0.27748656,0.14157937,0.20531212,0.26541767,0.36803207,0.4619718,0.25319463,0.2586126,0.32708937,0.39884043,0.17963088,0.23841995,0.0,0.24104655,0.14814523,0.2608723,0.07325427,0.15775453,0.1243342,0.16570193,0.33714926,0.2427043,0.0525615,0.28521037,0.0,0.3931466,0.3514775,0.30124426,0.21112916,0.14981519,0.16140565,0.25045127,0.07724219,0.24528411,0.0,0.38036484,0.18073428,0.16977458,0.14167964,0.32377186,0.33475423,0.2122007,0.2780098,0.17769825,0.10570907,0.16864535,0.28985465,0.5134331,0.0,0.0,0.21752967,0.20080557,0.12246244,0.20008728,0.35510194,0.20339298,0.22826378,0.29420713,0.14648353,0.0,0.23908596,0.42379183,0.2736545,0.2599653,0.43509784,0.29547343,0.37041613
aftermovie,0.0,0.42179334,0.5149959,0.31970325,0.51552546,0.0,0.72675574,0.0,0.0,0.24550049,0.5286139,0.2690935,0.13228922,0.08785159,0.09905286,0.0,0.38438997,0.33090734,0.2823593,0.50272256,0.47966853,0.0,0.089781426,0.37435645,0.43712893,0.0,0.48649278,0.0,0.36036554,0.26180333,0.4505609,0.0,0.0,0.16378884,0.0,0.4856281,0.23012787,0.1593096,0.0,0.124432445,0.2679792,0.17387901,0.45904368,0.34730664,0.12309207,0.23091249,0.3407176,0.583406,0.4768441,0.29932064,0.27964726,0.3994236,0.59226936,0.14063814,0.40083846,0.022290753,0.3744859,0.0,0.2742817,0.11936556,0.09396217,0.0332648,0.36361015,0.41283077,0.39777556,0.0,0.3552727,0.0,0.46482095,0.28686213,0.37992078,0.27229992,0.10818891,0.20674624,0.19272032,0.27928245,0.3035665,0.0,0.37849745,0.4350511,0.24117553,0.0,0.30532515,0.49337405,0.26599872,0.44827765,0.18136828,0.20706223,0.1622471,0.4699774,0.53074574,0.0,0.0,0.36812544,0.29769897,0.16751751,0.23333812,0.39307064,0.28604615,0.37539253,0.30605182,0.18723582,0.0,0.40361935,0.4619301,0.45984155,0.31954533,0.42003927,0.30987695,0.24463871
ahiddenlifefilm,0.0,0.18351121,0.240436,0.14032842,0.2581202,0.0,0.311307,0.0,0.0,0.17203337,0.23882535,0.21838018,0.08817608,0.0,0.10611215,0.0,0.22731176,0.17370698,0.20781009,0.2729548,0.21533799,0.0,0.08036925,0.169227,0.2168979,0.0,0.2471835,0.0,0.21290056,0.11159981,0.16792524,0.0,0.0,0.13045155,0.0,0.2192286,0.16070095,0.029144725,0.0,0.055437125,0.20923236,0.073784925,0.26630563,0.17569056,0.07546179,0.12098074,0.21345784,0.26504254,0.26045072,0.20734711,0.17161658,0.18079068,0.21715775,0.08385354,0.19365239,0.0,0.17173693,0.045040615,0.11878941,0.07903625,0.13982365,0.07425758,0.17794347,0.19130991,0.18866242,0.0,0.16208073,0.0,0.23580116,0.21365586,0.19090456,0.13583252,0.081331246,0.13074496,0.14559919,0.064308055,0.18917035,0.0,0.23761347,0.19798559,0.121049196,0.05213294,0.1841273,0.22335033,0.15934564,0.24799325,0.11184032,0.09709584,0.11404664,0.2464973,0.26370814,0.0,0.0,0.14584386,0.120348126,0.10098477,0.14852881,0.22996923,0.16989735,0.14966714,0.14503162,0.10968386,0.0,0.14205362,0.27962065,0.22290407,0.17521347,0.24069354,0.21794754,0.21666124
alitamovie,0.0,0.37767652,0.69079715,0.2842223,0.72590405,0.0,1.0279607,0.0,0.0,0.45969626,0.38877702,0.5630879,0.37645957,0.0,0.5735067,0.0,0.64323395,0.43701094,0.574359,0.6845143,0.38580632,0.0,0.28993604,0.22348362,0.40798837,0.0,0.8498454,0.0025200972,0.52270377,0.28361502,0.37074846,0.0,0.0,0.48615214,0.0,0.654024,0.5255903,0.055661816,0.0,0.20102574,0.71246517,0.28758436,0.5484009,0.4675837,0.11097634,0.13782646,0.59376395,0.9930997,0.6978633,0.5600896,0.6645139,0.39732882,0.08787881,0.0,0.4304197,0.0,0.34614912,0.30628237,0.48537225,0.12954359,0.23156163,0.35963824,0.51747614,0.38515127,0.5688427,0.0,0.4576186,0.0,0.6149602,0.4919651,0.4930681,0.10906008,0.18210866,0.42052555,0.45077968,0.0,0.32229227,0.0,0.5724513,0.52925736,0.23166746,0.14947172,0.43261322,0.63884085,0.5717214,0.6552855,0.37974864,0.2453708,0.3635291,0.7908783,0.66522026,0.0,0.0,0.5277808,0.32992902,0.28496644,0.29910952,0.6145197,0.3164548,0.2550076,0.3195441,0.43560043,0.0,0.29485166,0.78779596,0.5365158,0.4093819,0.81216145,0.74677366,0.50489384
