movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169
21bridgesmovie,0.37826458,0.0,0.5032472,0.23254848,0.5023411,0.5188631,0.095819525,0.32977414,0.299508,0.5781541,0.46092966,0.5981809,0.0,0.53319126,0.5757016,0.23260948,0.0,0.49001142,0.39607275,0.5743727,0.38080302,0.0,0.0,0.38328674,0.0,0.27435264,0.4944646,0.20719345,0.27295038,0.0,0.44200024,0.0,0.56655633,0.3311346,0.51991564,0.16921438,0.46658263,0.47505087,0.0,0.35646772,0.12776092,0.33073324,0.4412252,0.0,0.5314169,0.31297395,0.53255546,0.36883372,0.0,0.47449487,0.5032939,0.18781282,0.25349978,0.23810658,0.20383179,0.37786376,0.3310587,0.11072782,0.4320684,0.36710703,0.5766549,0.51846284,0.3901012,0.0,0.0,0.21827602,0.3884127,0.4984248,0.35812598,0.0,0.059024967,0.20556442,0.353226,0.14164913,0.0,0.20071952,0.06046649,0.022786506,0.33414012,0.53147835,0.082905486,0.50481087,0.4489238,0.32415822,0.0,0.36734357,0.15441194,0.17496984,0.0,0.38420504,0.29420686,0.37768865,0.2647838,0.0,0.36149207,0.35355982,0.20995982,0.46889293,0.0,0.2927553,0.16278777,0.5211833,0.0,0.0,0.3563751,0.14484844,0.47005653,0.34092802,0.29304138,0.4874046,0.45727164,0.0,0.48068592,0.51348877,0.24430786,0.0,0.43007472,0.18240821,0.058618948,0.33797574,0.269978,0.2568008,0.0,0.32267237,0.35689715,0.45731118,0.5045597,0.35296276,0.34874868,0.25616154,0.25616258,0.41259405,0.49082488,0.5353018,0.28852126,0.47260356,0.32334417,0.5104505,0.0,0.24016017,0.39290223,0.43274283,0.5642275,0.39918828,0.0,0.38811794,0.0,0.094646364,0.054272912,0.56885386,0.09993422,0.116371885,0.22839825,0.61944896,0.41631177,0.048341922,0.5112365,0.49162197,0.43979424,0.50905895,0.5537147,0.010838256,0.43570977,0.18691604,0.4237104,0.46402484,0.44527322,0.31054094,0.47878963,0.14055394
47metersdown,0.67420805,0.0,0.79866934,0.39765266,0.8188752,0.4816026,0.22540957,0.5717159,0.46058783,0.7487458,0.56629753,0.59330094,0.0,0.6182475,0.4662268,0.18101534,0.0,0.57445467,0.5312399,0.65679526,0.27958125,0.0,0.0,0.4912096,0.0,0.26465,0.420549,0.26893437,0.3553999,0.0,0.38773948,0.0,0.426937,0.49177217,0.7952226,0.1336268,0.26843694,0.4460053,0.0,0.3962287,0.08792326,0.36637062,0.48448947,0.10950069,0.49702814,0.64140207,0.6443638,0.25283384,0.0,0.76041025,0.49968037,0.1632531,0.24819738,0.15266758,0.3401178,0.4419054,0.42446753,0.144301,0.7698324,0.4837289,0.70799285,0.5689561,0.43092707,0.0,0.0,0.38939968,0.57968175,0.3866659,0.389431,0.0,0.04232378,0.3460885,0.39449826,0.21741468,0.0,0.30245706,0.0,0.0,0.3826396,0.46533602,0.30219284,0.40353048,0.44974008,0.49343634,0.0,0.599599,0.06487985,0.37654018,0.0,0.47041932,0.33176252,0.33526778,0.3924288,0.0,0.27176034,0.44596204,0.22919916,0.64118373,0.0,0.3496468,0.47530445,0.4762157,0.0,0.0,0.5974932,0.16733661,0.6394146,0.37973553,0.5718157,0.7373303,0.5222599,0.0,0.49030975,0.61696863,0.1631408,0.0,0.43822426,0.14034568,0.0,0.57140064,0.40578663,0.18198411,0.0,0.26691848,0.27232656,0.38690436,0.27957675,0.5157831,0.5004908,0.023998603,0.32120824,0.49035025,0.51071215,0.5029568,0.38901284,0.4854445,0.44162917,0.46115696,0.0,0.14233918,0.44626474,0.5912696,0.41047361,0.56125826,0.0,0.11304699,0.0,0.038254492,0.10710537,0.8157434,0.0,0.23870486,0.28877938,0.7508489,0.51310176,0.07254762,0.634591,0.6093474,0.45572263,0.6945295,0.39527103,0.0,0.7247959,0.20135535,0.44954592,0.67546177,0.3397346,0.62729496,0.54697233,0.5497469
abeautifuldaymovie,0.3526415,0.0,0.39340004,0.30092856,0.38100234,0.40181923,0.18635535,0.47174814,0.31510812,0.55622333,0.4103177,0.41859248,0.0,0.23184618,0.34740314,0.08751469,0.0,0.41978237,0.4170153,0.49886882,0.23290534,0.0,0.0,0.40141177,0.0,0.27426064,0.36814928,0.13015006,0.2557302,0.0,0.50156564,0.0006955303,0.35992238,0.2531048,0.4158637,0.23212655,0.3188837,0.1821638,0.0,0.20300159,0.12588924,0.28739694,0.53817004,0.0,0.31608453,0.3386903,0.37675667,0.4266153,0.0,0.33197835,0.36712956,0.16356358,0.18363667,0.109129064,0.2606767,0.30783296,0.3685633,0.16174051,0.5038417,0.3514173,0.567057,0.5625474,0.29118416,0.0,0.0,0.17530766,0.26874948,0.4104019,0.35625687,0.0,0.0,0.20736682,0.18877725,0.074714005,0.0,0.19630836,0.097270645,0.12948179,0.3306933,0.3436973,0.12467107,0.32610205,0.3721584,0.33187124,0.0,0.4036765,0.06386082,0.22191644,0.0,0.48672435,0.30278063,0.18568267,0.3654291,0.0,0.2804181,0.27811596,0.21840568,0.34505934,0.0,0.31034043,0.18506713,0.41854742,0.0,0.0,0.32624185,0.17197943,0.4153292,0.31431058,0.33295998,0.37260437,0.39322186,0.056896754,0.46857858,0.4754495,0.28344873,0.0,0.20684835,0.07833923,0.02598609,0.47039264,0.19215158,0.2219688,0.0,0.34075007,0.2378359,0.4302919,0.39056197,0.34066737,0.48545396,0.18075508,0.3201155,0.51445866,0.4131572,0.45591938,0.264753,0.47609276,0.25956756,0.42764935,0.0,0.19369325,0.34579474,0.4668813,0.5293007,0.40031585,0.0,0.17710924,0.0,0.0038259495,0.09217401,0.626854,0.0,0.08266369,0.17034267,0.5765824,0.389635,0.13669641,0.43200254,0.42083308,0.34034437,0.4336109,0.26444423,0.06774411,0.40860772,0.052157577,0.36305445,0.54181087,0.4798563,0.35708177,0.31142733,0.22358768
abominablemovie,0.7529604,0.0,0.54797786,0.30772856,0.63982266,0.6403718,0.33569133,0.35033506,0.5099903,0.9172749,0.6690724,0.64219016,0.0,0.5423233,0.77828205,0.3370889,0.0,0.59074533,0.64440507,0.7430064,0.21376121,0.0,0.0,0.69705087,0.0,0.5686178,0.53487265,0.57773644,0.20726788,0.0,0.49147406,0.0,0.540809,0.3153507,0.5813842,0.37048796,0.41317025,0.5560852,0.0,0.44943747,0.31260535,0.46159863,0.6093864,0.0,0.656588,0.41797346,0.7225707,0.2616301,0.0,0.5237971,0.6729643,0.104361475,0.25140154,0.20639168,0.17460062,0.67467,0.66947275,0.038771637,0.6632191,0.47911918,0.539164,0.78508216,0.7128722,0.15896986,0.0,0.50360906,0.55470645,0.5553835,0.43766665,0.0,0.113770165,0.11605956,0.5297479,0.2588458,0.07856549,0.31667963,0.30253923,0.019393444,0.54572016,0.79151326,0.03152352,0.5565049,0.44634566,0.5557446,0.0,0.61515486,0.23352356,0.20939966,0.0,0.40690634,0.39702642,0.29910168,0.47108525,0.0,0.48099524,0.40870777,0.17478572,0.65079737,0.0,0.5453059,0.59862065,0.53729415,0.0,0.0,0.5637544,0.099808365,0.59789526,0.511769,0.7069648,0.5176924,0.637507,0.021556037,0.4450067,0.73621804,0.34918916,0.0,0.43900415,0.24179344,0.0018059677,0.6200694,0.6220335,0.4659897,0.0,0.50537413,0.38219747,0.55756015,0.6624512,0.29453903,0.39589095,0.32570878,0.2780227,0.7720784,0.38559574,0.31258678,0.3698493,0.43358463,0.47572577,0.5094526,0.0,0.5403948,0.60698706,0.45927706,0.74737436,0.4522292,0.0,0.66380763,0.0,0.0,0.123650365,0.73004884,0.0,0.11902282,0.12349227,0.7258825,0.63319784,0.0,0.8524616,0.62729746,0.7775173,0.5273416,0.58853143,0.0,0.75429696,0.19446099,0.45043164,0.70317686,0.2813688,0.6088105,0.5136132,0.54159796
adastramovie,0.31060228,0.0,0.43855324,0.27242568,0.45633715,0.39472508,0.13254954,0.27011812,0.30482948,0.43133333,0.45514613,0.38598865,0.0,0.4263137,0.34575132,0.18003106,0.0,0.59180164,0.3415097,0.5246789,0.2655828,0.0,0.0,0.39536,0.0,0.29136768,0.23203175,0.12983836,0.18741019,0.0,0.47413996,0.0,0.34317285,0.34823126,0.39671558,0.15654717,0.27620742,0.3229341,0.0,0.3429332,0.05133214,0.33435297,0.28337705,0.030453153,0.3382586,0.24288666,0.35454804,0.34719056,0.0,0.22668175,0.4175411,0.12352528,0.14091207,0.124242984,0.1894131,0.39319807,0.4631506,0.09050268,0.36812827,0.32092246,0.46052322,0.42481804,0.3514904,0.0,0.0,0.16581103,0.39487335,0.30414882,0.35530293,0.0,0.0,0.07263922,0.2002013,0.039178804,0.0,0.19728655,0.0,0.0,0.2814371,0.36500397,0.123062894,0.27133033,0.34999493,0.27740678,0.0,0.36368144,0.13477892,0.17346579,0.0,0.37682012,0.11797641,0.29376101,0.13915953,0.0,0.23589602,0.27104807,0.22394635,0.36412913,0.0,0.22972028,0.08348817,0.3597437,0.0,0.0,0.3919831,0.1631169,0.41416654,0.2625943,0.25811106,0.36301234,0.4774537,0.00088574854,0.4363541,0.5123766,0.1512478,0.0,0.34659818,0.17987162,0.0,0.31460777,0.24285272,0.19336553,0.0,0.45192212,0.18449466,0.34986734,0.41047928,0.19466224,0.38991624,0.16416612,0.34551415,0.3982326,0.26630917,0.37595743,0.16171989,0.40399647,0.30732536,0.2968948,0.0,0.097370476,0.3282572,0.3419239,0.55449826,0.295006,0.0,0.27839726,0.0,0.11575321,0.00046171248,0.449642,0.09724741,0.11539223,0.14106704,0.49975136,0.28782466,0.06942286,0.2950561,0.27262574,0.40749338,0.32311448,0.43656382,0.0,0.36139,0.20569053,0.37406206,0.3654389,0.3110749,0.18050759,0.30149025,0.29800957
adogsjourneymovie,0.8511146,0.0,0.8058894,0.3247233,1.130307,1.0359781,0.30258012,0.5465898,0.7640268,0.9712433,0.85514605,0.915555,0.0,0.9375542,0.8505127,0.43926358,0.0,1.057701,0.798746,0.9112347,0.79364765,0.0,0.0,0.8930206,0.0,0.802287,0.9150704,0.6901632,0.4660325,0.0,0.9007733,0.021557085,0.66633433,0.778874,0.77146775,0.37492526,0.9732028,1.2469573,0.0,0.8633182,0.16411738,0.70310897,1.3206043,0.0,0.99987596,0.95934516,1.051436,0.82605356,0.0,0.5595517,0.9685776,0.50917226,0.6649607,0.4576297,0.42094725,0.65777546,1.0039369,0.4943996,0.8422985,1.217634,0.6498795,0.9725084,0.87711096,0.2719491,0.0,0.44377962,0.6476392,0.8004369,0.8676586,0.0,0.0,0.28957704,0.4912753,0.47134697,0.0,0.38436928,0.39052257,0.2456889,0.63267654,0.94621557,0.11714487,0.6456391,0.7386351,0.7973243,0.0,0.88437617,0.3863414,0.21905138,0.0,0.6387181,0.5454834,0.52535963,0.785489,0.0,0.6868964,0.47949672,0.5708348,0.7751647,0.0,0.4540127,0.27458397,0.8983475,0.0,0.0,0.6971076,0.18004943,1.2078915,0.8629702,0.6609659,1.018075,0.87399286,0.0,0.55311394,1.0125045,0.6994645,0.0,0.6719153,0.70841676,0.082922764,0.99425507,0.5548328,0.7046206,0.0,0.9809729,0.68068624,0.8642617,0.5688946,0.71403944,0.74373853,0.45093188,0.79012233,0.8970244,0.693101,1.1132663,0.37651703,0.98338324,0.984605,0.56838363,0.0,0.45005652,0.6768795,0.89164424,1.1973804,0.91218615,0.0,0.8535662,0.0,0.36936012,0.049145795,1.2350919,0.0,0.19479978,0.0,1.2421417,0.9604545,0.075296424,1.0041343,0.7160305,0.73963225,0.74346167,0.93351555,0.20039146,0.94302404,0.41679037,0.878087,0.59931695,0.98054415,0.80980617,1.0955164,0.0033597555
aftermathmovie,0.20258096,0.0,0.3611982,0.245888,0.4021169,0.33320636,0.074215695,0.1822207,0.22941661,0.34580097,0.34866688,0.31784937,0.0,0.26991427,0.34408167,0.1923762,0.0,0.44834206,0.34702784,0.45211253,0.20598625,0.0,0.0,0.289116,0.0,0.21832493,0.23983203,0.09497349,0.18171673,0.0,0.30366132,0.0,0.21942067,0.27648816,0.33779472,0.06305717,0.17918177,0.3378248,0.0,0.2721437,0.08554231,0.27583414,0.25546128,0.0,0.24355769,0.13497803,0.32296902,0.26323602,0.0,0.21227403,0.253612,0.169292,0.14850739,0.20790118,0.14640956,0.267505,0.33529472,0.034703434,0.34548503,0.2870812,0.43997714,0.31225085,0.3421205,0.0,0.0,0.17328236,0.26324362,0.2822401,0.21245693,0.0,0.06637704,0.10957507,0.16908719,0.11793287,0.0,0.09332745,0.046517372,0.0,0.19104597,0.2919245,0.0,0.3033361,0.23885787,0.28562576,0.0,0.2757259,0.20799686,0.03906461,0.0,0.28208885,0.19313474,0.18417834,0.24820963,0.0,0.23567379,0.20244311,0.1456591,0.30239975,0.0,0.20777911,0.07384181,0.25403544,0.0,0.0,0.32939795,0.09749677,0.26760483,0.29838884,0.25430036,0.27256852,0.23852976,0.0,0.33844653,0.34955668,0.2187045,0.0,0.23111054,0.063128,0.016222415,0.26020795,0.21786398,0.18356167,0.0,0.24742427,0.18316655,0.28600454,0.29813728,0.1936695,0.23453829,0.13744833,0.26546642,0.2376299,0.15411773,0.32458112,0.20848577,0.30926484,0.3132608,0.23489398,0.0,0.10005741,0.17996481,0.33493495,0.4139608,0.20446561,0.0,0.16114755,0.0,0.0,0.0068852156,0.31390405,0.05798732,0.11472565,0.11675376,0.33838508,0.31285444,0.060334288,0.24896868,0.2401665,0.3294214,0.41074696,0.3494443,0.044124827,0.27643624,0.08395859,0.28913957,0.30530137,0.2742418,0.3670919,0.2597925,0.17486916
aftermovie,0.42489216,0.0,0.51208204,0.24741372,0.5057347,0.41485822,0.13374929,0.33180338,0.31487456,0.5025474,0.3281736,0.41161233,0.0,0.37150678,0.2837703,0.3883749,0.0,0.32326546,0.399536,0.49704567,0.29732135,0.0,0.0,0.31672573,0.0,0.306552,0.33500695,0.18203644,0.2173734,0.0,0.32845733,0.0,0.2965214,0.2747004,0.50553155,0.25159508,0.3118631,0.34527522,0.0,0.27827945,0.018646779,0.27642795,0.26795438,0.0,0.44525746,0.1552605,0.5397126,0.3167194,0.0,0.46332914,0.41273603,0.024546513,0.13989577,0.17793882,0.19188571,0.48416382,0.5009178,0.041066885,0.37249237,0.39605457,0.6334025,0.385328,0.1539484,0.0,0.0,0.26311317,0.44825894,0.39035037,0.25950465,0.0,0.022213804,0.17555517,0.33265215,0.12044202,0.0,0.20118867,0.0,0.0,0.12354796,0.29693195,0.0,0.4008183,0.26306555,0.22662973,0.0,0.44539982,0.14145882,0.140773,0.0,0.35659614,0.3433373,0.19550134,0.26553753,0.0,0.3087422,0.2302724,0.26762256,0.40669903,0.0,0.37368584,0.19238898,0.5183437,0.0,0.0,0.36557376,0.14926913,0.2819644,0.35572654,0.29390243,0.2844744,0.38830483,0.0,0.28040844,0.51480097,0.13279566,0.0,0.25919732,0.1516901,0.10602983,0.32769284,0.32844555,0.18642266,0.0,0.28960648,0.068917274,0.46029547,0.448904,0.33196452,0.22915627,0.024604216,0.26287633,0.37399727,0.3391636,0.3244012,0.29696876,0.40818417,0.4824986,0.2818444,0.0,0.26917958,0.27762178,0.45843816,0.46379223,0.46010762,0.0,0.30723885,0.0,0.057673603,0.11045634,0.4067769,0.05386401,0.19389799,0.14530878,0.56788087,0.40425384,0.0,0.47900513,0.27920723,0.27385944,0.39143243,0.3566913,0.015452177,0.4149696,0.19912024,0.30690062,0.4732728,0.48724076,0.4243921,0.3585901,0.3574339
ahiddenlifefilm,0.161729,0.0,0.16766444,0.10729363,0.19282475,0.16362058,0.057858385,0.12219408,0.1025537,0.1931088,0.16104169,0.17114606,0.0,0.1323593,0.16185236,0.095640995,0.0,0.16564287,0.13813627,0.19423077,0.117741734,0.0,0.0,0.1347567,0.0,0.10030084,0.14090428,0.0693823,0.09920705,0.0,0.16001992,0.0,0.13236064,0.124139674,0.17133746,0.09114376,0.12860115,0.15980059,0.0,0.12256766,0.030350696,0.13499022,0.1593273,0.007943621,0.15142518,0.1308357,0.19278659,0.1356684,0.0,0.15361857,0.17590043,0.04165979,0.08469674,0.08715658,0.09900062,0.1370191,0.14758632,0.068928875,0.1762083,0.15564649,0.21224886,0.1672634,0.15152207,0.0,0.0,0.10447124,0.13964424,0.14956844,0.12620346,0.0,0.0037132117,0.057709187,0.10370019,0.032972023,0.0,0.066324264,0.03144651,0.0032457914,0.107197225,0.15095411,0.02254469,0.1422706,0.14932548,0.1265793,0.0,0.17292166,0.050655007,0.060085393,0.0,0.13055554,0.100543745,0.08227873,0.107537895,0.0,0.11379516,0.11579426,0.09057155,0.1559771,0.0,0.11091709,0.078618854,0.16549265,0.0,0.0,0.1594007,0.06132219,0.15041089,0.12433179,0.10408581,0.15621942,0.13649148,0.0,0.15782659,0.19570027,0.097708866,0.0,0.108706504,0.059194833,0.031561624,0.13567576,0.109758094,0.09836723,0.0,0.15060343,0.08049385,0.16185471,0.1652138,0.12244969,0.13394816,0.05171633,0.123892196,0.14915915,0.13648921,0.15941809,0.08491585,0.16972713,0.1623051,0.1407404,0.0,0.08505466,0.12448243,0.16003367,0.1880771,0.1426192,0.0,0.09739051,0.0,0.039330024,0.014711796,0.19034119,0.033645082,0.0378569,0.07447051,0.2071589,0.15369812,0.037040904,0.1629381,0.14628372,0.14043075,0.15647198,0.16110547,0.0,0.17725767,0.097421326,0.13860421,0.17822465,0.15195875,0.15418036,0.16419299,0.10956165
alitamovie,0.56255347,0.0,0.8234702,0.36676386,0.8269471,0.4380727,0.20541318,0.3415905,0.7136156,0.8523332,0.5261269,0.66897917,0.0,0.67600214,0.5960832,0.19809192,0.0,0.6922244,0.4668547,0.8105087,0.41286734,0.0,0.005701106,0.46961468,0.0,0.55377275,0.5374466,0.16438502,0.1805167,0.0,0.6924455,0.0,0.67792374,0.4928224,0.50245994,0.21307236,0.5481348,0.54278195,0.0,0.64833117,0.0,0.44929418,0.70701087,0.040176958,0.5204768,0.453038,0.60421085,0.4069978,0.0,0.67685413,0.51846534,0.25747737,0.30181855,0.40318137,0.34033853,0.3335226,0.6277658,0.22950396,0.8637374,0.6257036,0.82632726,0.6771001,0.547751,0.0,0.0,0.28764266,0.59585744,0.5699222,0.43451726,0.0,0.0,0.28966016,0.3137791,0.13193573,0.0,0.3828548,0.015699236,0.07359602,0.61353713,0.43653008,0.38344672,0.3494689,0.4856305,0.47282115,0.0,0.7430264,0.24587427,0.3815164,0.0,0.4662153,0.23874617,0.27311257,0.27045837,0.0,0.65173846,0.24212544,0.47465533,0.6433893,0.0,0.4539256,0.41627333,0.72972167,0.0,0.0,0.58001214,0.38172898,0.58997625,0.5125311,0.40551436,0.78217566,0.6002141,0.0,0.71812093,0.6178505,0.4937225,0.0,0.42005953,0.34031764,0.062426332,0.6132308,0.3470802,0.20645164,0.0,0.68095607,0.24130306,0.6737914,0.74001086,0.24850887,0.5131803,0.28672427,0.43198472,0.58749497,0.7192653,0.50784004,0.19646117,0.74944204,0.5849142,0.53855747,0.0,0.35538658,0.7061544,0.7809115,0.71513027,0.36703852,0.12094428,0.4453999,0.0,0.33751044,0.10167384,0.7631539,0.0,0.25336358,0.30323175,0.5829279,0.5191778,0.27455205,0.41088277,0.7744683,0.5818409,0.5861283,0.7262811,0.014625863,0.46898586,0.38130262,0.58251387,0.5834819,0.42554837,0.47500116,0.43977338,0.36169556
