movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39
21bridgesmovie,0.4783374,1.0453057,1.0048643,0.0,0.46961224,0.67416674,0.5381733,0.0,0.9324899,0.8432372,0.74905646,0.884194,0.2788502,0.2325305,0.47940132,0.41139486,0.8465894,0.0,0.7336887,0.35831392,0.52470833,0.0,0.82577586,0.662174,0.0,0.5381397,0.59223944,0.48564166,0.06675269,0.5557417,0.63758636,0.7709621,0.23026659,0.48175442,0.5644423,0.049401037,0.63051134,0.17107445,0.29869327,0.55374384
47metersdown,0.70314527,1.1015755,0.8277793,0.0,0.5047871,0.7896523,0.7821935,0.0,0.85537744,0.8409932,0.7560234,1.0154331,0.2054433,0.2658947,0.62190104,0.499059,0.967414,0.026335064,0.6917696,0.40995252,0.6012853,0.0,1.1144378,0.6516485,0.0,0.4760133,0.84040064,0.6145587,0.0,0.8787865,0.6714897,0.9948126,0.0,0.6180606,0.486835,0.48655438,0.17075107,0.1176069,0.019323168,0.40852913
abeautifuldaymovie,0.5319119,0.9637724,0.9732934,0.0,0.57510495,0.58590573,0.6674914,0.0,0.55547345,0.6417778,0.6809523,0.8454933,0.09769263,0.38417026,0.41925383,0.45097846,0.71598077,0.0,0.7828569,0.29526156,0.468256,0.0,0.8511425,0.73217714,0.0,0.518139,0.58645195,0.5412256,0.0,0.36468136,0.8008758,0.8125297,0.07526608,0.5314921,0.55908376,0.19440995,0.5851532,0.32717106,0.32830724,0.32317278
abominablemovie,0.32379788,1.5611981,1.3434906,0.0,0.52466995,1.1864939,0.61663777,0.0,1.0564516,0.81971633,1.3094113,1.3105663,0.27952942,0.24517766,0.62798846,0.5414728,0.76597786,0.0,0.61794555,0.6666037,0.63370377,0.32948232,1.177002,0.9265318,0.0,0.74792904,0.89643914,0.9463384,0.116407946,0.8616218,0.6980128,1.3821548,0.105725564,0.8542551,0.86451405,0.33926183,0.71971786,0.13605049,0.3011959,0.80508816
adastramovie,0.2902983,0.55249804,0.8100425,0.0,0.40382817,0.521082,0.45858157,0.0,0.38876513,0.57299536,0.56470585,0.5954696,0.20879018,0.17648403,0.37755382,0.101912856,0.51713157,0.0,0.49486732,0.26751456,0.4839663,0.0,0.6819154,0.6832254,0.0,0.60727525,0.48741,0.35095027,0.09547586,0.38696358,0.49001196,0.53119135,0.016895827,0.5033161,0.3369398,0.16552293,0.26501065,0.25724527,0.21322992,0.5675124
adogsjourneymovie,0.6607568,2.3811178,1.9432315,0.0,0.90971905,1.4609158,1.2266467,0.0,1.711224,1.6508342,1.8133597,2.35294,0.2349343,0.18410106,1.4684389,0.50785726,1.5018196,0.0,1.1994522,1.0305645,1.3771523,0.0,1.8009225,1.7126409,0.0,0.9010787,0.9190453,0.99459594,0.0,0.66119117,1.4826918,1.5642637,0.0,1.2203184,0.4186958,0.8508048,1.1432475,0.00036936253,0.33209294,0.9751253
aftermathmovie,0.37868357,0.6682518,0.78293246,0.0,0.25548264,0.43298474,0.3924552,0.0,0.56434524,0.5705299,0.54768306,0.6982028,0.0798729,0.26744804,0.43418306,0.19437742,0.70167184,0.0,0.4498215,0.3254633,0.4525324,0.0,0.6487895,0.7123481,0.0,0.5069557,0.43044052,0.31719738,0.10772751,0.49881056,0.40644556,0.6086962,0.05874886,0.53407663,0.47367793,0.04411366,0.3377309,0.24410728,0.17333469,0.34872857
aftermovie,0.50301284,0.8100831,0.5067819,0.0,0.25768775,0.57546586,0.5773862,0.0,0.707822,0.7128898,0.47805816,0.8290266,0.22376204,0.18612348,0.38116777,0.28117627,0.48373199,0.0,0.5574488,0.3115581,0.45021558,0.010019149,0.7881668,0.6161132,0.0,0.4614704,0.44934618,0.35782248,0.0,0.59338146,0.43173036,0.6719005,0.012243743,0.6050572,0.38528657,0.16101106,0.21839556,0.16478169,0.20358038,0.3807328
ahiddenlifefilm,0.21158673,0.42539582,0.44901988,0.0,0.2130857,0.28430077,0.2610502,0.0,0.33987167,0.31294602,0.33334285,0.3961238,0.06720991,0.13764592,0.21096961,0.16564494,0.3381057,0.0,0.29641336,0.13401866,0.24837378,0.0,0.3843375,0.37584528,0.0,0.25346994,0.21766847,0.19852518,0.01747531,0.25983277,0.27945995,0.3630256,0.0088380175,0.28857344,0.17415377,0.089808576,0.20339122,0.11910782,0.080224626,0.22852641
alitamovie,0.37940663,0.90428627,1.0445613,0.0,0.6912171,0.87060535,0.66856694,0.0,0.8111224,0.48833057,0.9377457,0.8756801,0.37387002,0.31456023,0.51532036,0.29996696,1.0473614,0.0,0.63596684,0.52336323,0.73676467,0.05974458,0.9715798,0.9022219,0.0,0.78148663,0.39796567,0.664496,0.006040505,0.5338416,0.7370682,0.76370156,0.09041519,0.45982036,0.3805424,0.08329797,0.46152073,0.4829171,0.31436726,0.86495924
