movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59
21bridgesmovie,0.3940674,0.5552445,0.41425958,0.0,0.40437314,0.38510612,0.0,0.5259838,0.58687663,0.4515285,0.22388539,0.39665282,0.51629823,0.32925272,0.6447676,0.6332637,0.42687166,0.5443402,0.85878336,0.42913193,0.58857065,0.75118566,0.597527,0.3860208,0.40815115,0.5280782,0.0,0.55900496,0.7801904,0.5323051,0.0056219883,0.18149596,0.8694769,0.39245975,0.71340257,0.3198474,0.37217072,0.5638982,0.0,0.7397083,0.4486329,0.37618628,0.25331184,0.67940325,0.46878964,0.7700906,0.59838545,0.0,0.24345338,0.5772729,0.1585229,0.56713456,0.6665582,0.6886812,0.4189388,0.89118826,0.73567086,0.5152986,0.43097034,0.55079865
47metersdown,0.79428136,0.4517494,0.61866206,0.0,0.22876811,0.28732613,0.0,0.7618514,0.55691487,0.46305475,0.5447673,0.5366403,0.40668166,0.16896391,0.5253018,0.58776057,0.5177393,0.5435621,1.0630116,0.39457953,0.6944891,0.6715918,0.76080024,0.6319675,0.31481743,0.54058236,0.0,0.6300378,0.90344715,0.42592135,0.033379383,0.18883441,0.8785344,0.60655016,0.87149477,0.5467599,0.16039304,0.63005626,0.15626603,0.85252744,0.4274389,0.5958648,0.37207505,0.8744077,0.44992274,0.5944745,0.47721514,0.0,0.41823864,0.74047005,0.19851772,0.7156772,0.6637501,0.98225147,0.32201272,0.83055186,0.78493804,0.7606859,0.4376222,0.8030079
abeautifuldaymovie,0.43611982,0.52155423,0.36125767,0.0,0.42930833,0.41831365,0.0,0.35645035,0.41737652,0.38625237,0.19949666,0.45486888,0.41682225,0.24630532,0.4962503,0.5309074,0.10245594,0.498984,0.41266745,0.24076934,0.3944706,0.5225844,0.4373478,0.53839487,0.22074191,0.48024112,0.0,0.36225432,0.69939566,0.4351263,0.0,0.32008767,0.60583967,0.4351751,0.5230294,0.36042082,0.259397,0.5263285,0.0,0.5423019,0.36120307,0.31227896,0.23890127,0.39600897,0.30480185,0.46281245,0.5550349,0.0,0.35394546,0.51061726,0.014142627,0.35796452,0.48412642,0.52152437,0.25615144,0.6755681,0.49345958,0.44546837,0.26492614,0.4425562
abominablemovie,1.026732,0.89210874,0.74678826,0.0,0.5846439,0.7398863,0.0,0.9531478,0.9554859,0.8360156,0.4528915,0.6159624,0.74864423,0.28061128,1.1258001,1.0030184,0.09766431,0.96466744,1.1222688,0.67204934,0.91582,0.86519563,0.6231915,0.9540719,0.27295542,0.5341919,0.0,0.60591114,1.0844332,1.0254397,0.06529359,0.49844632,1.0861436,0.6715679,0.90791607,0.42908943,0.5486257,0.9590951,0.26317474,0.8878787,0.4287917,0.39190897,0.38622674,0.8937868,0.47156274,1.0517731,0.5047306,0.0,0.45804885,0.5964502,0.048942976,0.601681,1.0095922,1.1346352,0.47882506,1.2854644,1.2701808,0.67242616,0.33824685,0.67533225
adastramovie,0.39445364,0.384578,0.52726525,0.0,0.5009605,0.4060403,0.0,0.488313,0.26947734,0.37629977,0.23694564,0.27116707,0.49874812,0.26039675,0.45659304,0.58164597,0.17812704,0.6828608,0.6283847,0.35798192,0.39224413,0.49553287,0.363451,0.3947884,0.20735732,0.494432,0.0,0.44984785,0.6035903,0.4625399,0.0,0.2938088,0.563396,0.27300864,0.53875214,0.29593408,0.16757526,0.4670892,0.01580336,0.59674495,0.37651685,0.10714366,0.23899965,0.52509034,0.33000693,0.4595465,0.33766344,0.0,0.2136988,0.31740218,0.2112804,0.46719036,0.595938,0.676912,0.27917123,0.6192539,0.6847914,0.40130156,0.25333926,0.41085532
adogsjourneymovie,0.8552685,1.2799939,0.98396343,0.0,0.36950955,0.5743173,0.0,1.2264894,1.1921264,1.1222308,0.7890479,1.2189702,0.96074325,0.46956804,0.9822372,0.9528881,0.5522536,1.1363139,1.3955122,0.5321354,1.0252018,1.0278221,1.3153948,1.0424757,0.4500721,1.4190847,0.0,1.1900408,1.3846341,1.1587502,0.0,0.34021774,1.5188551,0.567676,1.0395792,0.9561663,0.45950025,1.4187214,0.0,1.5581267,0.5941784,0.6977778,1.0211326,1.3452605,0.8935291,1.2681286,1.2730076,0.0,0.9171081,0.80773616,0.10504845,0.9843464,1.534444,1.8333879,0.52304906,1.570469,1.4345809,0.57807136,0.7271827,1.2449951
aftermathmovie,0.40271974,0.41298547,0.37317774,0.0,0.34171376,0.4109837,0.0,0.34359923,0.35226813,0.26760724,0.23865181,0.26851922,0.30964422,0.25278583,0.51521236,0.46150708,0.13279684,0.39937595,0.50169975,0.23886357,0.32354298,0.4069732,0.41617438,0.3878713,0.13810055,0.44747564,0.0,0.57772315,0.5401816,0.38725185,0.0,0.19290692,0.434363,0.24453324,0.5331078,0.32414436,0.10501996,0.4631789,0.03949494,0.4949369,0.25480956,0.20413463,0.29384345,0.36126018,0.37038752,0.4280321,0.47598565,0.0,0.2937679,0.3920623,0.0,0.3422899,0.46168518,0.5178199,0.2594676,0.53521323,0.5628999,0.37451762,0.25678727,0.31306756
aftermovie,0.5710567,0.52623236,0.39175862,0.0,0.47359264,0.3816642,0.0,0.40084726,0.47112533,0.41407162,0.14995258,0.4286233,0.34549025,0.22411884,0.6088758,0.62305075,0.13253835,0.5436221,0.46909004,0.24227639,0.39132747,0.44380543,0.43768898,0.46682712,0.3303314,0.57763,0.0,0.406247,0.6399516,0.48391896,0.0,0.26419216,0.6041314,0.3243037,0.47431976,0.23616742,0.36482185,0.5682459,0.0085209645,0.52048475,0.19274548,0.29894897,0.32917112,0.3792855,0.4613824,0.53492177,0.39081055,0.0,0.26086727,0.5147497,0.13875517,0.29470378,0.51707196,0.44692686,0.32946977,0.50865036,0.7092152,0.39589146,0.17611882,0.46547136
ahiddenlifefilm,0.20770323,0.23266621,0.18062343,0.0,0.14144921,0.18098935,0.0,0.19524282,0.19387858,0.18011428,0.12857035,0.17864375,0.17827304,0.08124813,0.24172822,0.25118554,0.09027032,0.223191,0.27465832,0.13260764,0.20226733,0.22628026,0.21768737,0.21685274,0.1219517,0.21557198,0.0,0.19044885,0.30433056,0.22888449,0.0,0.123335324,0.29727584,0.1563732,0.24216181,0.13837576,0.09350749,0.24456367,0.031620957,0.28347543,0.12627473,0.10803341,0.109666646,0.22153667,0.18354672,0.22295089,0.21893707,0.0,0.101386905,0.19666353,0.024330638,0.17177226,0.2436488,0.2756732,0.13935612,0.31711882,0.28347713,0.20145915,0.10256949,0.19402537
alitamovie,0.655538,0.61908406,0.5115095,0.0,0.6087365,0.82955045,0.0,0.58067465,0.56218493,0.545838,0.26598254,0.53039753,0.49307787,0.39776883,0.8446807,1.1327679,0.3163956,0.83376724,0.8592213,0.302123,0.3335274,0.65587485,0.80038434,0.4610848,0.1357589,0.7723712,0.0,0.66910547,0.95161736,0.8116447,0.0,0.5767744,0.94143736,0.40475583,0.5802198,0.42380625,0.37139127,0.5470159,0.03414449,1.0587502,0.37044567,0.36370948,0.37159532,0.4863519,0.40890202,0.6083522,0.6735716,0.0,0.13426091,0.5752852,0.0,0.3590394,0.73942536,0.92978036,0.47065967,0.87220263,0.7916636,0.6405607,0.4511519,0.69850534
