movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
21bridgesmovie,0.7944175,0.0,0.49976248,0.44441417,0.6030528,0.7366484,0.40101677,0.41352817,0.5462954,0.22953185,0.41931677,0.6158327,0.74190664,0.89006925,0.6026098,0.8715865,0.21315119,0.5010635,0.7560861,0.7303581,0.42652538,0.2966902,0.5500421,0.38511124,0.30378205,0.54272276,0.8106248,0.26954865,0.58727044,0.0056450237
47metersdown,1.0009664,0.0,0.7948606,0.4024498,0.8205671,0.88681173,0.81480587,0.31168902,0.73119795,0.28935093,0.31226093,0.5596238,0.766634,0.9941277,0.5512035,0.8368621,0.29669088,0.82412827,0.7353937,0.5761133,0.38620803,0.63953096,0.47396007,0.65511185,0.22181347,0.55373925,1.021831,0.1700602,0.7025886,0.049595013
abeautifuldaymovie,0.770074,0.0,0.6930423,0.18106076,0.68991774,0.68905044,0.5267296,0.44504952,0.5793409,0.26055723,0.30492526,0.41383475,0.3967376,0.8720253,0.59589857,0.79453266,0.3561335,0.65980417,0.5999946,0.43069366,0.38126147,0.44211587,0.5394092,0.62719727,0.4455906,0.5966691,0.7247289,0.14749408,0.52301735,0.0
abominablemovie,1.2808934,0.0,1.0578439,0.15563625,0.6786172,0.84521604,0.5950998,0.95591676,0.6891304,0.263586,0.1233674,0.8823038,0.7054458,1.0988972,1.0234896,0.9128129,0.14517757,0.71699363,1.0082142,1.2064036,0.4267393,0.6726845,0.78916764,0.42997932,0.15246248,0.9313755,0.58314365,0.5960209,0.6581401,0.0
adastramovie,0.6238458,0.0,0.4157375,0.20554233,0.5511294,0.710071,0.4359851,0.49394524,0.7629555,0.25960165,0.1831961,0.49830872,0.4231484,0.9752325,0.5141113,0.7432332,0.14735885,0.5392433,0.48467916,0.64748216,0.32171857,0.4996158,0.52598786,0.2852391,0.13262239,0.5156405,0.5638756,0.2418735,0.4908744,0.0
adogsjourneymovie,1.4153827,0.0,0.6140004,0.5932479,1.3432361,1.0629364,1.1219016,0.0,1.0382038,0.34110194,0.92111564,0.88922834,0.9400433,1.0432822,0.8017061,0.8419816,0.33022755,1.0832586,1.4994677,0.85892415,0.72548467,0.8470802,0.71291,0.56855315,0.0,0.2611782,1.5162688,0.329688,1.055431,0.031072186
aftermathmovie,0.6710049,0.0,0.5181625,0.20980385,0.5964144,0.62460005,0.30616638,0.32033032,0.4437015,0.34550518,0.2198822,0.40922815,0.44191927,0.767296,0.5446965,0.58385926,0.34868893,0.61130136,0.47717425,0.36295024,0.22758904,0.47288942,0.4580226,0.35653535,0.18934666,0.22839749,0.741734,0.33201432,0.49581057,0.07220796
aftermovie,0.87551653,0.0,0.71100885,0.2072334,0.6558135,0.67201006,0.45954233,0.56060797,0.6409114,0.106604844,0.244663,0.8933373,0.47448933,0.9216896,0.991825,0.6733778,0.24808188,0.6507298,0.76416606,0.5898633,0.27136558,0.5218882,0.5592092,0.63001764,0.33604926,0.58822775,0.7973383,0.3761206,0.48764807,0.0
ahiddenlifefilm,0.4627802,0.0,0.35651028,0.21102259,0.3740087,0.4239633,0.27572346,0.27201623,0.3666519,0.14532241,0.14324456,0.38283163,0.2933608,0.511494,0.40689433,0.35773635,0.15440316,0.34531727,0.3263586,0.31904432,0.21146181,0.27823687,0.30109975,0.26920918,0.16798593,0.31907564,0.3964749,0.20014346,0.32900447,0.016683714
alitamovie,0.71068764,0.0,0.8915753,0.45502198,0.81921214,0.7389037,0.6050811,0.54684705,0.7747812,0.3009741,0.409684,0.9417056,0.4729789,1.0371898,0.70645344,0.7765497,0.0,0.72780865,1.1358778,0.69458413,0.42600605,0.77285236,0.39010215,0.43278173,0.15843846,0.47519994,0.74855363,0.37163886,0.8330153,0.060420386
