movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149
21bridgesmovie,0.18056783,0.47820202,0.12823907,0.18044452,0.50188774,0.0,0.38291985,0.16781929,0.35381418,0.23530892,0.14924216,0.39699277,0.19087297,0.34757298,0.15933332,0.21685567,0.11520016,0.49507728,0.0,0.17178598,0.34701416,0.2928833,0.24264143,0.3331241,0.2504074,0.28966874,0.31715292,0.26200914,0.38435647,0.36646813,0.0,0.1102515,0.0,0.20976056,0.24705788,0.37887633,0.31066838,0.1538452,0.060090035,0.26287988,0.32523134,0.25195035,0.39905834,0.37000743,0.3278145,0.11829393,0.0,0.31358844,0.0,0.2252461,0.17554839,0.10035931,0.037727524,0.26322544,0.0,0.123369955,0.4539757,0.38543057,0.0,0.34080282,0.02143105,0.3521779,0.0,0.33493567,0.04019932,0.2811026,0.32964006,0.4590122,0.0,0.302571,0.1666576,0.0,0.13289127,0.27831933,0.29084304,0.53868645,0.5125533,0.26621675,0.3036558,0.36723137,0.3835231,0.31533727,0.2781604,0.52196246,0.024207434,0.09163369,0.47407597,0.26051107,0.42219323,0.3412436,0.0,0.21806784,0.29880822,0.20039304,0.3527943,0.009557725,0.09014275,0.0,0.29782632,0.2886966,0.099341065,0.1325723,0.3922875,0.16362534,0.0,0.34077597,0.2949226,0.21163297,0.4010526,0.20598161,0.44459105,0.41067702,0.36269966,0.23727481,0.0,0.5197646,0.35765168,0.19690542,0.35152268,0.035083424,0.2977725,0.31974593,0.4176129,0.0,0.18236375,0.13149771,0.4638957,0.0,0.0,0.27387482,0.32354227,0.33109394,0.26558226,0.2013956,0.4344295,0.0,0.51841235,0.18954942,0.2953793,0.3074814,0.30309206,0.15613633,0.4918629,0.38929513,0.0,0.48367923,0.24489029,0.0,0.29916784,0.41965023
47metersdown,0.21752472,0.5212458,0.45238963,0.6355185,0.6561196,0.0,0.5001781,0.257138,0.5785287,0.5536784,0.18995917,0.50691456,0.44146034,0.5308696,0.2494898,0.5255252,0.19041836,0.1829669,0.0,0.3025876,0.28153533,0.20291045,0.31007266,0.28649616,0.5037411,0.39495742,0.5260957,0.5375977,0.4910957,0.6114221,0.0,0.18091719,0.050307658,0.3753158,0.1768403,0.54167503,0.47217208,0.20625769,0.3111844,0.4988421,0.49378318,0.3770126,0.5815039,0.50970197,0.5232228,0.18786356,0.0,0.49498975,0.0,0.45495376,0.26572624,0.33270827,0.1532364,0.32038298,0.0,0.0,0.6334692,0.40079695,0.0,0.42581537,0.07001204,0.10522194,0.0,0.59629864,0.080742985,0.5435659,0.72866464,0.41660297,0.0,0.514527,0.37760282,0.004650112,0.36311993,0.50251293,0.39268002,0.8705603,0.8647831,0.2753598,0.22319068,0.65418524,0.5104254,0.610621,0.28466386,0.51701427,0.0,0.086061716,0.5231777,0.64639306,0.47353995,0.5230159,0.0,0.46279296,0.36348638,0.37976864,0.57065946,0.13000757,0.028116545,0.0,0.40220445,0.3572447,0.21412233,0.29597798,0.39638102,0.3999573,0.0,0.3986026,0.5282881,0.46973374,0.50041413,0.12022731,0.5979111,0.526952,0.7873193,0.57695127,0.0,0.655233,0.64225405,0.29070243,0.72461396,0.013631477,0.5024567,0.6337529,0.5271044,0.0,0.2267231,0.44319594,0.50944805,0.0,0.0,0.34747225,0.32420233,0.49110684,0.3975316,0.4020276,0.7563476,0.0,0.759035,0.17142087,0.675288,0.59320337,0.5243325,0.043307237,0.80653936,0.40955693,0.0,0.75461626,0.40184042,0.0,0.38404998,0.58689773
abeautifuldaymovie,0.030496439,0.37981468,0.11959148,0.26621708,0.5577638,0.0,0.33233404,0.22683924,0.2839999,0.31783047,0.043613903,0.34439754,0.1466048,0.30654082,0.12017106,0.22525854,0.13749762,0.2969332,0.0,0.05641073,0.1625191,0.2081087,0.2532329,0.22966327,0.33453017,0.20587486,0.32201368,0.31831318,0.2845409,0.3572114,0.0,0.0,0.021877836,0.27560905,0.10519904,0.30910015,0.37420115,0.13262099,0.01210479,0.16097149,0.27291146,0.11290431,0.23103946,0.26000652,0.4196705,0.027305141,0.025490029,0.21866657,0.0,0.23633766,0.20268501,0.31220466,0.1320647,0.48268494,0.0,0.18614183,0.39877573,0.21568877,0.0,0.29678407,0.009822467,0.09526495,0.0,0.21579117,0.056084402,0.26248217,0.37094742,0.38792703,0.0,0.36755055,0.16177869,0.0,0.19813274,0.2686006,0.35244003,0.31535816,0.4803497,0.3567301,0.17019124,0.41698408,0.39800507,0.3254403,0.3494738,0.3030133,0.09041316,0.15356475,0.2627447,0.27115667,0.37729105,0.2615028,0.0,0.2446927,0.29801142,0.24554949,0.29201388,0.079102114,0.096732035,0.0,0.24228275,0.35141253,0.045260973,0.17214043,0.23938946,0.2336407,0.0,0.31633604,0.36429325,0.07226218,0.47590598,0.02717451,0.32970476,0.32683325,0.3146704,0.26235253,0.0,0.41641223,0.22123896,0.29554662,0.35763115,0.069848865,0.4269372,0.30745226,0.35476974,0.0,0.31754085,0.22479044,0.3526243,0.0,0.0,0.14070737,0.23643975,0.30744344,0.4088298,0.20898223,0.20139411,0.0,0.29407126,0.09779087,0.17736967,0.42248544,0.27617842,0.0,0.298831,0.29768354,0.0,0.42826173,0.31146848,0.0,0.20564899,0.43867615
abominablemovie,0.0,0.849617,0.086693965,0.28068635,1.0526147,0.0,0.73915094,0.15560785,0.4794491,0.46269915,0.39842436,0.57238764,0.3981668,0.6574183,0.0,0.16938163,0.0,0.45741025,0.0,0.36671162,0.30919242,0.34920275,0.61140174,0.39239192,0.492287,0.39360362,0.60822576,0.43613604,0.49661583,0.66485244,0.0,0.05139057,0.014280359,0.6976783,0.34851015,0.46917203,0.62097037,0.27643618,0.060971484,0.71555436,0.6400737,0.5773345,0.33930683,0.3203302,0.7890275,0.29599357,0.0,0.66113335,0.0,0.5759113,0.55838734,0.50173575,0.26093832,0.63999647,0.0,0.32349125,0.5774281,0.35414535,0.0,0.58849925,0.0,0.1575148,0.0,0.5308011,0.0,0.23794487,0.63858104,0.6353122,0.0,0.63256097,0.09347375,0.0,0.30883646,0.61062044,0.40953112,0.78482527,0.94936335,0.44568196,0.22750266,0.58521473,0.65046436,0.8146224,0.7511868,0.47104412,0.0,0.107048005,0.35914618,0.5542487,0.6680729,0.55607164,0.0,0.7758556,0.4428623,0.5179642,0.5366543,0.0,0.11310175,0.0,0.5929998,0.78545827,0.24239326,0.3468463,0.41059512,0.3967507,0.0,0.6172821,0.6663696,0.32965305,0.5729932,0.18978724,0.8897673,0.9753908,0.6114877,0.27593476,0.0,0.91461056,0.49049696,0.2714108,0.8425677,0.0,0.45580706,0.37262934,0.53409237,0.0,0.23167914,0.26516867,0.55449885,0.0,0.0,0.2951265,0.46879652,0.5820669,0.7579639,0.2742655,0.686723,0.0,0.4169135,0.48744887,0.6756821,0.6288535,0.52196556,0.20651674,0.88031775,0.37365082,0.0,0.75231224,0.37980825,0.0,0.5218163,1.0590795
adastramovie,0.0,0.4346376,0.16148415,0.26057586,0.5304504,0.0,0.45749605,0.24301061,0.36400697,0.2664042,0.1027046,0.27031872,0.33950168,0.33049476,0.12173184,0.27640283,0.07235661,0.15195483,0.0,0.11195379,0.30142522,0.21932735,0.31152833,0.0818143,0.4058402,0.1674704,0.30568218,0.2672038,0.33145565,0.3666712,0.0,0.0,0.0,0.15789807,0.09565057,0.3859368,0.22447622,0.2265204,0.14955193,0.3365973,0.27927837,0.23065662,0.24174538,0.32438433,0.40757748,0.20307767,0.008612614,0.31486136,0.0,0.3124577,0.2234132,0.18789399,0.065454006,0.38830888,0.0,0.058118112,0.4381825,0.25968575,0.0,0.25759634,0.0,0.2436806,0.0,0.17209055,0.121741764,0.28700575,0.2585805,0.39044634,0.0,0.26266086,0.22348888,0.0,0.19413567,0.24551019,0.23481476,0.43158385,0.4531103,0.2669208,0.27009326,0.39903748,0.48060477,0.3494797,0.33797625,0.38377857,0.0,0.12302302,0.454894,0.2538551,0.3582455,0.2932053,0.0,0.3414124,0.47586656,0.22511351,0.35053056,0.2529499,0.15369102,0.0,0.20525369,0.4199136,0.12225032,0.1866724,0.33589846,0.23487297,0.0,0.43723667,0.21317342,0.27454996,0.41020563,0.1599901,0.3339181,0.3780161,0.45965558,0.20057409,0.0,0.44526872,0.41066113,0.2976462,0.37008464,0.0,0.3895208,0.35658967,0.40949118,0.0,0.25777227,0.22113265,0.31735358,0.0,0.0,0.24342594,0.43562403,0.32256427,0.2510285,0.2982928,0.4530317,0.0,0.3871719,0.047371157,0.38597316,0.41471073,0.40166637,0.0,0.4260887,0.37415126,0.0,0.39772967,0.24253182,0.0,0.29537365,0.47860482
adogsjourneymovie,0.083437905,1.1186686,0.48848084,0.8121484,1.1419103,0.0,1.0183731,0.35910797,0.65402335,0.64032227,0.5636792,0.62703073,0.5960544,0.8419443,0.0,0.7173382,0.16108239,0.88687354,0.0,0.79227287,0.77824354,0.5559809,1.0972835,0.62718374,0.83074117,0.3297314,0.64771414,0.5886985,0.8718861,0.68402535,0.0,0.13752455,0.23926951,0.88615054,0.71315116,0.6367229,0.9254516,0.3328246,0.2740168,0.809655,0.86425436,0.9388502,0.9295166,0.5202124,0.7788027,0.19768152,0.0,0.6936841,0.0,0.6558337,0.6342705,0.46147695,0.284031,0.8629089,0.0,0.4014297,1.0005965,0.64191425,0.0,0.80114955,0.022640565,0.281506,0.0,0.69879055,0.010299976,0.32315892,0.7535424,1.4029213,0.0,0.8061928,0.20294517,0.0,0.60587645,0.12978482,0.7446265,1.2112222,1.4569046,0.8472292,0.71423393,1.1531878,0.7554129,0.88507426,0.6155283,0.8536683,0.11819017,0.1908353,0.8602857,0.8886486,1.0060761,0.854234,0.0,1.2217549,0.4985354,0.39323995,0.5784892,0.0,0.0,0.0,0.7211295,1.1445897,0.35943612,0.2858675,0.6187251,0.71227306,0.0,0.69395906,0.7520638,0.5631516,0.6179727,0.4524032,1.0069076,0.9636524,0.81811464,0.6455671,0.0,0.84669936,0.72112507,0.31560424,1.1998031,0.0074820695,1.1611558,1.0066128,0.64017236,0.0,0.33060116,0.6048068,0.8725269,0.0,0.0,0.36450756,0.50824594,0.6545594,1.3007429,0.38525438,0.6623292,0.0,0.75956124,0.17889939,0.71464413,0.58803725,1.0009942,0.25210688,1.3357981,0.9064314,0.0,0.89918154,0.50587606,0.0,0.56176025,1.1384212
aftermathmovie,0.09614734,0.3690792,0.12112688,0.27026194,0.4399606,0.0,0.27451012,0.090803556,0.33046055,0.2842944,0.121918134,0.19978732,0.2200332,0.2598641,0.0,0.252979,0.058216948,0.16241552,0.0,0.23367892,0.20876467,0.12405972,0.3119649,0.1726977,0.19952944,0.15958518,0.2581993,0.22203527,0.27019736,0.17402834,0.0,0.0,0.07043685,0.27836698,0.23379366,0.3302864,0.2253972,0.14312819,0.029993996,0.17488445,0.30812132,0.26048318,0.11061362,0.19995323,0.3201901,0.14014211,0.0,0.29761958,0.0,0.27893594,0.13427736,0.14709266,0.130245,0.2572759,0.0,0.12978221,0.30072662,0.25219673,0.0,0.23629361,0.0,0.16487902,0.0,0.278748,0.0,0.18803255,0.30336067,0.32084194,0.0,0.28689212,0.1438469,0.0,0.14282441,0.27139893,0.19254595,0.40191054,0.38959473,0.11248052,0.17117524,0.36892694,0.25345016,0.24270035,0.34326562,0.23509377,0.0,0.017958824,0.31378245,0.33624986,0.2853723,0.16132134,0.0,0.26927355,0.20718181,0.17277041,0.2846713,0.08092339,0.02406499,0.0,0.28275895,0.21746945,0.0865684,0.1474142,0.2677369,0.20988669,0.0,0.26969403,0.24730965,0.18059534,0.16451214,0.03845963,0.33753476,0.24196534,0.32073614,0.12595387,0.0,0.21534088,0.24069764,0.14718929,0.42446208,0.0,0.19692647,0.28578767,0.21846129,0.0,0.11303602,0.17790633,0.24878487,0.0,0.0,0.14009565,0.2691328,0.20408297,0.40751934,0.18177563,0.2300503,0.0,0.27748132,0.16145077,0.26236254,0.29251602,0.28165078,0.128372,0.34255418,0.24534059,0.0,0.3100381,0.13172318,0.0,0.22983873,0.28353453
aftermovie,0.07736895,0.46686825,0.24499705,0.34046227,0.5240809,0.0,0.43306106,0.14528446,0.25675327,0.21401784,0.111237384,0.3934629,0.24883072,0.36233827,0.21880798,0.16575111,0.17162555,0.35345572,0.0,0.28873006,0.27496946,0.18388386,0.4185865,0.3367054,0.3119935,0.17487109,0.33178627,0.4146596,0.29716918,0.40973097,0.0,0.0,0.18146802,0.23562555,0.2335699,0.40952763,0.43559062,0.20123895,0.11967173,0.31890595,0.3727668,0.23524998,0.28371313,0.278971,0.37563172,0.09970137,0.0,0.36071974,0.0,0.3476099,0.15058714,0.2154717,0.15943201,0.56595945,0.0,0.22377445,0.42696813,0.32002127,0.0,0.3851674,0.053953327,0.22779791,0.0,0.30587468,0.07992342,0.24760278,0.40584487,0.4054217,0.0,0.35481668,0.20528518,0.0,0.25248146,0.28712094,0.36070243,0.44026062,0.47416246,0.36190745,0.27161855,0.44243324,0.32408726,0.31395987,0.40307269,0.44935164,0.0,0.0,0.3604154,0.48412818,0.3881876,0.28294733,0.0,0.28563985,0.38331103,0.31443512,0.35842174,0.15210262,0.0786051,0.0,0.2671532,0.32283914,0.11465321,0.183852,0.20747289,0.2059217,0.0,0.44593024,0.39839897,0.25408646,0.426802,0.098315775,0.40277046,0.31486535,0.43285385,0.22082601,0.0,0.5447683,0.22886841,0.25125515,0.40714455,0.0,0.36570656,0.39262733,0.33810934,0.0,0.34633037,0.20624904,0.3687429,0.0,0.0,0.18989141,0.28532562,0.2510275,0.564291,0.18537818,0.43367234,0.0,0.41581357,0.12107749,0.283298,0.4050002,0.40079647,0.063222416,0.4349854,0.3568048,0.0,0.49869764,0.31427503,0.0,0.2947627,0.3541018
ahiddenlifefilm,0.032054666,0.2045697,0.08132786,0.14429243,0.24594598,0.0,0.17752057,0.089033976,0.16079412,0.1304897,0.056556735,0.15556128,0.088904545,0.15771925,0.05926814,0.12797076,0.06700744,0.15687536,0.0,0.106154256,0.13059905,0.1147431,0.1614311,0.11419827,0.13498794,0.096743636,0.14726298,0.14678317,0.15453288,0.14657488,0.0,0.017512074,0.012344259,0.17045954,0.09684524,0.17155367,0.16923316,0.08206967,0.054545805,0.14435048,0.17461361,0.12927458,0.14870591,0.13559142,0.18751013,0.05457629,0.0,0.1449432,0.0,0.15053488,0.078831986,0.10051222,0.06358823,0.16382799,0.0,0.080199726,0.19787939,0.11608203,0.0,0.14962152,0.007172648,0.095333725,0.0,0.13907719,0.023282282,0.12260465,0.17305084,0.1987713,0.0,0.17861389,0.088043354,0.0,0.10254284,0.12216539,0.1294921,0.22610936,0.224793,0.12634648,0.10880949,0.20988537,0.1850464,0.14797205,0.1545359,0.15053558,0.0035058341,0.05532099,0.16386978,0.18000346,0.19367804,0.16370413,0.0,0.16485304,0.14799789,0.11855305,0.15038505,0.037778817,0.025751226,0.0,0.13196936,0.16526711,0.068794,0.094931185,0.14696501,0.12928256,0.0,0.15494299,0.15070663,0.107210524,0.1776683,0.038090017,0.20757455,0.1910292,0.17568688,0.12212155,0.0,0.21068253,0.15172201,0.12897086,0.20683634,0.006614318,0.16928118,0.17226355,0.15656549,0.0,0.08436182,0.10348904,0.16249406,0.0,0.0,0.11227792,0.13385166,0.14531285,0.20393212,0.1083149,0.17650059,0.0,0.1698318,0.093103066,0.15645723,0.18673801,0.15824091,0.05369,0.21137635,0.1572263,0.0,0.1930598,0.13521971,0.0,0.12973422,0.20952864
alitamovie,0.45557395,0.7026523,0.35904625,0.4856501,0.81427634,0.0,0.6214548,0.44575828,0.4641984,0.28101107,0.39248922,0.46450382,0.38203996,0.2880026,0.22120462,0.21572828,0.12647907,0.390647,0.0,0.3417503,0.43871626,0.41094923,0.63826334,0.42130017,0.29863122,0.26164308,0.40699977,0.50134426,0.4493732,0.49662462,0.0,0.3262224,0.0,0.2469464,0.19653066,0.56988364,0.19652586,0.31698507,0.31555757,0.42631054,0.5924426,0.6020071,0.2333835,0.24773464,0.55184036,0.292311,0.0,0.46899086,0.0,0.43588367,0.3460522,0.13106096,0.18054949,0.52583945,0.0,0.19608474,0.51418644,0.37393385,0.0,0.19488803,0.0,0.19083188,0.0,0.24900505,0.029674452,0.39088783,0.57765687,0.5645772,0.0,0.5910709,0.21662472,0.0,0.27242225,0.40482366,0.5284135,0.7795159,0.70029986,0.49898136,0.33665103,0.590645,0.58529824,0.47907123,0.43583065,0.47857198,0.0,0.23102386,0.7238935,0.22342509,0.5549525,0.56423134,0.0,0.35862723,0.48535013,0.24516357,0.66231185,0.21942426,0.1260599,0.003978079,0.28194073,0.59956664,0.031313777,0.43493894,0.37968183,0.15251942,0.0,0.46966335,0.40028283,0.28698447,0.40924808,0.27889135,0.4584599,0.45741665,0.80917495,0.20553063,0.0,0.71796346,0.5242941,0.32851842,0.62315,0.0999838,0.65876013,0.7373506,0.49759212,0.0,0.31016493,0.17048422,0.52705634,0.0,0.0,0.5349785,0.4145943,0.58516,0.37803358,0.37429497,0.7252514,0.0,0.545043,0.020902265,0.42201412,0.5525209,0.40999237,0.102844246,0.65761054,0.4680816,0.0,0.54517573,0.48000273,0.09882091,0.212426,0.51096374
