movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69
21bridgesmovie,0.37147987,0.0,0.54168844,0.4127635,0.4298953,0.2407908,0.5358504,0.5695116,0.0,0.5684863,0.5718706,0.0,0.5922435,0.6509322,0.53266877,0.41092905,0.27381313,0.4980211,0.38403282,0.39603367,0.3098429,0.6024527,0.32432464,0.1922205,0.04455032,0.57064354,0.25025973,0.6102593,0.5236442,0.55311424,0.7019707,0.3938936,0.5572485,0.47425377,0.0,0.532144,0.4521885,0.5974641,0.4167233,0.32267338,0.49308687,0.4865373,0.6024301,0.058002472,0.43138394,0.0,0.4153855,0.35471848,0.1396711,0.19277315,0.31145483,0.65726453,0.078855455,0.49848843,0.6602422,0.3309617,0.0,0.17460974,0.3738557,0.47887605,0.0,0.25878525,0.4112752,0.41572794,0.0,0.26793215,0.34013814,0.43150005,0.6600758,0.17539915
47metersdown,0.56738454,0.0,0.46103367,0.38615078,0.7062197,0.35469785,0.6437046,0.604471,0.0,1.0502045,0.7568991,0.0,0.6498533,0.44244897,0.6154072,0.30343664,0.9613166,0.7740484,0.618725,0.6220132,0.523333,0.7313512,0.39266232,0.1579967,0.03611197,0.63696337,0.6428863,0.5702217,0.4249602,0.8562441,1.0058558,0.60626495,0.52970415,0.453089,0.0,0.64408,0.5791664,0.6884055,0.3413526,0.44407138,0.47392744,0.6405802,0.5652114,0.22801593,0.7098605,0.0,0.51008856,0.5858849,0.36361498,0.3096947,0.3516499,0.5649967,0.07125096,0.42888674,0.56729496,0.36163646,0.0,0.32521835,0.38199145,0.83040637,0.0,0.1548023,0.62616724,0.2805393,0.0,0.18330893,0.4758964,0.51356226,0.5566852,0.04150828
abeautifuldaymovie,0.552136,0.0,0.6024652,0.5373467,0.2680689,0.20277487,0.45875,0.5067829,0.0,0.52385235,0.654015,0.0,0.48240688,0.58415246,0.5359363,0.25394568,0.58655614,0.5222529,0.38028613,0.49493247,0.4704327,0.5609016,0.24706337,0.18938854,0.11826758,0.58293843,0.47819752,0.477507,0.56121385,0.5748857,0.6331248,0.30676746,0.39418343,0.24865848,0.0,0.35580733,0.54217553,0.5181446,0.3520666,0.38776237,0.3764822,0.4107161,0.5786544,0.08191978,0.5870642,0.0,0.5263248,0.3138701,0.28094637,0.39566442,0.20549078,0.49565458,0.11945615,0.41973498,0.5275224,0.3379775,0.0,0.2376841,0.34672296,0.53435856,0.0,0.41939622,0.37618983,0.32890326,0.0,0.2462404,0.29973036,0.60566723,0.46977797,0.3046098
abominablemovie,0.83271646,0.0,0.49683824,0.6636489,0.818301,0.39081764,0.8406231,0.5363309,0.0,1.008314,1.2040274,0.0,0.29757357,0.89685464,0.88745123,0.39415243,1.1574289,0.58455104,0.7311486,0.43102112,0.5073169,0.82580936,0.15502632,0.4037218,0.22168337,0.9815514,0.7011921,0.46890536,0.75860894,0.4921024,1.074361,0.7333469,0.4085745,0.44583514,0.0,0.5518464,0.60668653,0.84247005,0.41571248,0.6666798,0.57250845,0.72826004,0.99352694,0.11788254,1.0059154,0.0,0.8839814,0.39167714,0.2858752,0.19078565,0.21057661,0.63630646,0.069001295,0.6984454,0.65542364,0.6191996,0.0,0.0,0.70212424,0.9125828,0.0,0.57262117,0.2897393,0.37836623,0.0,0.536755,0.48951846,0.80600524,0.7640129,0.19850722
adastramovie,0.4809662,0.0,0.47561848,0.46760964,0.40842268,0.2914601,0.39726284,0.59337074,0.0,0.586207,0.6331444,0.0,0.45564637,0.6314534,0.43534252,0.31441066,0.6455507,0.3131468,0.56179416,0.57929736,0.4693911,0.56814516,0.16737638,0.26014853,0.0,0.5150207,0.31761968,0.49257442,0.31825343,0.5322608,0.5999521,0.31915194,0.31233847,0.30393553,0.0,0.41705278,0.5689274,0.70285547,0.41500652,0.29619485,0.38547474,0.35649753,0.40384796,0.23385502,0.69085604,0.0,0.51554215,0.4304128,0.26585662,0.15028061,0.17207216,0.36429518,0.075439,0.38899815,0.38402215,0.52039087,0.04651351,0.15201612,0.40727144,0.5871468,0.0,0.36577678,0.37938648,0.37487775,0.0,0.32945263,0.37403083,0.47001538,0.6134842,0.2458607
adogsjourneymovie,0.9853495,0.0,0.68779814,0.9482953,1.3874387,0.34023568,0.80129546,0.62403077,0.0,0.9361241,1.0028648,0.0,1.2110295,1.1037029,1.3738937,0.6801324,1.3779099,1.353786,1.2976516,1.2023519,0.958458,1.39992,0.4969049,0.14161725,0.35892394,0.859437,0.6238175,1.0707341,0.758899,1.4651107,1.1515927,0.69243073,0.5683308,0.7596246,0.0,0.91019434,1.3963077,1.4658394,0.9730011,1.2760301,1.3355919,0.83406097,0.8517197,0.4072947,1.2222826,0.0,1.5693367,0.7216054,0.33112305,0.6400229,0.48731455,1.4972215,0.13001242,0.7076969,0.94259775,0.67840695,0.0,0.4860007,0.96581674,1.0963087,0.0,0.6972787,0.86531764,0.8514484,0.0,0.37873957,0.63170403,0.9617419,1.0354105,0.66817933
aftermathmovie,0.41749,0.0,0.39798084,0.30558944,0.41536275,0.18243626,0.41376457,0.4006994,0.0,0.42091107,0.37370047,0.0,0.45036516,0.45607233,0.4589565,0.33464718,0.49683914,0.35579503,0.54225314,0.36857823,0.2666433,0.4358453,0.4021345,0.11644928,0.0,0.32224748,0.23233971,0.3416111,0.3047502,0.43783137,0.46366754,0.41145676,0.2725467,0.3363568,0.0,0.26358598,0.29946798,0.41269442,0.3636921,0.35570773,0.32579035,0.25337645,0.47339,0.08125954,0.5054486,0.0,0.44592813,0.30661744,0.073714316,0.11012828,0.23716907,0.29491228,0.0,0.38012034,0.34705624,0.22092226,0.02795433,0.08440745,0.41082907,0.45065337,0.0,0.17001985,0.21810962,0.14869075,0.0,0.11354201,0.4130372,0.29564264,0.33294764,0.18014231
aftermovie,0.57441497,0.0,0.3432194,0.49589035,0.68067163,0.3586393,0.46923614,0.43859464,0.0,0.6391476,0.52437097,0.0,0.62923765,0.4848367,0.59200084,0.4996248,0.719488,0.40035203,0.39739034,0.55489767,0.27083638,0.4419793,0.21702029,0.27176696,0.027205747,0.47893912,0.36529994,0.5948133,0.2874831,0.59523773,0.55857784,0.53478116,0.3323462,0.28183353,0.0,0.33018336,0.42207682,0.5892949,0.4382903,0.4179492,0.4502619,0.31395453,0.44151607,0.12688941,0.5882866,0.0,0.6899528,0.21783014,0.27496487,0.12853517,0.21175465,0.49532765,0.0,0.35531792,0.51798236,0.40487343,0.07031894,0.11288535,0.34200424,0.59438646,0.0,0.30444336,0.47812116,0.24178116,0.0,0.12046354,0.3560368,0.5030266,0.49634168,0.23324215
ahiddenlifefilm,0.20900497,0.0,0.20144176,0.2034968,0.204795,0.11340849,0.2427648,0.21189228,0.0,0.25301534,0.27759618,0.0,0.22784902,0.25058892,0.25536874,0.12761147,0.27154508,0.2188038,0.22393341,0.18978336,0.17917225,0.24445373,0.11434193,0.10180102,0.021019317,0.21975377,0.14351447,0.23196805,0.19063506,0.25086528,0.28316864,0.19228977,0.17514065,0.17309237,0.0,0.20206273,0.21297547,0.24643768,0.1777755,0.157217,0.20792751,0.16770138,0.2449261,0.0760024,0.28431818,0.0,0.21887845,0.16331665,0.079865254,0.093085825,0.10607819,0.2002785,0.03878047,0.17291453,0.22265726,0.14285713,0.0,0.06995173,0.19642042,0.25840095,0.0,0.14680104,0.1719135,0.11595976,0.0,0.11399659,0.15692002,0.23545298,0.22198373,0.114937164
alitamovie,0.70548356,0.0,0.96827465,0.6841411,0.9127082,0.49194354,0.65163374,1.0371174,0.0,0.8565884,0.9491015,0.0,0.7590985,0.9970093,0.6658524,0.7304379,0.832795,0.8448323,0.50107867,0.82218236,0.49542472,0.9356013,0.5386646,0.51619565,0.14362787,0.7717197,0.5491082,1.1149129,0.5724128,1.0626768,1.2070689,0.93461573,0.60117203,0.6024355,0.0,0.7494164,0.5446062,1.1836606,0.6692095,0.23496477,0.792038,0.8033952,0.5945494,0.35834855,0.97203463,0.0,0.973644,0.56084085,0.24521872,0.25817686,0.44348592,0.7061961,0.062198427,0.8203369,0.3288701,0.5885565,0.0,0.3552813,0.70151085,0.8484319,0.0,0.5327278,0.6599161,0.6395378,0.0,0.38968217,0.5148251,0.96817183,1.0540047,0.49106485
