movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
21bridgesmovie,1.7332747,0.95914364,0.024946129,0.50734204,0.9137066,1.0245055,0.0,1.1780385,0.90309393,1.0983546,0.93407565,1.0359313,1.1433486,0.9824401,1.1050612,1.1794842,1.023208,1.7582129,0.6899161,1.6150608
47metersdown,0.61697483,0.07633649,0.0,0.50594056,0.9241391,0.7982255,0.1742706,0.39269748,0.9608883,1.2688513,0.8247288,0.63447756,0.7726272,1.0101818,0.70593095,1.0014244,0.5808363,1.250451,0.9295764,1.2729299
abeautifuldaymovie,1.2713516,0.8932981,0.0,0.45026663,1.0476174,1.0370646,0.0,1.282581,1.0471365,1.2131963,0.6622816,0.8890433,0.66792494,0.8365586,0.84477633,1.0534348,1.0671833,1.3005631,0.67737156,1.0290282
abominablemovie,1.3262041,0.44771433,0.0,0.1034351,0.41129723,0.79914,0.0,0.46476382,0.4812323,0.7563741,1.5136461,0.68437654,0.49844837,0.2752767,1.2153603,0.57312584,0.88018453,0.91560584,0.9281013,1.4308197
adastramovie,1.2313629,0.7701886,0.0,0.6445877,1.1752195,0.88065743,0.0,1.0208895,0.7917641,1.1613181,0.78087145,0.859177,0.5702205,0.8838229,0.9529581,1.1533023,0.926735,1.031325,0.8014656,1.1531768
adogsjourneymovie,0.5736804,0.07267536,0.0,0.5884345,0.92065006,0.68898755,0.0,0.76294446,0.9321183,0.74749494,0.21236435,0.76751024,0.21509208,0.969291,0.25529617,0.79144025,0.0,1.0901041,0.7727362,0.8176652
aftermathmovie,1.0292624,0.59922516,0.0,0.31550264,0.94091266,0.92505807,0.0,0.8280289,1.0006645,0.8099799,0.7574788,0.8143269,0.6909657,0.9895059,0.7970287,0.9484598,0.68162376,1.1083556,0.6235356,1.0636289
aftermovie,1.5243194,0.61690754,0.07995634,0.8121365,1.3320034,0.7541135,0.032596737,1.1025933,0.9146666,1.1593608,0.7506812,0.9324223,0.5815716,0.92297816,1.0925323,0.8110913,0.9128536,1.2957275,0.92488295,1.2199972
ahiddenlifefilm,0.80122006,0.47567505,0.0,0.39793086,0.6379881,0.58278507,0.0,0.61757815,0.5746181,0.7049463,0.50325596,0.58214736,0.44495428,0.5925995,0.5815571,0.6725166,0.556369,0.7630833,0.482354,0.76896155
alitamovie,1.0185255,0.7832551,0.0,0.13421634,0.80725926,0.5907299,0.026575208,0.70363474,0.53562576,0.54971826,0.652974,0.57589746,0.4763376,0.8146709,1.011603,0.830093,0.5276999,0.9106819,0.4488256,0.9710016
angelhasfallen,0.99630904,0.4667343,0.011962516,0.39735347,0.9583254,1.1367309,0.0,0.4314298,0.8596742,1.23084,0.82252467,0.91182387,0.3399858,0.8767028,1.4758171,1.1322834,0.34474483,1.1143336,0.5301865,1.4432188
angrybirdsmovie,0.7661172,0.0,0.0,0.070043795,0.71249074,0.8477997,0.11684278,0.8440839,0.5240811,1.1531986,0.63598967,0.5840051,0.101434246,0.7651354,0.9435608,0.77042145,0.2097446,1.0196562,0.32223254,0.49680525
annabellemovie,1.7029629,0.99236864,0.0,0.86984956,0.94162625,1.4285094,0.10317618,1.0852071,0.98274213,1.0013725,1.0480801,1.1739733,1.3627702,0.9546336,1.3942211,1.2749399,1.2536983,1.7466887,0.795169,1.6153973
annamovie,1.3463713,0.6521242,0.0,0.6118788,0.80811495,0.85469115,0.0,1.2002338,0.879582,1.1742865,1.0575318,0.9948104,0.46191704,0.96497524,1.1593193,1.2592914,0.8190593,1.4334298,0.6239956,1.4814453
apollo11movie,0.9776802,0.52950114,0.0,0.37447914,0.84963816,0.90510064,0.0,0.84037316,0.88655263,0.8659862,0.72512674,1.0651821,0.40139878,0.7194506,0.6298419,1.1073643,0.6332452,1.1038206,0.7947725,1.185471
arcticdogsmovie,1.0779493,0.59915537,0.0,0.65679806,0.7575615,0.85561347,0.19688544,0.7906345,0.92728573,1.0613626,0.5940998,0.7766306,0.5393765,0.44596723,0.7119959,0.841346,0.7591069,0.97728366,0.5910781,1.1169794
arcticmovie,0.8803711,0.4387728,0.018551262,0.343299,0.49511644,0.45761478,0.035338007,0.66579485,0.35786673,0.61126626,0.48020977,0.5748894,0.34798324,0.37683362,0.5791082,0.39064515,0.48187265,0.6400292,0.3179772,0.54873604
artofracingmovie,1.3500162,0.63587016,0.0,0.5590334,1.2511269,1.2019197,0.0,1.2823974,0.9568292,1.2228204,0.59474075,1.2202857,0.6079884,0.9659151,0.8619337,1.1767226,0.7836077,1.2548808,0.8638875,1.0301585
avengers,1.1344824,0.54385376,0.0,0.2901102,0.5845556,0.7342327,0.0,0.4230021,0.47689542,0.8447052,0.66679174,0.5295097,0.78011024,0.49318463,0.78048176,0.8584549,0.62668914,0.93141246,0.6020352,0.97775483
beachbummovie,1.0884281,0.7195314,0.0,0.13942757,0.66234547,1.0351253,0.020113334,0.72678375,0.55863935,0.6966177,0.7187311,1.0075549,0.29928586,0.7621325,0.9510211,1.1902568,0.734775,0.9932311,0.66182256,0.9640275
bernadettefilm,1.5860068,0.8430937,0.0,0.6809406,1.0311598,1.0377152,0.0,0.8564359,0.8448406,1.100327,1.0490406,1.1166383,0.59552056,0.7899833,1.1533295,1.1853713,0.76019067,1.041282,0.75136745,1.3665113
blackandbluemovie,1.1669643,1.0374035,0.0,0.0,0.26159558,1.7625673,0.037341863,0.25148553,0.21498457,0.40293196,1.0013441,0.6657688,0.564569,0.8860737,1.7218941,0.86840725,0.5522928,1.2444315,0.23813893,1.111923
blackchristmas,1.4579691,0.49356276,0.0,0.42866918,0.7859933,0.9494872,0.0,0.83507574,0.7353342,1.1946361,1.0680903,1.1855367,0.71621096,0.6450499,0.8749061,1.0984524,0.7672207,1.2356379,0.72384405,1.4025881
blindedbythelightmovie,1.2676439,0.7160313,0.0,0.5802879,0.9598349,0.78389895,0.1327291,0.9265405,0.97026265,1.1313455,0.77518386,0.7647986,0.59435534,0.6916747,0.81136173,0.87960345,0.8262814,0.9326804,0.65912664,1.1955246
bombshellmovie,0.8259121,0.40441543,0.0,0.35412946,0.43445402,0.59317064,0.0,0.5862092,0.45785856,0.50172263,0.84068626,0.5864532,0.61078686,0.5019639,0.55913055,0.5806622,0.50443476,0.96273375,0.2922154,1.0244651
booksmart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666055,0.0,0.4837914,0.3533098,0.0,0.16764823,0.0,0.0,1.3674965,2.0241637,0.0
breakthroughmovie,0.5733917,0.055354223,0.0,0.8078638,0.66556484,0.941229,0.14504538,0.13837236,0.50354713,0.8926835,0.8665991,0.13633817,0.5957334,0.46657664,1.1160996,0.87930995,0.77239084,0.60591334,1.1057333,0.9861646
brianbanksmovie,1.5324922,0.7603531,0.21580571,0.21497716,0.7545305,0.9896173,0.0,0.9396767,0.95891386,0.88755786,0.8240475,0.81731784,0.9723776,0.92035174,1.0133356,0.65216064,0.62311643,1.5938754,0.77380073,1.1991675
brightburnmovie,1.311956,0.7328836,0.0,0.34350875,0.7773611,1.1621492,0.0,0.9181616,0.80649024,0.9278486,1.1624737,0.9062844,0.8162282,0.80936325,1.1175554,0.9047853,0.9969104,1.3616201,0.6724718,1.2747915
brittanyrunsmov,0.646374,0.32444632,0.0,0.22991914,0.49705678,0.6429335,0.0,0.3522872,0.4391042,0.66797465,0.5464928,0.43583354,0.50955707,0.4674471,0.44448125,0.7314101,0.43210098,0.6783932,0.2808845,0.7281364
captainmarvelofficial,1.2046002,0.52726626,0.0,0.34158903,0.55750304,0.46439785,0.0,0.59080255,0.36189914,0.97881675,0.7779616,0.604622,0.6365207,0.4901174,1.0675266,0.8764746,0.62776977,1.1121577,0.75032926,1.0549974
captivestatemovie,0.8094406,0.21719065,0.06600128,0.5310496,0.36412004,0.55439335,0.0,0.4399506,0.51880425,0.9780104,0.9217775,0.70463455,0.49147403,0.37894765,0.7630566,0.750588,0.4962103,0.8945439,0.3053231,0.9605322
catsmovie,1.375568,0.66310745,0.0,0.2146011,0.34457994,0.7023211,0.17493685,0.57268095,0.53246677,0.6810338,0.4207611,0.61174923,0.7461697,0.8132498,0.95531565,0.67553526,0.8688132,1.0532696,0.6309251,1.3929598
charliesangels,1.0670244,0.50020725,0.0,0.0,0.35322362,1.2407328,0.0,0.1917036,0.2872971,0.21846023,1.412042,0.7471899,0.8052363,0.4991264,0.9713056,0.5668935,0.53010803,0.8705623,0.50687295,0.94828874
childsplaymovie,0.043956906,0.50959337,0.0,0.09681285,0.0,2.202836,0.29326913,0.0,0.0,0.18785897,0.8385461,0.27251077,1.3165573,0.25861695,1.1226817,0.9781011,1.3346064,1.3415036,0.0,0.5231778
clarathefilm,0.502289,0.9117478,0.0,0.3477446,0.50134987,1.7380948,1.0776924,0.0,0.0,0.63362354,0.0,0.0,1.199331,0.06616682,1.429041,0.20558442,1.2843013,0.3282088,0.7112141,0.22183166
coldpursuitmovie,1.1422427,0.65157974,0.0,0.39324683,0.74700564,0.99012405,0.0,0.8874334,0.8013156,0.798165,0.77802324,0.8724863,0.7547838,0.8369287,0.7290203,1.022298,0.8339648,1.2866938,0.5349718,1.0696853
countdown,1.2058623,0.71810824,0.0033493023,0.48049724,0.5802212,1.1726627,0.0,0.8945236,0.78937346,0.61265844,0.7671588,0.27689624,1.6099235,0.81202877,1.0258257,0.39005575,0.8347304,1.5782745,0.5003417,0.75566447
currentwarmovie,1.2689016,0.5507656,0.0,0.36738956,0.88392586,1.0950912,0.0,1.0386301,1.2369492,1.0469116,0.8498521,1.2473512,0.38765556,1.074408,1.0791496,1.0929576,0.36474285,1.2229995,0.4134013,1.3496855
darkwatersmovie,1.2785559,0.108998485,0.048673496,0.6863684,0.63325065,0.6778792,0.0,0.49800026,0.43541732,1.3556399,1.2784715,0.88332,0.27393526,0.4695402,1.24458,0.9369068,0.5282631,1.0979602,0.503295,1.3287342
detectivepikachumovie,1.295207,0.94680965,0.0,0.51364374,0.53976476,1.173081,0.0,0.7482861,0.39869365,0.488168,0.50425756,1.2635769,0.26202175,0.30841175,1.2701074,1.1028922,1.0455536,1.1607106,0.55632645,1.2187465
disneyaladdin,1.5489874,0.69868565,0.0,0.5043455,0.98604,1.2706698,0.0,0.77026355,0.39621553,1.0423266,1.1532654,1.2438914,0.58219844,1.1325132,1.151824,1.1260952,0.67797697,1.6495001,0.8481132,1.3420217
disneyfrozen,0.6365354,0.15477878,0.0,0.51498604,0.9791761,1.2008327,0.0,0.2990682,0.38097662,0.9213109,0.4198149,0.78139025,0.21421118,0.7686182,0.4574418,1.2599713,0.113720745,0.9879232,0.4232127,0.7691843
disneymaleficent,1.5151098,0.6980756,0.0,0.57350546,1.134187,1.3133918,0.0,1.1187901,0.69769895,1.23957,0.7663932,1.144636,0.5271674,1.1106448,0.9169136,1.2077858,0.66653377,1.7406107,0.5875983,1.0494822
doctorsleepmovie,1.5333991,0.654395,0.0,0.6479729,0.8716229,0.69762415,0.0,1.2020662,0.7588168,0.8800161,1.0739865,0.8524113,0.52761966,0.60957813,0.75799716,0.8867813,1.0320706,1.1719935,0.98004276,1.3752007
dolemiteismyname,1.1001668,0.7077447,0.0,0.87789184,1.2085214,0.8677511,0.124043845,0.8478482,0.88273615,1.0294888,0.10350721,0.0,1.0244579,1.2223359,0.92609864,0.6244218,0.4994031,1.153939,0.7690678,0.77768636
dontletgomovie,1.7163106,0.55899614,0.0,0.39213502,0.83994514,1.1236714,0.0,1.0000898,0.75718856,1.4082217,1.2814575,1.3458737,0.85249984,0.6826329,1.1037881,1.2061265,0.90688926,1.3683987,0.8598283,1.526416
doramovie,1.4684241,0.6924317,0.0,0.74493957,0.6402485,1.0415978,0.0,0.97298384,0.39338565,1.341584,0.94684774,1.1184087,0.26702833,0.44410822,1.1199981,1.3699218,1.0925977,1.2217515,0.4022627,1.275423
downtonabbey_official,0.98900545,0.083760425,0.0,0.60876536,0.7655336,0.77665275,0.17679584,0.44969958,0.96882457,0.8202002,0.80382377,0.5364203,0.60326177,0.6564115,0.909593,0.78348684,0.46323362,0.976342,0.5021636,1.2534541
dumbo,1.2786202,0.69346195,0.0,0.5055316,1.0033877,1.1279154,0.0,0.94036925,0.70109993,1.1813148,0.7538648,1.03402,0.59374875,1.0692447,0.8632487,1.0292275,0.5820413,1.4703753,0.6852283,1.0595678
escaperoom,1.2679781,0.69582635,0.0,0.3260864,0.7512565,1.3369155,0.0,1.0069977,0.69052166,1.0309044,1.1911067,0.8787843,0.8401278,1.1460339,1.2446318,1.035499,0.981578,1.5031446,0.58720565,1.1845136
everybodyknowsmovie,1.0561721,0.36618268,0.0,0.505505,0.87040335,0.7346554,0.0040115267,0.6353908,0.69554025,0.99012524,0.7009241,0.6635159,0.585866,0.69932854,0.81698126,0.75111675,0.5911519,0.9376201,0.60699284,0.90268964
fastandfuriousmovie,1.0833082,0.5688117,0.0,0.20649198,0.48564306,1.1566008,0.07280877,0.4221983,0.30697492,0.0,1.4710456,1.0541505,0.80409884,0.5471629,0.7801159,0.86078644,0.50705147,1.2091234,0.042691514,1.5349288
fightingwmyfam,1.2395777,1.1351875,0.0,0.7399897,0.66637915,0.8093487,0.08970335,0.9447812,0.7606963,0.71627533,0.068386085,0.57632196,0.77518296,0.66044796,1.1320871,0.36234277,1.1443048,0.6959171,0.29434192,0.5363791
fivefeetapartfilm,0.5752903,0.11647058,0.0,0.28143427,0.24491891,0.9760131,0.0,0.8663991,0.61871064,0.6661392,1.2041196,0.065054506,0.5947777,0.57672775,0.7931247,0.55978316,0.35269368,1.5980816,0.62172353,0.8989334
fordvferrari,0.9252782,0.5981841,0.0,0.52244085,0.8580442,0.7886532,0.20725802,0.6849054,0.6432106,0.9632715,0.44959167,0.569398,0.5482237,0.7144612,0.91065097,0.8100407,0.9230233,0.54442084,0.57665694,0.89186215
freaksthefilm,0.52402353,0.3014195,0.0,0.20109524,0.41279402,0.5100849,0.0,0.43857065,0.4002385,0.414734,0.31194562,0.3416267,0.3267782,0.3062985,0.5617326,0.53971803,0.3486967,0.6859286,0.36845982,0.631661
