movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
21bridgesmovie,1.2714233,0.0,1.1838635,1.0700865,1.5893108,1.4257271,0.79395103,1.1017256,0.554332,0.6709277
47metersdown,1.3265945,0.0,0.83052343,0.8564269,1.7146882,1.5391401,0.30198687,1.3302579,0.5840685,0.7503087
abeautifuldaymovie,1.3042003,0.0,0.9044815,0.8455203,0.9098842,1.2553304,0.7386327,1.20854,0.5735291,0.5875909
abominablemovie,1.7209526,0.0,1.2937982,1.2890886,2.265834,1.6420531,1.2593104,0.7193062,0.82714105,0.62392294
adastramovie,0.94419473,0.0,0.7825963,0.9298521,0.90207106,1.0072057,0.7270943,1.1321869,0.49291605,0.7025293
adogsjourneymovie,2.5626101,0.0,2.2121198,1.5913554,2.3572571,2.0659943,1.3061092,2.1562169,1.0551121,1.2805634
aftermathmovie,1.0636803,0.0,0.9333565,0.71552444,0.90047437,1.1757541,0.5170443,0.8367825,0.43680188,0.6184905
aftermovie,1.2948709,0.0,1.0500841,1.0653147,1.2212445,1.3725818,0.8368044,1.1518981,0.49216247,0.81005484
ahiddenlifefilm,0.5909414,0.0,0.51874447,0.5147497,0.61797833,0.654662,0.36523753,0.5626984,0.29214117,0.36958316
alitamovie,1.3301828,0.0,1.0899777,1.3436723,1.0911913,1.4187973,0.77395964,1.2845405,0.8115854,0.9149053
angelhasfallen,1.4420004,0.0,1.3704716,1.3579571,1.7556828,1.9620024,1.1771032,1.1393812,0.6580177,0.95803535
angrybirdsmovie,3.5200915,0.0,1.8347288,1.7311937,2.4664156,3.54568,1.5683756,2.321747,1.6385496,0.6751341
annabellemovie,1.8335454,0.0,1.4016533,1.7967943,2.0629604,1.8886577,1.1077963,1.6638992,0.82104677,1.1150566
annamovie,1.114725,0.0,1.1041759,0.9213243,1.4408005,1.2745539,0.6611889,1.2147552,0.60424256,0.8115929
apollo11movie,0.63392174,0.0,0.54910296,0.6793465,0.9960556,0.8200855,0.5050814,0.6215331,0.3249011,0.6987718
arcticdogsmovie,0.92017174,0.06383601,0.8237068,0.8661877,1.1771312,1.0252306,0.58106863,1.0833651,0.3951346,0.826357
arcticmovie,0.69449025,0.0,0.68860906,0.7637405,0.84694004,0.90355504,0.5835256,0.95418996,0.37694782,0.56643414
artofracingmovie,1.5317967,0.0,0.99744654,1.3296771,1.0574316,1.1613219,0.95782244,1.2950449,0.69771767,0.7956698
avengers,0.9747045,0.0,0.9267927,1.0689269,0.8826585,1.071258,0.58443743,1.0524958,0.27970192,0.5810613
beachbummovie,0.77032304,0.013099733,0.6261524,0.7746907,0.953534,0.8834432,0.5921694,0.88140136,0.6077618,0.69931906
bernadettefilm,1.1333516,0.0,1.4120991,0.981321,1.7192584,1.4881061,0.635077,1.099699,0.48440698,0.7729456
blackandbluemovie,1.940228,0.0,1.5387331,1.452588,1.8081208,2.4122758,1.4706366,2.5787323,0.66200304,1.4171866
blackchristmas,1.3268826,0.009527269,1.1162888,1.0667797,1.2271317,1.2317989,0.8205109,1.5191426,0.64553535,0.9688643
blindedbythelightmovie,0.825091,0.0,0.76021045,0.6129982,0.83405423,0.829146,0.5383956,0.8613471,0.42286333,0.63039976
bombshellmovie,0.9299756,0.0,1.1983682,0.9903976,1.2324216,1.1951615,0.8286228,0.8701256,0.7164041,1.0887274
booksmart,0.0,0.0,0.0,0.0,0.3010451,1.2369477,0.0,0.0,0.0,0.0
breakthroughmovie,1.8155922,0.0,1.7025758,1.5147722,2.153626,2.6702802,1.4162265,2.9445288,1.0667088,1.8191853
brianbanksmovie,1.2702427,0.0,1.1317109,1.3406211,1.398718,1.5389881,1.0297192,1.3095493,0.517545,0.8815722
brightburnmovie,1.568966,0.0,1.178178,1.0501539,0.93572897,1.545828,0.8591423,1.4261172,0.46642,0.7402833
brittanyrunsmov,0.7117215,0.0,0.65499824,0.803098,0.7468637,0.9453597,0.4349914,0.8005211,0.68075156,0.4664522
captainmarvelofficial,1.3859756,0.0,1.092852,1.2660978,1.0462291,1.4255115,0.82539296,1.397136,0.6194701,0.9437222
captivestatemovie,1.1190256,0.0,1.2888798,1.2996963,1.4151088,1.3801725,1.1516339,1.5103333,0.7326133,0.7507381
catsmovie,1.5623362,0.0,1.477223,1.4716135,2.1084473,1.8436476,0.6662977,2.1220868,0.6718837,1.4776573
charliesangels,2.7144616,0.0,1.9829262,1.4843199,1.3380978,2.910975,1.3454449,2.4249368,0.6477498,1.2851607
childsplaymovie,1.0552814,0.0,1.8711199,1.0301466,2.705251,1.4492671,0.77979606,1.2190355,0.0,0.39363682
clarathefilm,0.8963551,0.0,0.4119764,0.7238769,0.3486112,0.55129206,0.9104717,1.1782565,0.0,0.0
coldpursuitmovie,0.94645286,0.0,0.78749436,0.7017333,0.6910212,0.9480598,0.6636399,0.8710304,0.40997195,0.55268675
countdown,1.9079524,0.0,1.5160934,1.7740518,1.750966,2.1670876,1.386037,0.9720991,0.8165405,0.68542975
currentwarmovie,1.5331159,0.0,1.4807564,1.2135917,1.3417653,1.5992067,0.67812693,1.4441081,0.5271192,0.5898162
darkwatersmovie,1.6107211,0.0,1.4447006,2.0909853,1.9169155,1.9572682,1.5292126,1.9008222,0.9039762,0.7609413
detectivepikachumovie,1.7253711,0.0,1.1267933,1.0891454,1.7645679,1.7464473,0.54056937,1.4215158,1.1673502,1.1545978
disneyaladdin,1.4180708,0.0,1.4229966,1.6488336,1.9561139,2.0483806,1.2485433,1.7056191,0.91633415,1.2313362
disneyfrozen,1.2837654,0.0,1.1039023,1.4143203,1.6042641,1.5728914,1.2372719,2.225661,0.64205086,1.1952466
disneymaleficent,1.2029451,0.0,1.1868986,1.310926,1.6034205,1.7166913,0.8190485,1.4443375,0.8160505,0.9622086
doctorsleepmovie,1.3810189,0.0,1.0378007,1.2859734,1.2405757,1.4725804,0.7664223,1.15873,0.6754212,0.8123836
dolemiteismyname,2.108389,0.0,1.6340015,1.5683577,1.4670955,1.7812902,1.1839384,1.6410811,0.7911101,1.0206448
dontletgomovie,1.5259595,0.0,1.3519242,1.233483,1.4794832,1.5688428,0.9663327,1.6644394,0.70452327,1.1444602
doramovie,1.5325522,0.0,1.2714993,1.1623089,1.2882212,1.5065831,1.0368382,1.581809,0.73105836,0.6293637
downtonabbey_official,2.4300613,0.0,1.7609193,1.6758773,1.4908996,1.8429881,1.2013766,1.5674044,0.68657076,0.5999096
dumbo,1.0345365,0.0,1.0022599,1.1950499,1.4290776,1.4636216,0.799276,1.240044,0.7486568,0.88572603
escaperoom,1.7935524,0.0,1.3285547,1.1938428,1.1475286,1.7693582,0.97350204,1.6820846,0.7324103,0.8410979
everybodyknowsmovie,0.98923314,0.0,0.7930011,1.0041337,0.98164916,1.0347016,0.660002,0.97623503,0.41483626,0.5666592
fastandfuriousmovie,1.9494504,0.0,1.7816222,1.771618,1.980996,2.3610454,1.4513415,2.45179,0.83195055,1.7371637
fightingwmyfam,1.915546,0.0,1.2882441,1.0204139,1.9204276,1.6949577,0.812791,1.2030873,0.46901968,0.95342785
fivefeetapartfilm,2.4249454,0.0,1.8019453,2.1596897,2.283102,2.6048126,1.881492,1.4906583,1.0376176,1.1602823
