movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
21bridgesmovie,0.8361914,1.0576506,0.0,0.7894057,1.6783237,0.93728554,0.9172239,1.3412392,0.9827744,1.0360435
47metersdown,1.135748,0.9866901,0.0,1.2414353,1.7073859,0.798406,0.9717445,1.67427,1.1202353,1.4498115
abeautifuldaymovie,0.6439763,0.99421364,0.0,0.8796077,1.3464062,0.76614344,0.6149283,1.0096945,0.90465915,0.7644514
abominablemovie,1.2922343,1.7577913,0.0,1.2580829,2.3632438,1.3993487,0.91723377,2.1767795,1.4295977,1.4789407
adastramovie,0.76698047,0.9232006,0.0,0.77319604,1.3801993,0.7372911,0.6568954,1.2033052,0.8798577,0.8148547
adogsjourneymovie,2.0784771,1.6020349,0.0,1.8360413,3.1695006,1.2697151,1.2954462,2.8654559,1.3542686,1.7256591
aftermathmovie,0.69692194,0.73321706,0.0,0.72222006,1.2192091,0.5583079,0.5549024,0.8819111,0.6311078,0.5889679
aftermovie,0.6812933,0.96859324,0.0,0.8466121,1.5986148,0.785489,0.6736315,1.1723671,0.83821356,0.8473203
ahiddenlifefilm,0.40926632,0.5026142,0.0,0.43934473,0.7796252,0.4016301,0.35623628,0.6593141,0.44930655,0.42314377
alitamovie,0.5812977,1.1742315,0.0,1.2389987,1.4378656,1.1361383,0.6472979,1.247786,0.9797464,0.72146285
angelhasfallen,1.1987138,1.6946716,0.0,1.2389786,2.055615,1.2199192,1.1346399,1.9328694,1.1162177,1.2701187
angrybirdsmovie,1.7793386,2.1685762,0.0,1.9692528,4.102216,1.7059588,1.6864989,2.65643,1.3777248,1.4687195
annabellemovie,1.4415027,1.824536,0.0,1.7069788,2.7506142,1.7546158,1.371323,2.651133,1.5417353,1.6582855
annamovie,0.843234,1.1464987,0.0,1.0333667,1.7528814,0.8300871,0.6110502,1.3898239,1.0218875,0.85864544
apollo11movie,0.5554554,0.79244363,0.0,0.6071747,0.9928703,0.55884755,0.50607526,0.87080806,0.7842405,0.55197877
arcticdogsmovie,0.80167395,0.8378003,0.0,1.055853,1.5000228,0.64283484,0.80976135,1.4676241,1.1121895,0.9649815
arcticmovie,0.63292176,0.7022036,0.0,0.6969985,1.2114202,0.59863186,0.5189299,1.1145767,0.71155983,0.5799175
artofracingmovie,0.8192226,1.2391422,0.0,1.176111,1.6219326,0.8268211,0.8042988,1.5676031,0.93993896,1.1534114
avengers,0.66221696,0.85233366,0.0,0.61357534,1.1753726,0.61520255,0.6411496,0.9408421,0.809139,0.6238947
beachbummovie,0.583677,0.8273971,0.0,0.66917765,1.2994374,0.8741238,0.6834989,1.0631293,1.0243014,0.8633069
bernadettefilm,0.86644036,1.2812846,0.0,1.2707016,1.4679842,0.8295329,1.0138717,1.4397405,0.98264945,1.1733383
blackandbluemovie,1.6764956,2.0196884,0.0,1.6660726,3.1247163,1.4878919,1.4565656,2.5172727,2.1716962,1.6716807
blackchristmas,0.96038693,1.0994964,0.0,0.8297024,1.6244816,1.0927423,0.7619342,1.4901439,1.0160254,0.9280805
blindedbythelightmovie,0.5920197,0.53564215,0.0,0.7020594,1.0502075,0.4939181,0.5387227,0.8668731,0.46467,0.6648796
bombshellmovie,0.5132292,1.0708513,0.0,0.8197526,1.5581492,0.98244476,0.5305356,0.9607974,1.0285352,0.7102972
booksmart,0.06296286,0.0,0.0,0.0,0.08264485,0.0,0.077159,0.55513746,0.5856972,0.085499465
breakthroughmovie,1.5202944,1.8546755,0.0,2.3057234,3.260485,1.4053972,1.5786126,2.8414066,1.3379276,1.8415798
brianbanksmovie,1.1773759,1.4508336,0.0,1.422477,1.891323,1.1566455,0.70607907,2.0648048,1.1452644,1.1408354
