movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
21bridgesmovie,1.4431982,1.1776205,1.6337785,0.76377434,0.0,1.4813092,1.7201201,1.1304232,1.0697598,0.05169265
47metersdown,1.2356213,1.2885164,2.000254,1.2668419,0.0,1.7811167,1.4826291,1.2243202,0.99840367,0.035303816
abeautifuldaymovie,1.3069327,0.993411,1.6858714,0.7948331,0.0,1.4894934,1.2221153,1.146413,0.9500775,0.05778677
abominablemovie,1.6902249,1.5722383,2.0052056,0.9749655,0.0,1.7813699,1.8079305,1.529222,1.5728137,0.037725724
adastramovie,1.1211926,0.9225161,1.423805,0.7737575,0.0,1.1187772,1.2945617,1.0372453,0.71281964,0.19144338
adogsjourneymovie,1.9404553,1.9463903,3.290077,1.4148206,0.0,2.454214,2.5083368,2.1318934,1.9583676,0.0
aftermathmovie,0.98022866,0.6752203,1.0849369,0.5413161,0.0,0.94400275,0.93888456,0.7960841,0.62036926,0.0
aftermovie,1.2609472,1.1344995,1.4459534,0.87826204,0.0,1.4368616,1.3773056,1.057548,0.9625149,0.05212657
ahiddenlifefilm,0.67499554,0.51985115,0.7395915,0.40996033,0.0,0.6539358,0.6736106,0.5411244,0.4319808,0.028008912
alitamovie,1.7033166,1.3476331,1.7387671,1.0628606,0.0,1.795913,1.8480942,1.5299959,1.1610686,0.22108793
angelhasfallen,1.6606019,1.4805923,1.924916,1.0848662,0.0,1.670139,1.8292826,1.2887836,1.310722,0.0
angrybirdsmovie,2.7712479,2.2670052,3.0961113,1.3506787,0.0,2.7898488,2.722687,2.420256,1.9018651,0.0
annabellemovie,2.1650352,1.8736868,2.6909776,1.5325598,0.0,2.2812934,2.287957,1.9107256,1.5632218,0.0
annamovie,1.2660154,1.0871776,1.5827045,0.90726036,0.0,1.6652287,1.381461,1.1246715,0.84313864,0.108136795
apollo11movie,0.8151636,0.7129096,0.893878,0.63786566,0.0,0.9840399,0.8272615,0.6318649,0.4890772,0.1035771
arcticdogsmovie,1.1519225,1.0078526,1.5017319,0.8653549,0.0,1.3056704,1.3542072,1.1796566,0.7694438,0.0006856546
arcticmovie,0.8634316,0.62256116,1.039109,0.6241917,0.0,0.9048566,1.0845832,0.7000718,0.7704203,0.031971037
artofracingmovie,1.7311713,1.1189595,1.6748397,0.7033628,0.0,1.5744462,1.5744113,1.4504688,0.9951748,0.18595499
avengers,0.9678875,0.8807822,1.1463163,0.75143915,0.0,1.1111165,1.2621475,0.8630482,0.6974674,0.054739192
beachbummovie,1.1088725,0.8645618,1.3132907,0.67177254,0.0,1.1531353,0.99644893,0.8219243,0.64349616,0.03309501
bernadettefilm,1.4458185,1.5525172,1.8699507,1.1946001,0.0,1.3853436,1.4534014,1.1564338,1.0040042,0.010851402
blackandbluemovie,2.8671153,2.0952246,3.0263724,1.2307161,0.0,2.9343123,2.7101424,2.0161052,1.5323514,0.0
blackchristmas,1.600116,1.165992,1.6533328,1.0401334,0.0,1.3777285,1.5918788,1.2357472,0.9421304,0.025163606
blindedbythelightmovie,0.8879615,0.6321167,0.9263805,0.5339704,0.0,0.9603492,0.89571095,0.73525333,0.5361924,0.082959205
bombshellmovie,1.5219454,0.8745774,1.3772634,0.7906085,0.0,1.5673184,1.2034031,1.1979342,0.890247,0.15953515
booksmart,0.30501103,0.0,0.97730577,0.0,0.0,0.09849255,0.5233531,0.01860169,0.0,0.0
breakthroughmovie,3.0569077,2.1114542,3.0855188,1.5314217,0.0,2.4904432,2.808966,2.3410432,1.852033,0.0
brianbanksmovie,1.6324227,1.1567721,1.6889739,1.0202693,0.0,1.794163,1.9030248,1.4307998,1.2975569,0.0
brightburnmovie,1.5705986,1.3654171,1.4902916,0.80573374,0.0,1.6397676,1.5651408,1.2381432,1.026155,0.0
brittanyrunsmov,0.8041252,0.75227505,1.0089055,0.65485436,0.0,0.92037636,1.0038154,0.87843585,0.60315806,0.0
captainmarvelofficial,1.0961355,0.9278613,1.2478387,0.964606,0.0,1.3215082,1.1558537,1.0500464,0.92975783,0.19541723
captivestatemovie,1.6530632,1.3332726,1.7707735,1.1458819,0.0,1.6654564,1.7951678,1.3869345,1.2713826,0.028193187
catsmovie,2.042647,1.059076,2.234612,1.1632773,0.0,1.7950774,2.0302749,1.8887397,1.3024597,0.02285023
charliesangels,2.0432515,2.1687958,2.0906646,1.5681981,0.0,2.476396,2.63155,2.3931096,1.4778569,0.078963906
childsplaymovie,2.2388384,2.2419245,2.6512747,1.0509628,0.0,1.9921076,2.0377178,1.9754825,1.2052517,0.0
clarathefilm,1.4483122,0.8647302,1.953941,0.057998262,0.0,0.7604492,1.0386289,0.522656,0.9833373,0.0
coldpursuitmovie,0.9920881,0.7569735,1.0328057,0.61271363,0.0,1.0000365,1.0365043,0.8782705,0.5600155,0.015040057
countdown,2.024666,1.6232067,2.2647452,1.2465312,0.0,2.148289,2.1843326,1.420279,1.4632154,0.0
currentwarmovie,1.8682648,1.6245271,2.082223,1.2250315,0.0,1.825052,1.9244306,1.522936,1.2819381,0.034496777
darkwatersmovie,2.2290764,1.8933939,2.4714994,1.4100053,0.0,2.1628833,2.0058925,1.632947,1.2858895,0.021280855
detectivepikachumovie,1.4525608,1.1098009,1.9165909,1.0976485,0.0,1.92397,1.7353126,1.4403032,1.1291368,0.10718576
disneyaladdin,1.6602421,1.4696585,2.1689806,0.91962916,0.0,2.1132765,2.169864,1.7855022,1.1743455,0.032506496
disneyfrozen,2.0881677,1.2681755,2.369461,0.68172103,0.0,2.0391388,2.0575688,1.5411775,1.345598,0.0
disneymaleficent,1.2668396,1.1437002,1.8348995,0.88726515,0.0,1.6874484,1.7619486,1.456753,1.0742608,0.03378609
doctorsleepmovie,1.4312276,1.2532501,1.6334937,0.9774259,0.0,1.3312043,1.4385368,0.9846342,0.9437489,0.03312444
dolemiteismyname,1.9560126,1.5933844,2.6217084,1.3496256,0.0,2.0823636,2.1502492,1.8882252,1.2399483,0.14638773
dontletgomovie,1.9214932,1.399383,1.9454124,1.233984,0.0,1.6789387,1.92499,1.4731752,1.1952412,0.0
doramovie,1.6535037,0.96600527,1.575455,0.9001744,0.0,1.5622998,1.4984955,1.174506,1.1038573,0.0
downtonabbey_official,2.5510888,1.578226,2.37732,1.4609488,0.0,1.9889416,2.4017375,1.5529536,1.2792438,0.0
dumbo,1.1809727,1.0046604,1.5620759,0.63646626,0.0,1.4593515,1.4827586,1.1906905,0.8776016,0.0
escaperoom,1.8623495,1.7209347,1.8516824,1.0724497,0.0,1.9546099,1.8977278,1.6612073,1.3449836,0.0
everybodyknowsmovie,1.2604953,0.90136445,1.2097352,0.82536215,0.0,1.0619254,1.1072167,0.9188097,0.72029656,0.09200069
fastandfuriousmovie,2.1417007,1.9446276,2.6674633,1.3828053,0.0,2.4021707,2.5943835,2.1624346,1.575257,0.0
fightingwmyfam,1.9684825,1.8161765,2.1014848,1.3369085,0.0,1.7058506,1.7366283,1.6147566,1.511323,0.75924116
fivefeetapartfilm,2.542407,1.7710612,2.8373466,1.0721796,0.0,2.6233711,2.4262125,1.8460342,1.6090493,0.0
fordvferrari,0.98643273,0.63334244,1.2061999,0.48694396,0.0,0.79862237,1.0692818,0.9850214,0.74162287,0.11983326
freaksthefilm,1.4121922,1.1735243,1.6740628,0.94572634,0.0,1.5675663,1.6223696,1.395836,1.1989235,0.0
geminimanmovie,1.6517912,1.3696626,1.8062702,1.0322152,0.0,1.8151991,2.0682414,1.5272638,1.0181196,0.086646795
glassmovie,1.7628504,1.2369713,1.6958652,0.8835302,0.0,1.5391235,1.5833546,1.342914,1.2605598,0.0
gloriabellmovie,1.4515084,1.005693,1.2974086,0.80259746,0.0,1.2251,1.2649634,1.1809692,0.8521294,0.0
godzillamovie,1.4103802,1.2161907,1.7435821,1.2246311,0.0,1.4897317,1.8036727,1.399959,1.3350804,0.14990108
goldfinchmovie,1.9588805,1.3416325,1.7436402,0.8981021,0.0,1.4242934,1.420703,1.1712527,0.96061856,0.041932248
goodboysmovie,1.9512995,1.4596032,1.9701225,0.9224865,0.0,1.4261653,1.811497,1.3332108,1.2176807,0.102389075
goodliarmovie,1.6268613,1.3960711,2.3073726,1.3297015,0.0,2.372588,1.8426014,1.64012,1.1831012,0.0
gretafilm,1.9433506,1.3283345,1.6731302,1.1813071,0.0,1.6008618,1.6469167,1.5042839,1.0975862,0.13983567
halathemovie,2.0678782,1.5727129,2.4380512,1.3238401,0.0,2.5356855,2.3784006,1.854922,1.7525718,0.0
happydeathdaymovie,0.72023314,0.74190986,0.8806504,0.64455247,0.0,0.8973666,0.8185604,0.85128146,0.6456645,0.07380447
harrietfilm,1.6540083,1.0514673,1.5476801,1.1450813,0.0,1.4861307,1.3219556,1.0990989,0.9343073,0.14523844
hellboymovie,1.21389,0.9634821,1.4981402,0.8356425,0.0,1.2670144,1.3338245,0.986115,1.0064263,0.29420155
hersmellmovie,2.29327,1.1619812,2.2761781,0.9708533,0.0,1.8220026,2.4996634,1.4462309,1.3502883,0.002313897
highlifemovie,1.2672142,0.9124069,1.1485019,0.6905181,0.0,1.1008652,1.1505039,1.0100268,0.74607146,0.0022132844
highstrungmovie,0.0,0.0,0.20691368,0.0,0.0,0.12277427,0.0,0.0,0.0,0.0
honeyboymovie,1.245932,0.92717147,2.5819669,0.7152703,0.0,1.7160203,1.9694482,1.4883702,1.2914159,0.0
hotelmumbaifilm,1.2644387,1.1495214,1.3607271,0.8609918,0.0,1.2541416,1.238226,0.938209,0.83079714,0.036725953
httydragon,2.4099045,1.7851056,2.7225537,1.0843537,0.0,1.7960674,2.27232,1.5962136,1.6313426,0.029622767
hustlemovie,1.096786,0.95031434,1.1073152,0.64212805,0.0,1.0979011,0.9975648,1.075319,0.6210501,0.13144687
hustlersmovie,0.5159603,0.21595179,1.5338392,0.0,0.0,0.25608256,0.6285326,0.0,0.29409415,0.0
isntitromantic,1.349611,1.066923,1.6008041,0.9623325,0.0,1.6396827,1.490017,1.5445993,0.962034,0.031432256
itmovieofficial,1.7391077,1.2450247,1.6774385,1.185646,0.0,1.707927,1.6437105,1.4639621,1.202858,0.0
jayandsilentbob,2.117039,1.5191852,2.8947315,1.539806,0.0,2.5498798,2.4478836,2.1285088,1.7753175,0.14610292
johnwickmovie,2.2956114,1.8683182,2.4142084,1.348971,0.0,1.8631508,2.3995845,1.5879576,1.3402659,0.1848548
jojorabbitmovie,1.9279119,1.2509714,2.385306,1.0438659,0.0,1.9602414,1.8918078,1.5734823,1.3266883,0.0
jokermovie,1.310356,1.0669411,1.5643871,0.89340127,0.0,1.391062,1.2887038,0.9422966,0.9160567,0.009126719
judythefilm,1.3958797,1.0656414,1.4726644,0.84088796,0.0,1.3627026,1.3276781,1.0510366,0.7065719,0.02662757
jumanjimovie,2.8149257,2.396386,3.033039,1.6668448,0.0,2.6448188,2.9021096,2.2400653,1.9241208,0.0
justmercyfilm,1.1418873,0.8661163,1.0942035,0.727156,0.0,0.9957197,1.0666072,0.8639838,0.95285386,0.0
knivesout,1.8737288,1.6683501,1.9527776,1.2571559,0.0,1.6002712,2.031859,1.3177147,1.0893714,0.0
lalloronamovie,1.3628472,1.173505,1.656735,0.9749939,0.0,1.4229548,1.2942418,1.2907324,0.90110135,0.12515274
lastblackmansf,2.1486094,1.8191274,2.3236752,1.7864774,0.0,2.282013,2.1606553,1.9955944,1.4437654,0.0
lastchristmasthemovie,0.8447009,0.67309266,1.1624575,0.6351429,0.0,0.946559,1.0236084,0.89621663,0.66974896,0.0
latenightmovie,1.7840987,1.9860097,2.2799814,1.1950785,0.0,1.9634387,1.9670419,1.700826,1.121839,0.0
lighthousemovie,1.2672142,0.9124069,1.1485019,0.6905181,0.0,1.1008652,1.1505039,1.0100268,0.74607146,0.0022132844
lionking,2.234346,1.7739433,3.0576115,0.9239473,0.0,2.8682466,2.516544,1.9788419,1.3745539,0.062288657
littlethemovie,2.0419986,1.6046454,2.276115,1.3671126,0.0,1.7648036,1.8396972,1.5313673,1.2949564,0.25581175
littlewomenmovie,2.1580858,1.9112123,2.029106,1.4289722,0.0,1.9828876,2.0019467,2.040752,1.5181661,0.16969909
littlewoodsfilm,1.703175,1.5100164,1.9034282,1.0948603,0.0,1.8162298,1.6615604,1.2469136,1.138563,0.0
longshotmovie,1.9122301,1.5296696,2.0616539,1.1360959,0.0,1.5993267,2.022803,1.2856296,1.358501,0.07988324
lordsofchaosmovie,1.2404729,0.69543,1.3786869,0.8563432,0.0,0.96713185,1.2042423,1.1341603,0.803176,0.008585766
lucyintheskyfilm,1.398778,0.8203232,1.3841882,0.6723017,0.0,1.3521378,1.257645,0.92443544,0.75049037,0.0
