movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89
21bridgesmovie,0.375533,0.49069577,0.14891773,0.41573778,0.53133804,0.35317174,0.40434825,0.47413585,0.7557561,0.5807197,0.0,0.19342318,0.37419418,0.56065875,0.473849,0.0,0.41363993,0.6469146,0.0,0.5504792,0.47206888,0.44525924,0.4471936,0.25429833,0.31299853,0.69400126,0.1049774,0.35882133,0.20139533,0.37336415,0.0,0.34957248,0.23899591,0.4051662,0.5098204,0.4408643,0.46869653,0.3548003,0.17771307,0.72031057,0.6710748,0.31815675,0.5281918,0.7376345,0.2594988,0.21964814,0.0,0.35366324,0.18859993,0.07130408,0.22247562,0.06749205,0.42773807,0.5277469,0.33435652,0.56043136,0.3542797,0.048982754,0.0,0.4886634,0.50528455,0.22724089,0.0,0.654033,0.5805446,0.49178255,0.37732872,0.30483776,0.0,0.0057969256,0.5082829,0.64261264,0.5601561,0.48858544,0.45046988,0.27433056,0.34700465,0.20650436,0.53447616,0.52429134,0.4078598,0.34672475,0.28991085,0.06503649,0.0,0.6296085,0.0,0.1444525,0.61502635,0.3103881
47metersdown,0.47124776,0.83235633,0.18502499,0.46912053,0.62931985,0.61929005,0.30115458,0.420513,0.76412493,0.7249355,0.0,0.45584458,0.3068962,0.796819,0.6289739,0.0,0.6924208,0.68424463,0.0,0.64632195,0.6144931,0.58898985,1.020461,0.21098861,0.3710029,0.7801353,0.10222953,0.48098817,0.09869208,0.6489669,0.0,0.33899945,0.26939195,0.5044341,0.3676231,0.6744766,0.59207743,0.1464909,0.045437887,0.6448796,0.61958784,0.34327108,0.5868865,0.6708453,0.37747452,0.29428786,0.0,0.3419739,0.0,0.0,0.07552418,0.014234243,0.5169428,0.2842857,0.22831924,0.38190675,0.4299628,0.0,0.0,0.28109065,0.28382826,0.14802799,0.0,0.81789356,0.6087858,0.80760884,0.4312621,0.36062792,0.0,0.0,0.7658705,0.73404133,0.6851609,0.6202962,0.28521425,0.45797846,0.47241098,0.14613006,0.6188649,0.56834257,0.6663625,0.7253194,0.5280891,0.043694038,0.0,0.7661357,0.0,0.37946203,0.59561545,0.36985448
abeautifuldaymovie,0.28492498,0.50388896,0.2531282,0.5341502,0.3151968,0.34118932,0.19637898,0.41108826,0.6544699,0.36491323,0.0,0.13435706,0.2837411,0.5847064,0.54608774,0.0,0.43110958,0.65901124,0.0,0.53365433,0.47544175,0.45804814,0.5424906,0.20834549,0.33884358,0.59284985,0.060782015,0.3520597,0.13970381,0.22348364,0.042966016,0.38488862,0.25038683,0.47313738,0.41621774,0.49942204,0.54051346,0.111732855,0.25011677,0.6150868,0.4263704,0.44941443,0.44696215,0.6208212,0.39646897,0.14718059,0.0,0.48254305,0.059525397,0.0,0.31345537,0.14525461,0.4274197,0.42924902,0.39678302,0.54136974,0.41185638,0.0,0.0,0.38646388,0.37885597,0.12173565,0.0,0.676237,0.5607478,0.5567024,0.4364144,0.35801584,0.0,0.0,0.4111417,0.5927552,0.5740616,0.44235614,0.37914938,0.22438745,0.35384154,0.14214976,0.409987,0.4633184,0.55391526,0.55090207,0.3220579,0.0,0.0,0.5657778,0.0,0.31095782,0.5697243,0.42256892
abominablemovie,0.4332718,0.9662706,0.40189862,1.1075504,0.5093904,0.52901334,0.13948229,0.34994915,1.0595117,0.5002754,0.0,0.18478248,0.17453548,0.9893132,0.8642677,0.0,0.7055392,0.9652537,0.0,1.0313017,0.5646253,0.56484425,0.76063156,0.27598086,0.19260664,0.9037562,0.03415282,0.48809284,0.19050452,0.49179357,0.0,0.5425142,0.32570064,0.7516326,0.80772537,0.9458458,0.48963165,0.44598043,0.44456774,1.0734694,0.67859805,0.33166537,0.53230965,1.0523952,0.5599731,0.33719456,0.0,0.52566373,0.40972656,0.0,0.09578189,0.0,0.4527734,0.6264939,0.7876902,0.65490365,0.59708375,0.010376191,0.0,0.40217152,0.6058563,0.3091135,0.0,0.9311628,0.96356106,0.8827909,1.0359815,0.41763026,0.0,0.0,0.98908645,1.2449504,0.7903632,0.6967918,0.91622,0.55624765,0.5301621,0.47245637,0.7767856,0.6446144,0.4807216,0.8040515,0.780632,0.0,0.0,0.56335235,0.0,0.5983595,0.60250914,0.44726402
adastramovie,0.26188907,0.33104715,0.2980759,0.44908693,0.23420542,0.35799026,0.13091849,0.4814089,0.66050464,0.33785138,0.0,0.16935153,0.21894541,0.56007105,0.5345566,0.0,0.42611277,0.5471082,0.0,0.47699773,0.36210406,0.37999836,0.61135316,0.29916713,0.32783943,0.57749957,0.06726465,0.2343403,0.27343616,0.3640187,0.027798029,0.3651265,0.24355721,0.4082422,0.4418438,0.53775555,0.2780697,0.26766056,0.18347484,0.57105887,0.31822115,0.33736807,0.40360668,0.5753526,0.24329033,0.32865906,0.0,0.28297985,0.037132986,0.0,0.08859285,0.08509312,0.36673054,0.34543192,0.20968926,0.387472,0.43471882,0.0,0.0,0.34834185,0.3291959,0.25189626,0.0,0.5555216,0.53915834,0.5456221,0.36033124,0.120223336,0.07815455,0.07743715,0.49891534,0.4577314,0.45022154,0.5356697,0.31937033,0.34029856,0.30204448,0.073181994,0.6224797,0.37294972,0.46048638,0.46629125,0.28229034,0.14513604,0.0,0.51087385,0.0,0.29620638,0.24099341,0.37084025
adogsjourneymovie,0.5204327,1.1630883,0.622231,1.1812567,0.7959036,1.0070326,0.846351,0.8329341,1.481523,0.58301437,0.0,0.3071965,0.5684975,1.0088685,1.0013158,0.0,0.9583,0.7647905,0.0,1.3666867,0.9625593,0.650449,1.2231588,0.68243694,0.7293726,1.308841,0.0,0.5150501,0.28868726,0.77083457,0.0,0.6346879,0.52617204,0.8116949,0.93145233,0.9335663,0.9382149,0.13374181,0.59836197,1.4657942,0.73028797,0.770468,0.7567302,1.663539,0.5281693,0.35179663,0.0,0.4113447,0.44260436,0.0,0.33669332,0.08403946,0.5405659,1.0481169,0.34149686,0.9399929,0.8582592,0.0,0.0,0.5508546,0.5686465,0.27182773,0.0,1.2828212,0.72461134,1.0556931,0.90965015,0.87222815,0.0,0.0,1.3664044,1.1818852,0.9081106,0.8849904,0.6342457,0.62414867,0.8141674,0.45906344,1.096868,1.045822,0.7993796,0.8180158,0.47100493,0.0,0.06776728,1.2269765,0.0,0.3541862,1.1727952,0.5459498
aftermathmovie,0.2514249,0.23800354,0.16088031,0.41922095,0.34596467,0.25682044,0.19422139,0.3660213,0.47244823,0.29076004,0.0,0.13781428,0.15141097,0.33833632,0.35050517,0.0,0.30172667,0.38521802,0.0,0.43928576,0.32305053,0.23434271,0.50975513,0.042594083,0.1442069,0.4731641,0.18253656,0.22971383,0.1280202,0.23869753,0.021187047,0.30326638,0.21999016,0.33404866,0.34058923,0.4549581,0.3744687,0.23398003,0.17027104,0.5303018,0.26821387,0.25494882,0.3055112,0.45976794,0.23797402,0.22549441,0.0,0.16498691,0.08684539,0.0,0.0371814,0.18193786,0.30621698,0.37109196,0.25682205,0.37255058,0.3589793,0.0,0.0,0.31128916,0.21545842,0.06652543,0.0,0.49586025,0.44604847,0.37004966,0.30966178,0.1325725,0.0,0.0,0.42019072,0.468187,0.4726171,0.33706996,0.24552348,0.15615539,0.3144543,0.12551731,0.43511885,0.391902,0.45220086,0.408606,0.2934756,0.070283145,0.0,0.2844832,0.0,0.25614542,0.29266447,0.29453385
aftermovie,0.35981718,0.52236867,0.3236975,0.5532323,0.38814747,0.39104116,0.30236718,0.37809226,0.6069139,0.5545289,0.0,0.14116395,0.29951432,0.369227,0.5496701,0.0,0.4647791,0.6143623,0.0,0.5979561,0.44767323,0.34495577,0.67165387,0.22134271,0.25019363,0.62254083,0.09760312,0.35908496,0.27048022,0.31047335,0.0,0.40086433,0.26162118,0.5578767,0.584974,0.3782461,0.36364758,0.211198,0.36463928,0.6501076,0.40486363,0.4080513,0.5133047,0.70464593,0.3063898,0.23082905,0.0,0.4227257,0.11311912,0.0,0.06847446,0.22696866,0.38834956,0.6365321,0.34590098,0.42030138,0.4948194,0.0,0.0,0.39340833,0.5599007,0.10551491,0.0,0.5412088,0.53004706,0.5311236,0.4934627,0.43472782,0.0,0.0,0.39556053,0.66872895,0.4783462,0.54825777,0.5086809,0.3248807,0.38487273,0.3235779,0.5593834,0.5989196,0.5441687,0.46518683,0.35342586,0.0,0.0,0.46720046,0.0,0.26153672,0.44448113,0.28094476
ahiddenlifefilm,0.1610776,0.23274398,0.07981221,0.22744471,0.1930627,0.15232965,0.097053304,0.20014302,0.26264754,0.20938401,0.0,0.092597604,0.11188623,0.21773167,0.22738974,0.0,0.16178273,0.25515974,0.0,0.22679195,0.18812805,0.15249611,0.24170502,0.07577241,0.10164684,0.28875324,0.045283053,0.1532143,0.0783306,0.14222316,0.0,0.14100996,0.11709784,0.18498394,0.19193032,0.2177074,0.20601821,0.08608115,0.09310563,0.3048168,0.17324583,0.1752062,0.17883809,0.2847624,0.13544057,0.109024286,0.0,0.14764634,0.03173144,0.0,0.064062424,0.055228107,0.16144443,0.19478393,0.13685463,0.22338116,0.17363581,0.0,0.0,0.17444475,0.15238178,0.0716271,0.0,0.25844786,0.2513752,0.2228668,0.19858845,0.10124752,0.0,0.0,0.22338988,0.2663494,0.21772017,0.21365306,0.16048372,0.13097197,0.14299425,0.07256293,0.21026266,0.20249714,0.20232338,0.18910933,0.15491417,0.020309806,0.0,0.21864785,0.0,0.1377633,0.18197666,0.16610958
alitamovie,0.58674335,0.61306316,0.32587194,0.6426221,0.5660234,0.5867198,0.43113965,0.6730426,0.8008596,0.5534609,0.0,0.20890379,0.45855203,0.59663445,0.6230346,0.0,0.19656378,0.75059605,0.0,0.69427174,0.48124063,0.51747566,0.57507515,0.18468025,0.4960488,1.0537956,0.26405287,0.24036184,0.36307973,0.46592787,0.024194496,0.41663167,0.3186647,0.61345065,0.5233419,0.50904816,0.4507135,0.28975397,0.18568058,0.9314345,0.38488793,0.4822815,0.75465584,0.7647924,0.2980126,0.2733802,0.0,0.5313445,0.13389371,0.0,0.1850855,0.0,0.32164854,0.39966223,0.3237531,0.64752656,0.31000996,0.0,0.0,0.34898826,0.38870695,0.35176665,0.0,0.80012876,0.758322,0.6039987,0.7553283,0.45247382,0.0,0.0,0.51147044,0.73454094,0.36164945,0.73348486,0.38363197,0.31247452,0.4903732,0.19514683,0.603559,0.7509667,0.57268715,0.7922486,0.32756448,0.085868135,0.016754676,0.6616769,0.0,0.32404014,0.3584981,0.32430792
