movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69
21bridgesmovie,0.062247794,0.5738334,0.6585505,0.0,0.44159383,0.2307237,0.37636164,0.6007673,0.0,0.611665,0.19881022,0.42433387,0.120898455,0.26068306,0.673387,0.32511824,0.40942335,0.0,0.26791683,0.37682828,0.61881816,0.26024982,0.6075008,0.641626,0.70854205,0.5565398,0.34406662,0.29239908,0.79148614,0.7937483,0.60036725,0.43609288,0.55440193,0.73519135,0.0,0.27678064,0.18515244,0.7105883,0.48446217,0.60415894,0.26905927,0.7709049,0.5841334,0.53541714,0.037805628,0.5514503,0.47892007,0.59387785,0.5883076,0.34197485,0.5719438,0.5446468,0.43588346,0.21684793,0.0,0.79461807,0.5607838,0.62119395,0.5824086,0.65000826,0.66820985,0.30703008,0.46366346,0.5523068,0.63252795,0.3265629,0.0,0.5163969,0.8026623,0.6666303
47metersdown,0.25238514,0.81554997,0.88192785,0.0,0.6429814,0.40629095,0.5469846,0.732873,0.0,0.71939266,0.6197646,0.61138153,0.15663473,0.1779808,0.7460143,0.3712033,0.48648962,0.0,0.39349487,0.1148379,0.18618755,0.39424527,0.7074499,0.8504547,1.1610397,0.65784407,0.67556775,0.67814547,0.9594073,0.9169903,0.804801,0.6498171,0.6123744,0.5428854,0.0,0.30317882,0.27555868,0.87891275,0.3970003,0.91041225,0.41610327,0.71390975,0.6426575,0.89410084,0.14750262,0.849423,0.8891927,1.0807332,0.42916366,0.27976432,0.62731826,0.32441545,0.6195473,0.3576713,0.0,1.0850164,0.5338018,0.67972493,0.5645839,1.0320641,0.52566653,0.50322855,0.72806305,0.77104187,1.0754457,0.5101409,0.0,0.53244656,0.8163999,0.5406576
abeautifuldaymovie,0.24828589,0.5493945,0.45523697,0.0,0.48910975,0.26041585,0.5013018,0.74370706,0.0,0.39273733,0.11595991,0.43975458,0.0,0.19031766,0.45565203,0.2498085,0.36733156,0.0,0.20555519,0.15313716,0.50815654,0.4090376,0.5413866,0.5848814,0.5671127,0.4791514,0.3351597,0.29300267,0.70944405,0.7253191,0.47612298,0.43350318,0.6384005,0.46504718,0.0,0.27400762,0.26724136,0.5713603,0.20698343,0.45092696,0.24327427,0.4750923,0.34583285,0.49261782,0.120433524,0.47985363,0.5135437,0.6200761,0.45143464,0.18164481,0.4930096,0.4031787,0.4478961,0.42419797,0.0,0.6727946,0.46780786,0.5110005,0.32402325,0.5476592,0.37450778,0.2580704,0.30876642,0.5887098,0.536345,0.25680336,0.0,0.5011048,0.56078416,0.43870926
abominablemovie,0.11615085,0.7369087,0.7819273,0.0,0.4688404,0.66637164,0.6900963,0.6836955,0.0,0.8046773,0.19719104,0.33948123,0.12765734,0.2284979,0.7847119,0.5040975,0.49202153,0.0,0.29672375,0.3026556,0.79309916,0.41997588,0.6905064,0.90270543,0.96878576,1.0455065,0.6146056,0.50617766,0.89266557,0.8066167,0.86721516,0.8768101,0.8412202,0.9898713,0.0,0.46761343,0.43837017,0.76767856,0.676189,0.65712756,0.19755438,0.85715187,0.48410004,0.788581,0.3070137,0.97961885,0.73962575,0.8170003,0.84609145,0.27608997,0.6633765,0.5191011,0.6288289,0.37335554,0.0,0.7093562,1.1294384,0.72042495,0.7824208,0.5839289,0.66460943,0.55780923,0.4709527,0.86890256,0.8037157,0.34707275,0.0,0.74892986,0.98120904,0.6803787
adastramovie,0.16065621,0.6730243,0.40446678,0.0,0.44995305,0.22584604,0.3383131,0.47531676,0.0,0.46515077,0.18739359,0.26451868,0.07360251,0.16764438,0.41549122,0.17302495,0.28862596,0.0,0.23018207,0.1829748,0.29240116,0.28706104,0.37875196,0.4216011,0.6142403,0.49897715,0.4662633,0.3804956,0.6038852,0.52961284,0.4273198,0.350682,0.37037793,0.5573893,0.0,0.26517048,0.13099101,0.5404585,0.33002344,0.5995569,0.121601745,0.66332996,0.29891407,0.4012228,0.056002934,0.51284915,0.49098983,0.37745807,0.4008661,0.11520455,0.37607983,0.2809152,0.47207522,0.27094027,0.0,0.60165143,0.5617135,0.48849735,0.29464877,0.35178316,0.3755887,0.23338619,0.5214537,0.35413694,0.47080198,0.34851715,0.0,0.34872362,0.639435,0.44221795
adogsjourneymovie,0.24547976,1.5548369,0.76583594,0.0,0.7061516,0.43894494,1.0999367,1.5247821,0.0,0.9840034,0.45912474,0.95248747,0.07113334,0.5416708,0.8620885,0.35582787,0.75351405,0.0,0.57995385,0.39349255,1.3160402,0.9215293,0.43194965,1.2437319,1.6498672,1.202121,1.2002265,0.9148908,1.6047294,1.5678861,1.0582558,1.2499658,0.95441884,1.0191708,0.0,0.6167669,1.0037231,1.5391659,0.8519458,1.4620324,0.2908957,1.4374616,0.87580806,1.2479701,0.040767003,1.6827091,1.2186235,1.4014068,1.2397578,0.5858232,1.1522485,0.78043777,0.90107274,0.64924645,0.0,1.5131824,1.118039,1.3097498,0.9789032,0.6830326,1.0866429,0.7574073,1.2581371,1.0002887,1.0743178,0.64428395,0.0,0.7953641,1.5226648,0.85420746
aftermathmovie,0.13984907,0.53391504,0.4090859,0.0,0.39121398,0.2801364,0.29166013,0.46492967,0.0,0.46972626,0.27452654,0.32931972,0.010423293,0.1497638,0.27200645,0.11775184,0.19361797,0.0,0.25280604,0.02181558,0.21704887,0.15416501,0.28163812,0.4853636,0.48981225,0.45976216,0.39339408,0.30681434,0.46441174,0.41013125,0.40578514,0.3329802,0.38881156,0.39907366,0.0,0.13637944,0.23763706,0.5982074,0.3190601,0.36609504,0.16740718,0.4569929,0.31957948,0.31078887,0.08182043,0.41944832,0.4444049,0.4151911,0.46358818,0.1880901,0.3047264,0.2453738,0.3631645,0.21311852,0.0,0.4083085,0.38204587,0.44018912,0.3812675,0.3253928,0.4014237,0.32002264,0.3724603,0.40252537,0.34219345,0.25931174,0.0,0.20440602,0.5652017,0.36031944
aftermovie,0.038010716,0.4088519,0.323194,0.0,0.3444157,0.16036247,0.24613346,0.6403391,0.0,0.60826015,0.2253957,0.2774354,0.146033,0.13791232,0.41672972,0.3280095,0.35350674,0.0,0.14674361,0.22385506,0.39685288,0.17825845,0.38361225,0.6485682,0.6712812,0.5061415,0.47561505,0.3454357,0.5280986,0.7688814,0.48584512,0.52222705,0.36531338,0.48754525,0.0,0.20184569,0.19171625,0.5411275,0.2970067,0.47890487,0.23214102,0.35082307,0.5777015,0.5870772,0.16426781,0.4206909,0.53717065,0.5294671,0.3899505,0.24977717,0.38920918,0.32704103,0.47291246,0.16190343,0.1655073,0.4355887,0.60787696,0.43638912,0.36559528,0.4514649,0.3348869,0.23894171,0.26525328,0.4388849,0.6052053,0.25834757,0.0,0.42550883,0.6579458,0.4296378
ahiddenlifefilm,0.046260223,0.25905854,0.21997195,0.0,0.19079757,0.11514297,0.17696859,0.27308372,0.0,0.26286602,0.11717617,0.16502628,0.045515772,0.073758386,0.20531996,0.12420966,0.13152346,0.0,0.13681836,0.07055924,0.17984182,0.15390599,0.19277999,0.25147077,0.28393155,0.23262452,0.20020275,0.18647745,0.27397934,0.29388157,0.22859201,0.2182549,0.19513145,0.24856298,0.0,0.100429714,0.09541394,0.29584357,0.14911143,0.2291216,0.09094012,0.26717338,0.18118018,0.2341761,0.017994994,0.2886552,0.24253997,0.26008448,0.2112153,0.11471958,0.19995405,0.14756963,0.1792309,0.10745972,0.0,0.2767172,0.23781462,0.25167152,0.18603642,0.21948464,0.21507612,0.13216749,0.19758585,0.21662556,0.22487438,0.13717183,0.0,0.1586373,0.29248586,0.22541781
alitamovie,0.023048617,1.0230027,1.0274721,0.0,0.68140495,0.5218354,0.7118118,0.78325236,0.0,1.0205233,0.5012618,0.7340624,0.0,0.35105914,0.8475053,0.30149928,0.81672394,0.0,0.5736167,0.24174947,0.55740505,0.4283098,0.7137796,0.85692966,1.2234657,0.7637999,0.6994226,0.9053747,1.0242642,1.0926832,0.7720848,0.49791944,0.78809863,0.9092019,0.0,0.44356778,0.4602651,1.1204315,0.4562535,0.94246775,0.18453866,1.1581898,0.51504064,0.7148922,0.17992666,0.9467481,0.6376586,1.2495115,0.788507,0.35805535,0.5643221,0.5662243,0.6991844,0.41566762,0.0,1.127225,0.6334801,1.0557455,0.6586221,0.6498545,0.7175295,0.5438217,0.8205835,0.57430613,0.73614454,0.7004156,0.0,0.65383524,1.0120014,0.71103793
angelhasfallen,0.038201407,0.7939857,0.46664965,0.0,0.4120915,0.49060816,0.54730827,0.7493885,0.112818316,0.7761748,0.33216372,0.37704703,0.0,0.31845582,0.6707562,0.394382,0.33122185,0.0,0.402352,0.17834263,0.48886374,0.3754689,0.6093774,0.76981217,0.863404,0.7488599,0.70303774,0.773141,0.6078987,1.0099832,0.55751336,0.77798903,0.67700475,0.6462902,0.0,0.13268808,0.28479093,0.7700351,0.41827852,0.7133487,0.21340786,0.86110806,0.5222621,0.6566831,0.1390196,0.9563085,0.67045254,0.83420473,0.68258107,0.45487687,0.537993,0.39352316,0.40597144,0.23240389,0.0,0.73208225,0.8365581,0.7618117,0.43849397,0.4656103,0.7193436,0.45657176,0.38417768,0.76119953,0.6691593,0.58796215,0.0,0.48767796,0.79892355,0.4686649
angrybirdsmovie,0.15935639,1.0519352,0.4785346,0.0,0.8949775,0.5137696,1.0592709,1.1809558,0.023590503,1.0784872,0.35806543,0.827013,0.088897884,0.20492528,1.2396581,0.4826479,0.6185739,0.0,0.80951333,0.0,1.2440145,0.82348233,1.221839,1.0905385,1.5442632,0.8618139,0.813421,0.7919176,0.8403578,1.38214,1.0746152,0.8858297,1.001029,0.7416626,0.0,0.28989837,0.56809515,1.3018078,0.8215993,1.1508796,0.5995185,0.97688156,0.8618395,0.96877575,0.08947814,1.1958227,0.75526994,0.9862016,0.68388957,0.24124089,0.8475084,0.8538948,0.80388117,0.2978795,0.0,0.99486434,0.8405792,0.810648,0.65912724,1.0141674,1.1723474,0.27040896,0.9484872,0.83274245,0.8913184,0.40666425,0.0,0.5645717,1.5207944,0.8973482
annabellemovie,0.35852382,0.8489299,0.92191744,0.0,0.5832384,0.5231178,0.73425275,0.88665444,0.0,1.1415031,0.4304005,0.6741476,0.05960484,0.21770813,0.9683529,0.3086499,0.47537628,0.0,0.34107807,0.17460889,0.5770242,0.74824804,0.7383652,0.995821,0.96349096,0.8483794,0.7246722,0.67192316,1.1007074,1.0634053,1.0743195,0.85977376,0.60716605,0.94643164,0.0,0.35913047,0.3488558,1.0562704,0.7328031,0.9593306,0.21997678,0.96330166,0.56058556,1.0571296,0.10101848,1.1178049,1.1262858,1.0370996,0.59669936,0.5269264,0.8507793,0.52291834,0.4156018,0.43088618,0.0,0.8630343,0.894571,0.9752885,0.8916805,0.8907517,0.5840638,0.5511054,0.6515964,0.73374176,0.91804445,0.7730322,0.0,0.5103673,1.135111,0.91964453
annamovie,0.12727492,0.6954299,0.5509285,0.0,0.47436145,0.2586248,0.48754472,0.640901,0.0,0.6626667,0.20601779,0.5024518,0.18332021,0.12284479,0.42186928,0.17902736,0.46555576,0.0,0.35667345,0.13308333,0.32393,0.31894386,0.4107966,0.5801381,0.69505274,0.5870842,0.6062224,0.4158986,0.68589425,0.6652494,0.5493298,0.35549948,0.4424749,0.53942484,0.0,0.22647616,0.28186005,0.68460023,0.35837176,0.54040295,0.4083152,0.68605715,0.28958407,0.53329223,0.032291763,0.7324229,0.66522825,0.5010413,0.35401094,0.2585488,0.52943355,0.33480507,0.37202445,0.28216362,0.0,0.64455765,0.54626447,0.67724234,0.4022184,0.6421558,0.5315191,0.1865673,0.4857298,0.44094026,0.6378537,0.29722193,0.0,0.37354892,0.77093464,0.39893517
apollo11movie,0.0,0.45068672,0.35745496,0.0,0.3734435,0.12577492,0.2725113,0.3973709,0.0,0.44858766,0.12826276,0.30357084,0.045931295,0.13991004,0.2523079,0.24576038,0.2988079,0.0,0.12168375,0.14083987,0.2848877,0.1838918,0.38880256,0.39910108,0.37749353,0.38013062,0.30812615,0.2937665,0.431817,0.5404704,0.41773728,0.34822324,0.32445475,0.41756374,0.0,0.20525014,0.18929766,0.51215893,0.30843714,0.32312292,0.17154671,0.46434477,0.2690261,0.366679,0.07986896,0.43381378,0.35207114,0.3505979,0.37086347,0.24195372,0.30515286,0.23379438,0.23467198,0.12203309,0.0,0.4562818,0.38550022,0.41148415,0.37258983,0.3323008,0.37561375,0.22700676,0.38431853,0.3169697,0.36586854,0.2980355,0.0,0.18628041,0.50294083,0.4174911
arcticdogsmovie,0.0,0.62332314,0.49452224,0.0,0.5094635,0.3350287,0.40396622,0.56632656,0.008461481,0.58967304,0.45295587,0.4512339,0.11265148,0.08838325,0.58804435,0.42596078,0.34108904,0.0,0.1582971,0.16562267,0.45169538,0.47955146,0.54693115,0.7434933,0.7265454,0.5318142,0.41438353,0.50117266,0.59745336,0.76816595,0.46400735,0.53021216,0.62949735,0.5588293,0.0,0.22856264,0.1524659,0.56829154,0.17393313,0.7302831,0.23090443,0.4824592,0.47549418,0.6502655,0.17340589,0.6596325,0.6121157,0.6162171,0.45471367,0.321918,0.5217344,0.37696004,0.5911662,0.2150145,0.0,0.6739426,0.5137577,0.50690156,0.44386435,0.6017062,0.5133161,0.30210176,0.5534581,0.5709703,0.7003347,0.31878334,0.0,0.34443173,0.7195762,0.37633342
arcticmovie,0.04358643,0.371972,0.3226505,0.0,0.33341223,0.21415931,0.14829834,0.39807972,0.0,0.42550844,0.20923291,0.30535695,0.05627895,0.2131465,0.37189806,0.1625737,0.19874477,0.0,0.20149201,0.19614583,0.1775276,0.33393633,0.38234195,0.3719356,0.53207064,0.44102672,0.349935,0.31075567,0.45255864,0.52721894,0.49389374,0.22011301,0.30747795,0.43553096,0.0,0.11420192,0.22083187,0.57777005,0.19699574,0.4512107,0.09291211,0.41410717,0.39071092,0.33856785,0.103199765,0.45568067,0.43176892,0.41845188,0.42152834,0.24679144,0.38767835,0.28009796,0.27350253,0.24677484,0.0,0.469231,0.39323875,0.4076939,0.41884696,0.50953984,0.42345023,0.3135324,0.2829067,0.35883176,0.34402955,0.27464896,0.0,0.23562106,0.47856513,0.21619704
artofracingmovie,0.18143934,0.73380506,0.5806372,0.0,0.49898168,0.47219336,0.523163,0.51083297,0.0,0.76370203,0.29162845,0.5832065,0.15719675,0.09187414,0.33625063,0.32174364,0.33830813,0.0,0.25809073,0.057188034,0.45429367,0.5138034,0.5824772,0.64301074,0.82821625,0.6555791,0.5506008,0.6381325,0.59621775,0.67931336,0.5769389,0.42612952,0.40801874,0.6698837,0.0,0.18292646,0.20110992,0.74970454,0.43543372,0.6408365,0.18894733,0.81132406,0.4601036,0.6536357,0.112803675,0.6844335,0.51791084,0.5777802,0.7429623,0.19114879,0.50041753,0.2566517,0.5809453,0.323678,0.0,0.75282097,0.7718044,0.6800544,0.47208554,0.6691092,0.635945,0.34453574,0.3824979,0.5756322,0.57405555,0.46586263,0.0,0.3969386,1.0062338,0.5901666
avengers,0.08017136,0.4805343,0.56729084,0.0,0.41879013,0.42076153,0.402596,0.54414,0.0,0.57036155,0.15571542,0.5098929,0.105993524,0.2237375,0.50049263,0.37009493,0.16920948,0.0,0.25462756,0.21166457,0.37035307,0.36814737,0.5163163,0.5887836,0.6364899,0.607309,0.5123334,0.40637863,0.67360324,0.6663966,0.39068702,0.43656734,0.6007359,0.42281985,0.0,0.2877855,0.2475135,0.60358065,0.38185075,0.48900262,0.13107254,0.71449065,0.3726665,0.54185396,0.0,0.686111,0.579134,0.59436494,0.54685044,0.25088415,0.4834819,0.2782777,0.31891003,0.30827847,0.0,0.72175854,0.554905,0.5497439,0.39268428,0.6492114,0.58643216,0.24916184,0.28199422,0.53312653,0.53726095,0.3836122,0.0,0.32089633,0.64419353,0.4894133
beachbummovie,0.038619593,0.5434978,0.47550464,0.0,0.5874568,0.24729083,0.17928194,0.6715211,0.0,0.74382424,0.25481054,0.52364177,0.0,0.04303015,0.47181657,0.43772897,0.35808173,0.0,0.22988625,0.006442001,0.47146222,0.31038105,0.5148495,0.6567639,0.66534024,0.5641191,0.55735487,0.47689506,0.630404,0.84319395,0.4545446,0.5324935,0.4268835,0.6035794,0.0,0.16172759,0.045721408,0.6830676,0.4126784,0.6019487,0.19993253,0.5987663,0.54198825,0.44942647,0.14374098,0.7329928,0.45670775,0.5498381,0.54498774,0.39805138,0.6001305,0.2841726,0.3315641,0.18902028,0.05756884,0.5832235,0.6570224,0.47803,0.41198432,0.55405194,0.54402,0.29401082,0.388942,0.594874,0.6108328,0.5100984,0.0,0.42380577,0.7942004,0.5704963
bernadettefilm,0.2864736,0.65079033,0.6746624,0.0,0.44221362,0.49507552,0.53364676,0.7462213,0.0154959615,0.76201385,0.3466552,0.5519616,0.0,0.26987034,0.4866657,0.3085236,0.3940082,0.0,0.32138184,0.19369261,0.5505129,0.3935246,0.54494584,0.7457434,0.75798345,0.66591215,0.67778194,0.5530221,0.7363377,0.77071065,0.46621677,0.63170207,0.5850515,0.594671,0.0,0.26627582,0.26592168,0.87726,0.4828595,0.6899905,0.19915336,0.79712045,0.44953087,0.61133087,0.06702744,0.91601855,0.75477046,0.6024001,0.5313748,0.3560429,0.6219248,0.31299108,0.46318093,0.13982767,0.0,0.69020486,0.6797416,0.7136241,0.4761147,0.66372794,0.785381,0.4497337,0.488473,0.6003562,0.8525381,0.28823617,0.0,0.48261654,0.82222915,0.6032634
blackandbluemovie,0.28179058,1.0983145,0.9161648,0.0,0.7232264,0.5713561,0.9622435,1.2261477,0.0,0.6952026,0.6085541,0.67528313,0.0,0.14915386,0.9895373,0.3189382,0.7862199,0.0,0.75043505,0.0,1.0111768,0.3588658,0.88183284,1.1546727,1.5636338,0.91356003,0.87415034,0.70275646,1.2160372,1.4092871,1.0083946,0.8934128,0.99703646,0.98381937,0.0,0.18593991,0.34469256,1.7243482,0.76435465,1.0432206,0.6326543,1.0925093,0.79330647,0.6996341,0.043982938,1.083258,1.087536,1.1390567,1.3349234,0.3692572,1.102634,0.7918954,0.86562914,0.43620792,0.0,1.1106529,0.77839094,1.2861044,0.896554,1.0224668,0.7414379,0.6789228,0.81537795,0.90822953,1.1343035,0.5423524,0.0,0.5717684,1.375538,1.1859466
blackchristmas,0.04500425,0.63328767,0.67155045,0.0,0.50252664,0.23102248,0.42747736,0.61382264,0.0,0.5563626,0.13541202,0.36708465,0.08653256,0.31484395,0.51257765,0.30627567,0.43552577,0.0,0.29811063,0.20883386,0.37578565,0.36763743,0.38606298,0.67456794,0.7349969,0.65659726,0.53374803,0.41264105,0.6052307,0.7842043,0.66004413,0.3767629,0.396116,0.55142105,0.0,0.34171745,0.30114186,0.71064025,0.42065695,0.5038253,0.102620825,0.6123082,0.56560045,0.5382654,0.2429979,0.67930007,0.6289388,0.56913394,0.45783505,0.23033157,0.36883432,0.3553502,0.63084763,0.39545047,0.0,0.69265646,0.6190061,0.5821946,0.5679988,0.5566408,0.510257,0.4383615,0.35807487,0.5574332,0.53994244,0.4263028,0.0,0.43013555,0.66048634,0.4729847
blindedbythelightmovie,0.096516155,0.39922544,0.3312485,0.0,0.26764953,0.14829552,0.2581727,0.42787477,0.0,0.32313412,0.16268544,0.35376635,0.05003836,0.14278707,0.32788786,0.13765718,0.22640643,0.0,0.2390749,0.014159553,0.31310323,0.310543,0.38226143,0.34576893,0.39286688,0.36572075,0.32630602,0.33307254,0.35624075,0.4024882,0.41376597,0.3221271,0.3502774,0.36640257,0.0,0.20778336,0.1404437,0.49697924,0.18902132,0.30213913,0.11828401,0.3697356,0.2516522,0.42348987,0.12030972,0.43562555,0.28685907,0.3151043,0.2558568,0.13497992,0.26183978,0.21697937,0.28952715,0.07066067,0.0,0.44571084,0.348229,0.4786813,0.28999788,0.40998238,0.3454923,0.18522727,0.3059507,0.35333002,0.34212297,0.25378206,0.0,0.26820406,0.3849025,0.28816012
bombshellmovie,0.43646082,0.821946,0.56370515,0.0,0.9107109,0.32490152,0.47170573,0.67949635,0.0,0.5610434,0.26026037,0.664201,0.04283695,0.17507042,0.7095236,0.53395957,0.54730237,0.0,0.5241082,0.22566089,0.4746023,0.5263509,0.5039256,0.7220182,0.930496,0.55309236,0.6784841,0.46811286,0.74742305,0.879937,0.6501988,0.49030167,0.57062155,0.7814992,0.0,0.36221442,0.20842357,0.9155958,0.35943177,0.9530914,0.3685902,0.8664377,0.57217896,0.8041603,0.18063036,1.0671173,0.6093054,0.7915044,0.46571264,0.3653827,0.68596655,0.46118873,0.6375587,0.371919,0.0,1.075231,0.58479476,0.8578581,0.41784364,0.54968745,0.6340789,0.49609658,0.6544094,0.5507557,0.62925166,0.39036107,0.0,0.6720639,0.9612278,0.72552836
booksmart,0.19278368,0.5689969,0.69852585,0.0,0.121987954,0.0,0.50147206,0.5343262,0.0,0.2547383,0.0,0.39267322,0.0,0.0,0.5022262,0.0,0.22351104,0.0,0.679763,0.16068377,0.5609055,0.09820563,0.2618134,0.49473652,0.6269139,0.54061013,0.1720844,0.34140483,0.45956045,0.8357093,0.16286951,0.16916612,0.4609261,0.61369944,0.0,0.035960633,0.62128794,0.39410064,0.12378715,0.20398961,0.091630355,0.6630353,0.30069104,0.7403283,0.0,1.0124202,0.54970974,0.16691422,0.0,0.0,0.7196687,0.21715502,0.555046,0.0,0.0,0.57287663,1.0752654,0.4900777,0.09727092,0.59552723,0.7408163,0.0021907017,0.3937851,0.39558756,0.83057785,0.0,0.0,0.26247704,0.6448935,0.80112714
breakthroughmovie,0.17570066,1.3095919,0.88722986,0.0,0.91964674,0.5987035,0.660785,1.0845656,0.0,1.1284653,0.38158745,0.5868788,0.06727399,0.44444516,0.9168069,0.34270573,0.8467721,0.0,0.6228153,0.27208674,0.67508954,0.4503564,1.0461314,0.97974515,1.172353,1.1010066,1.0711638,0.66564834,1.3043668,0.8319327,1.2362614,0.8261646,0.84790844,1.0607026,0.0,0.5090137,0.20012708,1.1122144,1.0373496,1.2350308,0.23993145,1.2101781,0.9653431,0.92554486,0.22062498,1.2123595,1.0368179,0.8681759,0.78845614,0.588207,0.47189066,0.23297392,0.8706684,0.5630246,0.0,1.0472436,1.5144438,1.1189008,0.86408055,1.1818178,1.0197843,0.43820855,0.5558697,1.345257,1.1781125,0.9326842,0.0,0.69927907,1.3357606,1.0047122
brianbanksmovie,0.12581891,0.69722974,0.66313636,0.0,0.558068,0.40466422,0.4361975,0.49482885,0.0,0.7836306,0.23199125,0.50872827,0.0,0.27509564,0.46523768,0.44569385,0.5087999,0.0,0.32441893,0.2647079,0.39292318,0.43724465,0.68165755,0.7139496,0.74526477,0.5992839,0.6000166,0.47006664,0.7091084,1.033211,0.6847624,0.43310916,0.36986205,0.75195134,0.0,0.19514135,0.32742164,0.9949793,0.4188309,0.56028914,0.2112848,0.81129026,0.42824826,0.59790045,0.08918793,0.8846049,0.68761766,0.72346836,0.4824176,0.34083045,0.44612202,0.5332255,0.64303726,0.41077563,0.0,0.86067265,0.5536069,0.813765,0.69243425,0.8431237,0.67974585,0.4784598,0.6215388,0.49638975,0.53803587,0.33061954,0.0,0.5613362,0.8653731,0.50924087
