movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69
21bridgesmovie,0.5948888,0.1288144,0.13208258,0.36844808,0.44177285,0.49235177,0.2954356,0.30226776,0.25895336,0.66278607,0.57341886,0.24925661,0.6974179,0.6149798,0.22509752,0.25550777,0.16889447,0.5635184,0.60957587,0.4404711,0.55815,0.41425222,0.46552336,0.5111914,0.39331293,0.045603365,0.56834203,0.0,0.55482996,0.0,0.2427579,0.30663952,0.54917675,0.2885924,0.26553974,0.28871724,0.43026173,0.22844753,0.42080072,0.24067298,0.4578053,0.29757923,0.60037506,0.3664349,0.56662995,0.60415804,0.0,0.64119995,0.5862249,0.0,0.5078966,0.51610935,0.41213316,0.55929613,0.20158297,0.43671164,0.25971258,0.32930326,0.45223033,0.0,0.48665822,0.35195312,0.6263601,0.41325778,0.5482488,0.0,0.31955633,0.48768786,0.38671905,0.4722959
47metersdown,0.25612867,0.43915504,0.44821888,0.54565114,0.2406176,0.5007804,0.56750655,0.27499652,0.5318552,0.30418864,0.1864948,0.3286948,0.3015265,0.48781383,0.17652719,0.46126252,0.41600525,0.45404986,0.115324184,0.3473059,0.69730604,0.26514518,0.34740043,0.52273107,0.41102487,0.0,0.52688944,0.0,0.39154208,0.0,0.42169383,0.27756324,0.53963673,0.0021666288,0.052752934,0.43442044,0.39444557,0.3792467,0.28760487,0.7672572,0.5878818,0.43126863,0.4670756,0.27613392,0.7230345,0.61091965,0.0,0.43315318,0.50631076,0.0,0.5108412,0.4337404,0.14221917,0.46547687,0.24072695,0.66669357,0.29266357,0.24246353,0.3944726,0.022678481,0.29234427,0.3996873,0.3615062,0.53882307,0.37656286,0.0,0.26910335,0.4947313,0.09788562,0.6290077
abeautifuldaymovie,0.5806329,0.4888779,0.27814668,0.39621344,0.3105316,0.63960123,0.37365532,0.36092216,0.36059013,0.4146583,0.38758525,0.23043928,0.4571784,0.4598519,0.17139983,0.30235732,0.28439754,0.38275465,0.42232224,0.43988323,0.5517686,0.28120825,0.46776202,0.6509254,0.36950913,0.015873136,0.6052238,0.0,0.4047196,0.0,0.32034335,0.21783195,0.56507987,0.035787065,0.16509524,0.34162122,0.31727758,0.15951715,0.5211074,0.4528949,0.39353237,0.18442513,0.4897094,0.40172994,0.47777024,0.7048723,0.0,0.5547721,0.5560812,0.0,0.3186216,0.35792828,0.2131479,0.595393,0.2969903,0.47816333,0.16503936,0.35480392,0.3528663,0.0,0.457502,0.3680649,0.44446373,0.32192057,0.49940968,0.0,0.24636787,0.1699707,0.17096634,0.46973893
abominablemovie,0.6192245,0.60911214,0.32934433,0.61740667,0.2865084,0.63567215,0.59933937,0.32694113,0.33932033,0.8628737,0.40442863,0.51008105,0.6401569,0.9125367,0.18859723,0.5217482,0.43202245,0.5527256,0.63868105,0.41632688,0.70590246,0.3857922,0.62467784,0.68970346,0.40503174,0.17582962,0.735764,0.0,0.6084249,0.0,0.31280857,0.34270653,0.6980638,0.14372557,0.22192666,0.4370432,0.36068758,0.49384573,0.14742213,0.5167114,0.54418254,0.23244525,0.53832203,0.46137103,0.6291484,0.62218064,0.0,0.41967794,0.49667868,0.0,0.54867905,0.6681874,0.28302556,0.68801165,0.7278126,0.6665843,0.27113363,0.17650259,0.53425497,0.0,0.7352935,0.3754799,0.56506217,0.45185658,0.4650839,0.0,0.29405266,0.37889057,0.34565663,0.66515523
adastramovie,0.47058135,0.43506736,0.27524403,0.20630845,0.26059347,0.41975054,0.39245814,0.28824013,0.2317605,0.32648996,0.36501208,0.30518883,0.34985,0.43141764,0.16837019,0.3124103,0.30501252,0.45201015,0.42797667,0.39189994,0.42654014,0.4989062,0.4938568,0.4972965,0.28780916,0.094180316,0.50203043,0.0,0.2598911,0.0,0.2519318,0.08560984,0.48252726,0.051517718,0.0734063,0.42518204,0.42812467,0.065002784,0.34972325,0.4078476,0.3732235,0.2655349,0.3274164,0.34300372,0.4294774,0.7372156,0.0,0.6219675,0.5549861,0.0,0.28604472,0.42058158,0.17236942,0.50467014,0.25833133,0.42878196,0.28500298,0.3512341,0.25870773,0.0,0.3004556,0.39460835,0.26454684,0.27220443,0.48500502,0.0,0.18712536,0.37568465,0.053096052,0.392209
adogsjourneymovie,0.63976467,0.5822533,0.706806,0.7212083,0.85866606,0.36767095,0.31144193,0.2685701,0.7989005,0.49928343,1.1149299,0.43629178,0.72294056,1.0820985,0.3540526,0.4957358,0.3183037,0.88849515,1.1828909,0.6768348,1.1992345,0.7026423,0.56202996,0.86480767,0.77818733,0.11013411,0.728721,0.0,0.5940013,0.0,0.896063,0.092782095,0.98846996,0.0,0.013350189,0.5167192,0.98332137,0.26880345,0.3719553,0.8552704,0.6562482,0.71802807,0.8832752,0.5548482,1.0019715,1.1896989,0.0,0.66807604,1.2959305,0.0,0.862262,0.45838967,0.0,0.7430999,0.3259769,0.6633479,0.11802171,0.63310814,0.44234622,0.0,0.8912399,0.5123058,0.39801311,0.6183426,0.46711564,0.0,0.7348874,0.91887426,0.5352823,1.0431228
aftermathmovie,0.25686342,0.3138893,0.33048245,0.3919263,0.26510105,0.33399037,0.39407033,0.1344881,0.14364158,0.37423918,0.3442341,0.25843567,0.5875193,0.44143325,0.24995679,0.23890111,0.18445697,0.5073464,0.3149134,0.31513023,0.426015,0.46653342,0.33980456,0.34558064,0.3216102,0.14448301,0.37074998,0.0,0.28028882,0.0,0.3910455,0.13526784,0.31506807,0.091380276,0.045898758,0.19294731,0.2648481,0.14252734,0.23241672,0.2994508,0.4460501,0.23523085,0.48074865,0.26307225,0.47504693,0.53117526,0.0,0.3688572,0.53601545,0.0,0.25963855,0.39026,0.15086578,0.4285126,0.37793073,0.29725367,0.18481581,0.28992227,0.2812334,0.0,0.41012993,0.2692923,0.3115884,0.28317037,0.28984845,0.0,0.29079863,0.36107433,0.301343,0.38200784
aftermovie,0.54462683,0.43868586,0.24615532,0.2542476,0.42447975,0.3620872,0.37426096,0.2312655,0.044917807,0.2968579,0.2842236,0.3082207,0.40648413,0.5609096,0.21469483,0.21809907,0.24534044,0.6283873,0.6812715,0.44542634,0.65309197,0.64176667,0.5301886,0.42573535,0.5072865,0.13381104,0.4597544,0.0,0.46455002,0.0,0.38853872,0.14656606,0.39195335,0.09166468,0.17464954,0.4024211,0.41717717,0.090125486,0.36479312,0.54051274,0.26691186,0.30387962,0.41329935,0.2474053,0.5718933,0.74417764,0.0,0.39217138,0.54649943,0.0,0.1775347,0.4717374,0.28429365,0.57312346,0.38834223,0.56866693,0.16658522,0.3245988,0.2775672,0.0,0.50050396,0.42591688,0.20339867,0.40817055,0.39358705,0.0,0.3680723,0.35466677,0.36313406,0.4183513
ahiddenlifefilm,0.25623995,0.22892523,0.14260283,0.21881601,0.18901251,0.22370929,0.1790294,0.14555037,0.12689695,0.23682141,0.23051569,0.16998895,0.2717614,0.26625544,0.1406235,0.13995592,0.14250359,0.24369738,0.24635468,0.23236151,0.28537264,0.23219018,0.25215468,0.26717573,0.16035512,0.058044694,0.26244512,0.0,0.2165383,0.0,0.17041957,0.122505784,0.24031581,0.107006274,0.07702528,0.17226656,0.18210152,0.10026035,0.1797046,0.2323066,0.20741358,0.17172076,0.26081562,0.19332756,0.2582034,0.34322432,0.0,0.23938175,0.30777174,0.0,0.17950428,0.2395756,0.1489013,0.27482408,0.17374325,0.19886461,0.12756303,0.16946065,0.1711446,0.0,0.25169042,0.20748332,0.21494117,0.21934211,0.23641625,0.0,0.18574253,0.20465627,0.16744468,0.23374957
alitamovie,0.54067004,0.2892376,0.23187175,0.5544574,0.28413117,0.4148328,0.29353762,0.2086308,0.36083156,0.39702356,0.73397684,0.4779354,0.80601865,0.4371975,0.0,0.37036002,0.19433773,0.49946737,0.47301763,0.65447557,0.59606296,0.40520853,0.81316996,0.72257483,0.49110028,0.10269123,0.55754733,0.0,0.31386125,0.0,0.329953,0.27813533,0.51735955,0.12649646,0.3033839,0.28832018,0.40458182,0.33912745,0.38300973,0.54157156,0.30414495,0.3795044,0.6248673,0.27946338,0.22571898,0.7765837,0.0,0.64268464,0.6505415,0.0,0.36816677,0.6803375,0.277609,0.56764066,0.29753983,0.3345649,0.40770283,0.49915934,0.49139142,0.0,0.59591013,0.35370857,0.566435,0.5444988,0.5597116,0.0,0.43870932,0.5223277,0.47836223,0.55537945
