movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
21bridgesmovie,0.1536,0.8191968,0.9466483,1.0657284,0.38206762,0.6896277,0.54515755,0.801555,0.7889344,0.9178721,0.56303483,0.7996543,0.23920126,0.81566644,0.5346701,0.85196114,0.32874748,0.03441406,0.8403755,0.0,0.0,0.4888115,0.6011698,0.4541448,0.8253222,0.0,0.7409977,0.0,0.7848109,0.85587364
47metersdown,0.52393806,0.5647087,1.0659908,1.0822903,0.64698803,1.0248839,0.42455068,1.0753658,1.2078148,0.966221,0.95679384,1.0233651,0.45116144,0.6954361,0.868219,0.93680996,0.20836106,0.0,0.9553545,0.0,0.0,0.6229172,0.71413636,0.6282403,0.74227387,0.0,0.6377742,0.0,1.0329857,1.4049447
abeautifuldaymovie,0.614908,0.655385,0.69080234,0.68848896,0.5001494,0.37076035,0.4010137,0.9506885,0.80820864,0.6412784,0.6541195,0.83974457,0.25381747,0.4779087,0.44059974,0.78936946,0.38144955,0.0,0.8210471,0.0,0.0,0.38291678,0.55599093,0.3911705,0.8180739,0.0,0.44290403,0.0,0.4665914,0.7720508
abominablemovie,0.5745758,1.2547717,1.0350827,1.1996787,0.86521125,0.88455516,0.5382509,0.947637,0.9004937,1.4627987,1.7416238,1.1608713,0.27439004,0.8774654,0.91391337,0.85516936,0.2649945,0.13697056,1.5305873,0.0,0.0,0.5600409,1.0896689,0.49107894,1.0944902,0.0,0.7470513,0.0,1.0817441,1.3978544
adastramovie,0.23793262,0.49820602,0.5301401,0.7239908,0.61406165,0.5252975,0.22001326,0.890135,0.7320922,0.7914766,0.7183476,0.67222613,0.1516779,0.4134773,0.69478756,0.6065021,0.25449723,0.0,0.7161378,0.0,0.0,0.34986448,0.70292217,0.51430905,0.6894966,0.0,0.42035678,0.009919606,0.49926162,0.6822384
adogsjourneymovie,0.50693166,1.3903565,1.5823196,1.2091678,0.8914593,0.87739986,1.0110903,1.8981488,1.6123332,1.1527108,1.1847932,1.997371,0.35442916,1.6711811,0.34421638,1.0484399,0.33186752,0.0,2.0243456,0.0,0.0,1.053264,1.2415508,1.1042957,1.7329878,0.0,1.4237866,0.24673425,1.1620489,1.8632493
aftermathmovie,0.37879735,0.6094701,0.48437342,0.7127992,0.4172971,0.40114585,0.35177675,0.6747747,0.71422535,0.617585,0.6934973,0.6481882,0.23666306,0.59028864,0.3484322,0.6102274,0.341755,0.06388257,0.6231244,0.0,0.0,0.37492323,0.47920537,0.39228916,0.6256404,0.0,0.4125452,0.0,0.4431433,0.66330713
aftermovie,0.34670094,0.61528206,0.76344573,0.8391305,0.57869613,0.40753472,0.37532994,1.0333265,0.8623194,0.65417504,0.5755152,0.9131287,0.23042727,0.7525064,0.40709177,0.7068074,0.32443514,0.0,0.77036375,0.0,0.0,0.47735587,0.741812,0.5803799,0.75857383,0.0,0.5045753,0.031104716,0.54624385,0.9361368
ahiddenlifefilm,0.18883842,0.3138697,0.35172233,0.40970907,0.28216085,0.28268266,0.20889857,0.46289912,0.38286686,0.40263447,0.35833424,0.4176195,0.10556139,0.34260324,0.2535279,0.31912145,0.14654915,0.042812735,0.44046775,0.0,0.0,0.21043123,0.30579278,0.2521138,0.3915659,0.0,0.25861916,0.0,0.33068278,0.43165278
alitamovie,0.33128774,0.8792074,0.81456673,0.91531,0.7817765,0.8019223,0.4784535,0.98031276,1.1138834,0.9608122,0.92577946,0.7820993,0.24909712,0.7130877,0.6936288,0.5421089,0.021483608,0.0,0.9854617,0.0,0.0,0.36458364,0.5134762,0.64831287,0.75580823,0.0,0.8352206,0.0,0.47794774,0.98242605
