movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109
21bridgesmovie,0.45367023,0.41999033,0.6909678,0.0,0.50645494,0.23128241,0.44797328,0.2625532,0.20792463,0.3644128,0.5713998,0.39635792,0.52467245,0.29035968,0.4322951,0.23523024,0.53020906,0.0,0.3176937,0.4598723,0.5901416,0.45513684,0.5019316,0.46415743,0.28118753,0.48827398,0.51987153,0.45322996,0.50244963,0.32504714,0.71731424,0.55611175,0.12426012,0.4325702,0.46787897,0.48875904,0.5608439,0.60575336,0.30928338,0.39284712,0.1821326,0.54419756,0.0,0.6766217,0.41555035,0.39219972,0.6354475,0.5446649,0.35127056,0.6251339,0.18870768,0.0,0.37768713,0.28042564,0.37471673,0.35113484,0.22352397,0.5470965,0.20399278,0.5473944,0.13974182,0.5001457,0.0,0.5885931,0.38968605,0.58757865,0.4164491,0.49927688,0.0,0.29807985,0.3470515,0.47556007,0.7755516,0.3368405,0.0,0.27603093,0.32778028,0.20901339,0.6211844,0.2090423,0.0,0.0,0.2864845,0.5860598,0.27117813,0.3429026,0.32305738,0.250662,0.4639407,0.56503123,0.52570677,0.4409061,0.0,0.07059406,0.38074702,0.3791576,0.66167504,0.18381104,0.45425072,0.0,0.45526576,0.1844359,0.466658,0.0,0.17636184,0.5018147,0.6603864,0.025928373,0.030530721,0.0
47metersdown,0.64023644,0.60428536,0.55086386,0.0,0.6727384,0.4532691,0.40956545,0.4475407,0.403962,0.3456508,0.41086122,0.46716285,0.41713607,0.31766236,0.3192383,0.18264975,0.5464816,0.0,0.5290357,0.6797743,0.6034176,0.45244133,0.46725366,0.52546597,0.4741889,0.37213758,0.45778006,0.4739084,0.36515445,0.26009938,0.5896256,0.31645596,0.26298055,0.43613347,0.5261008,0.48880118,0.36427155,0.6428086,0.5997519,0.24752408,0.36231366,0.56939596,0.0,0.7251226,0.1976069,0.585536,0.60085243,0.67107636,0.1729799,0.3947049,0.35032064,0.0,0.31773305,0.021118494,0.30805996,0.3459606,0.42671588,0.57000333,0.37421656,0.6505606,0.2687353,0.5910237,0.0,0.65117806,0.3282031,0.64122754,0.558741,0.40661123,0.0,0.28404576,0.4079664,0.7160381,0.7372224,0.27367833,0.0,0.13600135,0.36252815,0.17528665,0.46633092,0.5614638,0.0,0.0,0.3605356,0.522321,0.19555137,0.41216722,0.4020946,0.31836623,0.5462868,0.614231,0.5781982,0.57760656,0.15850021,0.0564053,0.3501705,0.36740223,0.41920036,0.29658484,0.50082284,0.0,0.32493696,0.25935242,0.40540874,0.0,0.3004393,0.51158166,0.5419432,0.14709711,0.13783792,0.0
abeautifuldaymovie,0.47130704,0.37509423,0.52123153,0.0,0.36579168,0.2206938,0.33167085,0.21466738,0.19734752,0.34720054,0.32619843,0.2175519,0.48139656,0.29683378,0.38485408,0.20762426,0.20750463,0.0,0.43769482,0.42606342,0.35540614,0.34635067,0.40847227,0.34104094,0.33151302,0.33915222,0.4497519,0.36247197,0.31333125,0.10472158,0.50887007,0.43518025,0.16460137,0.3601581,0.44435677,0.27618283,0.3051173,0.4423251,0.27080664,0.5202423,0.3157066,0.48887256,0.0,0.4301253,0.11777599,0.34003443,0.36304158,0.3135364,0.38178796,0.49905133,0.123301215,0.018713085,0.2814364,0.08167363,0.33443934,0.25380185,0.20241517,0.5060544,0.083190486,0.47068167,0.13968429,0.49730375,0.0,0.40140256,0.32878593,0.3679999,0.38464275,0.23185058,0.0,0.23945475,0.2857637,0.2993816,0.46874434,0.28952894,0.0,0.1383447,0.20537753,0.28453267,0.5105597,0.24600522,0.0,0.0,0.39214116,0.21436885,0.059639726,0.47927988,0.3090943,0.23744518,0.30057684,0.40987435,0.453634,0.40667048,0.044022348,0.059129115,0.29614776,0.3313084,0.371497,0.21392326,0.43720728,0.0,0.3655472,0.1296058,0.258363,0.0,0.085350186,0.36667907,0.4351696,0.14062946,0.078355044,0.0
abominablemovie,0.72134024,0.58177936,1.0043169,0.0,0.71762335,0.54968727,0.38982242,0.46968845,0.44679502,0.4062431,0.77845114,0.46140438,0.97543836,0.45016512,0.5910876,0.24611896,0.6864176,0.090531096,0.8582425,0.907728,0.8024317,0.5939586,0.6966493,0.47178492,0.48355043,0.7210931,0.8710916,0.6188202,0.7052727,0.25714386,0.83988726,0.6105172,0.16537434,0.75471497,0.5395227,0.741079,0.78344506,0.9232517,0.7255705,0.48514593,0.5067149,0.8168952,0.0,0.8092086,0.06539945,0.7200382,0.5582016,0.6057499,0.3807365,0.69149685,0.285151,0.02291861,0.3869957,0.22243401,0.4139718,0.6042646,0.5281936,0.63748986,0.19041224,0.9006989,0.11112316,0.93928176,0.0,0.84912914,0.57781,0.89970636,0.5030957,0.41941452,0.0,0.74737966,0.50335956,0.5901104,0.7880098,0.44483316,0.0,0.377507,0.65598196,0.28782257,0.8099994,0.7430559,0.0,0.0,0.59520674,0.6598699,0.27098158,0.84173363,0.5095861,0.601074,0.86092013,0.9837839,0.7976764,0.78076017,0.2715157,0.0735096,0.62049776,0.53023344,0.58763593,0.24845535,0.69924986,0.0,0.51433253,0.19456686,0.6916813,0.0,0.26523966,0.6837237,0.8017903,0.03508889,0.0,0.0
adastramovie,0.3277162,0.41516498,0.577931,0.0,0.3577973,0.43904024,0.35965535,0.2704261,0.19431886,0.21124287,0.47854403,0.30096853,0.4935306,0.21063598,0.26545942,0.23329903,0.28629234,0.0,0.33415928,0.4761564,0.42102873,0.29890537,0.33186504,0.41313252,0.22729835,0.4255948,0.23881052,0.44300583,0.34520566,0.17623153,0.53113484,0.23840585,0.1312243,0.35204807,0.34240055,0.38322884,0.30911395,0.4333242,0.35690212,0.25288403,0.3398348,0.41288912,0.0,0.43976548,0.24116768,0.2540268,0.3627773,0.40657538,0.23388496,0.33640578,0.019949831,0.0457141,0.31907588,0.15949209,0.15217194,0.18864383,0.3836396,0.4781673,0.16245382,0.4223526,0.020894684,0.45063874,0.0,0.38907683,0.2763808,0.29186475,0.22259134,0.2665261,0.0,0.19603269,0.2065559,0.47591054,0.51880467,0.29847577,0.0,0.17643374,0.30634612,0.16195759,0.32089034,0.3611712,0.0,0.0,0.27607152,0.37661174,0.13898154,0.31041938,0.2834993,0.22278254,0.40958294,0.4434645,0.48521882,0.29279235,0.0,0.06563851,0.33016443,0.23926643,0.36696216,0.14067827,0.2713506,0.0,0.3622569,0.0793148,0.41911745,0.0,0.19868588,0.3855764,0.46819615,0.0,0.0,0.0
adogsjourneymovie,0.74435353,0.7308755,0.9220881,0.0,1.0269867,1.106265,0.24832857,0.4189337,0.5060161,0.6598587,1.2579006,0.7749564,1.3879721,0.41869834,1.0414242,0.3530899,0.5281485,0.0,0.66431904,1.3736786,1.1313816,0.91034424,0.65441835,0.8063303,0.39418936,1.2610699,0.86757886,0.9805464,0.7586224,0.5009535,1.2873795,0.84211874,0.11296542,0.96345913,0.86823106,0.9604469,1.0065556,0.7778583,0.6946189,0.44906825,0.96902144,1.616026,0.0,0.99613833,0.45713508,0.6983912,1.1065929,1.1265879,0.6976231,0.95277154,0.17790994,0.0,0.6881282,0.08487173,0.7161833,0.56584316,0.937138,0.90768164,0.39666086,1.2638713,0.15412065,1.2394351,0.0,1.0487257,1.1330687,0.841382,0.92281866,1.0791582,0.0,0.77408415,0.6051081,1.2696365,1.378647,0.5597565,0.0,0.6059504,0.36981788,0.78775483,0.9664207,0.84943146,0.0,0.0,0.4651679,0.90085626,0.64737195,0.5372468,0.90517133,0.69078404,0.912168,0.9836399,1.0113084,0.77925014,0.29250968,0.3958611,0.86532223,0.6192824,1.235819,0.3148352,1.0109098,0.0,0.6161796,0.11465989,1.0131419,0.0,0.382905,0.7524338,1.3726447,0.112774104,0.064432494,0.0
aftermathmovie,0.37174937,0.3669809,0.3853566,0.0,0.3826943,0.2891317,0.20874731,0.24674171,0.15755755,0.26126215,0.43879554,0.35086036,0.49964094,0.27141178,0.3323732,0.23400491,0.2800902,0.0,0.28830713,0.37125835,0.38239783,0.42859352,0.31676182,0.437757,0.23323323,0.3200234,0.333255,0.345291,0.35489988,0.100668885,0.36130774,0.28197986,0.08213195,0.36363328,0.3127922,0.35257936,0.31936687,0.38288933,0.33067918,0.22975469,0.3331266,0.44228974,0.0,0.33991516,0.24061096,0.32666463,0.35137588,0.40339434,0.16309944,0.30541438,0.08104067,0.0,0.20397012,0.10084107,0.17490736,0.20064458,0.19447684,0.30748367,0.17127264,0.4519999,0.032737058,0.42061445,0.0,0.39707944,0.23184854,0.3361733,0.26135394,0.31971067,0.0,0.18296221,0.37020656,0.26720798,0.5225817,0.22355852,0.0,0.24322239,0.2228085,0.16320682,0.305277,0.28279728,0.0,0.0,0.281334,0.3974595,0.075718105,0.3015939,0.25120777,0.22556047,0.2935912,0.34297606,0.41975838,0.43872672,0.0,0.034870204,0.27971217,0.2552463,0.42261812,0.07480447,0.40907526,0.0,0.28441727,0.027096763,0.2136027,0.0,0.073403805,0.35609993,0.46834064,0.033410937,0.014107036,0.0
aftermovie,0.46097872,0.33126915,0.43984437,0.0,0.5324289,0.4187926,0.30262062,0.3883481,0.07596405,0.2949252,0.41977474,0.3879048,0.48958704,0.33568367,0.52756447,0.03834035,0.16501819,0.0,0.34990367,0.4138157,0.48154482,0.41182047,0.37266845,0.46829706,0.13117248,0.43702787,0.41184896,0.21527496,0.42273533,0.16637307,0.5646061,0.38604438,0.20698397,0.35596788,0.3794682,0.41970265,0.3294702,0.39657828,0.33551133,0.39354897,0.42516774,0.5420652,0.0,0.49766734,0.118765354,0.36207715,0.31330836,0.50307494,0.21724065,0.5029207,0.1784277,0.0,0.41311505,0.122872405,0.25440806,0.13895318,0.32352784,0.39049193,0.13682596,0.5300065,0.06940706,0.5190759,0.0,0.3540677,0.3319726,0.5032888,0.41247097,0.36791885,0.0,0.3056331,0.35251045,0.2970487,0.6438325,0.31910524,0.0,0.32229823,0.230491,0.13918063,0.5222937,0.36422735,0.0,0.0,0.32205856,0.5938325,0.16278473,0.4357841,0.30635023,0.33956242,0.40512824,0.43502894,0.5731912,0.500936,0.025518104,0.0,0.25420204,0.3504452,0.4722807,0.2087749,0.503135,0.0,0.3058106,0.1325428,0.33337656,0.0,0.20342052,0.42627922,0.6174904,0.0,0.023702253,0.0
ahiddenlifefilm,0.18732989,0.17263217,0.22621405,0.0,0.1892699,0.13547374,0.1264101,0.13002539,0.108321115,0.11943795,0.21804883,0.14659774,0.22215556,0.13151373,0.1624077,0.084775686,0.152536,0.0,0.15899454,0.19514199,0.20639645,0.1824035,0.1719391,0.15751354,0.09911646,0.18135759,0.17423049,0.16007432,0.16164252,0.06934364,0.21318851,0.15811133,0.056230016,0.16406085,0.15995318,0.18325517,0.16550349,0.19093075,0.15950982,0.105086066,0.1329295,0.23563027,0.0,0.21040913,0.082126245,0.15479168,0.18051623,0.16772228,0.108361766,0.18365848,0.06936588,0.0,0.12399253,0.0597891,0.113757625,0.1015304,0.1354036,0.19043654,0.08117285,0.22903204,0.037499685,0.22723554,0.0,0.18984994,0.14226505,0.18514815,0.17891863,0.14164606,0.0,0.13413097,0.16750959,0.18998155,0.2549248,0.111743756,0.0,0.10657229,0.12024985,0.102391034,0.20287223,0.14802565,0.0,0.0,0.121016845,0.19097084,0.081237644,0.16089801,0.15108737,0.09109294,0.17212419,0.19825056,0.20781963,0.18695612,0.032040592,0.060647096,0.15689701,0.13767485,0.203034,0.07961174,0.1803521,0.0,0.13498458,0.071815975,0.14349619,0.0,0.075649925,0.17191267,0.24142897,0.05327683,0.037642688,0.0
alitamovie,0.6683897,0.64945424,0.6619571,0.0,0.714202,0.61209005,0.5802657,0.46830547,0.60370296,0.48131067,0.74202216,0.5400881,0.86518294,0.5135844,0.5749494,0.41289148,0.51133,0.0,0.7628969,0.7325604,0.6870263,0.4780687,0.5972247,0.5668485,0.31950402,0.70874155,0.5363715,0.6033184,0.63774157,0.3342803,0.8814233,0.5936186,0.47677863,0.48084277,0.7706395,0.6049971,0.5288924,0.6028761,0.6806047,0.39212695,0.33564085,0.80123067,0.0,0.7022376,0.21802072,0.5303914,0.7140316,0.53023523,0.554675,0.8649658,0.26602235,0.0,0.5748028,0.23900226,0.36200067,0.38246796,0.6009433,0.6575077,0.20813309,0.9482225,0.0,0.7559516,0.0,0.51149297,0.43706933,0.7554562,0.46754915,0.3348707,0.0,0.4698794,0.42343652,0.5718466,0.8990508,0.18594025,0.0,0.3072774,0.5804538,0.18752888,0.6275719,0.49077958,0.0,0.0,0.56010056,0.67158407,0.32824212,0.3149564,0.40018094,0.5027587,0.70248085,0.92230356,0.40699467,0.6458117,0.0,0.09330933,0.64761007,0.7121166,0.5812998,0.22253564,0.60876024,0.0,0.56325567,0.32020625,0.39590123,0.0,0.3263952,0.8232132,0.68209374,0.30773112,0.0,0.0
