movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109
21bridgesmovie,0.28746486,0.17973022,0.55428964,0.46619794,0.35999027,0.16765366,0.40367356,0.07778476,0.4496065,0.5338069,0.34672317,0.5181697,0.5911801,0.5346975,0.45299983,0.56767195,0.38157544,0.0,0.3511951,0.06857419,0.16830248,0.45664155,0.18737364,0.53815836,0.52666426,0.2820535,0.36730668,0.5049946,0.39751312,0.4035795,0.17923388,0.37492606,0.29642653,0.3647651,0.5825739,0.13624829,0.29167402,0.5833661,0.30762914,0.0,0.0,0.029260894,0.3976867,0.31353164,0.40677878,0.2048043,0.017669396,0.585284,0.4200723,0.4266688,0.07411677,0.44582462,0.2826821,0.5000451,0.28955472,0.5614792,0.30867663,0.34249654,0.24898857,0.1355196,0.32430747,0.37634894,0.55437165,0.5452113,0.41820502,0.40639746,0.3773455,0.0,0.48345843,0.25014976,0.25657892,0.0,0.0,0.11544598,0.4196924,0.16640127,0.33720464,0.3133093,0.21779096,0.49238035,0.0,0.50743395,0.29586154,0.38800454,0.25528342,0.0,0.48458064,0.22586644,0.3594031,0.578388,0.16437978,0.09375815,0.0,0.47420362,0.49948126,0.45163918,0.3078187,0.38622284,0.55674434,0.17167546,0.34984633,0.074588254,0.0,0.13761558,0.0,0.5742241,0.45828345,0.3645519,0.19035201,0.2876549
47metersdown,0.4480623,0.15158617,0.4674421,0.68461037,0.221179,0.11110823,0.4932979,0.34788442,0.3471693,0.57968855,0.34515932,0.7920185,0.7519382,0.47215262,0.67321265,0.4462094,0.50734067,0.0,0.39453483,0.088592514,0.30537435,0.57253814,0.32714865,0.6537508,0.51380277,0.29462707,0.4993876,0.77832395,0.5869677,0.47546515,0.2814305,0.8184988,0.23684537,0.2057106,0.6672637,0.16886638,0.38911828,0.54777277,0.7460102,0.0,0.06817402,0.106511824,0.50359565,0.53182054,0.5502893,0.6455523,0.16756329,0.62044364,0.44058165,0.65125453,0.27840066,0.6815385,0.31779197,0.27112988,0.36966598,0.6261193,0.34091124,0.46137068,0.28344342,0.16618732,0.33160326,0.3131456,0.64010614,0.6715049,0.2976401,0.40502352,0.2704861,0.0,0.3368213,0.452909,0.25094286,0.0,0.0,0.29145932,0.65166706,0.19173689,0.41398767,0.39894378,0.14261027,0.5496702,0.0,0.40843832,0.16335295,0.33462375,0.3098002,0.0,0.5558796,0.43756863,0.5541955,0.68599194,0.51050454,0.58448434,0.0,0.48137802,0.4138704,0.6584935,0.5634957,0.5010784,0.7994552,0.27627918,0.53139174,0.1570547,0.0,0.10638661,0.0,0.6696857,0.570649,0.74081236,0.22053158,0.22724724
abeautifuldaymovie,0.32677135,0.12868601,0.3398923,0.2749801,0.22627513,0.12816203,0.46065965,0.24315085,0.2648759,0.4925855,0.24138346,0.61918396,0.43995985,0.59350437,0.37248075,0.49193946,0.40872383,0.014629993,0.18701334,0.15008286,0.2941366,0.5193733,0.32510206,0.5550651,0.29420382,0.2989412,0.3790936,0.46001917,0.4389333,0.41214678,0.18482688,0.44756082,0.2777751,0.29482865,0.44090655,0.2071775,0.4485292,0.3395917,0.25939378,0.0,0.0,0.07859387,0.33415842,0.3424848,0.3642597,0.29333615,0.23885146,0.3491683,0.37864277,0.57095444,0.0046587694,0.42579794,0.2488402,0.39646077,0.20519891,0.56874937,0.319346,0.34059522,0.42367774,0.06793128,0.35873798,0.35721692,0.56436926,0.5812446,0.22621171,0.36472166,0.22754087,0.0,0.36482975,0.2287659,0.25218818,0.0,0.0,0.15195487,0.51665837,0.19452667,0.3783239,0.3337382,0.33807138,0.2405529,0.0,0.5049614,0.2744522,0.33974972,0.44154933,0.0,0.3730265,0.3633354,0.4628602,0.50810915,0.22459304,0.14421809,0.0,0.523505,0.47488517,0.40243927,0.3152875,0.42836192,0.54353815,0.3663239,0.5377768,0.025465038,0.0,0.16434385,0.0,0.53345495,0.21030918,0.4364938,0.26975697,0.34665528
abominablemovie,0.52043897,0.30980265,0.8692766,0.77363896,0.33694127,0.28307447,0.74642485,0.27475092,0.48852542,0.9550206,0.19488394,0.8652193,0.83914244,0.44430685,0.7295677,0.71402067,0.47494406,0.0,0.6064536,0.22284669,0.40634397,0.93375134,0.49341848,1.2157502,0.5740702,0.44675523,0.73757046,0.9626195,0.8535897,0.7812839,0.27374968,0.55036736,0.50032115,0.3692403,0.76597774,0.3200235,0.5040271,0.73503864,0.49600807,0.0,0.0,0.14710842,0.4747461,0.6007424,0.8502515,0.10195708,0.24959046,0.6458949,0.24230069,0.5152495,0.07547733,0.71214694,0.29811224,0.84076625,0.5176634,0.9283431,0.28311643,0.42500028,0.74144304,0.18299755,0.41593844,0.40700048,0.88864213,1.0108023,0.6554374,0.36864185,0.68952286,0.0,0.6677977,0.48710147,0.31762767,0.040478956,0.0,0.3104129,0.72714925,0.27717987,0.55103874,0.45189676,0.11749692,0.62391603,0.0,0.694432,0.62143075,0.28971726,0.6986033,0.0,0.70040923,0.7822712,0.5071112,0.63971996,0.49619514,0.27691302,0.0,0.90052825,0.51818967,0.7360485,0.26415974,0.65955037,1.0401044,0.5087418,0.5730461,0.11075171,0.0,0.25213677,0.0,0.7216281,0.55987287,0.7629089,0.57825357,0.54601324
adastramovie,0.27647325,0.10383099,0.3773914,0.30737707,0.1230133,0.09842075,0.48170856,0.11546041,0.28916118,0.45661977,0.15366799,0.38404405,0.4961162,0.40142697,0.48707652,0.3957116,0.3364461,0.0,0.43522987,0.114909634,0.20364296,0.46799678,0.20684281,0.5320977,0.24731532,0.31462076,0.3082512,0.26935557,0.37578583,0.4512131,0.109765515,0.4519324,0.32519454,0.19782647,0.4284354,0.09014398,0.30865806,0.41310373,0.37686142,0.0,0.0,0.0,0.22154151,0.22141457,0.31071705,0.33434698,0.0,0.41911188,0.18169387,0.45472336,0.09297374,0.35828656,0.30704546,0.3602448,0.24069785,0.5269772,0.28115496,0.34767804,0.27822784,0.20740929,0.42451808,0.32506055,0.5009546,0.5702818,0.18462326,0.31626934,0.29552436,0.0,0.38879085,0.15613705,0.1811894,0.01457715,0.0,0.11078442,0.31301546,0.19125971,0.37627953,0.4349932,0.3066848,0.2484506,0.0,0.19306615,0.36535478,0.31868863,0.38189277,0.0,0.32713932,0.2615585,0.30204448,0.46722406,0.19808403,0.3005939,0.0,0.3400992,0.30541736,0.34354648,0.181775,0.32814842,0.3871193,0.16892265,0.37991282,0.040991083,0.0,0.095359355,0.0,0.49384964,0.34542578,0.35686907,0.234819,0.3001067
adogsjourneymovie,0.47972348,0.4666186,0.86759305,0.7332794,0.30164132,0.31368756,0.8141281,0.29249707,0.8459629,1.2482822,0.2797808,1.1993792,0.9577489,0.9042446,0.79564124,0.9186304,0.8337706,0.0,1.2204177,0.38935935,0.54589146,0.9451622,0.8341968,1.0072801,0.8479768,0.7795121,1.1276038,1.2286336,0.9106924,1.1303214,0.38965836,0.8473731,0.90236294,0.0969626,0.9616441,0.3052357,0.9609306,0.85622627,0.6847291,0.0,0.0,0.094313964,0.8335714,0.7876407,1.041994,0.52639216,0.05640039,0.9506407,0.6357098,1.1401461,0.33885974,0.91052014,0.3880547,0.779907,0.46896815,1.3080715,0.71542203,1.0141284,0.92031854,0.44622105,0.75282854,0.30347344,1.0080016,1.144944,0.515339,0.49787334,0.8792178,0.0,1.2120992,0.63610053,0.3555866,0.0,0.0,0.51423424,1.136192,0.09586276,0.25941285,1.0770525,0.6293851,1.0391473,0.0,0.85665256,0.5325122,0.49271798,0.5877781,0.0,0.88282853,0.55642575,0.7451879,0.48620892,0.5643397,0.09730171,0.0,0.77950543,0.9518243,0.9034609,1.0472546,0.9524306,0.99225616,0.45698762,0.68501663,0.1253256,0.0,0.18842833,0.0,1.149729,0.91273105,0.8100141,0.53106433,0.48497936
aftermathmovie,0.26515526,0.12331965,0.32371578,0.29297298,0.15606855,0.18961057,0.32630858,0.11053294,0.23214918,0.32942227,0.17674203,0.406549,0.37206486,0.4137419,0.43727458,0.3764111,0.30570665,0.031335317,0.3353135,0.089187875,0.28840187,0.38860008,0.1567255,0.5322034,0.31280595,0.36009344,0.25432083,0.37572837,0.3894967,0.4419366,0.16272333,0.36232656,0.16273475,0.32506335,0.3983818,0.162665,0.3280373,0.37920654,0.1700373,0.0,0.0,0.09522557,0.34370005,0.21527699,0.23826216,0.31778678,0.047201514,0.34963435,0.16884449,0.37631068,0.07683337,0.37526882,0.22383866,0.29699725,0.3100326,0.3871014,0.25482848,0.30651054,0.3259241,0.13506702,0.24156909,0.2053108,0.4577179,0.49064642,0.22533846,0.2861594,0.26120383,0.0,0.40026513,0.27662697,0.14485939,0.0,0.0,0.10966185,0.3711057,0.038590074,0.20108174,0.2820019,0.16344142,0.3195939,0.0,0.40546978,0.22362536,0.30654123,0.34849256,0.0,0.34845603,0.21253023,0.24806014,0.33741724,0.18158703,0.1672534,0.0,0.2903105,0.38420886,0.34680906,0.27911973,0.32198268,0.3727088,0.28556973,0.4064322,0.06788177,0.0,0.15558003,0.0,0.32847762,0.28282395,0.30369622,0.20301649,0.29528618
aftermovie,0.25198463,0.13954696,0.5478899,0.42566937,0.22807875,0.30433932,0.38608003,0.15994638,0.22422576,0.43905625,0.23210704,0.45535612,0.50789493,0.35503078,0.464069,0.48586544,0.25407848,0.0,0.5369907,0.1272612,0.3417633,0.38560188,0.30180773,0.563595,0.3893323,0.3519146,0.407162,0.57070845,0.45520967,0.35719758,0.2870815,0.4355895,0.3168407,0.1991075,0.4437581,0.07446764,0.41690782,0.34983298,0.46496102,0.0,0.0,0.0,0.3105763,0.39355472,0.33957863,0.38548332,0.07554219,0.5129686,0.3090339,0.48860464,0.0849019,0.4732681,0.30912045,0.38102552,0.2479634,0.500967,0.2831175,0.458787,0.3109674,0.15623417,0.3076597,0.2921851,0.48089546,0.47290915,0.2469918,0.36215436,0.34988207,0.0,0.3251494,0.4733014,0.11349734,0.0,0.0,0.16403657,0.45169306,0.12494774,0.21361004,0.38878316,0.21893468,0.54886186,0.0,0.32660267,0.38513198,0.37318736,0.2757111,0.0,0.3893543,0.4178571,0.41841713,0.60777146,0.31714824,0.17866237,0.0,0.36317465,0.33398414,0.41093627,0.3076899,0.3562926,0.49047124,0.2522381,0.44499853,0.009376631,0.0,0.17685553,0.0,0.54476315,0.48654822,0.4099813,0.29760227,0.22135836
ahiddenlifefilm,0.13541348,0.09556235,0.18502714,0.16839424,0.081422605,0.073390126,0.18087888,0.06268202,0.12925363,0.20928037,0.08235312,0.2344614,0.2143605,0.18635464,0.2007725,0.19612204,0.14574774,0.0,0.14644462,0.057994165,0.12153702,0.1982908,0.10088199,0.2394951,0.15491438,0.1340415,0.16252197,0.21586727,0.18862867,0.19749112,0.103107624,0.20296907,0.115313634,0.111497,0.20443252,0.07255551,0.171376,0.18144979,0.13456848,0.0,0.0,0.020998174,0.14260715,0.13189104,0.18447335,0.1431095,0.047058664,0.19206192,0.13738066,0.18662955,0.05385522,0.1848206,0.10888079,0.17186113,0.10809675,0.22428495,0.11287076,0.1638062,0.13241187,0.07016687,0.12154004,0.13977791,0.25240743,0.23358387,0.12976746,0.16480038,0.12904124,0.0,0.16173309,0.1453779,0.08028877,0.0,0.0,0.08162814,0.19545916,0.06932527,0.13836914,0.13681263,0.10494232,0.18814889,0.0,0.1735077,0.124245495,0.12586242,0.17699829,0.0,0.18619911,0.13922979,0.16909601,0.21255176,0.10677194,0.10013457,0.0,0.1870203,0.18244849,0.19507201,0.11983989,0.1420939,0.22460073,0.1313986,0.18879607,0.029625215,0.0,0.0611381,0.0,0.21901779,0.14842334,0.16553691,0.112211615,0.113441266
alitamovie,0.3425374,0.2525689,0.71343905,0.39175177,0.26812026,0.22528067,0.37560132,0.21505861,0.36989766,0.43928495,0.28316003,0.70092696,0.71229446,0.7409451,0.59276956,0.58375317,0.45168957,0.0,0.42307305,0.30545905,0.34903803,0.5509218,0.15615833,0.59189856,0.33080572,0.41618028,0.37764874,0.6229363,0.6750443,0.37899187,0.04864173,0.4458934,0.51465195,0.44617382,0.47721663,0.005759159,0.42437002,0.5128283,0.4341093,0.0,0.0,0.0,0.24891673,0.576264,0.57106966,0.28810865,0.358285,0.6331896,0.20308487,0.63264084,0.03956284,0.5184186,0.5000857,0.29983497,0.18742174,0.4907057,0.22842254,0.3005827,0.40971905,0.17390567,0.43175343,0.5358365,0.76428384,0.6314012,0.38619727,0.35496268,0.3473602,0.0,0.42001754,0.20678852,0.0676747,0.04231551,0.0,0.26380813,0.566653,0.24704814,0.4366258,0.4545921,0.5306696,0.39858967,0.13340396,0.58270067,0.4675336,0.30346328,0.66449356,0.0,0.39016497,0.23865584,0.41458198,0.67927915,0.1837436,0.2663226,0.04383228,0.52774495,0.42369133,0.39043063,0.5286736,0.31932205,0.58527124,0.35559154,0.5214578,0.21009788,0.0,0.20501631,0.0,0.5233787,0.40774694,0.53038937,0.4026387,0.3886409
