movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59
21bridgesmovie,0.8301869,0.0,0.0,0.0,0.5344196,0.5728598,0.7673857,0.0,0.6327746,0.5053451,0.79941016,0.4451891,0.4234718,0.587586,0.2676622,0.39798218,0.4287857,0.4589075,0.32356885,0.267882,0.4430746,0.4204378,0.072813146,0.3967521,0.35266528,0.5136649,0.0,0.6873936,0.48909035,0.5045527,0.34969497,0.3765348,0.5184493,0.0,0.40580675,0.6535429,0.47983918,0.20555767,0.92450327,0.46325794,0.31168768,0.99740976,0.536175,0.6041074,0.31514007,0.9376592,0.3190654,0.0,0.2964042,0.1063036,0.685671,0.7732236,0.69590855,0.5069268,0.67749393,0.3948594,0.6852679,0.4292681,0.45354363,0.45596337
47metersdown,0.8186536,0.0,0.0,0.0,0.5150674,0.6486925,0.68708694,0.0,0.5624903,0.5366222,0.5006262,0.55772257,0.2677192,0.45100468,0.49124265,0.38945603,0.567007,0.6482611,0.27591506,0.11402271,0.18583429,0.44686925,0.0714964,0.21160993,0.3376342,0.4293579,0.0,0.37611306,0.5433933,0.24056464,0.45161623,0.26856276,0.5451396,0.0,0.2352906,0.39932954,0.42670053,0.05403289,0.7846415,0.38856718,0.27882352,0.9353144,0.40791216,0.51453936,0.5213365,0.57218736,0.3701649,0.0,0.48985654,0.06624718,0.38441607,0.6010832,0.93514556,0.43772373,0.854658,0.4967609,0.6803055,0.4810839,0.4454734,0.30573505
abeautifuldaymovie,0.5093332,0.0,0.0,0.0,0.32880023,0.5314055,0.5442343,0.0,0.42627755,0.370117,0.63710636,0.47232756,0.33271766,0.4323611,0.2065453,0.35388663,0.24449016,0.5184766,0.21906687,0.077777855,0.43174037,0.24164507,0.0,0.27333075,0.26999676,0.41077363,0.0,0.5615095,0.3055804,0.22715913,0.46903855,0.3563321,0.6020869,0.0,0.38878852,0.3757473,0.4236199,0.0,0.8064268,0.473384,0.36817583,0.5925106,0.17504193,0.5079338,0.21691565,0.56232244,0.38791132,0.0,0.37779132,0.15281272,0.5749615,0.5948342,0.55764973,0.4234384,0.587391,0.4002107,0.4282458,0.4139487,0.4671515,0.24655299
abominablemovie,0.9022221,0.0,0.0,0.0,0.46192026,0.65206337,0.8556428,0.0,0.49642769,0.71458715,1.0471479,0.27044627,1.0991257,0.57770467,0.48021033,0.69160783,0.697928,0.65815216,0.38775247,0.10931538,0.4019461,0.4416069,0.103886135,0.7497176,0.12524463,0.83640033,0.0,1.0243084,0.6897536,0.92555445,0.5101309,0.5407097,0.8609419,0.0,0.46100914,0.76767987,0.45099625,0.2819217,1.0210385,0.83614963,0.0,1.0478905,0.8851623,0.7449886,0.28768274,1.2055622,0.8160019,0.0,0.5816073,0.1303867,1.0643656,0.8739948,0.8504587,0.44551265,0.9902415,0.5239515,0.8389903,0.96171767,0.6688547,0.66942227
adastramovie,0.3623898,0.0,0.0,0.0,0.47192463,0.47959957,0.6811776,0.0,0.42541727,0.4194009,0.47072518,0.33289525,0.36762875,0.48930696,0.35905308,0.2749095,0.30565336,0.49628136,0.45325825,0.20262085,0.5024203,0.24966143,0.059415504,0.3874422,0.29012388,0.4600734,0.0,0.53879005,0.5100588,0.2077009,0.43161964,0.19825543,0.48218423,0.0,0.35140914,0.5136586,0.39598304,0.008949042,0.7928285,0.51368845,0.25750884,0.8201775,0.40381625,0.4473298,0.44185883,0.4537947,0.16469803,0.0,0.5111354,0.19389457,0.42900115,0.4060428,0.5743976,0.46004128,0.61251456,0.22712134,0.56116843,0.46249735,0.39357942,0.33178163
adogsjourneymovie,1.1269716,0.0,0.0,0.0,1.2857355,1.3505353,1.1534288,0.0,0.8766789,0.7511403,0.6379749,0.5179599,1.1377239,0.253822,0.14043865,0.8484129,0.35017174,1.3313093,0.9297988,0.4968153,0.7474133,0.28990024,0.0,0.76416135,0.68903685,1.1060065,0.0,1.5742781,1.3034714,0.8600282,0.8231554,0.89919186,1.2310237,0.0,0.7090651,1.2041034,1.1099812,0.24928935,1.6975366,1.4017333,0.51416236,2.0029058,0.7148032,1.11714,0.36119208,1.3953816,0.60490155,0.0,0.74249774,0.28600278,1.1899095,1.0589299,1.6093966,0.9165416,1.1008499,1.0602663,1.3570396,0.87939507,0.67234087,0.8360139
aftermathmovie,0.50925237,0.0,0.0,0.0,0.38998199,0.5313298,0.547419,0.0,0.45753118,0.1779021,0.5642652,0.35259578,0.34601015,0.33493313,0.2717511,0.44252694,0.31586882,0.5574598,0.202108,0.28069305,0.27846125,0.2299407,0.11799526,0.30190364,0.32428613,0.27838182,0.0,0.44871664,0.41909155,0.21777375,0.33516324,0.16653569,0.34884363,0.0,0.32114476,0.36640418,0.3866901,0.13554814,0.6297642,0.43611494,0.30345088,0.6193008,0.46330407,0.3284075,0.28060538,0.4656056,0.30585343,0.0,0.47717273,0.17140216,0.4487086,0.32333475,0.47373128,0.37622932,0.621814,0.35165688,0.61019135,0.34457576,0.37785307,0.32081556
aftermovie,0.57891583,0.0,0.0,0.0,0.28604946,0.527272,0.56127936,0.0,0.6860874,0.40717348,0.70891654,0.4403899,0.32943618,0.5579808,0.27543592,0.32108694,0.34670687,0.65856963,0.18302535,0.05769109,0.31942374,0.32859078,0.10171831,0.29589447,0.25024018,0.3036604,0.0,0.47855783,0.3760064,0.25974748,0.4611311,0.23707059,0.41455865,0.0,0.5452786,0.43083695,0.39852145,0.15516968,0.85299987,0.2935708,0.3668047,0.731899,0.4636112,0.665381,0.22766699,0.5634572,0.44026116,0.0,0.63561845,0.20937279,0.49983138,0.5995363,0.49819577,0.36723387,0.58912355,0.35115317,0.5735144,0.3688075,0.6248239,0.24472341
ahiddenlifefilm,0.31622505,0.0,0.0,0.0,0.22400224,0.28839412,0.3206679,0.0,0.25799084,0.21805707,0.32641575,0.2388885,0.22657155,0.19824874,0.124780364,0.21984145,0.20844641,0.29724145,0.1541905,0.11319566,0.21782215,0.15626815,0.0407033,0.19163236,0.17597882,0.23323637,0.0,0.30298534,0.23588866,0.17174198,0.18992047,0.1405035,0.2907217,0.0,0.18705688,0.27324334,0.23738271,0.06373501,0.40415764,0.23222804,0.17380044,0.43950155,0.21294254,0.2785074,0.14415014,0.30697823,0.18539882,0.0,0.25717816,0.122284375,0.27790493,0.24985437,0.34338063,0.2153765,0.32862017,0.20473504,0.29401022,0.23768818,0.22918335,0.17486872
alitamovie,0.718523,0.0,0.0,0.0,0.55207956,0.6617167,0.93821967,0.0,0.6063387,0.50482374,0.7877745,0.6699296,0.32167655,0.43048498,0.24339822,0.15583715,0.6838585,0.9384326,0.17110151,0.34932098,0.5344315,0.4738361,0.14696033,0.29790124,0.4349414,0.4241324,0.0,0.76363796,0.5993127,0.33940083,0.606192,0.54957247,0.5618062,0.0,0.378039,0.7891813,0.6138725,0.16646804,1.0126835,0.48862296,0.61222535,1.1238621,0.26919407,0.69584495,0.41494292,0.8309235,0.24120364,0.0,0.5204178,0.0,0.28476378,0.72168374,0.9131794,0.56551814,0.92307,0.36478236,0.8091521,0.5920598,0.76537204,0.56359434
