movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139
21bridgesmovie,0.24394283,0.25391185,0.16990529,0.114121914,0.3453301,0.29979438,0.46856722,0.2945148,0.61669225,0.5177301,0.020267468,0.42155236,0.42538103,0.3958364,0.26740587,0.33407584,0.5351969,0.39964977,0.33808252,0.36029172,0.48829952,0.3873815,0.35402352,0.07379402,0.4147458,0.6723838,0.5069447,0.3681324,0.34232786,0.41914618,0.29674008,0.083385095,0.1670825,0.22995798,0.5574191,0.5641522,0.31035727,0.24469769,0.104981095,0.0,0.30115035,0.22630431,0.087557375,0.0,0.19757368,0.50519323,0.50846195,0.48592088,0.26066306,0.0,0.3966715,0.34834743,0.6814762,0.38151494,0.45774242,0.0,0.0,0.5194611,0.33602536,0.1874998,0.4851544,0.0,0.4665772,0.0,0.19246984,0.0,0.25983796,0.0,0.40617025,0.28341115,0.32284302,0.45347413,0.56391656,0.71920466,0.0,0.680737,0.0,0.36495936,0.3534009,0.27288958,0.54641455,0.38239896,0.0,0.2521717,0.40372252,0.0,0.4976797,0.6653007,0.37095457,0.5013974,0.0,0.35657352,0.26575467,0.26913834,0.0,0.0,0.0,0.2551781,0.3294972,0.32391614,0.35635602,0.3450423,0.5184601,0.45307124,0.48665342,0.41311538,0.36512816,0.4275738,0.22277021,0.0,0.2366345,0.0,0.5481553,0.4054118,0.69235605,0.0,0.5510084,0.50012565,0.0,0.29147395,0.35364944,0.30154958,0.55317813,0.0,0.47033593,0.5815956,0.33080614,0.56463933,0.09721719,0.44666424,0.0,0.49970287,0.0,0.42488348,0.0,0.21995755,0.0,0.2691392,0.49050894,0.4931383
47metersdown,0.40187296,0.39925748,0.12680279,0.25492746,0.41776493,0.11685145,0.5198126,0.4268997,0.5483968,0.5265541,0.0,0.52679133,0.503364,0.5467324,0.33330658,0.5083906,0.43114096,0.48398536,0.45478344,0.34320953,0.43142578,0.33937344,0.6072576,0.28901774,0.68148357,0.821693,0.72415453,0.46266797,0.37945306,0.7925666,0.4404587,0.04982316,0.13034816,0.25308204,0.5478069,0.73845434,0.6058145,0.32923943,0.25021973,0.0,0.42940265,0.33761567,0.0,0.0,0.091977105,0.43415678,0.61360115,0.67180383,0.39842284,0.0,0.839441,0.43639618,1.0421172,0.65016,0.39595905,0.0,0.0,0.47574273,0.52208304,0.06476484,0.6065492,0.0,0.57143605,0.0,0.35384142,0.0,0.42872876,0.0,0.27269247,0.17171787,0.35121098,0.6272546,0.6706052,0.93819207,0.0,0.5754,0.0,0.5771853,0.44100818,0.2325729,0.43721277,0.52362746,0.0,0.38592157,0.6390069,0.0,0.75989836,0.82428026,0.6269811,0.47114366,0.0,0.41278324,0.28667432,0.30712834,0.0,0.0,0.2022191,0.40070048,0.29428443,0.55537146,0.3204348,0.47333875,0.46797055,0.42656508,0.7087143,0.4952132,0.63031244,0.50400853,0.16161641,0.0,0.22952484,0.0,0.7021715,0.35457522,0.75462925,0.0,0.60870916,0.45618677,0.11693759,0.6172576,0.35434148,0.15572894,0.74682266,0.0,0.7456419,0.6058237,0.5640311,0.53441834,0.20385692,0.47377318,0.0,0.66672266,0.0,0.60094464,0.0,0.03347659,0.0,0.10055746,0.6295479,0.5735758
abeautifuldaymovie,0.13513592,0.31928253,0.1192752,0.17918624,0.27064988,0.1530942,0.37639052,0.2379693,0.42417607,0.4749084,0.13968492,0.47631735,0.23061326,0.2751524,0.29712632,0.09839606,0.31566346,0.27047026,0.3436157,0.3931402,0.31232166,0.21210167,0.38480267,0.14842938,0.49189436,0.5477704,0.43538997,0.30004075,0.36451668,0.29422906,0.21793118,0.02507921,0.014174603,0.262322,0.2767961,0.4489747,0.3177361,0.26669452,0.0,0.0,0.27078578,0.15634309,0.092576765,0.0,0.0,0.38960347,0.3904597,0.3849379,0.19444545,0.0,0.3412483,0.37713742,0.3876508,0.45407096,0.47635183,0.0,0.0,0.32154813,0.24682394,0.1335395,0.3809966,0.0,0.4215273,0.0,0.2325749,0.0,0.27097392,0.0,0.40582865,0.286432,0.23563029,0.23943494,0.36519396,0.5765328,0.0,0.3283252,0.0,0.24655363,0.27165255,0.23283224,0.35919032,0.26423046,0.0,0.30160838,0.29413927,0.0,0.47834104,0.30563506,0.37987685,0.4389204,0.0,0.28984153,0.32579234,0.2143732,0.0,0.0,0.008681946,0.22155075,0.06998704,0.30263868,0.25632864,0.22448649,0.2643916,0.3729531,0.3849871,0.40917185,0.32342088,0.3317177,0.14874466,0.0,0.2698882,0.0,0.3950442,0.16221747,0.48117548,0.0,0.31340685,0.3398043,0.0,0.10331203,0.3425308,0.18265726,0.47923335,0.0,0.3547181,0.46837884,0.27317014,0.347718,0.10844036,0.22544587,0.0,0.32175618,0.0,0.3142106,0.0,0.17513134,0.0,0.06629702,0.35599917,0.38456082
abominablemovie,0.4207551,0.46628666,0.2881869,0.0,0.51394814,0.15987894,0.6812452,0.5565547,0.96258825,0.7298568,0.024003778,0.711361,0.5985028,0.6558473,0.5672629,0.5522299,0.7544571,0.47196478,0.3997096,0.6159103,0.8141416,0.68999726,0.61191356,0.08049779,0.90506333,0.96794754,1.0506877,0.3003963,0.38638735,0.7673733,0.61284053,0.07660632,0.18896958,0.42229217,0.79438347,0.90927726,0.60161436,0.49340013,0.09637833,0.0,0.27940878,0.4122476,0.12000779,0.0,0.073228724,0.5808423,0.65107834,0.6286484,0.5934402,0.0,0.7156296,0.21044838,0.9225574,0.6009727,0.7545481,0.0,0.0,0.5564104,0.64810634,0.23783381,0.46505374,0.0,0.8073743,0.0,0.3271403,0.012240179,0.3823884,0.0,0.7412705,0.5617437,0.43025485,0.6307465,0.83545613,0.89243954,0.0,0.68724173,0.0,0.5890597,0.4659434,0.48420507,0.5943677,0.5367238,0.0,0.29553807,0.4648691,0.0,0.7527198,0.46741822,0.87238145,0.49778756,0.13466644,0.40538356,0.5208932,0.6091969,0.0,0.0,0.031905804,0.3938173,0.37644064,0.7878052,0.55405843,0.55034274,0.65462893,0.64640224,0.8288236,0.6064073,0.36804414,0.7803162,0.15743448,0.0,0.15143694,0.0,0.7452527,0.4595616,0.90055424,0.0,0.78447527,0.7310297,0.0,0.6519135,0.2904051,0.38913295,0.9044531,0.0,0.831484,0.7179608,0.43938956,0.81927234,0.2712687,0.47733402,0.0,0.60372204,0.0,0.6780793,0.0,0.1135073,0.0,0.38110176,0.65900826,0.8585959
adastramovie,0.23755193,0.34498698,0.045078102,0.16806608,0.24988446,0.2534124,0.36489415,0.21208826,0.41953647,0.3163945,0.05637668,0.39047164,0.31393227,0.22125667,0.3544102,0.15737948,0.3825844,0.27288312,0.37340307,0.19508854,0.3419582,0.29028058,0.2886872,0.20743129,0.3596006,0.5666868,0.33366957,0.2887815,0.25463083,0.336498,0.29288074,0.016797647,0.16825844,0.094895706,0.42794213,0.33777604,0.07664563,0.13910615,0.0,0.0,0.29645714,0.08542019,0.0,0.0,0.05579898,0.28280574,0.4711454,0.32182202,0.35243857,0.0,0.31365237,0.25622997,0.5264852,0.3366054,0.45543024,0.0,0.0037062587,0.33876964,0.2749763,0.11811674,0.27976924,0.0,0.40332398,0.0,0.25472346,0.0,0.22788426,0.0,0.28573084,0.14890179,0.36369637,0.3598523,0.49159968,0.57878524,0.0,0.3319779,0.0,0.21954274,0.39704534,0.17906286,0.3356778,0.32682854,0.0,0.17268646,0.58093417,0.0,0.38434115,0.39198437,0.3883003,0.4773212,0.0,0.36614597,0.41973996,0.3708571,0.0,0.0,0.18767618,0.25003424,0.2669354,0.33389074,0.2832775,0.33624527,0.37162817,0.32146406,0.3074642,0.32057178,0.37352484,0.342902,0.14114104,0.0,0.108418606,0.0,0.46918204,0.35199946,0.43586242,0.0,0.40415505,0.41307336,0.0,0.1139613,0.41271994,0.10513432,0.47722644,0.0,0.4329907,0.2242797,0.388965,0.3002737,0.24543017,0.2676871,0.0,0.4778036,0.0,0.35133624,0.0,0.15669876,0.0,0.27285394,0.3541441,0.44089556
adogsjourneymovie,0.61666703,0.91233164,0.31207687,0.48520988,0.37121418,0.21988127,1.0172588,0.8495657,1.1260163,1.1906753,0.22122538,1.0823276,0.8969932,1.1491836,0.49468675,0.7964546,0.93064994,0.6785528,0.6053261,0.5313803,1.1622233,0.7327957,0.9811951,0.32952175,1.3189596,1.5794549,1.5546569,0.6030502,1.0015696,0.9392703,0.83258784,0.0,0.30664673,0.85675013,1.0316863,1.3760102,0.72142273,0.5296952,0.06794202,0.0,0.56921905,0.5628797,0.12929788,0.0,0.1590048,1.0939301,1.4145793,0.883371,0.818829,0.0,1.0562099,0.4632833,1.2997915,1.2729746,0.9418324,0.0,0.0,0.82218885,0.7747009,0.38206306,0.8613926,0.0,1.3111827,0.0,0.8042685,0.026791684,0.33623978,0.0,1.0193591,0.7478449,0.7334503,1.2554284,1.3511106,1.616796,0.0,1.0645865,0.0,0.8479347,0.5211275,0.59763634,0.8546991,0.7431147,0.0,0.78401536,0.96210736,0.0,1.15928,0.84333235,1.1413307,0.85061234,0.0,0.44592816,0.756574,0.679896,0.0,0.0,0.5975489,0.9072477,0.91800827,1.1545177,0.53946996,0.78582126,0.9564583,1.1212369,1.1715047,0.9140592,0.8138957,1.0187317,0.29071397,0.0,0.4989424,0.0,0.9714868,0.5266676,1.2654229,0.0,1.0933592,1.1519673,0.08724382,0.5878738,0.9630478,0.14533062,1.320319,0.0,0.8482075,1.0828748,0.63166404,1.3066586,0.46861902,0.74898183,0.0,1.0290606,0.0,1.1445645,0.0,0.44914418,0.0,0.41387364,1.1250967,1.0572048
aftermathmovie,0.24150342,0.3528098,0.17993475,0.12774354,0.23632883,0.13471359,0.34009877,0.29958478,0.32673773,0.4708212,0.04533185,0.34271324,0.2983663,0.28887802,0.2712893,0.1882062,0.3307948,0.19286965,0.3374435,0.20564246,0.3451424,0.27185363,0.327099,0.15335706,0.38509172,0.45724806,0.5221306,0.26803744,0.35562995,0.33873606,0.21835235,0.07742162,0.19688419,0.1262701,0.32450745,0.41252747,0.23735735,0.1602436,0.022801276,0.0,0.38560057,0.1424285,0.04460598,0.0,0.0,0.28102943,0.42966002,0.33434442,0.2242242,0.0,0.38119978,0.22385201,0.41650945,0.30666217,0.41220888,0.0,0.0,0.38419017,0.2750589,0.096546575,0.27739203,0.0,0.38116786,0.0,0.3054956,0.05142753,0.1872142,0.0,0.3105638,0.23939022,0.30830175,0.35284162,0.38767117,0.5908234,0.0,0.3726093,0.0,0.30468604,0.25897953,0.098499,0.30808228,0.327718,0.0,0.23522514,0.3705662,0.0,0.39347586,0.34275597,0.32998776,0.30807853,0.0,0.22734062,0.27053532,0.18315533,0.0,0.0,0.027392458,0.37700576,0.23840913,0.28976142,0.24743094,0.254281,0.29563457,0.367764,0.3533791,0.3372974,0.3065761,0.28081143,0.025193004,0.0,0.20964168,0.0,0.35538313,0.26659757,0.374528,0.0,0.29556668,0.3181516,0.0,0.12874115,0.29252112,0.18982807,0.42620748,0.0,0.40114412,0.35469487,0.19587114,0.3759225,0.21592706,0.20380977,0.0,0.38076848,0.0,0.45619595,0.0,0.14095482,0.0,0.18802719,0.3157802,0.39858666
aftermovie,0.27734154,0.3750087,0.11631401,0.16042371,0.26185155,0.122798905,0.36071327,0.23803881,0.52593553,0.55547565,0.14149022,0.486872,0.32435656,0.28237227,0.40251398,0.31886896,0.49012634,0.3939728,0.3948484,0.21284075,0.33755258,0.4148654,0.3673651,0.14022979,0.44378448,0.509221,0.4976883,0.35143787,0.36833996,0.46620092,0.3544385,0.025728665,0.17336287,0.25745055,0.43322375,0.5653538,0.30558634,0.2075741,0.0,0.0,0.22992952,0.30504587,0.0,0.0,0.07364967,0.23052044,0.43991524,0.42686066,0.35084942,0.0,0.42525074,0.2345918,0.6012863,0.41212004,0.40675625,0.0,0.0,0.46556056,0.30257145,0.19121538,0.47435918,0.0,0.5594728,0.0,0.19446476,0.0,0.21838191,0.0,0.4850017,0.068257615,0.30793256,0.37555164,0.42008007,0.55693275,0.0,0.3778069,0.0,0.37119517,0.2788723,0.27072546,0.39331913,0.43420768,0.0,0.17096677,0.31836796,0.0,0.4340044,0.47015086,0.41204515,0.43536365,0.0,0.24244398,0.22599673,0.40563527,0.0,0.0,0.06519098,0.3656723,0.296029,0.35935995,0.26834077,0.2506446,0.43533874,0.42188045,0.4661004,0.37792343,0.30350775,0.32998413,0.0,0.0,0.111212574,0.0,0.57464945,0.30283594,0.57188326,0.0,0.4331797,0.34578407,0.069072224,0.22789815,0.34075668,0.16436017,0.46519622,0.0,0.5727288,0.4546652,0.40189338,0.38857254,0.23859128,0.19333863,0.0,0.41590738,0.0,0.5341072,0.0,0.18884858,0.0,0.09809247,0.49486238,0.44348967
ahiddenlifefilm,0.11122005,0.1583065,0.03768662,0.071912855,0.115894236,0.07892845,0.15518685,0.10454228,0.19522296,0.18840837,0.03205057,0.17075473,0.12956324,0.1477362,0.12155767,0.100705,0.14446606,0.13110901,0.13556682,0.11343733,0.16007042,0.13376847,0.13796574,0.07061896,0.1925799,0.2291916,0.21083352,0.1303835,0.14629418,0.14905892,0.12865874,0.018894136,0.06326927,0.109475724,0.16792738,0.20972377,0.13084085,0.083145745,0.020138348,0.0,0.10379465,0.068995774,0.01042725,0.0,0.03290313,0.14173442,0.18915527,0.16205646,0.11604426,0.0,0.17814237,0.11945858,0.22601888,0.17179471,0.17790814,0.0,0.0,0.15971068,0.116444394,0.06090492,0.14746647,0.0,0.1893925,0.0,0.09900982,0.0068604304,0.09117128,0.0,0.15360668,0.101413175,0.1368198,0.16460186,0.19657007,0.24104127,0.0,0.17426677,0.0,0.13275284,0.12175418,0.084565744,0.15389188,0.13581267,0.0,0.122609325,0.17424996,0.0,0.18067575,0.17635958,0.18337233,0.18546212,0.0,0.13326336,0.12052781,0.11676912,0.0,0.0,0.036603253,0.12773825,0.11772048,0.17606197,0.121918045,0.12862052,0.13936739,0.15894864,0.18926117,0.13844292,0.14262599,0.12221994,0.032480557,0.0,0.055600964,0.0,0.1879394,0.11188632,0.22990286,0.0,0.19775611,0.15027834,0.006033756,0.096534915,0.1394049,0.10155396,0.2096429,0.0,0.19157435,0.18952537,0.12975687,0.16106828,0.0749418,0.1310876,0.0,0.16425616,0.0,0.17341883,0.0,0.0741408,0.0,0.070703685,0.18027481,0.1871819
alitamovie,0.23319796,0.73938805,0.10688346,0.2651513,0.4264919,0.17795841,0.72557676,0.49243066,0.7904289,0.6800105,0.11534203,0.7000611,0.40756923,0.61060447,0.5373671,0.36634722,0.6853933,0.44122893,0.46757644,0.2840973,0.7152774,0.40642077,0.61318576,0.5044739,0.98341614,0.8879281,0.78569406,0.40813747,0.5363882,0.61122733,0.4519824,0.14434654,0.24269916,0.25171554,0.77182186,0.7224483,0.049414366,0.14470106,0.019104587,0.0,0.45333725,0.08033715,0.10756529,0.0,0.011663272,0.5132009,1.0193714,0.4583674,0.46118492,0.0,0.9438782,0.33703354,1.0504613,0.7480644,0.6459638,0.0,0.0,0.73593616,0.47069743,0.069667906,0.42931378,0.0,0.67600954,0.0,0.46260697,0.0,0.43080628,0.0,0.68792206,0.5435994,0.5829924,0.68180907,0.9028835,1.0553108,0.0,0.7720348,0.0,0.44512787,0.46382573,0.43172652,0.5487915,0.4696319,0.0,0.48188117,0.77372605,0.0,0.6432523,0.5817069,0.47934717,0.8534874,0.0,0.5167995,0.9338834,0.4503638,0.0,0.0,0.123032205,0.49307457,0.5325759,0.85410833,0.5454733,0.7676837,0.5415097,0.5930085,0.96663547,0.6243266,0.7865263,0.56889087,0.43634027,0.0,0.0,0.0,0.7575568,0.3948982,0.6411672,0.0,0.5949407,0.569976,0.07096351,0.46768287,0.72311,0.42605278,0.820337,0.0,0.7355111,0.59061855,0.7201782,0.61976975,0.60753846,0.7052568,0.0,0.74006534,0.0,0.62456167,0.0,0.36144963,0.0,0.39902046,0.3763337,0.81116885
