movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159
21bridgesmovie,0.32069188,0.09191166,0.0,0.32630906,0.30493712,0.12018201,0.22239636,0.35902292,0.2597295,0.2883885,0.23145789,0.0,0.2612156,0.0,0.10506649,0.440417,0.38392678,0.04959181,0.29393253,0.3429219,0.4920213,0.39020973,0.0,0.25441766,0.0,0.33048052,0.26359499,0.20659089,0.2026062,0.3387925,0.16624099,0.086024486,0.0,0.43362477,0.0,0.010451889,0.37544003,0.3223095,0.3185613,0.26071626,0.34638643,0.2603297,0.3848196,0.0,0.29820228,0.20671262,0.27312735,0.31337965,0.18388052,0.044274792,0.14333998,0.12377742,0.3596444,0.28919244,0.33186033,0.2901636,0.0,0.13073957,0.3925907,0.19755805,0.40734097,0.27329093,0.3291538,0.0,0.0,0.30765146,0.094335034,0.2095845,0.308872,0.20764089,0.2380144,0.1929556,0.1306991,0.34398553,0.19188593,0.16526511,0.31666037,0.0,0.43135247,0.08559793,0.29728475,0.21622974,0.0,0.0,0.10027235,0.20978564,0.39032307,0.38825306,0.0,0.40837836,0.12804452,0.1946051,0.34963322,0.33573028,0.29869592,0.27936783,0.0,0.22112583,0.0,0.32206458,0.0,0.0,0.4560107,0.38003477,0.24215168,0.50358087,0.1970152,0.3215656,0.0,0.4601297,0.0,0.33363265,0.0,0.0848012,0.11701715,0.037275884,0.32666087,0.41365767,0.15921876,0.36190054,0.0,0.2351025,0.19248521,0.21569109,0.0,0.30614042,0.467198,0.0,0.33035395,0.45657873,0.0,0.077849284,0.28141168,0.0,0.0,0.0,0.266554,0.18049763,0.27919143,0.25316364,0.24480222,0.0,0.2478363,0.25421673,0.3616657,0.0,0.29817343,0.0,0.0,0.4084586,0.31484625,0.3173007,0.19768474,0.0,0.30845708,0.1727551,0.2983205,0.0,0.26664954,0.1260844
47metersdown,0.41739675,0.3106206,0.0,0.22251146,0.5307333,0.25891465,0.4590811,0.43860272,0.3399295,0.31858405,0.30955508,0.17446214,0.36914337,0.0,0.42881438,0.6489525,0.6581329,0.21068656,0.3597567,0.37091333,0.53463686,0.48401678,0.0,0.3737198,0.0,0.26158875,0.23283902,0.41784805,0.25501958,0.30092463,0.36243287,0.32879257,0.0,0.32592857,0.0,0.0,0.42502478,0.5546154,0.43902433,0.3803097,0.57939744,0.37668517,0.5335962,0.0,0.2597634,0.2539749,0.15022084,0.46192497,0.23699993,0.37209824,0.3680013,0.33479396,0.5069982,0.044571295,0.6028616,0.5108349,0.0,0.15503578,0.48692468,0.4829946,0.66771775,0.3198556,0.49031258,0.0,0.19748862,0.28457564,0.0,0.32205132,0.3394641,0.6229586,0.3396189,0.22491275,0.4125214,0.4981809,0.21744587,0.362262,0.3073014,0.0,0.45493895,0.3044221,0.7037674,0.23589033,0.0,0.0,0.026036778,0.3702946,0.26825503,0.6444406,0.0,0.40597725,0.0,0.48546994,0.22582911,0.67708814,0.454862,0.433188,0.0,0.3066486,0.0,0.57623434,0.16871418,0.0,0.64001036,0.37992874,0.5987031,0.7323759,0.30894098,0.27386048,0.0,0.45861208,0.0,0.47016722,0.0,0.2699677,0.12245701,0.33949876,0.29488313,0.30977613,0.3300099,0.5926983,0.0,0.14502877,0.22826293,0.50173926,0.0,0.55754566,0.71429205,0.0,0.4011702,0.69742566,0.0,0.33929574,0.1882385,0.0,0.0,0.0,0.26751125,0.20707689,0.43508556,0.37847736,0.14813317,0.0729176,0.53574234,0.45081592,0.49780613,0.0,0.4228687,0.0,0.0,0.57756823,0.4771031,0.2951533,0.53554404,0.0,0.25266197,0.3889298,0.34366667,0.0,0.33508924,0.064930394
abeautifuldaymovie,0.39760455,0.056666903,0.01358949,0.24979916,0.3511604,0.11628425,0.23030375,0.27613804,0.36755624,0.31589022,0.15743637,0.07172005,0.34236687,0.0,0.19636044,0.41111088,0.3188528,0.1281693,0.38078547,0.4348625,0.32407236,0.2495927,0.07162993,0.31853986,0.0,0.527275,0.23859118,0.18330723,0.26820096,0.39165613,0.21561666,0.05351693,0.0,0.44136328,0.0,0.09173196,0.33534744,0.5386332,0.5009731,0.39876243,0.3729075,0.34152848,0.29311487,0.0,0.15846497,0.25518596,0.29549792,0.3130707,0.22592853,0.19453199,0.19615944,0.20521241,0.2445072,0.3553801,0.37490645,0.4310175,0.0,0.1773031,0.31686753,0.32542408,0.3936883,0.40735826,0.28238338,0.03285373,0.079003185,0.25592202,0.14286418,0.1924448,0.32704338,0.29598352,0.32480276,0.26228693,0.4292445,0.34205377,0.3710147,0.25257164,0.22283122,0.0,0.37263298,0.17068316,0.46855906,0.15966624,0.0,0.0,0.27719402,0.24530894,0.31146935,0.49727198,0.0,0.27966633,0.13858916,0.23489682,0.328462,0.40952063,0.45959955,0.38697442,0.0,0.19199543,0.0,0.3675812,0.20503563,0.0,0.42963552,0.3322154,0.32873765,0.3762669,0.21466951,0.46669134,0.0,0.40084025,0.0,0.26414642,0.0,0.12493171,0.034661483,0.252208,0.27365524,0.32144332,0.4188253,0.3255668,0.0,0.16842458,0.24275441,0.25134122,0.0,0.49466103,0.39758933,0.0,0.3001946,0.40287614,0.0,0.11703703,0.29479557,0.011356084,0.0,0.0,0.4380434,0.16289325,0.2924041,0.33210722,0.12505071,0.04450225,0.29315862,0.29765797,0.28980118,0.0,0.37513566,0.0,0.0,0.38055053,0.46570593,0.2044709,0.2641024,0.0,0.31299758,0.32126507,0.36276886,0.0,0.32619402,0.102880776
abominablemovie,0.59931964,0.33166334,0.11329228,0.4828442,0.5129736,0.10174857,0.23010334,0.3531884,0.4385703,0.36047834,0.6042414,0.38853353,0.6399702,0.0,0.503407,0.60633034,0.6363466,0.24080247,0.5579336,0.41485274,0.7322588,0.47363135,0.08694631,0.6050555,0.0,0.31560162,0.40593144,0.33986512,0.20571163,0.49533275,0.28007308,0.12716769,0.0,0.46382537,0.0,0.15391944,0.6135126,0.87561345,0.747621,0.7402799,0.80939925,0.49463558,0.7298756,0.0,0.501777,0.10439513,0.43427598,0.5765049,0.37111986,0.3184074,0.29664528,0.18323475,0.44585994,0.4647683,0.6065603,0.40527883,0.0,0.07453565,0.8930656,0.5213446,0.5211698,0.43590054,0.4710122,0.0,0.06147876,0.4193973,0.21495292,0.18552652,0.6191705,0.6851315,0.6234859,0.21597305,0.6357816,0.4722375,0.22664055,0.31512854,0.38850024,0.027947167,0.5391269,0.2548845,0.97011924,0.13732453,0.0,0.0,0.12934144,0.4382097,0.4868168,0.7643026,0.0,0.42528528,0.21778157,0.5604644,0.1972244,0.6480334,0.687973,0.48663557,0.0,0.35886645,0.0,0.6313556,0.0,0.0,0.73721504,0.3843417,0.7511079,0.8062974,0.57435244,0.6779914,0.0,0.40980372,0.0,0.35093582,0.0,0.45425844,0.21334247,0.33678502,0.3731673,0.46689102,0.25308475,0.4982082,0.0,0.2511017,0.10444422,0.5715193,0.0,0.78044987,0.6613069,0.0,0.4487238,0.735839,0.0,0.2395425,0.32582632,0.0,0.0,0.0,0.6274408,0.11268269,0.56914115,0.0,0.4605378,0.13124473,0.35096577,0.48775613,0.5096811,0.0,0.24031296,0.0,0.1531076,0.76365685,0.53469276,0.5882306,0.42306572,0.0,0.45320064,0.59483045,0.5746362,0.0,0.35951486,0.34620568
adastramovie,0.3152369,0.05681126,0.019279644,0.25404227,0.3048632,0.17660166,0.30011088,0.33406255,0.27914473,0.14395273,0.29809716,0.056484427,0.28774402,0.0,0.19508979,0.35896027,0.40051365,0.11851371,0.28359047,0.20400195,0.40828547,0.2147123,0.06298502,0.26251477,0.0,0.30912977,0.18144915,0.18300456,0.21288423,0.2652128,0.25065938,0.15264702,0.0,0.29836962,0.034710176,0.0,0.2521863,0.37954658,0.24861443,0.275492,0.25402853,0.20731126,0.40743843,0.0,0.12022092,0.078925505,0.20837674,0.36403054,0.17746872,0.25533563,0.18403351,0.22670314,0.39309886,0.24556582,0.22673513,0.2769173,0.0,0.08319317,0.27618912,0.2161206,0.4597108,0.22926486,0.24316117,0.0,0.10315177,0.3168555,0.06571385,0.17279632,0.27826303,0.32671633,0.16702805,0.17521891,0.28155467,0.31337532,0.28378752,0.2026315,0.363971,0.0,0.41085154,0.17774503,0.35825,0.09367308,0.0,0.0,0.11016293,0.2285983,0.2999893,0.48513278,0.0,0.27440307,0.04223039,0.34074664,0.1800795,0.3737044,0.32170746,0.3175172,0.0,0.1391569,0.0,0.16409731,0.1944714,0.0,0.38833702,0.3524824,0.27714166,0.4404049,0.2688631,0.30172634,0.0,0.3021402,0.0,0.32788187,0.0,0.10397047,0.057358053,0.22053029,0.3030476,0.2931906,0.2889648,0.377341,0.08274047,0.05700013,0.2796516,0.29799387,0.0,0.36662513,0.4945523,0.0,0.28528017,0.39386314,0.0,0.06172382,0.23374102,0.0,0.0,0.0,0.28197667,0.017375508,0.21686617,0.23222896,0.21306045,0.08789034,0.22741793,0.211535,0.25502005,0.0,0.24846122,0.0,0.0,0.24551499,0.39529806,0.31081888,0.2195018,0.0,0.22490914,0.2528892,0.26267233,0.0,0.23536108,0.065767795
adogsjourneymovie,0.9054223,0.32606673,0.022976622,0.43586048,0.8287952,0.0,0.44494158,0.7446375,0.5869268,0.42614177,0.68767446,0.048781667,0.3724492,0.0,0.45207125,1.0537242,0.706062,0.08911852,0.46283597,0.9982763,0.70976233,0.88472545,0.0,0.7836014,0.0,1.0917169,0.34614053,0.61129516,0.36649406,0.5945461,0.3252891,0.30036604,0.0,0.9468505,0.0,0.17670794,0.7904523,0.63028586,0.5161515,0.9088319,1.2410244,0.9210615,1.129867,0.0,0.51504004,0.57085425,0.33374363,1.1272722,0.6849353,0.30571026,0.40493125,0.4894776,0.7530064,0.9493415,0.80303174,0.73181796,0.0,0.2707387,0.75991917,0.7081396,0.77040327,0.59151655,0.8155826,0.0,0.3217567,0.43673825,0.25834602,0.9680819,0.8978513,0.7961497,0.76110387,0.31691822,0.57736295,0.6587991,0.46277255,0.46762913,0.7089132,0.0,0.86589015,0.41547778,0.6731285,0.46740976,0.0,0.0,0.24324131,0.7938684,0.9343342,0.9516702,0.0,0.5989472,0.34389633,0.7782777,0.77443033,0.891916,1.1932614,0.9107576,0.0,0.43109623,0.0,0.6911672,0.39244816,0.0,0.8352827,1.0545732,0.8252638,0.87405014,0.2452632,0.84350103,0.0,0.801798,0.0,0.583623,0.0,0.0,0.31176636,0.3939805,0.8096858,1.1483881,0.34275544,0.8558303,0.24922262,0.58905923,0.5459797,0.67408633,0.0,1.1334177,0.9490425,0.0,0.74404395,1.1369121,0.0,0.32807308,0.633458,0.0,0.0,0.0,0.7079859,0.4977542,0.73437107,0.84561527,0.8128084,0.15600221,0.76675636,0.8438604,0.82337546,0.0,0.6185375,0.0,0.0,0.94501936,0.96431756,0.7206489,0.54398525,0.0,0.24886093,0.7994983,0.9637357,0.0,0.51704437,0.63672614
aftermathmovie,0.3524938,0.07090337,0.002431728,0.2847923,0.23863831,0.09086327,0.27096298,0.22697847,0.3480074,0.22720347,0.21237755,0.027282853,0.21340896,0.0,0.18271457,0.3568655,0.27376467,0.15282887,0.41243446,0.28292167,0.355487,0.34581855,0.0,0.2748537,0.0,0.29990196,0.15037479,0.15804231,0.19789946,0.2903647,0.18989037,0.15003814,0.0,0.27761814,0.0,0.0,0.31136864,0.38827264,0.28600782,0.27316806,0.25286314,0.18738715,0.36717832,0.0,0.15666375,0.17899206,0.14116201,0.1574431,0.25895694,0.26069713,0.14385527,0.19227622,0.17706794,0.22963186,0.383198,0.2225387,0.0,0.19075672,0.32049242,0.2751681,0.30259752,0.16573669,0.31463757,0.004002898,0.08678916,0.16104764,0.09532493,0.23080873,0.2714085,0.23971811,0.2024257,0.09854042,0.26447698,0.2908842,0.17417547,0.1659649,0.2909015,0.0,0.2992672,0.17187707,0.2298319,0.16984802,0.0,0.0,0.15100658,0.2947511,0.2690809,0.43548957,0.0,0.2281839,0.12031765,0.204679,0.23915832,0.2061602,0.39150876,0.352644,0.0,0.20147689,0.0,0.23321015,0.14046471,0.0,0.36379966,0.30919155,0.3252456,0.35405645,0.082235284,0.30244413,0.0,0.28544787,0.0,0.21956433,0.0,0.11364946,0.10016547,0.20837782,0.30713874,0.28914663,0.2217052,0.33024183,0.101708844,0.14207801,0.31347358,0.2962635,0.0,0.44679683,0.34843427,0.0,0.3201008,0.4057389,0.0,0.18131565,0.2201021,0.036596783,0.0,0.0,0.28289005,0.2675303,0.23395702,0.18460175,0.1795004,0.0,0.27084288,0.1727854,0.24594611,0.0,0.20001024,0.0,0.0,0.28670847,0.31102794,0.256028,0.25119096,0.0,0.25611895,0.21325624,0.21981393,0.0,0.232053,0.08203729
aftermovie,0.40573126,0.11946276,0.0,0.42150652,0.39964268,0.28608838,0.2919923,0.3361996,0.3538001,0.29044703,0.21098506,0.19276303,0.251269,0.0,0.18553336,0.37525448,0.47474304,0.08506707,0.41222283,0.27989554,0.4849533,0.37032646,0.021847302,0.30542856,0.0,0.2902883,0.09121986,0.24546328,0.21391949,0.41410413,0.26019096,0.12095437,0.0,0.343286,0.02331927,0.1479817,0.38432834,0.45993656,0.27805007,0.28270292,0.43501484,0.14333093,0.47116518,0.0,0.45348322,0.3021494,0.17846802,0.30463976,0.24019629,0.1868277,0.23763198,0.16099048,0.32382903,0.43650544,0.35408667,0.35292023,0.0,0.1343976,0.41840407,0.40629938,0.4007086,0.34866726,0.3544579,0.0,0.08736703,0.35060996,0.032963052,0.24719058,0.54158336,0.3599183,0.39429358,0.14290087,0.27004692,0.50942874,0.22867033,0.16629058,0.3666694,0.0,0.45770133,0.21446551,0.42427766,0.044494685,0.0,0.0,0.19297439,0.29172793,0.3475402,0.3590912,0.0,0.42305243,0.14320256,0.22622104,0.24147858,0.32075632,0.39911956,0.36897704,0.0,0.3087024,0.0,0.25938663,0.15145327,0.0,0.36680114,0.29192072,0.4089635,0.5627705,0.22349699,0.35233995,0.0,0.28214592,0.0,0.25529784,0.0,0.19157484,0.24067092,0.29075652,0.3929262,0.45680022,0.2995779,0.26839313,0.061251327,0.23875794,0.23491481,0.34360805,0.0,0.4929298,0.6660779,0.0,0.39061895,0.4746592,0.0,0.23141503,0.32469702,0.074453674,0.0,0.0,0.4362541,0.18623789,0.31297684,0.2283805,0.19165918,0.020789959,0.38343465,0.305978,0.27609405,0.0,0.2630348,0.0,0.0,0.27918157,0.43760967,0.38682893,0.28271395,0.0,0.08499928,0.2728947,0.42733827,0.0,0.22382705,0.2698261
ahiddenlifefilm,0.16218494,0.06171335,0.01312862,0.14401667,0.17644545,0.07372621,0.13295482,0.13196312,0.15430231,0.12938909,0.1280617,0.032811176,0.12549181,0.0,0.10322424,0.18451567,0.16053534,0.043681435,0.13682546,0.15123563,0.1780785,0.15516828,0.018217295,0.14591669,0.0,0.14513606,0.093546316,0.11060964,0.099947646,0.15906537,0.09764463,0.068826266,0.0,0.16015062,0.0011699926,0.037031904,0.15237682,0.19573598,0.17134002,0.14967324,0.16742541,0.13866533,0.20256963,0.0,0.10536631,0.08877144,0.10882613,0.14006059,0.110486135,0.090764716,0.09195417,0.093557104,0.1467922,0.13016416,0.17254055,0.14793545,0.0,0.056934115,0.18917663,0.12225119,0.17427453,0.138262,0.15711215,0.0003044363,0.052979175,0.13156967,0.03525416,0.09906169,0.17647071,0.14754602,0.14214692,0.06283804,0.15010275,0.17121993,0.110561095,0.103573285,0.13081864,0.0,0.16800597,0.11521621,0.1895933,0.0903575,0.0,0.0,0.04092441,0.11507736,0.14444846,0.20838074,0.0,0.15361792,0.059832733,0.12300064,0.10023981,0.16560794,0.20211083,0.1621102,0.0,0.12353651,0.0,0.14026484,0.049276084,0.0,0.20716621,0.13911735,0.16855937,0.23263067,0.09292472,0.16355793,0.0,0.15565802,0.0,0.13792025,0.0,0.06451456,0.08222501,0.100321725,0.13506201,0.16109121,0.126095,0.19059928,0.026840793,0.06421153,0.115309596,0.13245295,0.0,0.22091652,0.2085645,0.0,0.15751533,0.22244234,0.0,0.087451875,0.104913324,0.013661267,0.0,0.0,0.16646698,0.07920359,0.12161706,0.13005745,0.090200245,0.011540354,0.13241139,0.14103979,0.14423028,0.0,0.12062991,0.0,0.0,0.15331584,0.16862912,0.12399213,0.112826206,0.0,0.115045786,0.13594459,0.11291212,0.0,0.12662752,0.07076704
alitamovie,0.7100852,0.20595768,0.0,0.4613848,0.5003859,0.27787706,0.3840906,0.5960541,0.24589352,0.2801132,0.38741818,0.23411736,0.4302673,0.0,0.3890075,0.6570792,0.5582675,0.14484546,0.5477626,0.79694635,0.5364056,0.3967068,0.053560965,0.59066015,0.0,0.44673088,0.7068534,0.1876626,0.33134472,0.5786711,0.33184195,0.25972405,0.0,0.62086445,0.0,0.047171675,0.46617737,0.7627841,0.5591732,0.45454484,0.60343474,0.52174854,0.78559333,0.0,0.39654034,0.13931988,0.33413622,0.37229842,0.25358474,0.14076288,0.18426463,0.33157626,0.7053773,0.4856428,0.5569751,0.44115004,0.0,0.07222442,0.37255642,0.31368288,0.82087797,0.37331176,0.5424677,0.0,0.30661052,0.62535787,0.20061901,0.32235867,0.60580266,0.5699482,0.55747485,0.28695557,0.3639038,0.8013726,0.21186528,0.32670215,0.6244059,0.0,0.71670485,0.11005859,0.6804688,0.26573148,0.0,0.0,0.16631791,0.53638387,0.634962,1.0053614,0.0,0.55158657,0.0,0.55710167,0.3727941,0.61473346,0.8084085,0.6778887,0.0,0.30520052,0.0,0.4448662,0.36284947,0.0,0.68128806,0.66727257,0.7368883,0.70684314,0.52452433,0.67000085,0.0,0.5070177,0.0,0.6519971,0.0,0.06976399,0.04906479,0.48456073,0.5954711,0.6540259,0.5324693,0.6445316,0.1577723,0.07787514,0.52203053,0.41853386,0.0,0.6187006,0.81903166,0.0,0.36096036,0.7550646,0.0,0.2608071,0.46229753,0.22994025,0.0,0.0,0.7349508,0.1955005,0.4272456,0.5725733,0.33607575,0.049728174,0.484019,0.62211514,0.46621862,0.0,0.6189448,0.0,0.0,0.84318906,0.64158946,0.4966309,0.31801575,0.0,0.4563099,0.3840808,0.4432053,0.0,0.48391134,0.35810587
