movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89
21bridgesmovie,0.21200778,0.0,0.67839646,0.5173329,0.0,0.19781154,0.30314237,0.4965652,0.445533,0.0,0.51747215,0.20791744,0.0,0.16951069,0.26774734,0.32314485,0.59727454,0.45301387,0.6100918,0.37724805,0.7040264,0.3299993,0.30741563,0.43377757,0.0,0.81548876,0.38051862,0.3332801,0.0,0.5805348,0.61924887,0.56133515,0.0035925508,0.5581245,0.24588606,0.0,0.39329526,0.24385218,0.5225418,0.57510453,0.27448574,0.3883421,0.0,0.28703108,0.48849383,0.36080787,0.36727083,0.48017174,0.3312417,0.0,0.16777635,0.5388463,0.21376769,0.5328772,0.46559304,0.3125896,0.0,0.35519505,0.3434782,0.0,0.18697274,0.5172463,0.3729454,0.57824785,0.36863104,0.37426445,0.4908929,0.0,0.40238345,0.18248509,0.4884991,0.07877241,0.08998847,0.0,0.0,0.57241416,0.0,0.0,0.0,0.53486574,0.53447825,0.8292929,0.38468108,0.0,0.0,0.3018941,0.56603026,0.50503546,0.24802087,0.50116736
47metersdown,0.5607544,0.0,0.8483622,0.26895827,0.01966585,0.3641544,0.41528824,0.590481,0.32766312,0.0,0.5748613,0.29396573,0.0,0.31710067,0.6437033,0.46285942,0.37635976,0.67222,0.39832407,0.41563088,0.57404363,0.41081032,0.37945765,0.5215049,0.0,0.6171822,0.26386282,0.3988536,0.0048790276,0.48912546,0.89311016,0.6940732,0.021100208,0.91639996,0.22536772,0.0,0.6369754,0.4382593,0.71832424,0.7669909,0.4493863,0.58390915,0.0,0.21625586,0.6222824,0.5138007,0.40402913,0.73123074,0.26690114,0.0,0.25064352,0.7175713,0.21101609,0.5586981,0.612971,0.31014332,0.0,0.29427713,0.3304254,0.0,0.34276018,0.48883682,0.39790222,0.6716019,0.65028113,0.20213585,0.5493726,0.0,0.6647773,0.1194313,0.5403352,0.13277012,0.09854279,0.0,0.0,0.66390175,0.0,0.0,0.0,0.6061605,0.34529862,0.65975255,0.5141581,0.0,0.0,0.4417555,0.59239167,0.29014188,0.08867064,0.5315852
abeautifuldaymovie,0.40137824,0.0,0.5386355,0.3390488,0.0,0.18875146,0.30189654,0.37645692,0.35021433,0.0,0.37626475,0.16476293,0.0,0.24383005,0.39123994,0.20450355,0.38373893,0.56445634,0.41092664,0.41495273,0.38896322,0.24405302,0.1973741,0.2194209,0.0,0.5827173,0.20061204,0.21231715,0.0,0.3880084,0.50303906,0.41609156,0.0,0.4812129,0.121220626,0.0,0.4183681,0.18141608,0.4017292,0.4712405,0.3542347,0.554652,0.0,0.14037578,0.4484109,0.27558178,0.22424231,0.46116173,0.5399354,0.0,0.19106469,0.20270191,0.09534205,0.42650023,0.522812,0.06046681,0.0,0.37693822,0.36037257,0.0,0.20058994,0.46757653,0.42278215,0.41156188,0.31672964,0.38352165,0.4850447,0.0,0.4087789,0.20036449,0.44699812,0.013906323,0.04172699,0.0,0.0,0.4030958,0.0,0.0,0.0,0.4599012,0.25632638,0.44549546,0.1959601,0.0,0.0,0.4013674,0.2903013,0.31360447,0.1597397,0.4607629
abominablemovie,0.05966115,0.0,0.7040404,0.6777733,0.0,0.38137823,0.4609045,0.576486,0.2627514,0.0,0.5386602,0.05715987,0.0,0.35526475,0.5068523,0.15883312,0.8841512,0.8372305,0.5907627,0.7236723,0.6509761,0.31339002,0.15048873,0.16898394,0.0,0.71500295,0.3670645,0.5721788,0.0,0.29125297,0.5237535,0.6656627,0.0,0.9625559,0.24152935,0.0,0.7228384,0.22226942,0.45891675,0.35691056,0.32185695,0.45731786,0.0,0.03687097,1.0174357,0.5289644,0.33592802,0.92284274,0.76638657,0.0,0.20430695,0.4657526,0.27402082,0.64379483,0.47198102,0.18339863,0.0,0.7326603,0.553981,0.0,0.30886835,0.7635951,0.7002026,0.8276929,0.13219813,0.32843602,0.5976884,0.0,0.6151872,0.61566263,0.48989624,0.18404722,0.0,0.0,0.0,0.5752256,0.0,0.06364779,0.0,0.53899604,0.5908166,0.6181986,0.3801109,0.0,0.0,0.53683656,0.3656056,0.51815975,0.0,0.6246892
adastramovie,0.1865765,0.0,0.48987344,0.46746445,0.0,0.275273,0.3369622,0.39037812,0.4088485,0.0,0.29413074,0.053769253,0.0,0.1460094,0.39733875,0.363506,0.5594097,0.5569399,0.5619962,0.41529748,0.57644814,0.21098022,0.2423976,0.17461044,0.0,0.55882645,0.24721786,0.26075554,0.0,0.3552702,0.5121686,0.47106242,0.0,0.5627432,0.0,0.0,0.38808665,0.13402632,0.35904908,0.3185315,0.07913976,0.31059924,0.0,0.24481043,0.746753,0.43735275,0.18139969,0.45718628,0.4929228,0.0,0.3063342,0.36185905,0.31560233,0.32567838,0.6048227,0.2062305,0.0,0.32972252,0.34601656,0.0,0.18600158,0.57077277,0.41126093,0.57774055,0.28947365,0.24158491,0.5329779,0.0,0.49001664,0.21967597,0.45195413,0.13857183,0.11319269,0.0,0.0,0.46104217,0.0,0.0,0.0,0.42277753,0.29773116,0.49919012,0.28769273,0.0,0.0,0.29597786,0.41971397,0.36152774,0.18854,0.31583166
adogsjourneymovie,0.2795064,0.0,1.0034807,1.0728337,0.14058541,0.0,0.41796622,0.6701115,0.8417549,0.0,0.88394225,0.055479214,0.0,0.42427912,1.1762385,0.0,1.3072653,0.6166667,0.9613626,0.36388588,0.9517418,0.57298726,0.16446128,0.04607334,0.0,0.951469,0.5504888,0.59973395,0.01589048,0.57985723,0.7248376,1.0439465,0.0,1.0069826,0.17114115,0.0,0.6271974,0.5339799,0.50964886,0.41777238,0.47092506,0.7010783,0.0,0.0,1.0611283,0.27482954,0.76887584,0.9264755,0.9115817,0.0,0.0,0.52844596,0.4401475,0.9459109,1.2299162,0.1322981,0.0,0.90187913,0.40881044,0.06423821,0.010930773,1.1792438,0.8780663,0.6938551,0.54781836,0.51590097,0.5979932,0.0,0.79073215,0.7233699,0.5701711,0.0,0.43507293,0.0,0.11582076,0.62074023,0.0,0.0,0.0,1.1223198,0.8587519,0.59222656,0.65905607,0.0,0.00321538,0.44352195,0.7242327,0.64666146,0.19070184,0.45959646
aftermathmovie,0.14284807,0.0,0.4128832,0.3463393,0.0,0.19173834,0.27856967,0.3555103,0.36427104,0.0,0.41715497,0.15539797,0.0,0.20576574,0.5213354,0.17761266,0.31765056,0.42938292,0.35759342,0.28503034,0.50064677,0.16313069,0.31140357,0.20731892,0.0,0.41038463,0.10246105,0.28338987,0.0,0.3363736,0.38884357,0.51542425,0.0,0.48461488,0.053311788,0.0,0.24776237,0.1907356,0.36018765,0.33301055,0.20216413,0.3876525,0.0,0.18426499,0.474603,0.24024183,0.2908768,0.4354474,0.33071133,0.0,0.123737164,0.45430544,0.24357806,0.4099807,0.48334336,0.13399422,0.0,0.30131245,0.10232979,0.0,0.18000461,0.40597937,0.29191458,0.28414378,0.33693573,0.36893767,0.46906403,0.0,0.33881956,0.15784582,0.4700588,0.015059852,0.11519305,0.0,0.0,0.41468516,0.0,0.0,0.0,0.27451438,0.27504975,0.3358524,0.23824754,0.0,0.0,0.322312,0.3789846,0.2869959,0.0,0.3737033
aftermovie,0.13384497,0.0,0.54794955,0.35640952,0.0,0.24222878,0.31873015,0.53549993,0.37928987,0.0,0.31117263,0.05725952,0.0,0.31085214,0.49455097,0.3240579,0.41296387,0.5799399,0.5149018,0.4175335,0.42177784,0.3619196,0.32173738,0.24076968,0.0,0.37096485,0.2392157,0.39099658,0.0,0.13144729,0.5606855,0.51017267,0.0,0.6781585,0.12879677,0.0,0.4373579,0.19876015,0.4082473,0.4609594,0.1696793,0.2730131,0.0,0.16558072,0.70200515,0.3356758,0.22231577,0.58605015,0.45579776,0.0,0.22378771,0.32266852,0.24903484,0.1585992,0.5125142,0.10068596,0.0,0.33520174,0.31224954,0.0,0.3312132,0.50475144,0.41968623,0.3257286,0.17060164,0.4245375,0.54046386,0.0,0.34367394,0.17109959,0.41278017,0.055795312,0.09826556,0.0,0.0,0.479367,0.0,0.0,0.0,0.4452073,0.3615638,0.46098095,0.24263373,0.0,0.0,0.25337553,0.47629383,0.33062643,0.0019502696,0.2955307
ahiddenlifefilm,0.12428929,0.0,0.27215427,0.21010251,0.0,0.1264489,0.14230022,0.22004676,0.19342911,0.0,0.23067194,0.11469574,0.0,0.10579561,0.22510646,0.14265525,0.230574,0.25519517,0.2662548,0.1769369,0.25481188,0.13294554,0.15149277,0.13931626,0.0,0.3189883,0.14008042,0.16452646,0.0,0.19413497,0.30498564,0.2735166,0.0,0.2961346,0.08092452,0.0,0.20980883,0.16233106,0.2433188,0.22785527,0.12329992,0.22275159,0.0,0.09638283,0.2858943,0.16926292,0.17108195,0.28109598,0.23729113,0.0,0.09749247,0.21165127,0.15128185,0.20712937,0.30548137,0.09477151,0.0,0.22744058,0.20900649,0.0,0.13087583,0.22011024,0.21283102,0.22364153,0.18100469,0.18321452,0.25271475,0.0,0.21371087,0.13637133,0.24402852,0.017874368,0.09077555,0.0,0.0,0.24075663,0.0,0.0,0.0,0.23929311,0.21160387,0.2862478,0.18198755,0.0,0.0,0.19245997,0.24411525,0.16921031,0.07434268,0.19515896
alitamovie,0.26871186,0.0,0.51759815,0.6854645,0.0,0.34901094,0.29442978,0.41354698,0.38326702,0.0,0.5234986,0.119869925,0.0,0.39401087,0.5919417,0.4767853,0.46800706,0.48727787,0.51596844,0.55911005,0.48895657,0.07349686,0.10907037,0.30883008,0.0,0.7570348,0.3607805,0.2476332,0.0,0.571203,0.5876988,0.6265715,0.0,0.7064772,0.15380782,0.0,0.4803374,0.31008583,0.4831587,0.3928326,0.2911554,0.51104623,0.0,0.30888999,0.61233884,0.3330619,0.48730612,0.5559198,0.62097865,0.0,0.47886056,0.5920177,0.45906717,0.40069082,0.7467251,0.3150177,0.0,0.40131742,0.49931914,0.0,0.21828331,0.63749695,0.6048882,0.5655402,0.4284871,0.2740155,0.80206794,0.0,0.48474073,0.28495494,0.41149276,0.34803686,0.0,0.0,0.0,0.5970526,0.0,0.0,0.0,0.46843547,0.48377532,0.46484336,0.38327113,0.0,0.004151039,0.50547266,0.62582177,0.32303786,0.22160244,0.24897248
angelhasfallen,0.45576233,0.0,0.8171929,0.41735768,0.0,0.4498724,0.3454098,0.45172065,0.69758856,0.0,0.74650836,0.45151943,0.0,0.21592727,0.3693292,0.42945692,0.46825212,0.8897322,0.6909798,0.5499174,0.6391656,0.35229716,0.33795044,0.34421295,0.0,0.85255784,0.33226013,0.50558096,0.0,0.49479088,0.775661,0.50704527,0.0,0.724708,0.2096203,0.0,0.57799876,0.3339547,0.6550246,0.48238578,0.47354668,0.72194237,0.0,0.12144686,0.7966172,0.7627644,0.32541823,0.9957408,0.6406222,0.0,0.15419489,0.70893145,0.5926254,0.7093746,0.9746203,0.3557768,0.0,0.5894681,0.37066826,0.0,0.2600946,0.75402856,0.5336362,0.39286423,0.5980308,0.5354839,0.73794365,0.0,0.5798125,0.42843977,0.7336121,0.09409803,0.32095683,0.0,0.0,0.76456434,0.0,0.0,0.0,0.68341947,0.56097996,0.8436982,0.4801192,0.0,0.02214881,0.50486755,0.5671813,0.5046145,0.18134938,0.32434174
angrybirdsmovie,0.8101685,0.0,1.3995677,0.75443655,0.032440286,0.42999887,0.7985875,0.82377046,0.96763194,0.03626116,1.0049851,0.0,0.0,0.4043114,0.7059416,0.18016014,1.4167136,0.9403275,0.9896061,0.7057967,1.2188625,0.33545682,0.37442043,0.48187268,0.0,1.5552546,0.33330962,0.9502698,0.0,0.76484895,0.9552375,0.9647664,0.0,1.4312818,0.30594957,0.0,0.634441,0.33929044,1.0059174,0.7556535,0.52158,1.1188217,0.0,0.33134025,0.8617259,0.5301202,0.451245,0.9812768,0.9550027,0.0,0.060753062,0.456076,0.37485433,1.1027282,1.2483994,0.3182243,0.0,1.1925151,0.8394274,0.0,0.51860887,0.9058087,0.9079701,1.1435487,0.5621393,0.5198618,0.6459316,0.0,1.0124203,0.39083737,0.82627445,0.0,0.2568103,0.0,0.12133967,0.6911232,0.0,0.0,0.0,1.2619944,0.7965701,0.8499779,0.9588031,0.0,0.0,0.6254097,0.78549516,0.7446123,0.4229273,0.91932845
