movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109
21bridgesmovie,0.13205647,0.14029625,0.3284459,0.44323283,0.3705662,0.5428137,0.53996384,0.62424076,0.0,0.26970118,0.4087956,0.0,0.47801688,0.31882548,0.0,0.31741086,0.05178008,0.0,0.53065693,0.0,0.16340226,0.46083072,0.46060398,0.2193729,0.5159728,0.24327156,0.3401789,0.0,0.4692386,0.56488395,0.50446105,0.0,0.32027715,0.0,0.67122304,0.29593474,0.39325994,0.010411307,0.38849097,0.58720523,0.519465,0.34295326,0.49377865,0.32066453,0.4214877,0.4724897,0.04213032,0.7423083,0.32119521,0.4787214,0.5897143,0.33314243,0.42828375,0.2478196,0.0,0.35450596,0.32535383,0.27116618,0.0,0.2253105,0.39297324,0.7729805,0.37921247,0.56568915,0.20627183,0.5805388,0.0,0.0,0.339676,0.4497096,0.47252357,0.5593528,0.71352345,0.5440544,0.6887189,0.1203208,0.37486953,0.41160423,0.7398192,0.11367136,0.3675179,0.0,0.0,0.5864192,0.6477925,0.0,0.3448395,0.12749182,0.54367185,0.5143908,0.25177923,0.4854173,0.08085206,0.61581594,0.49617577,0.10114939,0.18516621,0.0,0.40311304,0.44618455,0.6626132,0.071561456,0.18440872,0.3371362,0.3885069,0.24018803,0.36454457,0.35878223,0.2678233,0.0
47metersdown,0.36232916,0.0,0.61498743,0.56034046,0.22460915,0.48525134,0.61456245,0.69285053,0.0,0.13757257,0.33463344,0.0,0.52263415,0.4809043,0.0,0.23306395,0.0,0.0,0.28895375,0.0,0.31015104,0.527243,0.6664045,0.4535993,0.64406925,0.205649,0.32055888,0.0,0.374137,0.4227991,0.78184557,0.0,0.34036475,0.0,0.78041214,0.29166088,0.19167009,0.0,0.56843716,0.59287,0.5763861,0.45417702,0.5376557,0.35498083,0.79999316,0.60274714,0.0,0.6260083,0.10188727,0.7292848,0.5022566,0.15117268,0.5312497,0.24975055,0.0,0.37497953,0.11249578,0.2358254,0.0,0.31309298,0.4833824,0.6795161,0.1247444,0.46406043,0.41723618,0.73895437,0.0,0.0,0.6657645,0.6449362,0.53365314,0.55963427,0.48536038,0.618203,0.68221015,0.0038626436,0.67789346,0.30996394,0.8444983,0.29884905,0.52285004,0.0,0.0,0.316228,0.511113,0.0,0.14707604,0.0,0.37874264,0.37904626,0.463074,0.530574,0.28799245,0.545497,0.44984594,0.5635321,0.03356262,0.0,0.26698166,0.5178174,0.36352786,0.1362421,0.0,0.3782615,0.3272693,0.2506823,0.48846602,0.20588465,0.16210106,0.0
abeautifuldaymovie,0.03722012,0.09422395,0.340845,0.29802948,0.3670907,0.45195648,0.41539806,0.54340434,0.0,0.09191349,0.21893041,0.0,0.44964397,0.33682674,0.0,0.1948236,0.0,0.0,0.39270294,0.0,0.30061013,0.3595273,0.5308543,0.28335297,0.518221,0.30522677,0.35937908,0.0,0.20429304,0.3541406,0.45682395,0.0,0.2918284,0.0,0.49753258,0.26099893,0.25520352,0.040952027,0.2902088,0.34012514,0.42910787,0.32389802,0.3271245,0.44717753,0.37389708,0.26303807,0.15608263,0.5073541,0.18689361,0.5878775,0.54288703,0.09799648,0.3079877,0.13958022,0.0,0.3180806,0.16679382,0.27405027,0.0,0.22739108,0.29764777,0.46681222,0.27928996,0.19717418,0.21565777,0.6012786,0.0,0.0,0.38698623,0.4445393,0.43712988,0.43645328,0.45267093,0.40952235,0.4280349,0.10550719,0.4637478,0.22909157,0.5819149,0.14816393,0.25726318,0.0,0.0,0.4974563,0.60092646,0.0,0.15605429,0.0,0.34644145,0.28440055,0.25810272,0.38703316,0.13065645,0.38823336,0.3522831,0.23899652,0.098839335,0.0,0.2910093,0.26598397,0.32188964,0.0,0.024344243,0.21392252,0.30070186,0.21406245,0.4323026,0.32521427,0.1594981,0.0
abominablemovie,0.3014568,0.0044240355,0.5234362,0.24878637,0.45593426,0.65285134,0.79023594,0.72689515,0.0,0.2026301,0.3926982,0.0,0.7657722,0.44090754,0.0,0.63343686,0.0,0.0,0.49989656,0.0,0.49731392,0.7634573,0.60255307,0.42569095,0.7080258,0.51781577,0.558225,0.0,0.13010152,0.46484905,0.95685923,0.0,0.879331,0.0,0.96414787,0.40878206,0.20114541,0.43211848,0.89949477,0.53124344,0.7441322,0.5624381,0.75652796,0.70787305,0.58223426,0.4786409,0.26112264,0.6879325,0.6487731,0.98158526,0.8232202,0.49355164,0.62397337,0.30163348,0.0,0.5896979,0.35761485,0.540944,0.0,0.2872951,0.67684126,0.5045389,0.6986228,0.4846952,0.2942638,0.79572576,0.0,0.0,0.47216222,1.0251092,0.5668701,0.6918714,0.78082067,0.4842643,0.62261707,0.0,0.6752501,0.564367,1.0671653,0.3656612,0.15993784,0.0,0.0,0.7964815,0.8706383,0.0,0.53464144,0.0,0.7503081,0.43598166,0.42728844,0.7981047,0.25541854,0.65594,0.57013315,0.41287214,0.34124216,0.0,0.52069885,0.71043116,0.72741747,0.21288559,0.07200351,0.2580015,0.6787402,0.32386503,0.9312074,0.55117196,0.0,0.0
adastramovie,0.29366702,0.13446045,0.24886593,0.25447446,0.058092505,0.3770784,0.40283692,0.47264722,0.11616329,0.14979511,0.31274137,0.0,0.35567403,0.3095614,0.0,0.31712794,0.0,0.0,0.32933137,0.0,0.024272274,0.29081333,0.3570955,0.31216672,0.3215117,0.2882233,0.31448215,0.0,0.32524016,0.3097409,0.45323628,0.0,0.2797218,0.0,0.46911564,0.1284024,0.3599249,0.10023287,0.45796016,0.38731766,0.3224359,0.40890542,0.2260271,0.34388816,0.46915585,0.37558955,0.06313725,0.48843852,0.4354287,0.6147815,0.30198026,0.25535133,0.4141199,0.26611662,0.0,0.27308956,0.13129592,0.20059192,0.0,0.14122598,0.35729545,0.46355823,0.3087503,0.34511817,0.28079247,0.5027602,0.0,0.0,0.39197454,0.47316527,0.4777421,0.4379126,0.5726852,0.4266977,0.3276708,0.04506596,0.18366042,0.49658933,0.5778621,0.1789025,0.35908267,0.0,0.0,0.38228908,0.48057452,0.0,0.21018884,0.0,0.50199574,0.2219724,0.21719371,0.43258303,0.104363024,0.2540269,0.40120837,0.13095851,0.20360765,0.0,0.31602067,0.21180314,0.45804456,0.19208084,0.130301,0.22683558,0.3589834,0.077285305,0.34441274,0.3165193,0.12968569,0.03175132
adogsjourneymovie,0.45441175,0.0,0.75368583,0.4394526,0.52629286,1.0834131,0.8703026,1.3324376,0.0,0.31639162,0.5658866,0.0,0.8663802,0.42826855,0.0,0.72139204,0.29873767,0.0,0.41187045,0.0,0.46472138,0.6315641,0.9073762,0.7071745,1.2453144,0.65336746,0.5150254,0.0,0.48023105,1.3453597,1.324839,0.0,0.7260565,0.0,1.402382,0.6566038,0.35461318,0.3430115,0.89660776,0.4861735,0.65361285,0.94051975,0.4763595,0.37033546,0.82362044,1.0230479,0.31526896,1.152972,0.64644384,0.9203918,1.1089622,0.7191605,0.8891175,0.33385375,0.0,0.6954451,0.54651123,0.7706981,0.0,0.13963248,0.5699877,1.3072463,0.725411,0.57401305,0.47726777,1.3642112,0.0,0.0,0.9086186,0.9465802,0.8170277,1.2275589,1.4075068,0.96845925,1.0934939,0.12175516,0.5847581,0.73736477,1.4962872,0.34039456,0.50332135,0.0,0.0,1.0941632,0.60700244,0.0,0.4865019,0.0,1.0048403,0.64191943,0.12104529,0.77072906,0.20270208,0.8615812,0.5300028,0.37141192,0.15176395,0.0,0.22393012,0.541164,0.36260357,0.164952,0.061666466,0.6222433,0.52748054,0.41889092,0.9655255,0.53587526,0.09552241,0.0
aftermathmovie,0.109661445,0.089602046,0.31095064,0.31226498,0.30989322,0.3205599,0.3513459,0.32673103,0.0,0.18246329,0.24421313,0.0,0.4205176,0.20134836,0.0,0.29023162,0.042062845,0.0,0.26732004,0.0,0.13781187,0.22686481,0.35269663,0.17298973,0.41161552,0.296093,0.14084044,0.0,0.17444378,0.28628406,0.39090103,0.0,0.23425713,0.0,0.33564875,0.18214469,0.24249527,0.013799794,0.18428883,0.31123596,0.32803735,0.20880696,0.41324994,0.19721718,0.28976166,0.34451368,0.20375347,0.3328273,0.3309598,0.3850635,0.36720088,0.19323242,0.31906557,0.28803197,0.0,0.2978949,0.08963141,0.25864214,0.0,0.23046726,0.26976663,0.22471234,0.1666413,0.37992752,0.2986352,0.41437456,0.0,0.0,0.28411257,0.43831283,0.39346957,0.2686004,0.40037104,0.27724224,0.3286574,0.09457122,0.3347804,0.3343195,0.44861668,0.3019763,0.2070832,0.0,0.0,0.43677184,0.30501896,0.0,0.15881944,0.0,0.36019677,0.28115866,0.08192976,0.3425117,0.061765883,0.32280728,0.30143836,0.18317854,0.08974188,0.0,0.21952255,0.2502699,0.35897008,0.037555702,0.0,0.21299118,0.2526596,0.19607234,0.33816528,0.16063853,0.047044724,0.0
aftermovie,0.1658453,0.09413982,0.21496877,0.40840167,0.3268047,0.45182455,0.31116176,0.44331196,0.0,0.19307956,0.21074279,0.0,0.56745476,0.20812207,0.0,0.26559967,0.045085184,0.0,0.3630269,0.0,0.39883214,0.37724108,0.5105305,0.21320972,0.4811784,0.1725123,0.31933722,0.0,0.19855078,0.54508877,0.5509641,0.0,0.19847494,0.0,0.5216595,0.2093241,0.381344,0.0,0.34137073,0.43610418,0.39816734,0.3810174,0.4658954,0.28845787,0.36766273,0.5592197,0.14170752,0.49558428,0.30323416,0.5445187,0.5395697,0.4369526,0.31474608,0.28529492,0.0,0.27027977,0.21995819,0.30987275,0.0,0.22014037,0.38686204,0.4799237,0.15319091,0.278507,0.30875543,0.68915,0.0,0.0,0.40505257,0.6266741,0.57174015,0.42027548,0.5323883,0.42476422,0.40563482,0.0,0.54440635,0.3398553,0.59596664,0.2689442,0.26080844,0.0,0.0,0.5599998,0.53315973,0.0,0.27564386,0.0,0.46934938,0.28639442,0.1633754,0.3473469,0.0710946,0.4903058,0.3225944,0.29382914,0.10169196,0.0,0.33326963,0.3642137,0.46551222,0.09836224,0.22745588,0.23658568,0.45724526,0.18055633,0.45442903,0.25079453,0.033895366,0.0
ahiddenlifefilm,0.08973652,0.048391525,0.1592652,0.18118638,0.15847954,0.20559296,0.23709227,0.23382205,0.0,0.11799371,0.15376784,0.0,0.23153473,0.17357521,0.0,0.1819387,0.0029860353,0.0,0.18712074,0.0,0.08719668,0.18299346,0.19354402,0.12073631,0.2589044,0.14298645,0.16353437,0.0,0.1431932,0.2365614,0.2793603,0.0,0.14802681,0.0,0.28182638,0.11373931,0.12152622,0.019150365,0.1913954,0.18209812,0.21429756,0.15847462,0.2045275,0.16067013,0.18531746,0.21757972,0.08230366,0.26079053,0.16734608,0.2507523,0.265057,0.16753921,0.19182725,0.12190957,0.0,0.15118997,0.10560811,0.13671386,0.0,0.10312237,0.21931328,0.25136578,0.12534228,0.18646182,0.14419335,0.28309008,0.0,0.0,0.2095721,0.25191087,0.2205056,0.23575455,0.27232882,0.19512862,0.2146809,0.016275406,0.19035842,0.18149883,0.30717325,0.10270735,0.14572915,0.0,0.0,0.2423434,0.27416995,0.0,0.1418905,0.0,0.20791496,0.16804557,0.10094215,0.20371416,0.08398594,0.2290465,0.19119766,0.10503806,0.085620455,0.0,0.16632032,0.16574726,0.23240599,0.03944939,0.02418986,0.1373497,0.18941651,0.11438382,0.22490115,0.120626524,0.08528195,0.0
alitamovie,0.1252413,0.10493637,0.47646904,0.38581425,0.16807117,0.3088908,0.41122085,0.5438915,0.0,0.11619558,0.39979625,0.0,0.66182345,0.4877806,0.0,0.3997102,0.0,0.0,0.3871419,0.0,0.047274686,0.22079873,0.44296566,0.38873488,0.58789647,0.3403474,0.46535686,0.0,0.5530636,0.5941082,0.49284762,0.0,0.16917849,0.0,0.6899659,0.22551265,0.32997388,0.14001611,0.6050869,0.5415961,0.39921552,0.5184679,0.3547516,0.5599866,0.64835924,0.47731817,0.116015375,0.63925576,0.46731478,0.8281858,0.52680093,0.3852205,0.5971673,0.34938198,0.0,0.49215907,0.103440545,0.38204247,0.0,0.18484983,0.7395595,0.58643323,0.4053922,0.25004455,0.21922353,0.5419488,0.0,0.0,0.4874206,0.61217225,0.54256535,0.55779725,0.7521271,0.44658172,0.41247433,0.0454574,0.44520625,0.56367624,0.8237739,0.4152951,0.5565764,0.0,0.0,0.43007788,0.76522523,0.0,0.39991826,0.12697124,0.41831523,0.52922106,0.43003014,0.60705245,0.18447337,0.5431238,0.4925446,0.39845604,0.019819392,0.028426535,0.34450772,0.24997625,0.58821344,0.1557294,0.23178124,0.497777,0.5403998,0.3686027,0.67482424,0.28661633,0.19062999,0.0
