movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
21bridgesmovie,0.9256936,0.7148847,0.8058065,0.2141745,0.5380992,1.1133114,0.5190376,0.41746622,0.8944063,1.0320868,0.8954283,0.5088707,0.7781037,0.7744689,0.6966449,0.5754744,0.42802528,0.6478616,0.58316815,0.5034308
47metersdown,1.3270934,0.8045231,0.92111087,0.35070732,0.9226882,1.1102846,0.6854805,0.40263015,1.0135317,1.0221959,1.0164783,0.66156816,0.86307704,0.5642116,0.67171127,0.9971414,0.39522752,0.9547423,0.6371752,0.6506822
abeautifuldaymovie,0.8514796,0.7802301,0.8198637,0.32233968,0.67897666,1.1236578,0.47012722,0.4245469,0.7820914,0.90326554,0.872971,0.4801377,0.9339823,0.67319334,0.60167897,0.67766255,0.28901288,0.5733452,0.7977264,0.6654726
abominablemovie,1.3258259,1.4368933,1.3764747,0.2478833,1.4951953,1.3005413,0.92016745,0.48587018,1.3892753,0.96973616,1.7154205,0.8192918,1.5938116,1.2332095,1.2500831,0.8691248,0.30898526,0.9725081,1.3150868,1.0220551
adastramovie,0.6181977,0.58755285,0.72704875,0.07042065,0.7335643,0.72420406,0.5950923,0.5722417,0.7304409,0.75296444,0.7050822,0.32933506,0.76191413,0.7100958,0.52797014,0.4487926,0.31931445,0.62629247,0.5575052,0.58463323
adogsjourneymovie,2.0927007,1.4884528,1.7630453,0.6471187,1.0313916,1.4253091,1.7224857,1.6477077,1.9390371,1.4291612,1.6121311,0.65151566,2.1527586,0.934096,0.98344773,0.85371864,0.80729276,1.5193261,2.0315943,1.713165
aftermathmovie,0.6906216,0.5842524,0.569728,0.21065298,0.5733699,0.66758955,0.42414653,0.27593112,0.6536156,0.8052654,0.6331428,0.27029845,0.6716021,0.5796444,0.4220334,0.58260334,0.38859022,0.54037416,0.46094,0.5004954
aftermovie,0.92715824,0.7166036,0.7320638,0.34833434,0.6960103,0.69619703,0.7208798,0.6216909,0.6360556,1.0001554,0.67182624,0.30613208,0.7577233,0.60412145,0.56353533,0.66493183,0.4421227,0.66498053,0.60552967,0.6595931
ahiddenlifefilm,0.42910984,0.40007132,0.37145114,0.1232848,0.34062374,0.45688665,0.2707979,0.22505982,0.3828081,0.47365224,0.4124364,0.2257487,0.41779336,0.3541597,0.3071933,0.30611518,0.18186177,0.29625,0.32153106,0.31195366
alitamovie,1.0848799,1.170928,1.2228799,0.30424306,1.0638144,0.8689583,1.0262132,0.46537918,1.2285174,0.9874053,1.0012846,0.9904416,1.249178,1.0328742,0.30989164,0.95110244,0.6235288,0.9287853,0.7056446,0.96080923
