movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
21bridgesmovie,1.2368659,0.0,0.22799376,1.3864764,0.8260017,1.2128912,1.2306763,1.1253095,1.1368295,1.3319224
47metersdown,1.0490289,0.0,0.113487825,1.68352,0.93644804,0.87560165,1.0013583,0.7802803,1.1276823,1.173878
abeautifuldaymovie,1.2911738,0.0,0.00028685108,1.2319846,0.9047839,0.9718714,1.1220134,0.7573697,0.9476261,0.7865536
abominablemovie,1.9582514,0.0,0.03373986,1.5588332,1.1808273,1.225824,1.6649467,0.92248446,1.4958487,1.3820535
adastramovie,1.0720559,0.0,0.057108957,1.3150934,0.8258929,0.796262,1.1098992,0.88878995,0.87313825,0.78733593
adogsjourneymovie,1.8796151,0.0,0.0,2.5761838,1.0459524,3.0467372,1.7600135,1.829471,1.5780965,1.9849293
aftermathmovie,0.85700756,0.0,0.1247367,1.0307285,0.55748385,0.7662087,0.7323089,0.6597282,0.6733184,0.9582033
aftermovie,0.9519542,0.0,0.10869075,1.0567783,0.91832244,0.9287406,1.1523342,0.76110893,1.1898409,1.2490144
ahiddenlifefilm,0.56146747,0.0,0.07124528,0.683431,0.42986664,0.47608942,0.5693657,0.45977822,0.5134366,0.54646176
alitamovie,1.3112673,0.0,0.0,1.5208019,1.0482529,1.367636,1.2953665,1.1910172,1.2224816,1.1453708
angelhasfallen,1.5257243,0.0,0.048795383,2.0724003,1.1892823,1.2755036,1.6655227,1.3319715,1.4699806,1.2985221
angrybirdsmovie,2.5985425,0.0,0.061261635,2.2552114,2.0199537,2.1647933,2.279848,1.9396408,2.6757584,1.930647
annabellemovie,2.2385302,0.0,0.12527388,2.284256,1.4632941,1.3481412,1.967044,1.5443321,1.6912514,1.9479996
annamovie,1.0486319,0.0,0.26406068,1.3843654,0.7562882,1.025377,1.2596121,0.9838466,1.0637608,1.3557409
apollo11movie,0.7816174,0.0,0.04894453,0.8367957,0.6934932,0.6398653,0.7937647,0.5114901,0.6150443,0.6462821
arcticdogsmovie,0.9971446,0.0,0.0,1.1354015,0.91867584,0.80310553,1.1725025,0.66063684,1.01353,1.0028934
arcticmovie,0.846474,0.0,0.11242564,0.98259807,0.5403161,0.6899951,0.7121454,0.76697046,0.7543895,0.7606312
artofracingmovie,1.2714207,0.0,0.18295017,1.4595686,0.9200653,0.8897673,1.2090921,1.1404966,1.1898416,0.88393897
avengers,1.0110459,0.0,0.08834919,1.0282122,0.7562272,0.71756625,0.9908398,0.8690993,0.9810842,0.8353953
beachbummovie,0.9794453,0.0,0.1463203,1.3372198,0.6388738,0.86516434,1.0115113,0.85466725,0.82998335,0.7868145
bernadettefilm,0.9799549,0.0,0.21042617,1.2139515,1.1163579,0.8575467,1.3612984,1.0780522,1.5502603,1.2349402
blackandbluemovie,2.763972,0.0,0.0,2.875214,1.5717365,2.1474254,2.2260861,1.4676981,2.1008348,1.9493583
blackchristmas,1.4001914,0.0,0.15774204,1.8145579,1.073844,1.2005371,1.254793,1.0903567,1.141972,1.1679763
blindedbythelightmovie,0.6568698,0.0,0.09926844,0.7731495,0.53076667,0.5306197,0.70216894,0.73457336,0.7777868,0.6934319
bombshellmovie,1.1515476,0.0,0.04930537,1.204717,0.94632405,0.7547131,1.2437333,1.1413219,1.1583633,1.2731586
booksmart,1.2528514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
breakthroughmovie,2.5094635,0.0,0.0,2.4899955,1.7826473,1.6622322,2.6628604,1.6845375,2.5027106,1.4981468
brianbanksmovie,1.610186,0.0,0.05460405,1.5770323,1.0376052,1.3173344,1.3055185,1.0544666,1.0421487,1.482438
brightburnmovie,1.3961333,0.0,0.0,1.4736236,1.2333947,1.0592716,1.3271282,0.9785235,1.3234648,1.1759079
brittanyrunsmov,0.88842016,0.0,0.33757895,0.84761107,0.6620574,0.6642022,0.95884377,0.6629778,0.7433697,0.94707316
captainmarvelofficial,1.3266546,0.0,0.0,1.3691525,0.8176474,0.89343625,1.1442443,0.9147611,1.0585933,1.0145366
captivestatemovie,1.4465414,0.0,0.13919222,1.6882689,1.2146021,0.84916663,1.1968106,1.2719325,1.276639,1.4025875
catsmovie,1.1612893,0.0,0.15278281,1.8764405,1.6264414,1.1885774,1.5794686,1.688537,1.7310945,1.6377527
