movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
21bridgesmovie,0.79810315,0.80087006,0.7288309,1.230504,1.2570715,0.07935018,0.60166824,0.6972502,0.4808839,0.78388995,0.91260177,1.1862105,0.5545484,0.9141727,0.54877794,0.0,0.86801463,0.88475025,0.6519669,0.7489063
47metersdown,0.88895994,0.7906912,1.2564044,0.7319415,1.1774698,0.27443492,0.5202271,0.6992858,0.8562415,0.7194545,0.95395535,1.5623682,0.84322304,0.8892178,0.5830743,0.0,0.8290651,1.0988039,0.81145334,0.53760517
abeautifuldaymovie,0.9882948,0.7616479,0.5789262,0.93792945,1.0191137,0.11536971,0.30888397,0.49533093,0.20819868,0.46422058,0.61858535,1.025205,0.5087243,0.7212673,0.25945264,0.0,0.37440982,0.4723277,0.43822592,0.73206097
abominablemovie,1.3932458,1.200719,1.1847607,1.742338,1.2638001,0.12652862,0.4335391,1.1278518,0.7381025,0.36422184,1.2246376,1.4720279,1.0604675,1.3663653,0.32733113,0.0039062817,0.6568573,1.0165527,1.1468954,0.53566504
adastramovie,0.50137824,0.5739426,0.63915545,0.77308744,0.7510928,0.21340698,0.4818247,0.58330375,0.49953267,0.5784663,0.49937022,0.9387955,0.42509305,0.6529217,0.31081071,0.0,0.7016056,0.59587115,0.5473075,0.5880902
adogsjourneymovie,1.6025091,1.323534,0.88047916,2.666479,1.8760053,0.5742553,0.10423152,0.729016,1.3157065,0.65087205,1.2441801,2.341035,0.9836854,1.6861404,0.9767825,0.0,1.6301775,1.7666204,0.6317615,1.4515033
aftermathmovie,0.71766263,0.5029378,0.4971431,0.66292685,0.70734906,0.18915652,0.4533885,0.6288059,0.40363526,0.47399577,0.6534071,0.86064243,0.42603484,0.72596747,0.30185837,0.0,0.58548546,0.76247454,0.49134806,0.40646595
aftermovie,0.71492213,0.48412725,0.56709665,0.90673757,0.8306618,0.18028222,0.5248294,0.76026434,0.5590163,0.68761253,0.68497264,0.96351457,0.55534244,0.845349,0.20167719,0.0,0.682795,0.91981834,0.54035574,0.69962376
ahiddenlifefilm,0.46395674,0.33709237,0.36888117,0.45664397,0.53737444,0.100617506,0.2709072,0.36798912,0.27619937,0.3035958,0.36940575,0.56968725,0.27439418,0.41035748,0.2166476,0.0,0.37055102,0.4186626,0.35535422,0.3153566
alitamovie,1.1064965,0.68001443,0.7197303,1.031151,1.0745422,0.30555212,0.77045715,0.52975845,0.34945455,0.4860655,0.729067,1.3779578,0.47180796,0.85822755,0.29674363,0.0,0.9815859,0.8993559,0.62622505,0.962014
