movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119
21bridgesmovie,0.0,0.48747668,0.0,0.38546416,0.55132526,0.33700904,0.4996342,0.22832683,0.0,0.3046166,0.24504857,0.2875619,0.47576416,0.48679656,0.30752784,0.0,0.5278475,0.27452224,0.0,0.29205856,0.496975,0.0,0.30630836,0.33144137,0.4142972,0.48874262,0.5647887,0.37210083,0.52652186,0.0,0.21965767,0.53953755,0.43229154,0.39908904,0.3050481,0.068964936,0.31210938,0.036574338,0.37882084,0.21,0.24156497,0.4144722,0.39047012,0.23914295,0.42576557,0.37919497,0.21536207,0.46806064,0.31321275,0.50628835,0.0,0.29263556,0.0,0.41151294,0.0,0.0,0.44372675,0.0,0.0,0.3729352,0.0,0.28213784,0.0,0.22888021,0.28253037,0.16860677,0.35646823,0.3988774,0.0,0.39378324,0.0,0.29666206,0.50099045,0.1831023,0.0,0.0,0.073785454,0.27965903,0.38721192,0.23805368,0.38176867,0.22837088,0.4071864,0.3318671,0.46775696,0.32905227,0.3120594,0.3611134,0.39564854,0.5598682,0.0,0.0,0.24651249,0.2570283,0.0,0.58056915,0.0,0.44180205,0.10433288,0.44914228,0.5091182,0.54761827,0.37415534,0.46620724,0.38994753,0.46807677,0.0,0.3667951,0.32369208,0.348036,0.48855153,0.38857707,0.0,0.14880075,0.09456466,0.29687342,0.37031126,0.0,0.40753815,0.4652792
47metersdown,0.0,0.6324466,0.0,0.26951998,0.64829767,0.52234733,0.53699523,0.46695915,0.0045465436,0.27535412,0.49634495,0.47486162,0.5452815,0.6004079,0.6573728,0.0,0.49961054,0.06132385,0.0,0.47665808,0.5016622,0.0,0.6724674,0.38245696,0.38329473,0.34336856,0.7712292,0.5817833,0.6914214,0.0,0.3197196,0.7369327,0.56902707,0.5630136,0.67910016,0.30425698,0.38988492,0.26640016,0.5249418,0.1700926,0.32115376,0.47076336,0.54216695,0.5611496,0.39189202,0.4336364,0.34802863,0.65005785,0.28978482,0.6836268,0.0,0.43590963,0.0,0.49424204,0.0,0.0,0.5529315,0.078817725,0.044525854,0.66772294,0.0,0.43596768,0.0,0.33161077,0.4477343,0.008922045,0.64815545,0.4390126,0.0,0.4191977,0.078634076,0.4076455,0.4517645,0.16712636,0.0,0.05691781,0.09309924,0.2878259,0.45579717,0.3293011,0.3313995,0.4935002,0.68293595,0.6482159,0.7067266,0.21522316,0.5936274,0.5450758,0.37178418,0.6836519,0.0,0.12335047,0.4257863,0.6372732,0.0,0.60170525,0.0,0.652693,0.40483284,0.52642965,0.60493946,0.6285067,0.28368494,0.60797584,0.23252659,0.4898013,0.0,0.20987383,0.20771274,0.4172301,0.8386999,0.5383964,0.0,0.30907273,0.14554669,0.5559666,0.436424,0.0,0.645018,0.59306705
abeautifuldaymovie,0.0,0.4432742,0.04703055,0.30306825,0.53783,0.32220978,0.41455728,0.2638938,0.0,0.43811864,0.24757603,0.3259609,0.31847486,0.43784174,0.38037735,0.0,0.37763858,0.15806909,0.0,0.29994747,0.46693134,0.0,0.44670424,0.36771604,0.31698614,0.35597762,0.5768358,0.26205596,0.43529677,0.0,0.253845,0.48054934,0.50606835,0.38550037,0.480416,0.0,0.37508753,0.07816104,0.502244,0.26851538,0.09163627,0.23709284,0.5724858,0.22951819,0.38983196,0.33097517,0.088403955,0.47362286,0.22625454,0.58537865,0.0,0.4071163,0.0,0.43190905,0.0,0.09639353,0.47586814,0.024752881,0.0,0.3595757,0.0,0.39466164,0.0,0.18312272,0.34084713,0.053575464,0.38545763,0.27373686,0.0,0.5831884,0.037614632,0.352903,0.37324977,0.30723515,0.02046841,0.10211652,0.20686598,0.18728068,0.38144806,0.22090921,0.2265523,0.34212223,0.35888338,0.3889888,0.47275412,0.39056912,0.38105845,0.24703023,0.3454456,0.4548577,0.0,0.0,0.21343385,0.24468021,0.0,0.45875955,0.0,0.47658655,0.062217392,0.41814268,0.42595744,0.49394262,0.30321625,0.27916825,0.46467322,0.4865591,0.0,0.19943641,0.3192486,0.3513928,0.52452797,0.4622338,0.0,0.20884062,0.05418693,0.35219255,0.26545605,0.0,0.26919127,0.45707557
abominablemovie,0.0,0.63481534,0.0,0.41050246,0.7150103,0.5145253,0.793268,0.45266238,0.24228483,0.5332068,0.36963442,0.20385014,0.5540795,0.48316073,0.68548745,0.0,0.7055114,0.5343681,0.097594105,0.5968599,0.8668627,0.0,0.6931792,0.3271941,0.4427707,0.45226616,1.1594206,0.32629055,0.80155945,0.0,0.5532275,0.8142681,0.69800794,0.45280033,0.63445437,0.01987091,0.38165238,0.099200875,0.577651,0.37337762,0.38547677,0.48872626,0.57233435,0.25510937,0.68859154,0.50230813,0.5233332,0.42071944,0.61730236,0.61886513,0.0,0.38259128,0.0,0.71157914,0.0,0.014648762,0.45560312,0.21669322,0.16775316,0.8110604,0.0,0.46869296,0.0,0.48809108,0.4394501,0.0,0.582253,0.39897072,0.0,0.5620961,0.17329395,0.42740494,0.5434987,0.43915918,0.17358634,0.19715436,0.0,0.26134726,0.5500919,0.27941564,0.33622253,0.43126896,0.569055,0.4671471,0.7370711,0.45771796,0.23574574,0.7047747,0.39895508,0.87097055,0.0,0.0,0.3780422,0.3730713,0.0,1.1607454,0.0,0.70325345,0.30828646,0.77122885,0.6471752,0.78441924,0.5876009,0.32823074,0.5120034,0.7450703,0.0,0.6406346,0.5703035,0.47380313,1.0471659,0.6706391,0.0,0.27309602,0.09343608,0.43451855,0.27499312,0.0,0.75383127,0.7333685
adastramovie,0.0,0.44908002,0.0,0.22102666,0.45798957,0.25810438,0.4273659,0.294993,0.08319294,0.36347228,0.15475436,0.39963448,0.45967457,0.35004142,0.3370509,0.0,0.37337363,0.09391604,0.018126713,0.27517635,0.57194763,0.0,0.44918004,0.27121454,0.40681002,0.42019707,0.5484509,0.34092608,0.40893215,0.0,0.12822245,0.3642326,0.36846188,0.4156596,0.3886592,0.0,0.3364312,0.11123464,0.5277367,0.32979032,0.14376982,0.3041423,0.2819064,0.27688536,0.29643303,0.44978106,0.07051563,0.3201865,0.3094738,0.3517107,0.0,0.4834202,0.0,0.46327224,0.0,0.062251367,0.25375113,0.07144439,0.03231309,0.39960226,0.0,0.32563344,0.0,0.26138747,0.40524262,0.00357999,0.4275335,0.2516012,0.008339804,0.33543876,0.0,0.30662447,0.47343737,0.15249853,0.0,0.10199646,0.0655812,0.15128107,0.44893596,0.119563065,0.4197633,0.29559088,0.3286751,0.31709188,0.50590307,0.37687773,0.14638731,0.23486589,0.50376785,0.4085167,0.0,0.119945206,0.34401873,0.27729577,0.0,0.53749675,0.0,0.51010936,0.1882105,0.35795367,0.36063716,0.5873472,0.2415144,0.20488867,0.37096325,0.45577988,0.0,0.36304972,0.32580033,0.20656443,0.4467041,0.43135142,0.0,0.24268189,0.07042716,0.46161732,0.40526077,0.0,0.38971308,0.5042137
adogsjourneymovie,0.0,0.74548566,0.0,0.9775999,1.3934315,0.63341224,0.9073403,0.5337713,0.11471948,0.81567377,0.58292794,0.9241989,1.1330389,1.020187,1.003679,0.0,0.9688639,0.15605207,0.28801173,0.31552538,1.170293,0.0,1.1247919,0.38307545,0.80407387,0.7732878,1.3313797,0.8902129,1.2424685,0.0,0.38596117,0.9792817,1.0324018,1.0066017,0.71461904,0.1727543,0.8087369,0.06092506,0.8849744,0.51889867,0.5772335,0.49360755,1.0936241,0.54124856,0.92645454,0.9498551,0.5005099,0.9866609,1.0015938,1.066703,0.0,1.2354023,0.0,1.0552622,0.0,0.26713726,0.8571123,0.018147394,0.04504163,0.897729,0.0,0.71527976,0.0,0.4337881,0.78567886,0.0,0.6804384,0.69112885,0.0,0.82940066,0.0,0.8995098,1.3170125,0.5509538,0.0,0.15259689,0.28413478,0.52343106,1.0613544,0.56984836,0.7729553,0.5825083,0.8242128,0.51802015,1.3538176,0.7812948,0.9605534,0.74134886,0.9719551,1.2604264,0.0,0.0,0.76944613,0.50147235,0.0,1.3268113,0.0,1.168425,0.42400414,1.001308,1.0354673,1.335212,0.5236921,0.87721753,0.47722054,0.8529551,0.0,0.8102113,0.7366193,0.51514906,1.7818185,1.2483675,0.0,0.30300978,0.6159853,0.8845761,0.77208084,0.0,1.000901,1.3998288
aftermathmovie,0.0,0.35706115,0.055286057,0.27781293,0.34447226,0.26379743,0.37192512,0.22476904,0.0,0.23261169,0.18209392,0.3487255,0.3673932,0.33569375,0.26898295,0.0,0.27844834,0.15912165,0.0724681,0.16794923,0.38408333,0.0,0.3504444,0.23445833,0.20769131,0.39105013,0.43357173,0.2547912,0.37957114,0.0,0.19900598,0.28192312,0.3543726,0.28539371,0.2867207,0.10736145,0.17788103,0.10667526,0.39819193,0.08663112,0.055086292,0.16471517,0.19507842,0.22209488,0.30089766,0.28105748,0.16616827,0.2746081,0.3150169,0.35845202,0.0,0.28639835,0.0,0.25360265,0.0,0.06436753,0.23334295,0.033927858,0.0,0.24337989,0.0,0.19357407,0.0,0.19427478,0.28439015,0.07561514,0.34405655,0.3160001,0.0,0.24581434,0.063630685,0.28258708,0.2916245,0.1380775,0.021177031,0.04549693,0.04186215,0.14617054,0.3296223,0.12996045,0.24373503,0.18988596,0.30853507,0.20846719,0.36637765,0.22580233,0.21499996,0.2086135,0.32785794,0.33556452,0.0,0.0,0.21912871,0.20906226,0.0,0.3420881,0.0,0.40219754,0.14927867,0.40874755,0.22285865,0.32187873,0.21769714,0.26157683,0.15347444,0.2923088,0.0,0.23747315,0.27580744,0.2152387,0.3948881,0.2704388,0.0,0.098725274,0.004192858,0.27077162,0.35691553,0.0,0.24859887,0.332499
aftermovie,0.0,0.5835854,0.0021307552,0.33002898,0.51846397,0.4091509,0.4591105,0.22630829,0.01390237,0.33555332,0.20573433,0.30526477,0.4610239,0.50675625,0.32569826,0.0,0.5456615,0.17539904,0.04324919,0.23284616,0.533732,0.0,0.4542344,0.25121325,0.20928659,0.3887944,0.47527525,0.51068157,0.44602197,0.0,0.3248936,0.39157307,0.40830293,0.18050309,0.45203102,0.06277505,0.28833255,0.085971974,0.51377285,0.1761032,0.1307971,0.13576572,0.35919425,0.33759627,0.33647513,0.39036426,0.27068812,0.34813994,0.24187647,0.32924366,0.0,0.4364707,0.0,0.40945044,0.0,0.07384315,0.2247613,0.16452123,0.055091426,0.38317004,0.0,0.20667607,0.0,0.22809532,0.27888685,0.09337522,0.2569496,0.21278328,0.0,0.37188703,0.16964385,0.4629261,0.24655586,0.2985385,0.0,0.0,0.0,0.18409422,0.38519308,0.21069792,0.23447526,0.23986673,0.27976787,0.31426948,0.40712222,0.33962217,0.22052695,0.26460505,0.29929146,0.35995215,0.0,0.0,0.34132242,0.17871667,0.0,0.46009368,0.0,0.44389272,0.10966688,0.5339273,0.34988987,0.32533288,0.23083866,0.2641832,0.28296608,0.32704517,0.0,0.2704316,0.3237656,0.382058,0.50259113,0.39671734,0.0,0.20672202,0.0800893,0.40422055,0.3661747,0.0,0.34120816,0.33800066
ahiddenlifefilm,0.0,0.18222824,0.0008533392,0.14185193,0.18838774,0.1219793,0.18486705,0.11694663,0.0070276894,0.13447097,0.09471187,0.1290351,0.18437438,0.1762668,0.15117848,0.0,0.19350512,0.06798309,0.0,0.11238919,0.2108442,0.0,0.17369495,0.08285355,0.10175967,0.16367286,0.2085227,0.13620919,0.19484524,0.0,0.087437436,0.1730189,0.1587332,0.11992675,0.14099059,0.028251078,0.10482988,0.021680221,0.1954493,0.08378998,0.0864023,0.12706114,0.14216329,0.10543244,0.12483549,0.13808429,0.08701751,0.14939426,0.12012385,0.15348202,0.0,0.14256248,0.0,0.14783446,0.0,0.02040184,0.14276141,0.033233438,0.0,0.14660227,0.0,0.124772824,0.0,0.11328967,0.13155474,0.007961537,0.14655143,0.108375095,0.0,0.1551888,0.026952084,0.13830021,0.15137835,0.089193344,0.0,0.02384706,0.04766996,0.0738667,0.16862653,0.06865102,0.121878505,0.0839147,0.1660078,0.11349491,0.18128012,0.11666386,0.117551595,0.1293785,0.13854125,0.18053088,0.0,0.0,0.103237584,0.10572475,0.0,0.21464932,0.0,0.19344665,0.049852073,0.18435952,0.17224136,0.20454018,0.113623425,0.13152336,0.12006286,0.15485501,0.0,0.12990458,0.12274436,0.11909782,0.20712435,0.16699064,0.0,0.067868896,0.02792706,0.1336181,0.1470697,0.0,0.15493137,0.19259182
alitamovie,0.0,0.4269283,0.0,0.49718955,0.6808932,0.47013795,0.58619034,0.29705063,0.0,0.53912455,0.21074933,0.52890307,0.67690384,0.46851772,0.46571827,0.0,0.48971796,0.32762048,0.0,0.60308605,0.80172867,0.0,0.60033447,0.29653594,0.38385066,0.44208196,0.6901483,0.44035384,0.6524712,0.0,0.21647257,0.586936,0.62570584,0.6534394,0.72081685,0.1289827,0.38747913,0.16776954,0.61740273,0.45725852,0.09982432,0.35573676,0.44352522,0.54297924,0.4401778,0.478855,0.25955683,0.31548202,0.5061976,0.6030941,0.0,0.607371,0.0,0.60741955,0.0,0.08236928,0.5943168,0.04863611,0.0,0.51416075,0.0,0.63986725,0.037535917,0.2153532,0.581537,0.17061035,0.67369664,0.30782792,0.0,0.50718886,0.0,0.41606513,0.48631445,0.40671378,0.16074638,0.0039923736,0.08114976,0.32342976,0.43087387,0.18004853,0.5018672,0.37090436,0.52860224,0.24650005,0.6667941,0.43798947,0.47006446,0.37945533,0.5600848,0.5963559,0.0,0.04845263,0.35477915,0.38949952,0.0,0.87188846,0.0,0.78554153,0.13877103,0.5840108,0.52178544,0.58024365,0.19624634,0.41298446,0.51998067,0.5111901,0.0,0.63581806,0.38930944,0.18617265,0.53704643,0.5602416,0.0,0.21431117,0.0,0.5938101,0.50547546,0.0,0.614318,0.84833866
