movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59
21bridgesmovie,0.38658562,0.33914986,0.0,0.2378884,0.32323265,0.54669434,0.6212868,0.41712624,0.42588165,0.33191144,0.42787424,0.43600297,0.4421431,0.41243824,0.013692878,0.38714042,0.2838072,0.5240706,0.82094496,0.3760631,0.41922852,0.51407284,0.4993478,0.3382777,0.5619289,0.46719715,0.4344396,0.14319445,0.6283927,0.6297221,0.31111735,0.1814299,0.30476755,0.5381569,0.4439939,0.27178183,0.29240122,0.6079101,0.24941576,0.54472554,0.47353712,0.27759454,0.61133116,0.5006013,0.38964498,0.7229922,0.5777991,0.56237435,0.41831872,0.0,0.42791185,0.56377524,0.4745215,0.21346098,0.38579172,0.5130792,0.40231362,0.30408126,0.33520442,0.67101616
47metersdown,0.5337206,0.22750546,0.0,0.24415477,0.14147636,0.6734043,0.43770775,0.46410283,0.7572595,0.5069517,0.41608712,0.622723,0.29921955,0.21624765,0.0034313858,0.59010804,0.44478223,0.779522,0.78159416,0.42889813,0.3936293,0.4763689,0.26760453,0.5128451,0.5434777,0.24595939,0.6260532,0.19818893,0.7015063,0.5592732,0.3737827,0.07838373,0.31770757,0.23840483,0.44908845,0.60521525,0.46689788,0.58417547,0.3547068,0.53694904,0.34020883,0.47840112,0.57385534,0.49625424,0.43401903,0.60887897,0.96887255,0.83497715,0.74606097,0.0,0.666074,0.8153535,0.40211096,0.2425244,0.5317818,0.49897975,0.61063355,0.24085645,0.3556919,0.54828626
abeautifuldaymovie,0.4730195,0.520595,0.0,0.29310146,0.19894688,0.5846376,0.41315794,0.3931461,0.6478859,0.18810293,0.43114328,0.3798916,0.1677859,0.41205323,0.058171455,0.46603656,0.38792562,0.5137926,0.7201691,0.26167563,0.30195966,0.5254453,0.39745277,0.3755152,0.42384303,0.35054347,0.49391606,0.15961576,0.64645773,0.4741048,0.4738835,0.27960014,0.3939024,0.29211998,0.5466184,0.5742665,0.36159223,0.44128358,0.4385961,0.44456738,0.31972733,0.23664615,0.5870332,0.46946687,0.57651025,0.66795063,0.50977373,0.6497472,0.6576501,0.0,0.40391436,0.67555964,0.30098093,0.06480159,0.29527274,0.4392162,0.69027233,0.28413916,0.33443934,0.588577
abominablemovie,0.59789103,0.5892849,0.0,0.18242702,0.32699752,0.74709326,0.7590404,0.5426192,0.66233015,0.48399538,0.65606767,0.6636624,0.55381626,0.53278095,0.0,0.7689308,0.35115695,1.0220608,1.1189167,0.4692162,0.6451814,0.9327132,0.48563194,0.39500266,0.8900078,0.69484085,0.45246345,0.025765067,1.0715506,0.8723381,0.79360455,0.20860517,0.6985303,0.34845242,0.8659843,0.38370675,0.5420611,0.7688001,0.59193414,0.7733052,0.505837,0.69623184,0.7896187,0.9785474,0.59345675,1.2708304,0.96227145,1.0424792,1.1138654,0.0,0.8283451,0.80204844,0.66942203,0.27681047,0.63176435,0.47113475,0.93353194,0.19942318,0.79479134,1.0549129
adastramovie,0.46445844,0.5202961,0.0,0.40138003,0.05240378,0.47687402,0.3857965,0.40222186,0.45246145,0.38455224,0.31939104,0.5313499,0.23350035,0.34073752,0.0617024,0.40040463,0.216286,0.32949498,0.7395238,0.4340835,0.3204697,0.55763155,0.39727223,0.44149324,0.46295756,0.30846095,0.3643185,0.084438495,0.5086748,0.41607684,0.44191152,0.37605196,0.2894576,0.3280005,0.34178492,0.4043547,0.30274805,0.42929858,0.18310675,0.3841415,0.6297501,0.38199967,0.4995384,0.5784235,0.25925508,0.55610204,0.65021867,0.6154307,0.50619495,0.0,0.59350723,0.51715547,0.4596004,0.20002449,0.42906275,0.31058723,0.59298044,0.19730784,0.37397844,0.65166146
adogsjourneymovie,0.566667,0.55659515,0.0,0.5354757,0.45418406,1.4242333,0.5171903,0.85331285,1.0324299,0.6863115,0.5462947,0.6700595,0.8758642,0.9060139,0.032017075,1.0979254,0.29095542,1.1444249,1.1611524,0.55419695,0.1965113,0.85952777,0.5772822,0.6374498,1.3875059,1.1803066,0.28515363,0.0,0.9518885,1.2751005,1.1907569,0.5151924,0.46158582,0.49563444,0.47190988,0.95702064,0.5110612,1.1653677,0.29351997,0.9471251,1.1006191,0.5221591,0.82471234,1.0737162,0.76390743,1.3629936,0.8948854,1.3338423,1.2134879,0.0,1.3303826,0.7668743,1.2285383,0.37212038,0.81921446,0.5592575,0.98564905,0.48504433,0.9457976,1.2404062
aftermathmovie,0.29457763,0.29643235,0.0,0.29975918,0.23261939,0.36555642,0.23246928,0.28454366,0.4191222,0.21698327,0.3166094,0.46869582,0.25319907,0.2932522,0.0,0.41673464,0.13462648,0.5233483,0.5949003,0.23135445,0.298884,0.38402912,0.2789092,0.4231741,0.512022,0.33838728,0.39829504,0.049601942,0.38180315,0.49664953,0.40739745,0.2572583,0.28606915,0.2421161,0.24189723,0.3095814,0.2142708,0.46784708,0.16429335,0.3111695,0.47176027,0.23966372,0.4527631,0.4719868,0.34274837,0.36369625,0.40545893,0.44833642,0.49101374,0.0,0.28910536,0.5572294,0.2922622,0.11736593,0.36853638,0.38556877,0.38337496,0.2823037,0.39213032,0.43690193
aftermovie,0.5295334,0.4005699,0.0,0.27002963,0.23819867,0.37216038,0.51031125,0.37608594,0.46147093,0.39190727,0.42606792,0.6448945,0.29446077,0.30506778,0.015253549,0.3917647,0.266366,0.41041532,0.6225601,0.40632528,0.36607605,0.5428286,0.3049965,0.3008526,0.55528444,0.3285788,0.52794784,0.1650151,0.63795906,0.47136554,0.5842863,0.19293235,0.38021308,0.42901343,0.40816653,0.28272778,0.095692806,0.44138014,0.23678768,0.48835886,0.6245753,0.38392028,0.4525205,0.62415606,0.22494872,0.65720576,0.4559754,0.59534097,0.5122851,0.0,0.26747042,0.51788104,0.4136819,0.32406825,0.39159825,0.5095901,0.5638941,0.2419024,0.38671863,0.7453695
ahiddenlifefilm,0.17790726,0.16910197,0.0,0.12209433,0.131399,0.23722307,0.17217888,0.19338398,0.20741966,0.13977967,0.17706111,0.17108645,0.14531544,0.14525667,0.01457811,0.20203628,0.13389197,0.22976649,0.31517035,0.18297556,0.15739846,0.23819418,0.17388126,0.14703657,0.24052578,0.18326613,0.19394204,0.031701885,0.22908069,0.19910452,0.22796978,0.10631421,0.16052541,0.1511602,0.19546843,0.15001556,0.16008249,0.2152991,0.111515895,0.23691158,0.20024636,0.14677471,0.25848058,0.23190469,0.18358427,0.2574834,0.25782162,0.27666485,0.23240784,0.0,0.16864485,0.2528304,0.16262627,0.090327725,0.15641652,0.17808512,0.2433588,0.112462126,0.1804213,0.29990768
alitamovie,0.42325407,0.5087212,0.0,0.54067343,0.2002813,0.7621,0.7679829,0.7119219,0.8389323,0.5712861,0.50574094,0.74107563,0.6344481,0.6076468,0.0,0.49431783,0.66416895,0.6906074,1.3258393,0.73023677,0.33498332,0.6521117,0.61495817,0.48373333,0.58531773,0.5958479,0.520793,0.007361425,0.9469027,0.7286817,0.69385576,0.6004054,0.5432692,0.20502412,0.82569695,0.3800159,0.7151791,0.78075093,0.4787655,0.6892092,0.4521445,0.6325436,0.92810357,0.7988856,0.7974688,0.94986784,0.86711574,0.8246407,0.9497949,0.0,0.5081819,0.91832465,0.30471936,0.109351605,0.41549876,0.7319855,0.8353656,0.48755354,0.6336785,1.1383208
