movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59
21bridgesmovie,0.62330824,0.050169893,0.31633168,0.4977895,0.65621,0.5116699,0.5862681,0.62430155,0.2316215,0.64024305,0.45191684,0.73596054,0.0,0.57480145,0.5870508,0.0,0.571633,0.31507513,0.506473,0.54348814,0.4510767,0.83811593,0.355847,0.33191347,0.07641977,0.43409878,0.18202081,0.6655697,0.3204868,0.4515882,0.3972641,0.41733545,0.41399434,0.55241126,0.5695628,0.7279227,0.5795516,0.41845897,0.49374905,0.0,0.0,0.7303688,0.20519291,0.4864252,0.49862367,0.38488036,0.53210825,0.6376552,0.47658944,0.6130242,0.6766483,0.51176023,0.14622536,0.53605604,0.6381266,0.47988382,0.6874444,0.56513786,0.5516916,0.46165857
47metersdown,0.99474293,0.06564957,0.10924873,0.5884063,0.55289227,0.93944997,0.5552441,1.0213538,0.20511258,0.77786624,0.588992,1.0025414,0.0,0.8966279,0.78088206,0.0,0.88511646,0.35102478,0.4485337,0.7569597,0.6960257,0.9116347,0.5516541,0.5306427,0.112586476,0.5978119,0.48094425,0.5395518,0.4522694,0.6945205,0.6020644,0.6352649,0.42828763,0.50360405,0.81056803,0.69881415,0.60384405,0.5867076,0.59642655,0.0,0.0,0.88361543,0.25353715,0.50909865,0.5332714,0.7443433,0.6654734,0.9337364,0.8155855,0.661209,0.79437304,0.70063394,0.14747566,0.8027595,0.647888,0.48280302,1.0809053,0.88675714,0.66609263,0.63401717
abeautifuldaymovie,0.5427186,0.045326434,0.2100049,0.30490658,0.5670443,0.58931196,0.35164267,0.7379611,0.26517838,0.50386894,0.47770232,0.47470486,0.0,0.6248413,0.5334035,0.0,0.5205771,0.30871755,0.36550793,0.6341773,0.44308013,0.61333764,0.2933696,0.41506904,0.172379,0.35854128,0.22523168,0.41057223,0.23976526,0.34282354,0.39153123,0.55989325,0.37158072,0.34980047,0.5815455,0.6075077,0.45574927,0.4590213,0.5045872,0.0,0.0,0.613838,0.16637959,0.32416165,0.56976444,0.40654942,0.6713817,0.5094238,0.54809093,0.5558023,0.6368959,0.6393915,0.20369112,0.46283665,0.44496843,0.57603794,0.65517896,0.49232173,0.55374104,0.35851204
abominablemovie,1.0545003,0.0,0.42271957,0.43588385,1.0705562,0.9541786,0.6258958,1.0658033,0.5826916,0.9997977,0.72753745,0.97523725,0.0,1.0896591,0.98920715,0.0,0.76435643,0.5913645,0.47240797,0.6963233,0.28293276,1.079173,0.4802537,0.501146,0.0,0.6209949,0.5103201,0.95964724,0.4040174,0.7566685,0.6754534,0.95517635,0.51372653,0.78012747,0.92963445,0.5838601,0.8050289,0.8351756,0.7540574,0.0,0.0,0.6993438,0.34087983,0.6691941,0.7097972,0.5317725,0.72839093,0.7649882,0.9020091,0.6557514,0.65173674,1.0868449,0.19637251,0.99129355,0.33429685,0.8782932,1.0641373,0.7840419,0.66309744,0.57339257
adastramovie,0.5623576,0.035804488,0.15401989,0.26383913,0.5179135,0.40110487,0.2820874,0.46068937,0.11668285,0.41511422,0.41541535,0.59708637,0.0,0.5142797,0.5669486,0.0,0.5312157,0.52024186,0.48978546,0.3983501,0.39153457,0.5985781,0.2914608,0.34716886,0.2151024,0.31793925,0.28649905,0.43326,0.2659422,0.38555166,0.30826303,0.37336385,0.30548722,0.26766413,0.5042734,0.31711358,0.6305699,0.4898477,0.44660017,0.0,0.0,0.44094154,0.10554223,0.4012402,0.39416888,0.37868702,0.44223693,0.5593565,0.43325138,0.23961048,0.44859633,0.48546034,0.0,0.40260968,0.34662807,0.41593075,0.5341504,0.49463126,0.3790347,0.47491223
adogsjourneymovie,1.2650127,0.20855804,0.38442555,1.1332498,1.618817,1.4769073,1.1234603,1.1023357,0.43889588,1.1386278,0.76042867,1.361523,0.0,0.8324955,1.6054356,0.0,1.3033047,0.973281,0.7271059,1.020677,1.0600636,1.7627883,0.33382177,0.7935612,0.463566,0.40861455,0.70759034,1.308776,0.67795134,1.0284663,0.5235689,1.0895678,0.57618827,0.9532839,1.1163168,1.3439372,1.6341271,0.6167014,1.1347113,0.0,0.0,0.7450782,0.37760213,0.8042192,1.2719047,1.0259031,1.3729261,0.83582747,1.4322212,1.0518821,1.1889745,1.1252066,0.0,1.378182,1.0533093,0.93889624,0.9827154,1.4187859,1.4568533,0.7982204
aftermathmovie,0.38292053,0.08138753,0.12822422,0.39743862,0.43041596,0.3223569,0.2501355,0.43797988,0.20947066,0.40836248,0.3493868,0.49037614,0.0,0.27095526,0.41231573,0.0,0.533095,0.28768727,0.36829287,0.4018537,0.32684526,0.48882872,0.33428437,0.35796022,0.025207588,0.26383993,0.22813398,0.4454908,0.15758684,0.37462458,0.23829973,0.28723937,0.3019787,0.28614807,0.39778146,0.4145053,0.42499676,0.35096136,0.30985114,0.0,0.0,0.48402017,0.16136572,0.40750566,0.32312027,0.3452002,0.37861192,0.47109193,0.5193753,0.35183245,0.44245526,0.3359878,0.0020517018,0.391883,0.26675203,0.44641244,0.45543087,0.47468558,0.36670187,0.35144442
aftermovie,0.6508217,0.007581556,0.19662645,0.463457,0.39789754,0.6006285,0.35761255,0.63568586,0.21390072,0.4311034,0.34258476,0.48823148,0.0,0.6040032,0.49513698,0.0,0.63748944,0.4073583,0.38987374,0.38380337,0.369918,0.5331106,0.33462542,0.3705775,0.0,0.289777,0.22169518,0.40704805,0.25334534,0.54819167,0.3584573,0.5136947,0.3486727,0.37486282,0.5136664,0.32565087,0.5282165,0.4251188,0.5107377,0.0,0.0,0.5880911,0.28153414,0.31769344,0.35902983,0.4714103,0.46120963,0.5668929,0.4646225,0.38598117,0.3028576,0.52989817,0.14039323,0.5745766,0.30392358,0.43746608,0.64670116,0.6700371,0.34126255,0.3338685
ahiddenlifefilm,0.28582704,0.00638087,0.10323641,0.17654136,0.25314593,0.2053765,0.169359,0.26041606,0.084764935,0.24776241,0.17700979,0.27926847,0.0,0.21686006,0.23524404,0.0,0.26128188,0.14592607,0.16330086,0.20875114,0.18016112,0.3000807,0.1378738,0.18242797,0.045203667,0.16429812,0.12562951,0.22094654,0.10824105,0.2191712,0.14918487,0.19791651,0.15042953,0.17732336,0.25195122,0.22709885,0.25669545,0.17855649,0.19475698,0.0,0.0,0.22863159,0.0658779,0.17899673,0.17506629,0.18697931,0.252347,0.24571538,0.2187241,0.19238682,0.23913619,0.23587066,0.03432551,0.2078244,0.16808407,0.22815037,0.2765373,0.20023075,0.22711231,0.1897834
alitamovie,0.90659094,0.09004505,0.31696284,0.7381386,0.67467856,0.6651069,0.5998182,0.73722327,0.37218046,1.0152369,0.636002,0.7650891,0.0,0.69742423,0.85237384,0.0,0.964134,0.26412377,0.35423028,0.7814808,0.58755994,0.95470345,0.6129097,0.5218681,0.05331,0.7109795,0.7171925,0.7414271,0.26380467,0.8730723,0.48431495,0.67249274,0.3943227,0.68780535,1.1182892,0.53531736,0.9352206,0.69441885,0.8181501,0.0,0.0,1.0571747,0.4303785,0.64617234,0.47211188,0.67272985,0.6536838,0.96031827,0.69965035,0.6626752,0.8773433,0.6358178,0.33085194,0.8839184,0.3305807,0.77561474,1.0964109,0.92140555,0.40163717,0.75520456
angelhasfallen,0.76013297,0.0,0.3717517,0.64926726,0.87109596,0.45816472,0.42474276,0.7563655,0.0,0.41066507,0.54050124,0.92091733,0.0,0.6753553,0.84126794,0.0,0.8353254,0.43294472,0.7010032,0.8467729,0.6042589,0.80606604,0.55870223,0.5618344,0.17717253,0.4541984,0.56117684,0.6616622,0.2016969,0.5307724,0.4915855,0.7559848,0.40516663,0.36743104,0.7302393,0.6808862,0.85372686,0.5579402,0.48147416,0.0,0.0,0.72432953,0.08764156,0.71822095,0.64745426,0.7743826,1.0100595,0.6660453,0.6103256,0.6748582,0.8653072,0.52151436,0.003844617,0.47265986,0.5422125,0.8455717,0.8081239,0.43455955,0.6322774,0.61619496
