movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99
21bridgesmovie,0.19567001,0.21375245,0.0,0.25771108,0.32543436,0.14784674,0.6226867,0.5675486,0.39178792,0.512264,0.5095487,0.106035054,0.39249104,0.39954856,0.55805826,0.0,0.38662627,0.22061509,0.27422795,0.1354907,0.26851034,0.07184832,0.480923,0.3154884,0.2481434,0.11514126,0.0,0.32973284,0.28750622,0.45614296,0.27831525,0.44731608,0.30471164,0.21930677,0.0,0.16303906,0.43718848,0.62519807,0.0,0.29760173,0.70207846,0.0,0.33744746,0.56099796,0.43993974,0.5140448,0.6967234,0.31149715,0.0,0.38856018,0.43671912,0.0,0.57239074,0.24571097,0.3824188,0.4155579,0.26682317,0.23236832,0.261081,0.26636133,0.33385,0.4427568,0.36249685,0.46547633,0.29938117,0.0,0.23436567,0.603675,0.2689988,0.50138503,0.25419015,0.0,0.39672405,0.42109033,0.5956094,0.10822246,0.21595596,0.2928388,0.21428959,0.322431,0.74156404,0.0,0.40240774,0.0045132907,0.535248,0.3725695,0.37232712,0.45436603,0.051095195,0.4171055,0.47467545,0.59077376,0.0,0.48760003,0.6461398,0.29897022,0.38243106,0.25261992,0.50955707,0.0
47metersdown,0.25285885,0.3233407,0.0,0.37869468,0.38889185,0.24280423,0.7236505,0.61951995,0.5008204,0.59046894,0.8050521,0.2764367,0.47237474,0.4748011,0.63890266,0.0,0.65411794,0.26419133,0.33271316,0.25686458,0.4139008,0.33516484,0.4693339,0.7882736,0.525102,0.06972952,0.0,0.1529186,0.3158817,0.86837155,0.17253175,0.45057204,0.3748196,0.23382415,0.0,0.07204771,0.41788784,0.6472808,0.0,0.51224554,0.76487684,0.0,0.37497932,0.70894253,0.58329535,0.68598086,0.7679368,0.68771386,0.0,0.7404786,0.3648596,0.0,0.6393697,0.3367208,0.38527358,0.4176946,0.5337637,0.14410248,0.4712952,0.36590946,0.30441847,0.7418042,0.5409616,0.6211885,0.30245337,0.0,0.24255392,0.7348132,0.33173645,0.7284565,0.44862,0.14989723,0.60996574,0.6725292,0.80045795,0.027675109,0.22942749,0.6977836,0.3121386,0.40641603,0.6391976,0.0,0.6847308,0.09560939,0.6203128,0.39674968,0.7562675,0.63779503,0.2896496,0.41750047,0.63470775,0.66433364,0.0,0.6786551,0.7092658,0.26307487,0.43879586,0.552433,0.7260081,0.0
abeautifuldaymovie,0.43050334,0.2588675,0.0,0.27678895,0.49113142,0.05911544,0.43840706,0.4923916,0.4925016,0.4568096,0.41632202,0.0,0.38778394,0.30246088,0.53830934,0.0,0.39615896,0.2849514,0.23429646,0.08627386,0.24018946,0.19969495,0.3525592,0.3516605,0.47873005,0.08479795,0.0,0.60078746,0.3182141,0.54804814,0.24402058,0.43847853,0.48617893,0.11119987,0.0,0.10116303,0.3274611,0.568466,0.0,0.4526312,0.73566854,0.0,0.35070863,0.2914864,0.39143008,0.4984444,0.68371284,0.31685212,0.0,0.38014784,0.3291972,0.0,0.6109905,0.15258373,0.48649073,0.45561644,0.40015727,0.2892972,0.25859797,0.39466962,0.204725,0.51236236,0.37837216,0.37128648,0.2500685,0.0,0.040280413,0.6472917,0.3506208,0.5166078,0.33465785,0.0,0.5285635,0.3775782,0.4643397,0.037046447,0.2530237,0.4081311,0.39789015,0.2180459,0.5300376,0.0,0.49131492,0.052121606,0.6867135,0.40009084,0.44003686,0.3699637,0.15813485,0.51480895,0.40643218,0.3906468,0.0,0.5627803,0.5229434,0.40128326,0.40832695,0.35698643,0.6570851,0.0
abominablemovie,0.38542247,0.0,0.0,0.5886549,0.64129746,0.20007104,0.6407065,0.53068626,0.45910782,0.25709426,0.7027583,0.1520837,0.52592224,0.20724608,1.1274773,0.0,0.8150371,0.40754515,0.14570113,0.28470874,0.21603799,0.15580553,0.32950473,0.5702467,0.50382775,0.30815125,0.0,0.5281535,0.20407009,0.6176736,0.22988266,0.48544613,0.5839479,0.40027276,0.0,0.10553759,0.64170253,0.9943308,0.0,0.5640394,1.1684965,0.0,0.7185092,0.601078,0.8042194,0.5063139,0.9060105,0.6466163,0.0,0.67289305,0.5721084,0.0,0.8122757,0.35679802,0.73115623,0.4063245,0.49595505,0.49799892,0.55741787,0.22369625,0.64392734,0.8187715,0.6733736,0.54113734,0.19482526,0.0,0.46671498,0.6920345,0.18586132,0.9750491,0.3281534,0.07548116,0.4587374,0.67433304,0.70134425,0.30181226,0.0,0.4365674,0.52959746,0.51812863,0.90985614,0.0,0.6364218,0.08287879,0.6902039,0.4414163,0.8838739,0.60535127,0.10970176,0.7355717,0.5962405,0.74017334,0.0,0.7704209,0.7163718,0.47225004,0.7517156,0.51143736,0.834511,0.0
adastramovie,0.39514905,0.30649772,0.0,0.31906876,0.3233707,0.15807706,0.46321648,0.36417955,0.29955304,0.34571627,0.32744357,0.097864434,0.24720174,0.24746078,0.44032034,0.0,0.3307087,0.24104382,0.15266196,0.1425041,0.38155007,0.12259123,0.38130456,0.35629869,0.35853836,0.14792441,0.0,0.21717119,0.2194631,0.49808466,0.24414931,0.42037797,0.35242814,0.032996774,0.0,0.054436762,0.40147164,0.5915156,0.0,0.34095818,0.45949662,0.0,0.37123266,0.46177658,0.40951732,0.48204115,0.5901979,0.18037485,0.0,0.47532496,0.28405634,0.0,0.49885973,0.30467716,0.2925069,0.19659235,0.23359023,0.22870333,0.23254411,0.31560037,0.1950908,0.44822806,0.33362535,0.2977435,0.31364018,0.0,0.27945688,0.5796133,0.21924834,0.40057874,0.21659896,0.0,0.37664878,0.37481746,0.49880242,0.009851893,0.2179098,0.29198965,0.2692601,0.17332624,0.5691401,0.0,0.35484853,0.03515156,0.60726297,0.41584077,0.37038052,0.31614912,0.0,0.3048989,0.42919376,0.30540192,0.0,0.5386726,0.4637448,0.53791916,0.2706785,0.16409993,0.47460786,0.0
adogsjourneymovie,0.81578237,0.24335755,0.0,0.662511,0.4535665,0.48135105,0.9882763,0.8289204,0.7289822,0.67323667,0.897764,0.53252584,0.81740206,0.74904585,1.5904044,0.0,1.3007456,0.67164344,0.6606073,0.4016068,0.5224688,0.30303562,0.9800146,0.7766964,0.75660205,0.41532826,0.0,0.92355996,0.69137764,0.6072458,0.3346049,0.8194242,1.0133456,0.42701423,0.0,0.09240207,0.9036963,1.2620596,0.0,0.85783505,1.6396003,0.0,0.882651,1.3426615,1.0533049,0.85148335,1.45308,0.658365,0.0,0.7311375,0.42444947,0.0,1.0065233,0.51455796,0.8428387,0.8923988,0.625221,0.5003533,0.45339116,0.5367048,0.5234466,0.944962,0.78558314,1.0018913,0.42926425,0.0,0.690311,1.354627,0.4283048,1.250381,0.52796006,0.2991245,0.7398454,0.6864241,0.8573942,0.41273126,0.41227624,0.841948,0.5285947,0.510395,1.0340902,0.0,1.0776337,0.16479899,1.1096109,0.7346658,1.1374986,0.7980741,0.22473317,0.84419686,1.1139439,0.69022346,0.0,0.8269643,1.0022789,0.5067505,0.71993405,0.81306636,1.1663281,0.0
aftermathmovie,0.28854477,0.16656706,0.0,0.16669276,0.18649614,0.05554404,0.3285334,0.3292814,0.3692178,0.36288115,0.38687488,0.10155729,0.15583289,0.1681683,0.37752882,0.0,0.41179335,0.1439949,0.17096213,0.07617946,0.21424343,0.16865255,0.326939,0.20764177,0.20313801,0.01475204,0.0,0.24698019,0.14970636,0.3693992,0.2745369,0.24119696,0.35569698,0.0039464077,0.0,0.018603116,0.35146597,0.28356832,0.0,0.20916153,0.4277408,0.0,0.20395042,0.40851703,0.30727136,0.38528013,0.46209735,0.28839707,0.0,0.31008106,0.18899877,0.0,0.43885309,0.08378567,0.24729516,0.25105646,0.26054457,0.11391458,0.2903335,0.21090816,0.31794918,0.2659665,0.2724529,0.30081964,0.29027104,0.0,0.2011001,0.45440754,0.28066754,0.3364168,0.29700372,0.0288856,0.25595048,0.2797823,0.27907303,0.13050301,0.15042774,0.35074133,0.3433617,0.1760781,0.36453813,0.0,0.30915847,0.085254565,0.42647386,0.18905827,0.4021572,0.2513118,0.064803794,0.27075592,0.37355328,0.2473979,0.0,0.29803428,0.4367583,0.25344878,0.33225897,0.2811685,0.4755129,0.0
aftermovie,0.38688514,0.25350678,0.0,0.11464211,0.3004955,0.16761062,0.49314222,0.53682524,0.43458754,0.5785765,0.6289736,0.1384967,0.24411884,0.3233833,0.62737274,0.0,0.55380917,0.32499617,0.122871295,0.19097213,0.31006873,0.2550701,0.5899093,0.34506547,0.40997955,0.37331033,0.0,0.3964675,0.37361407,0.52906436,0.35838896,0.497639,0.47619626,0.102632776,0.0,0.0,0.47668293,0.5541899,0.0,0.26286358,0.7607235,0.0,0.31893173,0.47453842,0.5955386,0.5085461,0.7733729,0.2615222,0.0,0.48159954,0.30328336,0.0,0.39579833,0.0904959,0.47714263,0.5324351,0.4567966,0.20142277,0.23921038,0.3175579,0.2204211,0.39022005,0.4335786,0.472268,0.2656197,0.0,0.3942181,0.7473782,0.31781435,0.54459,0.44947,0.045622658,0.4518586,0.5724327,0.5560137,0.18522078,0.2985647,0.3202386,0.3270619,0.28971276,0.6872174,0.0,0.5807801,0.0,0.48353463,0.42949274,0.4551773,0.30331662,0.15380886,0.393783,0.53906673,0.40192536,0.0,0.45528358,0.64676696,0.2839303,0.3818483,0.40936646,0.53265244,0.0
ahiddenlifefilm,0.121786885,0.07613341,0.0,0.12285253,0.109091766,0.07047479,0.20127602,0.18365714,0.15011369,0.17927742,0.19867623,0.041299615,0.13626207,0.11981603,0.24341702,0.0,0.21266949,0.07783666,0.08295598,0.064063236,0.08522165,0.0638886,0.16208598,0.13306144,0.12025034,0.063144535,0.0,0.15058926,0.08137086,0.17158872,0.106027454,0.16197479,0.16687965,0.053390782,0.0,0.016278617,0.18132776,0.23856948,0.0,0.14459357,0.27842712,0.0,0.14361241,0.17982455,0.18518652,0.20275484,0.25558496,0.10708119,0.0,0.1681469,0.13975954,0.0,0.21227346,0.082271025,0.14649592,0.16633621,0.13916689,0.10139827,0.12779294,0.11728756,0.097532295,0.18193701,0.14808993,0.17044319,0.11526313,0.0,0.10795664,0.23070937,0.11941118,0.21927929,0.12956855,0.013981791,0.14933605,0.1580751,0.17602651,0.056845985,0.077932425,0.15405706,0.13973366,0.11254256,0.22951454,0.0,0.18515219,0.02989209,0.22330171,0.14688319,0.18875456,0.13253886,0.042491864,0.1681944,0.20153823,0.16694407,0.0,0.17508918,0.2373737,0.14581798,0.16609398,0.14384857,0.20494413,0.0
alitamovie,0.45489994,0.36982298,0.0,0.23296991,0.5045003,0.36542213,0.75847477,0.5360369,0.51081496,0.71284324,0.4871005,0.3107192,0.49088567,0.4925132,0.82868946,0.0,0.5700237,0.22017504,0.20269546,0.2708612,0.29783398,0.18957505,0.5584214,0.5460206,0.45932767,0.02256809,0.0,0.35698986,0.4619364,0.7740297,0.325916,0.8037851,0.53480977,0.24825367,0.0,0.14868534,0.76102674,0.9658837,0.0,0.4205477,0.84254676,0.0,0.35619882,0.51822114,0.73704565,0.63245124,0.8943426,0.6102606,0.0069042332,0.7948369,0.3697504,0.0,0.68170655,0.2740536,0.5018664,0.42099223,0.67956364,0.30011633,0.38796622,0.34822392,0.30893865,0.6586733,0.47136247,0.6797411,0.34552088,0.0,0.4054364,0.6899242,0.30933872,0.5677838,0.45125714,0.0,0.556894,0.6413878,0.5418302,0.26388243,0.33143,0.58537483,0.29086503,0.28882572,0.886087,0.0,0.56016487,0.08148284,0.7344304,0.47648934,0.41202867,0.57490706,0.26818463,0.514381,0.75453746,0.46484593,0.0,0.53337437,0.96093214,0.3898422,0.43489546,0.4923539,0.81846493,0.0
