movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
21bridgesmovie,0.5563308,0.347456,0.66716987,0.68658257,0.55468845,0.59534943,0.38934487,0.26096815,0.45491588,0.45211467,0.37926513,0.57450825,0.0,0.48387513,0.32220754,0.71460015,0.21727975,0.5440076,0.16810194,0.087758176,0.7366129,0.7430606,0.28720033,0.6888131,0.44048384,0.8325938,0.48218384,0.31510603,0.5227564,0.5324609,0.59311247,0.69630206,0.5874556,0.14511567,0.43095323,0.3313768,0.33569846,0.4898941,0.75431496,0.30271494,0.5590744,0.41959795,0.44817853,0.3643201,0.0,0.43881887,0.26812848,0.5248045,0.67278063,0.6606725
47metersdown,0.43161798,0.86919934,0.54278576,0.6772645,0.9042749,0.42743647,0.62617,0.40855128,0.500073,0.39053455,0.8565056,0.15118088,0.0,0.39148015,0.22809081,0.7564093,0.5323525,0.6726701,0.40560988,0.44226572,0.82328737,0.59393716,0.6277851,0.5960573,0.53249824,0.8595804,0.6669561,0.34760085,0.46477625,0.6718124,0.74705267,0.646039,0.66581404,0.15676188,0.7455625,0.34825063,0.3718042,0.4149185,0.9419729,0.5056515,0.5193225,0.44106966,0.7826443,0.48911628,0.0,0.6429895,0.20091471,0.68843067,0.60410357,0.5343268
abeautifuldaymovie,0.4168112,0.4082615,0.4781846,0.4895504,0.5381984,0.47572243,0.5280724,0.2948189,0.5292859,0.3804911,0.39383367,0.4240207,0.0,0.45069334,0.33388725,0.67901725,0.16116346,0.34418905,0.22546533,0.3413014,0.6257672,0.63187563,0.40719897,0.5658117,0.5039744,0.76459974,0.33087772,0.25166854,0.41030052,0.5233675,0.5003181,0.6330381,0.49350816,0.25936443,0.4083066,0.3090931,0.2709779,0.47004706,0.57837766,0.2422747,0.5932607,0.34034598,0.45447922,0.5095508,0.0,0.33651957,0.23188363,0.484149,0.64415693,0.5385924
abominablemovie,0.82152927,0.5731286,0.71715444,1.0831295,0.77939504,0.9940812,0.6755282,0.5014274,0.9281853,0.5043623,0.55366457,0.61180216,0.0,0.50425005,0.31219348,0.8560503,0.45786828,0.73162204,0.3507826,0.2725742,0.7207064,0.75328124,0.21472003,0.6636953,0.73156524,1.0623107,0.8689488,0.5758859,0.53517693,0.5267552,0.72797996,1.113089,0.84684604,0.5696289,0.97700053,0.46147466,0.4303287,0.9542401,0.7556188,0.45556527,0.98402435,0.77586347,0.6794371,0.52344584,0.0,0.6816436,0.34804985,0.9109961,0.6657355,0.7516407
adastramovie,0.40424186,0.5115658,0.52021027,0.4262274,0.47124916,0.44152308,0.43863058,0.23640415,0.6024642,0.4588222,0.47239515,0.44533944,0.0,0.4757022,0.24445423,0.41558602,0.26405716,0.3465343,0.092083596,0.16966335,0.45635542,0.52598685,0.3655056,0.46839496,0.27558884,0.6053202,0.38615516,0.17322798,0.378576,0.42431906,0.40849274,0.55378747,0.54435843,0.26067886,0.31396845,0.28451514,0.25926355,0.34448588,0.57657224,0.2570773,0.48363492,0.42870855,0.3652749,0.30425784,0.0,0.37225446,0.19957669,0.27595562,0.39954922,0.30055434
adogsjourneymovie,0.9403549,0.91317964,1.2453963,1.1055757,1.4981644,1.3785162,0.97954965,0.8207253,1.4293545,1.5679581,1.0618075,1.7175753,0.0,1.0357893,0.7167056,1.2445533,0.97414947,0.5425787,0.3666469,0.45684007,1.4523461,1.3986495,1.0379155,1.7576709,0.79997385,1.5782163,1.2176127,0.22501664,1.4028746,0.92596674,0.9660192,1.5857233,1.1291292,0.28923506,0.45608503,0.67485905,0.8027176,1.0282921,1.4980737,1.0418882,1.7356067,0.8060855,0.7738442,1.0222325,0.0,1.1793691,0.9756422,0.8453072,1.3981836,0.735543
aftermathmovie,0.33201858,0.4767345,0.3887461,0.45637038,0.42978305,0.5196505,0.3137182,0.12306403,0.47853667,0.25501803,0.44395626,0.38182256,0.0,0.35745862,0.22705452,0.55569607,0.23899888,0.3882162,0.31549057,0.11750031,0.56121665,0.50618005,0.39818698,0.61643595,0.2149792,0.6302077,0.36757532,0.25490063,0.44436327,0.3893781,0.39748037,0.35443768,0.45194754,0.0127224475,0.40949842,0.1870809,0.17950949,0.29735163,0.5652109,0.30269524,0.5357118,0.33587658,0.28210258,0.18925549,0.0,0.48611283,0.35515144,0.34690273,0.338658,0.34627435
aftermovie,0.37966564,0.56005317,0.60093284,0.5920807,0.5146954,0.72273713,0.48144674,0.23060372,0.6578653,0.22803928,0.61272395,0.49425215,0.0,0.3972826,0.3947917,0.6538057,0.34425604,0.4732486,0.20169452,0.3064991,0.56415194,0.67646194,0.44525155,0.74799937,0.3839615,0.7765112,0.5650773,0.15593967,0.53490824,0.3768973,0.6859589,0.67123103,0.56696635,0.2053703,0.4812873,0.10172592,0.36561242,0.63173777,0.6368585,0.42133296,0.59574646,0.44037396,0.5133864,0.41725126,0.0,0.36673003,0.3753366,0.39728856,0.659065,0.42356318
ahiddenlifefilm,0.19098213,0.19984168,0.22492841,0.26264098,0.287144,0.224113,0.19924589,0.10968778,0.25150657,0.16383658,0.21337056,0.2135248,0.0,0.19445194,0.1296041,0.31101638,0.120744675,0.18996045,0.12078018,0.09203461,0.2633824,0.27203512,0.17477636,0.27716017,0.20740908,0.34751278,0.22686379,0.1153111,0.21884453,0.20188415,0.24297325,0.26130933,0.24368197,0.08703999,0.20499077,0.11781838,0.13830471,0.21842152,0.28061157,0.16822094,0.25547457,0.16635013,0.20408133,0.16499601,0.0,0.19805497,0.14042553,0.21561888,0.21281184,0.19654745
alitamovie,0.66145706,0.9479133,0.6494028,0.53646624,0.7982193,0.8829257,0.54262584,0.46250224,0.79125226,0.37707573,0.7501975,0.52762216,0.0,0.4409049,0.48323333,0.6285809,0.10715772,0.4205361,0.0,0.23956202,0.6979257,1.0223644,0.64839256,0.88024586,0.39069676,0.9622486,0.41611347,0.33637977,0.5951506,0.50107896,0.72158027,0.6181021,0.66337055,0.24789146,0.36217856,0.5485512,0.35655025,0.37272406,0.7676253,0.31791034,0.64078164,0.73859656,0.52302307,0.50527936,0.0,0.6464584,0.37858966,0.7023111,0.7249216,0.59251666
