movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169
21bridgesmovie,0.0,0.54209006,0.32199782,0.0,0.0,0.36081275,0.23317508,0.45380235,0.46377507,0.4047412,0.3364188,0.46255594,0.5042573,0.20144124,0.12226106,0.058053534,0.44857034,0.4720996,0.32640105,0.26242444,0.478518,0.23081142,0.0073700286,0.40894172,0.43266582,0.17268685,0.0,0.382357,0.31195617,0.1626256,0.07323945,0.3522811,0.44975236,0.0,0.069450006,0.43659243,0.0,0.0,0.26836213,0.08953814,0.0,0.14815037,0.20744541,0.3332957,0.39077112,0.37601689,0.34893,0.1922271,0.48369014,0.0,0.30114228,0.39696023,0.26669016,0.0,0.28683966,0.0,0.17203571,0.55367184,0.5929102,0.3972974,0.19410847,0.34334815,0.22964144,0.0,0.48840472,0.4187156,0.14640442,0.30214223,0.0,0.0,0.5049035,0.05283852,0.0,0.35864365,0.4141575,0.3146923,0.28275582,0.23616873,0.40829608,0.0,0.2060597,0.22332235,0.38164482,0.33082342,0.38080606,0.36516652,0.4208957,0.38280192,0.42132422,0.4345496,0.0,0.13682677,0.3073236,0.5730651,0.07907863,0.4365655,0.28485638,0.4278615,0.3313282,0.4738959,0.055288248,0.27051532,0.27167857,0.23959136,0.26421398,0.0,0.0,0.51601624,0.253844,0.47947997,0.3427711,0.3620316,0.40609083,0.3784454,0.0,0.3470386,0.46585158,0.22734287,0.47447434,0.36043975,0.3103859,0.5128726,0.0,0.42757106,0.037422143,0.24948673,0.05036162,0.3038004,0.51633507,0.11885814,0.336388,0.0,0.0,0.443921,0.36666673,0.30905452,0.36185896,0.4004991,0.26735637,0.41149485,0.36846086,0.13127883,0.4873255,0.44862345,0.4270566,0.42742425,0.3534154,0.0,0.5054218,0.2388736,0.31333068,0.0,0.0,0.27636755,0.22394718,0.37434033,0.46794158,0.047283795,0.34237748,0.0,0.42327723,0.3246445,0.14587514,0.4473804,0.25099155,0.25690013,0.28827688,0.38229972,0.36818165,0.32227868
47metersdown,0.0,0.6874376,0.4771757,0.0,0.0,0.37028658,0.22007236,0.4824531,0.6061592,0.509739,0.19587865,0.68199325,0.70748234,0.2721249,0.19229162,0.018547941,0.3125324,0.34612122,0.4664182,0.33410588,0.54693836,0.2525914,0.0,0.56587696,0.435993,0.30794275,0.0,0.4636866,0.44822648,0.06660354,0.05986706,0.2798585,0.43015677,0.0,0.066171944,0.37770644,0.0,0.06807778,0.48503596,0.0,0.0,0.43626156,0.4372052,0.3578514,0.4315938,0.4050717,0.33596742,0.14069039,0.49440002,0.0,0.3259738,0.55223525,0.34035277,0.0,0.27877352,0.0,0.076481365,0.5408037,0.764603,0.52963734,0.19686984,0.44477388,0.077901326,0.0,0.5275251,0.42380786,0.16106457,0.31270158,0.0,0.0,0.6013933,0.0,0.0,0.63151336,0.4024246,0.3489755,0.47252044,0.34595248,0.24159381,0.0,0.16236667,0.35457122,0.61435354,0.20372269,0.4959777,0.41357622,0.45873088,0.26113558,0.2947217,0.47325584,0.0,0.0,0.2779697,0.69482744,0.014956223,0.4179494,0.45662376,0.62135154,0.553692,0.603324,0.061917625,0.4430679,0.2350156,0.24684045,0.32586777,0.0,0.0,0.47374406,0.25568402,0.57600117,0.38894126,0.4860323,0.27199617,0.39308792,0.0,0.24262512,0.6528221,0.24482286,0.5628607,0.49264362,0.36167043,0.6961172,0.0,0.5192625,0.22521089,0.6100447,0.0015719645,0.2942693,0.78135484,0.43202326,0.4353374,0.0,0.0,0.46242464,0.39855236,0.46465763,0.33372387,0.37159172,0.55073994,0.3278874,0.4732894,0.12332688,0.71908,0.57105273,0.43825868,0.33137825,0.4531254,0.0,0.44291902,0.27008423,0.39676657,0.0,0.0,0.3687694,0.29287228,0.22402324,0.4945716,0.02196265,0.41907924,0.0,0.53103065,0.6355281,0.10047877,0.550837,0.34815124,0.3418069,0.38777503,0.29166442,0.4733782,0.33012658
abeautifuldaymovie,0.0,0.47013646,0.32908794,0.0,0.0,0.34448406,0.18055,0.36096877,0.36130604,0.4780466,0.2630456,0.35066122,0.5418782,0.18151976,0.09617995,0.07249044,0.41219726,0.36603516,0.23298994,0.17209415,0.35476422,0.20816714,0.016414348,0.29010144,0.4342662,0.16121972,0.0,0.37358916,0.40994057,0.045867506,0.15692075,0.33812279,0.3934244,0.0,0.14519109,0.26473284,0.0,0.02521646,0.2544313,0.07286641,0.0,0.19630417,0.26638466,0.33749586,0.28457138,0.32110724,0.31000733,0.29815966,0.17913668,0.0,0.25009775,0.38293943,0.25106123,0.0,0.19094576,0.0,0.05515463,0.45009175,0.43044057,0.41152805,0.13693136,0.23941381,0.10596691,0.0,0.3835844,0.26688498,0.21711811,0.30086648,0.0,0.0,0.42949983,0.10319703,0.0,0.28945273,0.29658288,0.22967717,0.2333984,0.22504663,0.3575086,0.0,0.19008377,0.34286973,0.36055392,0.31911182,0.43369475,0.29463872,0.43585786,0.19009219,0.35722637,0.36891422,0.0,0.026807515,0.38056704,0.38371152,0.0,0.394872,0.29970753,0.32062274,0.27171206,0.4279608,0.08244984,0.14505547,0.21116185,0.1689277,0.3263449,0.0,0.0,0.29678142,0.28800893,0.44196606,0.3735221,0.36415425,0.35740414,0.3749261,0.0,0.30252752,0.41518694,0.22756654,0.34717387,0.26405713,0.22910929,0.37319347,0.0,0.49753886,0.0,0.24308152,0.049678218,0.27526534,0.3989302,0.20599933,0.27313024,0.0,0.0,0.4291488,0.46004757,0.44802612,0.3198458,0.38699663,0.29881802,0.16754909,0.35189223,0.16968818,0.45240286,0.436811,0.3392603,0.32435644,0.29208833,0.0,0.4692391,0.33748344,0.16653334,0.0,0.0,0.3128758,0.25893047,0.19085853,0.46205294,0.03042236,0.3161525,0.0,0.25854805,0.43747634,0.012527738,0.33824104,0.20258331,0.04526198,0.1786438,0.33514017,0.29805633,0.49334723
abominablemovie,0.032988127,0.8536726,0.41080517,0.0,0.0,0.46000063,0.24221016,0.3703506,0.67346287,0.5347013,0.7616225,0.5949301,0.7095007,0.560396,0.17220317,0.056515247,0.5090004,0.43251163,0.43580085,0.31520206,0.6759569,0.49210536,0.0,0.8264361,0.5667347,0.30197135,0.0,0.5878096,0.60298824,0.18391235,0.15204138,0.45522872,0.7869944,0.0,0.3330364,0.53886354,0.0,0.0020846063,0.29436105,0.0,0.0,0.2977595,0.2596893,0.49801284,0.5089022,0.7324867,0.4210552,0.35677564,0.8146312,0.0,0.44536594,0.7406478,0.55088276,0.0,0.068967424,0.0,0.30781293,0.8970338,0.6184796,0.44578373,0.119362526,0.3478138,0.18669555,0.0,0.7331731,0.64980996,0.26047754,0.6168343,0.0,0.0,0.6951462,0.04188022,0.0,0.5981648,0.40467405,0.32266212,0.2267466,0.3468193,0.6866221,0.0,0.23446059,0.21325946,0.8377322,0.47888356,0.57926595,0.6347253,0.49811476,0.26443088,0.5205819,0.5218431,0.0,0.21047413,0.3725722,0.7211573,0.0,0.60491383,0.66189015,0.5267612,0.34150177,0.66013026,0.0,0.5889225,0.53048265,0.35750654,0.57720643,0.0,0.0,0.4710678,0.38448226,0.54161626,0.55511534,0.5860084,0.42347914,0.5512917,0.0,0.55740964,0.5594844,0.60734755,0.71058977,0.55206084,0.4831484,0.63361925,0.0,0.85070306,0.0,0.21929039,0.045402925,0.4825364,0.77675515,0.21283934,0.73831743,0.0,0.0,0.73876876,0.768404,0.61786777,0.3909858,0.6835132,0.268584,0.6033093,0.70469415,0.4213927,0.5573154,0.59311384,0.68680567,0.74819434,0.7268818,0.0,0.58735365,0.380814,0.6003279,0.0,0.0,0.44425422,0.50796527,0.5728679,0.71803486,0.016688056,0.5601425,0.0,0.28016475,0.6236459,0.045802243,0.8298813,0.31494904,0.31423402,0.2804956,0.6915145,0.72331285,0.7280661
adastramovie,0.0,0.399507,0.32963657,0.0,0.0,0.39412615,0.20673142,0.32291573,0.4292685,0.2912423,0.32408714,0.4580837,0.4765251,0.3440933,0.18005815,0.026390515,0.2922458,0.3923911,0.22787373,0.22916055,0.2543683,0.3790503,0.0,0.19325753,0.21580315,0.2697464,0.0,0.2675452,0.35185423,0.0,0.0,0.12039753,0.40366465,0.0,0.14564234,0.30116042,0.0,0.052797206,0.37032455,0.04058179,0.0,0.19137104,0.19166206,0.25184053,0.33310917,0.39074662,0.2414202,0.10190348,0.2455583,0.0,0.2435903,0.40096572,0.1868863,0.0,0.11439136,0.0,0.045426905,0.4157456,0.5115379,0.4149059,0.17767508,0.37209895,0.111056454,0.0,0.48907885,0.46700037,0.24130595,0.46582884,0.0,0.0,0.45548636,0.0,0.012905274,0.39673603,0.15112084,0.36077887,0.1462598,0.100390814,0.2064347,0.0,0.29890457,0.36243808,0.55094147,0.36678308,0.2916316,0.26903206,0.37776473,0.22459151,0.38483584,0.24112017,0.0,0.071163416,0.31319818,0.42641366,0.0,0.40559536,0.15196487,0.3422466,0.2949431,0.5100453,0.04862012,0.21241772,0.15482959,0.18683943,0.24236903,0.0,0.0,0.20941736,0.31419936,0.37995762,0.20164219,0.422992,0.36687395,0.35840738,0.0,0.21138984,0.38454804,0.16469735,0.3349149,0.15121031,0.15876685,0.3931292,0.0,0.44791108,0.09527566,0.32882586,0.037297767,0.26780462,0.5655623,0.16268258,0.39998436,0.0,0.0,0.3074364,0.39565167,0.31176937,0.24684645,0.22726552,0.42305443,0.23378843,0.2704273,0.1461728,0.34664795,0.39609808,0.39507928,0.3093095,0.369874,0.0,0.32912692,0.21459499,0.2424787,0.0,0.0,0.3021986,0.3137838,0.258663,0.3700739,0.0,0.1429903,0.0,0.38360965,0.46113577,0.11193389,0.4162239,0.17109856,0.1402654,0.22467068,0.32161987,0.31080848,0.36068895
adogsjourneymovie,0.0,1.0337635,0.74926716,0.0,0.0,0.9287289,0.3200051,0.80438614,0.4867651,1.064582,0.51336074,1.2111243,1.1409484,0.48844334,0.22170684,0.0,0.67540914,0.78859717,0.70899594,0.2888621,1.0514269,0.15201408,0.0,0.75791436,0.75163525,0.19354627,0.0,0.75929904,0.7829011,0.24330252,0.03991382,0.92621195,0.8309092,0.0,0.2439238,0.8719488,0.0,0.4628062,0.8977565,0.023753114,0.0,0.39612678,0.43932605,0.91072303,0.6456607,0.8025779,0.35752302,0.62860787,0.6382443,0.0,0.80074066,1.0089014,0.46590224,0.0,0.3997062,0.0,0.2986186,0.56487584,1.0325973,0.71768224,0.23667924,0.47392595,0.0,0.0,0.8241134,0.7628083,0.51601005,0.6428362,0.0,0.0,0.89404345,0.14994685,0.09757073,0.71570426,0.8478763,0.31071064,0.46422616,0.34159893,0.8651828,0.0,0.42361316,0.5966159,0.9574043,0.4732666,0.7809354,0.752838,1.013005,0.6726112,0.56266123,0.9168759,0.0,0.30775496,0.6147073,1.0169926,0.0,0.69539356,0.6215075,0.95694757,0.8027771,1.2782147,0.23019907,0.9405183,0.52069265,0.42880055,0.8195339,0.0,0.0,0.7916777,0.54877937,1.0985919,0.5831678,0.8575728,0.80644655,0.7655072,0.0,0.94083124,0.8711062,0.68951315,0.793491,0.71153045,0.6057609,0.8371218,0.0,1.0038364,0.13060622,0.5518718,0.14260346,0.5338929,1.033129,0.4857694,0.92940205,0.0,0.0,0.74823576,0.7734577,0.8457217,0.56190366,0.5337459,0.377951,0.81353545,1.0069507,0.48906574,1.0761787,0.65299845,0.7052361,0.6560563,0.41815838,0.09974863,0.7460663,0.5604227,0.7249159,0.16497886,0.0,0.46223283,0.690061,0.77017,1.1679561,0.0,0.7949008,0.0,0.57430905,0.69630516,0.40863022,0.72311944,0.95867974,0.63984835,0.57660973,0.69174814,1.1105773,0.9862653
aftermathmovie,0.0,0.373666,0.26149487,0.0,0.0,0.29344863,0.16109832,0.25418043,0.40394187,0.34380886,0.2779093,0.31947538,0.25832656,0.16863276,0.10273555,0.0,0.26608923,0.29398617,0.22326924,0.10892431,0.32845086,0.1663188,0.031098891,0.3440655,0.29552126,0.1979618,0.0,0.26891777,0.31565338,0.0020720959,0.085373856,0.3236696,0.2613374,0.0,0.10539369,0.18671407,0.021802722,0.10219144,0.29378977,0.15992138,0.0,0.15285219,0.14473751,0.25028965,0.23904544,0.18516678,0.26690698,0.09544204,0.22757152,0.0,0.19485308,0.2570273,0.22618067,0.0,0.18895732,0.0,0.15845452,0.34810147,0.3399816,0.298286,0.095145665,0.21995224,0.07764992,0.0,0.32900724,0.31297964,0.1858488,0.30462483,0.0,0.0,0.32046658,0.0032259747,0.0,0.32513046,0.30535972,0.117522456,0.12524845,0.1051035,0.24371617,0.0,0.17468703,0.20543846,0.3741781,0.19331965,0.25605488,0.27710214,0.30338684,0.18868484,0.2282707,0.26391357,0.0,0.11246294,0.31484818,0.35201502,0.07900673,0.28169817,0.20773086,0.25172085,0.2612459,0.27402902,0.035990093,0.15341283,0.2716632,0.14682902,0.3182198,0.0,0.0,0.23981209,0.31562093,0.28271928,0.19598791,0.27482486,0.29401752,0.2611614,0.0,0.24037895,0.27523044,0.18102114,0.33346754,0.259447,0.17717211,0.4135002,0.0,0.38614103,0.08557356,0.15881447,0.0,0.18957236,0.3469771,0.15436734,0.22946869,0.0,0.0,0.1998319,0.30137384,0.30007786,0.27455598,0.26300234,0.23204707,0.18050663,0.33036056,0.10051723,0.32956368,0.305632,0.24936393,0.27446496,0.26845485,0.0,0.37506542,0.24197221,0.18201667,0.0,0.0,0.23415606,0.21037328,0.20706539,0.40162146,0.0,0.18019135,0.0,0.24601522,0.26936254,0.058786817,0.31319284,0.1721217,0.1411739,0.20158683,0.23476452,0.25127465,0.3338989
aftermovie,0.0,0.35197684,0.13376029,0.0,0.0,0.36931774,0.32127038,0.4136834,0.2756509,0.46432957,0.24196628,0.45613045,0.4084685,0.2581071,0.18073978,0.051510543,0.26892638,0.20300452,0.24245746,0.18269916,0.37826613,0.18626276,0.0,0.42188928,0.37206584,0.23959175,0.0,0.41836467,0.35948333,0.0764308,0.012376361,0.24878699,0.4426689,0.0,0.078004554,0.38539448,0.0,0.22210045,0.25725225,0.0,0.0,0.15459591,0.14499737,0.31720078,0.18367606,0.41494772,0.4242053,0.1128571,0.4611441,0.0,0.3320105,0.39170894,0.2494579,0.0,0.29863787,0.0,0.17335963,0.4153131,0.4908088,0.32291007,0.20427758,0.22992742,0.13430427,0.0,0.44023308,0.30502367,0.16394767,0.3873583,0.0,0.0,0.38588792,0.0,0.0,0.27493182,0.24830112,0.37596673,0.36275274,0.3512442,0.432089,0.0,0.3369109,0.25035307,0.45931166,0.36559898,0.5144704,0.37581667,0.47416458,0.30834147,0.4127596,0.45318875,0.0,0.09814216,0.16489473,0.46148717,0.0019163005,0.45088822,0.2970672,0.3830603,0.19905725,0.39936715,0.0,0.38481718,0.28743505,0.19577733,0.39192063,0.0,0.0,0.2955879,0.39387652,0.3007511,0.22376081,0.36614168,0.2067025,0.45801038,0.0,0.31364247,0.43583056,0.31490117,0.3014599,0.53779936,0.3349864,0.52825576,0.0,0.5432752,0.0054015163,0.3247076,0.08272655,0.46308976,0.5209552,0.19585551,0.32138902,0.0,0.0,0.27234447,0.32806954,0.4733621,0.15737742,0.3355698,0.24521418,0.20110255,0.4486183,0.09900962,0.28797027,0.34069854,0.38156754,0.4970051,0.36711356,0.04007429,0.46315578,0.3772011,0.30174276,0.0653944,0.0,0.33695546,0.2762795,0.28935722,0.46028247,0.109410524,0.33855098,0.0,0.43763566,0.3818053,0.23352723,0.53147084,0.18425986,0.16184525,0.1635802,0.33046418,0.521163,0.4895771
ahiddenlifefilm,0.0,0.17361125,0.13278532,0.0,0.0,0.15321895,0.08961148,0.13448238,0.16937202,0.14748776,0.114644624,0.18811138,0.16850357,0.09804794,0.047879536,0.024898741,0.13009346,0.14701177,0.11862597,0.10076562,0.15087602,0.08127051,0.0,0.14988677,0.14497456,0.10762112,0.0,0.16563882,0.13362905,0.02417569,0.015981542,0.118433364,0.16010687,0.0,0.05627343,0.1208085,0.0,0.031269312,0.1296426,0.025287608,0.0,0.06800713,0.09202181,0.13026954,0.105212264,0.1379748,0.11616765,0.06119994,0.13697743,0.0,0.11785287,0.15119264,0.098337546,0.0,0.0759317,0.0,0.07666072,0.18064827,0.18600233,0.1398046,0.04919438,0.11585122,0.054881833,0.0,0.15514508,0.13732554,0.071858816,0.112496436,0.0,0.0,0.1812798,0.017526392,0.0,0.17129223,0.13334773,0.114032865,0.093237184,0.0933767,0.14423095,0.0,0.08735446,0.10616647,0.16407071,0.11899915,0.14970116,0.13676922,0.16651483,0.10566314,0.12188973,0.14115728,0.0,0.032292493,0.104935504,0.1785442,0.0075469874,0.1558949,0.10898573,0.15881898,0.114176236,0.1841457,0.019416295,0.12296903,0.11200131,0.07799653,0.13141243,0.0,0.0,0.13378604,0.11265567,0.17786264,0.13388312,0.14240511,0.13314486,0.1389591,0.0,0.118560076,0.16248451,0.11429121,0.16363847,0.12571207,0.11153464,0.19060111,0.0,0.20671682,0.03168102,0.13803296,0.0054973746,0.11585178,0.18728791,0.091946825,0.14426832,0.0,0.0,0.1386123,0.14605309,0.14649177,0.13577928,0.122010574,0.1217255,0.09545024,0.16979846,0.060409416,0.18070965,0.17600988,0.15249625,0.1347699,0.13375178,0.0,0.1598358,0.1119384,0.1298497,0.014608478,0.0,0.1266604,0.11307744,0.11510312,0.17584425,0.0012875777,0.11789744,0.0,0.14089152,0.15436704,0.060984273,0.14636478,0.10958437,0.07696058,0.10072535,0.1412923,0.17095013,0.15537374
alitamovie,0.0,0.6096497,0.60012615,0.0,0.0,0.5408134,0.34216303,0.6346129,0.67477727,0.5912345,0.52347744,0.7585577,1.0200043,0.39057657,0.23544756,0.1017131,0.5607492,0.6476951,0.33503935,0.39541346,0.57704407,0.29617345,0.1278869,0.3570786,0.3680064,0.61166525,0.0,0.70158607,0.7139575,0.16308561,0.037897825,0.39652243,0.5842141,0.0,0.20395404,0.39637908,0.0,0.18340269,0.42370644,0.03195943,0.0,0.24017571,0.37978438,0.515935,0.6711106,0.70753145,0.4819969,0.17061435,0.64575195,0.0,0.576774,0.66972184,0.36610368,0.0,0.16280235,0.0,0.27631468,0.6840561,0.9446699,0.8608249,0.10553672,0.46985632,0.28401598,0.0,0.72656715,0.6860521,0.20777658,0.6363673,0.0,0.0,0.6417733,0.034639277,0.0,0.46064216,0.49845684,0.5686704,0.19998278,0.57098943,0.5174047,0.0,0.53181165,0.5207042,0.787843,0.6423138,0.43200353,0.71611094,0.68439513,0.51084757,0.39258435,0.5969472,0.0,0.3446002,0.48392397,0.598795,0.059844896,0.5328932,0.5141094,0.6403639,0.53989995,0.709448,0.09865913,0.62261766,0.26380584,0.34498623,0.51790464,0.0,0.0,0.37081012,0.47182137,0.8165146,0.5672236,0.5681231,0.6024329,0.50961655,0.0,0.33604118,0.73554844,0.47254035,0.67254674,0.4833161,0.36145926,0.8470333,0.0,0.86820453,0.25888497,0.4905801,0.0,0.41939515,0.7873853,0.20972672,0.7931114,0.0,0.0,0.45168015,0.67956066,0.49349388,0.39849386,0.4783014,0.37161568,0.4325402,0.43979397,0.269629,0.6657778,0.6520645,0.53592163,0.5523604,0.61613154,0.0,0.4242662,0.34213933,0.609655,0.0,0.0,0.41473866,0.5277778,0.47440916,0.66893256,0.0,0.5089288,0.0,0.6054535,0.6062322,0.073281065,0.72051525,0.3006233,0.41026783,0.34278718,0.57778525,0.5390408,0.5987076
