movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89
21bridgesmovie,0.52263236,0.2939825,0.6082612,0.16078019,0.23404378,0.59543836,0.37353703,0.1301885,0.16261677,0.3307672,0.52632755,0.10595535,0.6155772,0.32681385,0.22183394,0.23209666,0.5859424,0.3238808,0.11932584,0.34428003,0.38404825,0.17576279,0.12901683,0.45940515,0.26509938,0.20929079,0.0,0.005346494,0.27605852,0.48465857,0.4281494,0.3312186,0.40278745,0.45720184,0.0,0.43651155,0.0,0.4216718,0.30242082,0.26093957,0.60612214,0.45223308,0.0,0.55792296,0.45578268,0.50759506,0.57545054,0.0,0.18780187,0.39587286,0.5574299,0.49850518,0.21601449,0.43420005,0.37565845,0.3749029,0.6896506,0.2765519,0.58819044,0.37417382,0.0,0.05256575,0.30651894,0.0,0.5269469,0.48369694,0.18170075,0.39877766,0.12265156,0.50920475,0.52053463,0.47892636,0.36893517,0.36889035,0.2450114,0.5227097,0.38255003,0.5182105,0.6136916,0.45926192,0.33658633,0.36600512,0.36650676,0.4039827,0.0,0.64418966,0.0478087,0.41743457,0.24008957,0.6473502
47metersdown,0.6518236,0.46444967,0.38521537,0.30945337,0.6596899,0.74643147,0.26311055,0.29216376,0.30203834,0.65216696,0.6558117,0.020777266,0.7642746,0.468638,0.33566508,0.40172824,0.56730473,0.3539923,0.39444155,0.29960102,0.6445843,0.11515479,0.02858752,0.6348948,0.07119251,0.15812355,0.0,0.1276985,0.47617075,0.6935722,0.42854804,0.48218074,0.41124362,0.7572718,0.0,0.5357696,0.0,0.40614963,0.4114877,0.47346786,0.56730634,0.6243732,0.0074903974,0.7873635,0.5008384,0.32813764,0.6633797,0.0,0.056387004,0.29243398,0.8168875,0.71567297,0.3870219,0.55101675,0.43379962,0.44977626,0.7723941,0.3868432,0.8520869,0.41142994,0.16155463,0.020780742,0.272839,0.0,0.70769674,0.9372201,0.22340588,0.3141326,0.39992014,0.2983265,0.631908,0.63409036,0.7071699,0.47673768,0.3772313,0.65611404,0.43731162,0.6243692,0.64385206,0.38538417,0.6055717,0.4565454,0.5176157,0.6163274,0.0,0.6499676,0.13995743,0.739683,0.53993785,0.65071183
abeautifuldaymovie,0.5553879,0.33051562,0.5629488,0.29838493,0.33470416,0.60624367,0.43924394,0.2891321,0.30864868,0.51809436,0.44744092,0.067653775,0.5256502,0.3530705,0.22654891,0.22892012,0.4643289,0.3338534,0.3073822,0.43433714,0.43413997,0.18040483,0.08151617,0.41911593,0.12927778,0.22585239,0.0,0.13014771,0.27611563,0.4092706,0.3831972,0.4765286,0.3096565,0.49537235,0.0,0.29245356,0.0,0.37929344,0.2852729,0.440233,0.49444246,0.3686107,0.0,0.4827052,0.4400776,0.40773156,0.5298473,0.0,0.32583177,0.44283077,0.4842971,0.49591208,0.32313535,0.41683134,0.4026506,0.3585954,0.5460145,0.16692112,0.5895749,0.49872762,0.114449866,0.14479001,0.21654141,0.0,0.4228196,0.32298696,0.18558799,0.43355006,0.27264345,0.37087253,0.45017335,0.5118763,0.44455335,0.20718062,0.28146765,0.47779235,0.45979646,0.5064727,0.3702137,0.4976584,0.48439732,0.35921764,0.31643543,0.53092754,0.0,0.7038229,0.0,0.4378758,0.124787174,0.54030406
abominablemovie,0.73306984,0.36884964,0.7938776,0.31377226,0.41326433,0.84276354,0.45416307,0.14526728,0.37897974,0.5859709,0.71657884,0.14772487,1.0120639,0.7569323,0.59135807,0.49044052,0.74152946,0.4359024,0.062907495,0.41832352,0.89740837,0.41615504,0.0,0.9364043,0.30009452,0.35024682,0.0,0.1570322,0.4889335,0.88408476,0.50828236,0.70479417,0.6168623,0.8049269,0.0,0.6432028,0.0,0.49224794,0.6967064,0.45139018,0.66914594,0.7076316,0.0,0.6200394,0.7387416,0.45253465,0.7120004,0.0,0.49797136,0.60506105,0.4993696,0.83520603,0.4432758,0.5737862,0.73515826,0.59879756,0.9725571,0.38870043,0.8001918,0.68878555,0.07843491,0.0,0.37910157,0.0,0.5732265,0.8619143,0.27961278,0.5334404,0.3718193,0.8717247,0.82175153,0.661355,0.5099817,0.58259726,0.64534664,0.60598457,0.4460591,0.731484,0.8948991,0.6669723,0.65347654,0.4612456,0.5062825,0.7499279,0.0,1.0288218,0.15990065,0.8161122,0.050765313,0.7481487
adastramovie,0.4651255,0.2965481,0.46790648,0.243997,0.28187364,0.5066252,0.44207692,0.14766592,0.24880356,0.4693768,0.40895385,0.04547028,0.40183958,0.24336845,0.23997426,0.33479413,0.40783772,0.2962891,0.22600736,0.41145486,0.45398238,0.22966644,0.09073676,0.35696718,0.0,0.20630477,0.0,0.12685944,0.2874436,0.41477093,0.40276998,0.43997657,0.20266399,0.35938236,0.0,0.40107206,0.0,0.43874383,0.2873373,0.41199377,0.41393557,0.43600282,0.0,0.5562396,0.38763154,0.47613543,0.53615665,0.0,0.12668425,0.5121842,0.4849187,0.46105886,0.24481954,0.3372704,0.284772,0.4288244,0.41055715,0.20728748,0.58487445,0.5059852,0.117757976,0.1235768,0.20132352,0.0,0.55145067,0.5858882,0.2247938,0.28302252,0.14344005,0.23913997,0.32084033,0.5216004,0.39610127,0.30669433,0.3478634,0.47618565,0.44777805,0.50095147,0.50848526,0.38062552,0.38584706,0.4224264,0.288667,0.3937682,0.0,0.527305,0.04717258,0.45557827,0.13769637,0.5459776
adogsjourneymovie,1.4549222,1.213444,1.0198201,0.6591371,0.7296462,0.8479436,0.6148983,0.30822054,0.4306355,1.2841849,0.7961757,0.0,1.0217643,1.0641598,0.645971,0.49753207,1.038556,0.8017218,0.48374695,0.74173707,1.0898174,0.31846666,0.36047417,0.94996727,0.15922351,0.24822345,0.0,0.0,0.8415597,0.724039,1.0224155,1.1080796,1.0145562,1.5907447,0.0,1.0102792,0.0,0.9567957,0.61757475,0.7064973,1.004004,1.1861005,0.0,1.3087654,1.1255512,1.0645866,1.1468956,0.0,0.048853774,0.6574456,1.5284289,1.252561,0.39044738,0.7997153,0.6841498,0.50784945,1.2338173,0.3289192,1.4194684,1.2094741,0.402039,0.07724637,0.6673409,0.0,1.2444146,1.1090412,0.6020885,1.0650862,0.7790901,0.76256776,1.3905098,1.2187039,0.76221764,1.1030556,0.8555829,0.6234787,0.97546065,0.9670253,1.3575221,0.9032415,1.0986625,0.85381436,0.83670753,1.4428726,0.0,1.3563937,0.027141673,1.1662909,0.64782774,1.3118542
aftermathmovie,0.4484396,0.3873553,0.38695422,0.22133155,0.2809056,0.4025603,0.22791775,0.16404456,0.18446274,0.39996368,0.48080233,0.0,0.36771178,0.30427542,0.1945473,0.2632221,0.487227,0.25845367,0.27661702,0.16896512,0.42173815,0.12881058,0.15964322,0.42599803,0.045287587,0.15037131,0.0,0.0,0.17473678,0.45306745,0.29320517,0.4486509,0.17503092,0.50948083,0.0,0.28750226,0.0,0.2603229,0.21240695,0.2897951,0.39975652,0.37241396,0.0,0.46207118,0.41455415,0.37800166,0.405752,0.0,0.23173079,0.2569269,0.49693206,0.3955891,0.2101663,0.19942379,0.14755136,0.29873642,0.52021956,0.20852304,0.53467125,0.3811601,0.11230359,0.022831481,0.22983897,0.0,0.4368034,0.4514297,0.15411504,0.28322282,0.2214793,0.2602892,0.39896312,0.39553523,0.33981693,0.2710235,0.36062858,0.32080004,0.3526692,0.35233718,0.4444507,0.13945182,0.31157032,0.30652848,0.32853904,0.34776637,0.0,0.36878684,0.0,0.34678954,0.22466116,0.50307035
aftermovie,0.4033845,0.52323884,0.4978019,0.24792264,0.26546314,0.43848357,0.23719302,0.051822625,0.17768383,0.44580838,0.36088738,0.15113999,0.53373396,0.36564755,0.23180863,0.23657717,0.43487957,0.41793486,0.22011729,0.39202124,0.53683186,0.13604766,0.15029685,0.43930054,0.0825736,0.12101332,0.0,0.0,0.2027668,0.38907,0.2339325,0.3666487,0.29243928,0.38544682,0.0,0.47239146,0.0,0.28038576,0.22485285,0.4602969,0.38261348,0.1284664,0.0,0.3877002,0.38468385,0.46235213,0.32566255,0.0,0.19556816,0.4304464,0.57992315,0.51659185,0.32082754,0.54199517,0.29611918,0.4220185,0.5273117,0.20368062,0.5855729,0.5258834,0.12745555,0.25289986,0.40346676,0.0,0.56056035,0.4371884,0.32115138,0.38176903,0.25002372,0.43920907,0.48539242,0.48280457,0.33219472,0.4213906,0.3461763,0.43505567,0.43859285,0.45503676,0.4776121,0.29713047,0.4070284,0.31166452,0.37823737,0.50514823,0.0,0.5559441,0.056906886,0.38735467,0.13629933,0.5766397
ahiddenlifefilm,0.2376284,0.18493724,0.20701404,0.10126561,0.11881594,0.19693077,0.14023913,0.06024432,0.10495855,0.19540605,0.19706771,0.021956258,0.23856829,0.17499429,0.09821688,0.13511215,0.19138354,0.12188518,0.10659931,0.1257484,0.20799822,0.08981468,0.082258776,0.20991781,0.059356254,0.090659276,0.0,0.008190667,0.10993411,0.20368801,0.15887529,0.20447397,0.12133449,0.23758787,0.0,0.18254365,0.0,0.14341407,0.12510951,0.17523034,0.20641774,0.17568427,0.0,0.22611035,0.21369725,0.18796925,0.22262546,0.0,0.08351894,0.16731425,0.21157424,0.20839189,0.105460405,0.16098544,0.14889579,0.15779878,0.25160378,0.08092407,0.2682094,0.18971725,0.038427647,0.06165751,0.11832021,0.0,0.19747636,0.2151801,0.094190784,0.14225343,0.09936194,0.17428882,0.19586524,0.22556253,0.1740298,0.15589073,0.15078919,0.17215116,0.15137576,0.18768688,0.21780084,0.14512506,0.17745075,0.17757142,0.1520889,0.18887424,0.0,0.2568442,0.022585297,0.20321122,0.08192215,0.24937713
alitamovie,0.556461,0.52769953,0.40306532,0.3095051,0.3722899,0.8150916,0.51695645,0.039083824,0.15503648,0.5696737,0.5936562,0.08652523,0.8530539,0.4059192,0.43313012,0.52944195,0.5957302,0.36697844,0.28544202,0.42565656,0.5665449,0.27483654,0.22089373,0.47511312,0.11115181,0.18177871,0.0,0.08578693,0.2152072,0.48089585,0.46428654,0.47462407,0.29825366,0.73337877,0.0,0.658447,0.0,0.43457812,0.5599859,0.55370915,0.6120726,0.64384633,0.0,0.6782142,0.6152424,0.6440561,0.806748,0.0,0.33509618,0.56685126,0.7241659,0.5095206,0.3438401,0.38889244,0.38739598,0.5604149,0.79070634,0.30735222,0.76726097,0.89186305,0.30691457,0.10435145,0.42573845,0.0,0.81296223,0.67365754,0.36581287,0.5162356,0.35211653,0.47793764,0.48865604,0.57664925,0.2936061,0.427583,0.66488135,0.77271795,0.5530219,0.7777949,0.851142,0.44509462,0.6875223,0.4425076,0.4193502,0.6369127,0.0,0.61931545,0.0,0.619989,0.1791283,0.89730984
