movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
21bridgesmovie,0.056601435,0.5483999,0.5158865,0.33016148,0.5299264,0.5060792,0.47643778,0.0,0.40216896,0.5621902,0.00254401,0.8915434,0.80125415,0.22881387,0.7931204,0.82113934,0.2901362,0.7165717,0.5099103,0.73527133,0.22425468,0.49528724,0.10362857,0.69495344,1.0850991,0.0,0.49276367,0.463433,0.6653138,0.74389046
47metersdown,0.03283679,1.0087528,0.5874059,0.48338908,0.5842096,0.6178262,0.63390875,0.066677675,0.3691653,0.6612909,0.0,0.46817082,1.024639,0.3035049,0.8160167,0.85161185,0.22807392,0.806808,0.59964633,0.9443933,0.34381807,0.32558793,0.0,0.85460114,1.1728189,0.0,0.26749593,0.3484337,1.2421448,0.5526795
abeautifuldaymovie,0.074653946,0.8063741,0.48681772,0.4752408,0.7244172,0.4605983,0.6247132,0.1725209,0.31424373,0.64888346,0.051623292,0.77998257,0.754085,0.4334993,0.66113925,0.7974079,0.10755767,0.87678087,0.5119098,0.8048747,0.42648122,0.48021415,0.14060652,0.77465355,0.9927399,0.0,0.4565303,0.61896694,0.5802995,0.58339256
abominablemovie,0.0,1.3336344,0.5667154,0.47116846,0.8150429,0.67000353,0.83755267,0.017721992,0.7838606,1.0075586,0.071559906,0.7787921,1.1305209,0.86851776,1.2743908,1.2296122,0.5462522,1.0027968,1.2978604,1.0154991,0.6916829,0.856121,0.0,1.1813368,1.5634059,0.0,0.3993195,0.7089752,1.4099418,1.1068404
adastramovie,0.060319513,0.5386665,0.57632184,0.3174748,0.42216635,0.36377952,0.49748817,0.02772946,0.2266321,0.39348334,0.08987206,0.42877012,0.5548277,0.21581559,0.43465182,0.6627475,0.18519491,0.5172869,0.4629692,0.6815518,0.16167662,0.37305507,0.09355079,0.46064505,0.9186452,0.0,0.3393871,0.2815179,0.58590364,0.61484855
adogsjourneymovie,0.0,1.6644659,1.0820386,0.5828016,1.8741125,1.1238161,1.7297145,0.34862724,0.8855076,1.7684433,0.014538258,1.1811762,1.5267028,0.91189885,1.469006,1.394736,0.27980897,1.8776929,1.6570249,2.1497405,0.58504707,1.4401836,0.19596353,1.8170668,2.0583806,0.0,1.2006739,1.5029505,1.8414742,1.5404086
aftermathmovie,0.09786149,0.605054,0.34586853,0.27883607,0.43446892,0.3495879,0.41189474,0.13302407,0.40552512,0.60808575,0.0,0.34945405,0.45252222,0.43528178,0.6115463,0.47562057,0.15510863,0.6907126,0.628191,0.66712093,0.35779092,0.5166892,0.021618895,0.6814871,0.74522674,0.0,0.23243693,0.4275289,0.5970958,0.43793434
aftermovie,0.23435417,0.6983104,0.5420659,0.34320825,0.716453,0.34339246,0.6201226,0.14644375,0.3772643,0.73273027,0.112726144,0.56544125,0.6486845,0.72873175,0.82875645,0.9023775,0.12689796,0.8561779,0.8402229,0.7707403,0.37729818,0.70998424,0.015032978,0.70398414,1.0295928,0.0,0.36698171,0.801095,0.9085296,0.52200866
ahiddenlifefilm,0.06111791,0.32009044,0.25361452,0.19924946,0.2804063,0.1899876,0.26144883,0.016446615,0.20222591,0.3125185,0.021962032,0.31503093,0.32488188,0.24661972,0.37378103,0.37492618,0.11227812,0.37618926,0.32876775,0.39129603,0.191883,0.2879829,0.019716948,0.33698013,0.5227351,0.0,0.20951147,0.29946807,0.34707153,0.3270954
alitamovie,0.0,0.97524405,0.6044481,0.6075548,0.7427892,0.38920838,0.60190225,0.15503217,0.5675842,0.73135114,0.1940941,0.5643594,0.7182131,0.6721561,0.6473193,1.2428675,0.053935878,0.7828953,0.84820354,0.82734764,0.40781564,0.5506166,0.0,0.75932086,1.3751751,0.0,0.45423526,0.50580275,1.0169505,0.66565937
angelhasfallen,0.028317068,0.75738573,0.56290907,0.6337786,0.8834258,0.6072551,0.78985274,0.096848756,0.3720251,1.0781455,0.26103795,0.736995,0.87540764,1.0236871,0.90740824,0.9999191,0.274757,1.1219393,0.9449953,0.79485697,0.38020545,0.7364143,0.22035761,0.68475837,1.293394,0.0,0.6913124,0.7998589,1.0086678,0.94953865
angrybirdsmovie,0.04292857,1.6947842,0.4397838,0.35155943,1.7744108,0.9614841,1.4166685,0.0,0.77523196,1.416268,0.0,1.332427,1.360214,0.91807574,1.3464178,2.7157876,0.3596011,2.6209302,1.5027286,1.6092685,0.8347128,0.9568857,0.43634546,1.7675319,2.249392,0.0,0.69756615,1.365558,1.3389585,1.3985827
annabellemovie,0.2760704,1.2323799,0.65266395,0.6586096,1.0341839,0.7519556,1.0100223,0.0,0.9598938,1.1074809,0.09975357,0.9582003,1.0329096,0.6901398,1.3938128,1.3137361,0.59111077,1.6121976,1.5475993,1.5788518,0.8504898,1.1945573,0.32877827,1.3777143,2.0080981,0.0,0.8345408,0.99191976,1.5236483,1.0309484
