movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39
21bridgesmovie,0.6337615,0.64304006,1.041049,0.81701297,0.0,0.8638908,0.6710302,0.56803083,0.6893561,0.62980473,0.52999514,0.0,0.0,0.26239932,0.6171831,0.0,0.29474255,0.7390568,0.8269827,0.8000543,0.06300003,0.6668984,0.6672492,0.8539748,0.0,0.5911149,0.6595658,0.7531974,0.5138469,0.63179845,0.5327637,0.79028934,0.48615575,0.48152545,0.26950163,0.3623584,0.54427046,0.54894316,0.66709334,0.26650262
47metersdown,0.7458211,0.7552589,1.4639795,0.6972731,0.0,1.0731701,0.868376,0.6110749,0.79480296,0.7563138,0.6560249,0.0,0.0,0.22045691,0.6611051,0.0,0.36570644,0.81796014,1.1309512,1.0058275,0.39614382,0.45500383,0.42378104,0.7044163,0.0,0.5326474,0.6226026,0.9168777,0.67336434,0.99761313,0.49679276,0.91036755,0.7888694,0.64399034,0.32531378,0.7863187,0.8542392,0.692671,0.96559066,0.2966321
abeautifuldaymovie,0.51047254,0.40479106,0.8525035,0.7051342,0.11661953,0.7415683,0.73245275,0.35492262,0.55126333,0.56668425,0.575652,0.0,0.0,0.19115351,0.48749563,0.0,0.22647588,0.8169816,0.6576386,0.7377357,0.16765553,0.5382544,0.32729033,0.8119033,0.0,0.52168006,0.58881074,0.795073,0.57526755,0.61451876,0.377385,0.7024812,0.48257095,0.50207394,0.2549348,0.46274677,0.5943999,0.5145848,0.59418595,0.21680716
abominablemovie,0.6533258,0.7742855,1.1971725,1.0568792,0.121985674,1.3548814,1.0183638,0.8186015,0.92561686,0.63045204,0.887491,0.0,0.0,0.18217951,0.9959327,0.0,0.7344059,1.0067825,1.0652649,1.0550798,0.31123978,0.9367955,0.96743953,1.360866,0.0,0.7939603,1.0289891,1.1970794,0.6861732,1.1313812,0.714766,1.1371459,0.74747455,0.96323794,0.3080887,0.76991326,1.0550176,0.7651997,0.88920265,0.726601
adastramovie,0.5308005,0.40332592,0.6772598,0.49926698,0.08675712,0.729735,0.53859043,0.33333328,0.55893326,0.3269718,0.49526334,0.0,0.0,0.17809607,0.52384603,0.0,0.3604966,0.51400244,0.5131686,0.68305886,0.11951199,0.47855228,0.4756208,0.4889379,0.0,0.46082985,0.63635087,0.5588749,0.2834079,0.43309397,0.38253045,0.53174907,0.30251345,0.4102907,0.23912182,0.31917444,0.42184404,0.40152612,0.57033247,0.3787261
adogsjourneymovie,1.6829199,0.6960658,1.8520851,1.2730676,0.050880037,1.5926509,1.3252654,0.8681418,1.1161249,1.5027016,1.902356,0.0,0.0,0.33978036,1.0104318,0.0,0.9616144,1.7022092,1.1536417,1.4877385,0.29549217,0.6742737,1.0567394,1.5855744,0.0,1.2636746,1.6524348,1.305906,1.2001319,1.1178185,1.2131723,1.5668682,1.392227,0.98360723,0.41893274,1.0413604,0.84945714,1.1695427,1.1002469,0.13116866
aftermathmovie,0.47296733,0.28401124,0.77326345,0.528178,0.22994645,0.5251455,0.5215924,0.43532112,0.4932366,0.43139622,0.5650455,0.0,0.0,0.2603687,0.3546438,0.0,0.32775706,0.5555616,0.57045406,0.5539376,0.18497033,0.36460096,0.48446018,0.52951133,0.0,0.37262815,0.5482178,0.48899445,0.47188708,0.5302958,0.40532854,0.49251541,0.46264523,0.3791411,0.27261838,0.36360133,0.64076936,0.4433963,0.5339534,0.23626345
aftermovie,0.5331108,0.40074193,0.78074944,0.72365934,0.14831693,0.84554434,0.5648694,0.4415029,0.747359,0.48208117,0.65453625,0.0,0.0,0.06169364,0.5603839,0.0,0.3981063,0.61929077,0.7118847,0.75975204,0.23597693,0.54201275,0.67173815,0.6606124,0.0,0.6296914,0.68918467,0.79498863,0.48695388,0.5234078,0.4997014,0.7692907,0.43394238,0.4981934,0.4085838,0.35550225,0.61076677,0.632387,0.64593625,0.3998557
ahiddenlifefilm,0.26425377,0.20655936,0.41971585,0.3146966,0.058352955,0.3780487,0.3029159,0.22967492,0.29324746,0.25643238,0.29846883,0.0,0.0,0.123560876,0.2900324,0.0,0.17170186,0.31740093,0.325825,0.38458225,0.094243094,0.23607978,0.28230345,0.31712443,0.0,0.2673363,0.32526296,0.31411335,0.2160597,0.31329823,0.23168387,0.29916695,0.23461051,0.24085252,0.14116193,0.1915342,0.29816046,0.2865301,0.28815794,0.16049825
alitamovie,0.6636563,0.65245795,1.0941023,0.8437609,0.20207423,1.1998976,0.7532211,0.22120245,0.6971357,0.71650517,0.869752,0.0,0.0,0.2450266,0.7790994,0.0,0.3030491,0.7316724,0.93352115,1.0650228,0.17150079,0.6911068,0.652907,0.7064985,0.0,0.88917136,0.99668694,0.8132685,0.71705145,0.83143157,0.77363276,0.9346527,0.40371162,0.6213852,0.33885744,0.3182586,0.72649455,0.6576422,0.9880732,0.52845335
