movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
21bridgesmovie,0.8588174,0.9180075,0.0,0.62561876,0.44571733,0.9624016,1.1002364,0.73733526,0.62151045,0.67055106,0.7998457,0.0,0.3854407,0.3062937,0.9955522,0.73835194,1.0800049,0.72206765,0.8598444,0.40884858
47metersdown,0.8898915,0.99276185,0.0,1.0852255,0.49442676,1.034907,1.2131715,1.0129185,0.78751594,0.76312685,0.8691045,0.0,0.42847836,0.35513458,1.305849,0.9342717,1.5450835,0.96701974,1.359962,0.42039254
abeautifuldaymovie,0.8155245,0.6042717,0.0,0.79878193,0.39615384,0.8080221,0.96601087,0.63636786,0.82383335,0.72456765,0.7127559,0.0,0.16281517,0.3916128,0.7952266,0.66154337,1.1155419,0.8566797,0.6622173,0.32795686
abominablemovie,1.2074466,0.85991764,0.0,1.2215232,0.6084787,1.1533722,1.3393271,1.2650847,1.2240244,0.9921849,1.2518448,0.0,0.38750142,0.5948883,1.3134904,1.2821078,1.7372899,1.1702769,1.4100978,0.6986021
adastramovie,0.5212453,0.83700633,0.0,0.63593185,0.39412138,0.93432206,0.91223073,0.8174288,0.54672164,0.7832954,0.7009189,0.0,0.2074667,0.18512625,0.8158519,0.50711155,0.93146765,0.7063811,0.8086577,0.42454278
adogsjourneymovie,2.0116994,1.6073987,0.0,1.8732625,0.6809604,2.1130798,2.2070045,1.867579,1.6073053,1.3381708,1.4244232,0.0,0.21334943,0.63227,1.8767539,1.8953888,2.5865817,1.6575317,1.636116,1.2453305
aftermathmovie,0.636392,0.71922255,0.0,0.62036675,0.38554922,0.7408913,0.8369025,0.61420345,0.5638744,0.49882624,0.52833015,0.0,0.46483135,0.15889332,0.7562444,0.72794056,0.7113205,0.5285552,0.7432904,0.31125292
aftermovie,0.79591334,0.8575292,0.0,0.6981336,0.5335653,1.0741042,1.1060283,0.55440706,0.8035362,0.7401806,0.72796416,0.0,0.35634482,0.2468091,0.8989537,0.9724841,0.95515996,0.6565217,0.85687274,0.46419203
ahiddenlifefilm,0.37315324,0.41110504,0.0,0.37155792,0.1920641,0.47172132,0.44043976,0.36473238,0.32437626,0.34387663,0.34988227,0.0,0.12133927,0.16266868,0.4220042,0.35745594,0.54736936,0.32837078,0.40399882,0.20180792
alitamovie,1.1797881,1.0810453,0.0,0.9310651,0.51173615,1.5727842,1.0679059,0.8074062,0.88524216,0.9925958,0.81362605,0.0,0.29255491,0.2807581,1.2209176,0.7972864,1.2240381,0.86780536,1.4537281,0.5389934
angelhasfallen,1.0165029,1.04415,0.0,1.1311585,0.5784962,1.265708,1.1108809,0.8908705,1.3312457,0.9294976,0.95217764,0.0,0.3106953,0.36781093,1.1683986,1.1690662,1.6246753,0.7294266,1.3320665,0.5788871
angrybirdsmovie,1.6943791,2.131053,0.0,1.1969628,0.50441754,2.5833797,2.4767785,1.2071705,1.2121322,1.4629258,1.3987294,0.0,0.6707585,0.817833,2.0015829,1.7321408,1.8313308,1.8575976,1.7971134,0.7321928
