movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169
21bridgesmovie,0.33321473,0.2920325,0.29758948,0.23030667,0.2897537,0.22128142,0.31534547,0.35777596,0.29743984,0.28978738,0.3854686,0.3002662,0.4226378,0.27113268,0.43477845,0.271249,0.345496,0.1863208,0.25269353,0.4496305,0.12687775,0.26397815,0.11490933,0.1470487,0.2231218,0.46445656,0.3335725,0.35971436,0.0,0.21379319,0.17514911,0.46164632,0.3103349,0.28712368,0.0,0.29405037,0.26692498,0.0,0.25113404,0.47917968,0.0,0.40843192,0.27259648,0.30298308,0.2685298,0.19132903,0.43239543,0.21927196,0.13179688,0.25308704,0.18804991,0.0,0.15240681,0.48791498,0.43459696,0.29488567,0.0,0.26036793,0.0,0.20417385,0.34733856,0.0,0.33306807,0.36697575,0.22868046,0.2588688,0.23041882,0.38197294,0.0,0.0,0.37420446,0.0,0.0,0.16385186,0.4151618,0.0,0.323486,0.0,0.06789312,0.25948954,0.36409464,0.2834589,0.32984963,0.14209396,0.0,0.0,0.33676487,0.25400126,0.2943034,0.24945186,0.0,0.36791718,0.44089496,0.14494292,0.22863984,0.26683444,0.0,0.4883957,0.38434976,0.0,0.25719452,0.36055493,0.4136868,0.1674269,0.3695481,0.39672834,0.0,0.34444803,0.2902298,0.35169896,0.29065657,0.1845414,0.17653647,0.30984074,0.0,0.34971377,0.37370822,0.40804166,0.20005344,0.35805723,0.27360484,0.4204605,0.40956822,0.0,0.0,0.0,0.56431377,0.48677233,0.0,0.36150452,0.2786978,0.0,0.0,0.03981524,0.20093036,0.39867866,0.057982493,0.48711622,0.32746735,0.43319237,0.12555534,0.39656284,0.41050264,0.0,0.14386635,0.3186038,0.18399255,0.24783643,0.17702158,0.0,0.032835737,0.2871709,0.24560973,0.41226166,0.27532524,0.25097606,0.0,0.098007314,0.5443616,0.34420085,0.3292855,0.35121098,0.39261872,0.2532771,0.48897025,0.22303177,0.0,0.1546548,0.2536654,0.3148012
47metersdown,0.3606595,0.5259286,0.41007426,0.40657905,0.45666286,0.29892448,0.44864887,0.6008497,0.41523787,0.4219851,0.5516947,0.3519478,0.3517431,0.41302925,0.47875518,0.45704854,0.38342324,0.09106898,0.38470495,0.5013541,0.4583436,0.5125266,0.36880916,0.13975853,0.19023253,0.55472726,0.4366398,0.455611,0.1669434,0.19147325,0.2601184,0.59621906,0.4098744,0.2415451,0.0,0.42939806,0.3152025,0.0,0.44079778,0.4548037,0.0,0.38262206,0.39046687,0.59733444,0.32952687,0.26623967,0.5734718,0.34596634,0.27953112,0.41782844,0.27077833,0.0,0.07442168,0.40421027,0.5527908,0.3080826,0.0,0.27885923,0.0,0.39548558,0.35335198,0.0,0.41562322,0.39981717,0.13247506,0.25897175,0.102438025,0.3708014,0.0,0.0,0.37789494,0.0,0.0,0.4138037,0.26887956,0.0,0.5941853,0.0,0.25087664,0.40799862,0.36313692,0.40073857,0.5547774,0.01796031,0.0,0.0,0.3878389,0.2905377,0.45565543,0.3629046,0.0,0.49380854,0.3890464,0.21403573,0.32042181,0.25470585,0.22699952,0.4542641,0.5399458,0.0,0.23184197,0.3521217,0.3043173,0.11414285,0.21313936,0.516959,0.0,0.36714295,0.32523918,0.15877575,0.30747402,0.0,0.011755542,0.43928102,0.0,0.45798254,0.30261722,0.24858932,0.33626378,0.23166557,0.3273928,0.46897283,0.6990738,0.0,0.0,0.0,0.62715405,0.41066042,0.0,0.42532524,0.46203563,0.0,0.0,0.16285673,0.42538333,0.40347803,0.1561424,0.5619247,0.45934886,0.4633436,0.055288766,0.4555,0.5322314,0.0,0.059585534,0.5020209,0.3800356,0.28821868,0.50039077,0.07397635,0.14475435,0.4938311,0.308869,0.36185727,0.54724795,0.61770207,0.0,0.06941109,0.63619065,0.33129162,0.42089525,0.57512236,0.4155601,0.3930588,0.6610578,0.39117682,0.0,0.11826701,0.30839485,0.5941296
abeautifuldaymovie,0.4235986,0.2938005,0.28968164,0.30810663,0.39334756,0.2922266,0.3560658,0.4254364,0.25979447,0.21666513,0.44549733,0.31632358,0.48911238,0.36714858,0.2747474,0.26751503,0.21741664,0.15376388,0.23716587,0.39772165,0.22538751,0.36587518,0.16365619,0.28346688,0.2110718,0.31839028,0.33631545,0.35399237,0.16706833,0.23978613,0.2059491,0.5550863,0.36701825,0.23141542,0.0,0.34020117,0.22762585,0.0,0.2700095,0.4373709,0.0,0.39227292,0.265574,0.31971443,0.21877985,0.14840846,0.43266872,0.24192624,0.18972987,0.20531775,0.33277142,0.0,0.14636523,0.4389844,0.36356053,0.3144599,0.0,0.299147,0.0,0.26755294,0.32109568,0.0,0.3392588,0.19329058,0.21991394,0.1315891,0.15507276,0.2171822,0.0,0.0,0.2911915,0.0006724718,0.0,0.16396451,0.31586605,0.0,0.48279658,0.0,0.19718738,0.45645553,0.41367346,0.36814082,0.41554233,0.19526157,0.0,0.06201765,0.2934277,0.16266899,0.32250187,0.35649765,0.0,0.46791527,0.28678554,0.092771605,0.26729652,0.2811365,0.0,0.3416801,0.41825825,0.0,0.26201063,0.28117135,0.37492907,0.23270543,0.109894246,0.46624923,0.0,0.17836452,0.34943736,0.23184839,0.23204643,0.2185119,0.020092238,0.4140558,0.0,0.3188399,0.29771408,0.35383952,0.33698303,0.28718555,0.22232582,0.3436964,0.4583408,0.0,0.0,0.0,0.45910552,0.41754833,0.0,0.32133943,0.32322258,0.0,0.0,0.05314096,0.28694218,0.33476162,0.1026662,0.46756288,0.24195549,0.24681877,0.09975272,0.40991285,0.48842114,0.0,0.09682416,0.2572327,0.30896664,0.21389148,0.29582572,0.0,0.093320765,0.33451658,0.25347748,0.365303,0.3372976,0.37485024,0.0,0.07544433,0.5480528,0.32458925,0.32471073,0.30743274,0.25963047,0.22144121,0.54321545,0.21391629,0.0,0.17918631,0.23635955,0.3883952
abominablemovie,0.72202563,0.54271626,0.6595718,0.42203718,0.6012189,0.38541657,0.7262624,0.59293246,0.5024095,0.4892348,0.7111666,0.31745246,0.71223664,0.65797484,0.62816393,0.41881657,0.36117676,0.14181337,0.6318732,0.8336536,0.28285944,0.5447187,0.55881536,0.19706284,0.47701237,0.85655016,0.5282748,0.59513575,0.31572023,0.46029186,0.3702242,0.6991796,0.37327617,0.41064602,0.0,0.2242847,0.42687038,0.0,0.40951204,0.60440713,0.0,0.6259661,0.38507646,0.5399045,0.6133486,0.30588713,0.62220156,0.5936074,0.23206842,0.45448866,0.33859983,0.010428665,0.10721301,0.8766841,0.50218344,0.14277467,0.0,0.5195958,0.0,0.47645426,0.24355157,0.0,0.4983437,0.24442488,0.23416072,0.16016221,0.1348588,0.4351144,0.0,0.0,0.7420879,0.0,0.0,0.25275978,0.7417477,0.0,0.5936101,0.0,0.3780929,0.759051,0.32801634,0.7220484,0.57621825,0.07837464,0.0,0.0,0.56590444,0.39989936,0.2600995,0.4611156,0.0,0.7926977,0.47274005,0.07939398,0.4722284,0.29032513,0.0,0.5839261,0.7217191,0.0,0.43453097,0.66140014,0.5747612,0.30157438,0.20095482,0.6944696,0.0,0.43577006,0.4788646,0.3253601,0.37311414,0.41514423,0.14573306,0.6207962,0.0,0.53049666,0.45225626,0.8129378,0.4429722,0.31199205,0.40367687,0.7385663,0.8568404,0.0,0.0,0.0,0.801263,0.65100163,0.0038716635,0.49553323,0.62393975,0.0,0.0,0.11642711,0.5916349,0.6185714,0.1641994,0.6026654,0.4412648,0.68352574,0.24081343,0.47573903,0.60259455,0.0,0.123135544,0.33277836,0.42698708,0.3704086,0.5339416,0.0,0.19074635,0.67234147,0.4610709,0.64151216,0.63903385,0.44337192,0.0,0.0,0.5974606,0.35147023,0.75255936,0.44831616,0.6154491,0.22110194,0.8671562,0.36464688,0.04754511,0.13424546,0.35229707,0.8442177
adastramovie,0.3202442,0.30897006,0.29066947,0.30638912,0.3113185,0.19406292,0.2970267,0.4142423,0.25888854,0.27780634,0.40769228,0.22070684,0.3964482,0.3624605,0.39712882,0.31878954,0.3321207,0.2867392,0.16373551,0.34190667,0.23471424,0.2912432,0.26269218,0.17578076,0.1815647,0.44709954,0.21149322,0.3064617,0.23087308,0.18938133,0.10705859,0.3472617,0.300107,0.19589874,0.0,0.30666614,0.42291075,0.0,0.23853613,0.26269957,0.0,0.4273175,0.3345401,0.30937314,0.34124687,0.21623805,0.3218519,0.2837766,0.07652095,0.18160783,0.31387275,0.052123703,0.096195735,0.38997787,0.4218503,0.16794205,0.0,0.18707101,0.0,0.29837462,0.24237353,0.0,0.30417988,0.27056774,0.023809228,0.0,0.21969935,0.22224554,0.0,0.0,0.20719434,0.0,0.0,0.19333285,0.444935,0.0,0.34629002,0.0,0.16132,0.33741075,0.37092075,0.38727105,0.34410477,0.15268609,0.0,0.0,0.22448827,0.024262408,0.24199282,0.23541254,0.0,0.4767755,0.28137162,0.103481516,0.16689427,0.10752481,0.0,0.35300243,0.28076828,0.0,0.23734082,0.2259674,0.34208173,0.18757735,0.24533948,0.3706643,0.0,0.20258436,0.36138016,0.16915876,0.20945549,0.017515402,0.15348823,0.4094129,0.082884684,0.25404277,0.2433723,0.45037234,0.30046043,0.22795819,0.20906678,0.30557618,0.5049424,0.0,0.0,0.0,0.36902764,0.31009945,0.001174842,0.33275104,0.27539563,0.0,0.0,0.21233496,0.29555222,0.33664495,0.09337838,0.43780068,0.2346012,0.36968917,0.11260078,0.42869592,0.3089859,0.0,0.15045825,0.33049458,0.26428404,0.223662,0.18482,0.0,0.12501389,0.44444314,0.18248618,0.2850885,0.27430755,0.31200108,0.0,0.0,0.48785293,0.34302798,0.24546562,0.32326782,0.18918706,0.30523884,0.4528794,0.24882397,0.0,0.066529796,0.30628332,0.30049488
adogsjourneymovie,1.0818002,0.82918024,0.22824776,0.7056199,0.7888666,1.0635101,1.2657802,1.0581914,0.55135953,0.674026,1.1606983,0.69380736,0.6401715,0.32316035,1.1281565,0.73951435,0.6389339,0.6332135,0.60993654,1.1684963,0.5128863,0.9273498,0.42393532,0.27944964,0.41091615,0.6987215,0.7970368,0.9809665,0.4398777,0.37303993,0.14691383,0.91412616,0.7352457,0.5555894,0.0,0.63226664,0.98180246,0.0,0.43020478,0.70817786,0.0,0.9906572,0.6559133,0.9088726,0.7869154,0.33282194,0.89937234,0.67876136,0.28948268,0.7199264,0.2638872,0.0,0.3367995,0.98023134,0.54671574,0.8968423,0.0,0.33781514,0.0,0.93173194,0.33098483,0.0,0.7985584,0.53707016,0.24508592,0.24441034,0.39215973,0.68621814,0.0,0.0,0.7219964,0.22336167,0.0,0.7063908,0.7830569,0.0,1.0904921,0.0,0.22727546,0.8008414,0.9802032,1.138035,1.0314593,0.2518918,0.0,0.0,0.7158932,0.7774363,0.93452233,0.5351859,0.0,0.85582733,0.8636992,0.34088448,0.7289801,0.50945973,0.0,0.6906352,0.6215106,0.0,0.6350816,0.53080714,0.81743914,0.5717356,0.313184,1.1190823,0.0,0.811225,0.2140557,0.36254257,0.59276366,0.44536075,0.12654658,0.83768654,0.0,0.9305601,0.53266835,0.6315121,0.39286858,0.45007443,0.46140143,1.114109,1.0755057,0.0,0.0,0.0,0.9505949,0.8262962,0.180142,0.8776723,0.6771368,0.0,0.0,0.5310632,1.068154,0.7536895,0.5226503,0.9502267,1.2356979,1.0128146,0.26625824,0.9734341,0.943542,0.0,0.0,0.6879791,0.80725855,0.76886505,0.94663155,0.0,0.011459055,0.93030596,0.6723985,0.95135325,1.0466598,0.53486735,0.0,0.0918931,0.93888324,0.7495173,0.36457255,0.4579055,0.7698051,0.488621,1.2936255,1.0058403,0.0,0.46975023,0.39792013,1.0078014
aftermathmovie,0.2781885,0.28920504,0.24880266,0.2585336,0.41688624,0.19588211,0.27879393,0.33093753,0.26238078,0.114029855,0.37474123,0.14046158,0.35660157,0.27465197,0.24111018,0.12527868,0.2205463,0.1532656,0.26731968,0.23115772,0.15127349,0.17750187,0.1540184,0.08322121,0.12759566,0.26499838,0.3265314,0.21893393,0.07310747,0.13780233,0.19364522,0.24505404,0.20536791,0.21972129,0.0,0.2159645,0.200344,0.0,0.16365485,0.3258314,0.0,0.23521397,0.19704129,0.19051515,0.26883346,0.121602856,0.2555009,0.13090323,0.09221095,0.21255447,0.16310479,0.0,0.17835318,0.31175727,0.23940915,0.13168612,0.0,0.16676168,0.0,0.17188148,0.12689522,0.0,0.12394007,0.26785764,0.21065386,0.1642832,0.12401573,0.21731141,0.0,0.0,0.17497845,0.033842247,0.0,0.17103387,0.29475862,0.0,0.2671151,0.0,0.028235186,0.27867448,0.25333738,0.2552102,0.27169248,0.052310556,0.0,0.0,0.26669136,0.21493573,0.21697892,0.20488192,0.0,0.38039413,0.2847812,0.09745371,0.14983805,0.23630539,0.0,0.27562356,0.29923826,0.0,0.1994459,0.16095135,0.34256047,0.14232086,0.10502946,0.25871107,0.0,0.22673088,0.24708584,0.17312351,0.11824204,0.11431474,0.050216388,0.29213515,0.0,0.22354874,0.30790263,0.30008203,0.26377937,0.13275291,0.19915648,0.33558968,0.323372,0.0,0.0,0.0,0.3492962,0.23636699,0.0,0.25394693,0.25265265,0.0,0.0,0.08661074,0.28916883,0.24149744,0.12152791,0.30272058,0.28792912,0.22808489,0.059807133,0.3022849,0.28249615,0.0,0.09437175,0.20697613,0.29692766,0.1753584,0.18512802,0.0,0.040624395,0.28642747,0.20968871,0.26340473,0.1832465,0.25823653,0.0,0.027768362,0.29901797,0.2753284,0.20366445,0.2680312,0.22776605,0.24822792,0.3687882,0.21491553,0.053690497,0.11767719,0.25587684,0.3262704
aftermovie,0.36952594,0.49586746,0.29328975,0.17013656,0.37805519,0.23005362,0.46174407,0.46033877,0.22940645,0.194223,0.37223217,0.30160913,0.40339097,0.36626026,0.2802404,0.3519721,0.29500678,0.17906249,0.22092858,0.25946048,0.2016372,0.36163586,0.23953724,0.23736145,0.09899582,0.40098378,0.29608786,0.22104023,0.097423665,0.13697706,0.26529714,0.3615439,0.3064569,0.23607767,0.0,0.22551993,0.30898166,0.0,0.18622431,0.3457141,0.0,0.37372872,0.24221757,0.24405861,0.37917662,0.3190014,0.39975855,0.22761531,0.19193429,0.29313332,0.15434931,0.0,0.05662821,0.4917078,0.36396953,0.26336676,0.0,0.24667205,0.0,0.19904798,0.15794115,0.0,0.20250498,0.2684364,0.16880833,0.11043693,0.16666333,0.35406348,0.0,0.0,0.23775233,0.047585748,0.0,0.20827077,0.40591085,0.0,0.34288704,0.0,0.13484247,0.4550283,0.3285395,0.35900378,0.3574998,0.16017997,0.0,0.0,0.29268628,0.13231857,0.38894358,0.2786799,0.0,0.49762085,0.36720982,0.1262795,0.21691875,0.18457156,0.0,0.36756986,0.4680305,0.0,0.2405654,0.41865757,0.32084876,0.16263567,0.2657194,0.4831609,0.0,0.2598558,0.33794445,0.1827767,0.3576597,0.2063971,0.10798499,0.24747537,0.0,0.42738083,0.3337824,0.32923555,0.21984507,0.14615276,0.19675866,0.42394167,0.45639235,0.0,0.0,0.0,0.49460533,0.25586075,0.0,0.36400983,0.26843,0.0,0.0,0.019073531,0.3311981,0.29868233,0.1229356,0.37820786,0.2705036,0.31569618,0.15380439,0.4887136,0.28908342,0.0,0.0,0.21576543,0.20191906,0.29474354,0.25322098,0.0,0.04990054,0.44548446,0.27337077,0.27955133,0.35252997,0.39257905,0.0,0.13915569,0.45294848,0.22592032,0.4050573,0.3693818,0.37593937,0.31901613,0.5621493,0.26143435,0.0,0.16960329,0.25679666,0.4351081
ahiddenlifefilm,0.15182889,0.13339677,0.105915874,0.10348877,0.14765272,0.10069667,0.14428596,0.15792587,0.10683433,0.09340605,0.15505756,0.08461202,0.15446669,0.120491356,0.13676134,0.09779774,0.10046021,0.06957172,0.104735374,0.14836091,0.07463601,0.12179133,0.094346665,0.070259586,0.08617367,0.1578238,0.13160485,0.13133042,0.058967426,0.077822596,0.059733585,0.14803004,0.10770809,0.08508366,0.0,0.10701643,0.10375953,0.0,0.085060075,0.15086953,0.0,0.15994804,0.0971982,0.12016078,0.11566754,0.07760105,0.14694242,0.107839495,0.04769182,0.101652175,0.088445626,0.0,0.062428515,0.16090788,0.12162788,0.10969575,0.0,0.106411636,0.0,0.1014175,0.0903048,0.0,0.12460768,0.10088516,0.06206172,0.06599434,0.07541141,0.120099425,0.0,0.0,0.1002827,0.0,0.0,0.070814684,0.13859001,0.0,0.15702835,0.0,0.057901327,0.15301712,0.122493654,0.1366578,0.14623074,0.05136864,0.0,0.0,0.1300921,0.07695031,0.108075544,0.11495594,0.0,0.16392976,0.12588373,0.06032136,0.09938378,0.088558555,0.0,0.13312855,0.15986237,0.0,0.09268205,0.11724252,0.13755015,0.09349455,0.07715459,0.17582512,0.0,0.10291876,0.12924261,0.082187384,0.10811718,0.053379524,0.02396949,0.14577506,0.0,0.13846382,0.114509955,0.13928702,0.10444255,0.093934745,0.08164356,0.15079586,0.16952176,0.0,0.0,0.0,0.17157254,0.12289556,0.0,0.13854292,0.11934367,0.0,0.0,0.03938991,0.13552733,0.13511048,0.04324114,0.15708241,0.12622707,0.13369894,0.04952367,0.17018585,0.14608186,0.0,0.024453256,0.109877594,0.10686776,0.09672802,0.09910405,0.0,0.027570862,0.14599437,0.096561305,0.12284212,0.1419201,0.11899139,0.0,0.020770416,0.17429109,0.10885769,0.10968861,0.12099356,0.13021132,0.116841756,0.18846929,0.118264556,0.006483322,0.078222744,0.089942515,0.15760931
alitamovie,0.70463693,0.4858586,0.2544083,0.52401143,0.49046662,0.28558642,0.4331811,0.40160486,0.28581473,0.2963662,0.51339906,0.38304627,0.48351708,0.46841782,0.53864336,0.38614184,0.26954022,0.24677509,0.2874771,0.57028335,0.25938606,0.51007926,0.20408846,0.28451666,0.38282162,0.6983531,0.38206846,0.5698119,0.17220078,0.08668832,0.18006466,0.36225602,0.53522104,0.34750217,0.0,0.37662986,0.28102344,0.0,0.35424957,0.4948774,0.0,0.6681142,0.4462848,0.52212775,0.47804257,0.29407752,0.45776603,0.3189514,0.37323976,0.3669627,0.24619263,0.0,0.27907485,0.68591446,0.6573181,0.23849028,0.0,0.19401875,0.0,0.29707754,0.41344783,0.0,0.44905365,0.4982801,0.19896108,0.3018044,0.23371194,0.49703142,0.0,0.0,0.12279964,0.0,0.0,0.40783706,0.5095188,0.0,0.4432715,0.0,0.097491354,0.46633482,0.49024534,0.37099838,0.6029792,0.1251472,0.0,0.0,0.44248664,0.22612959,0.27167115,0.26438287,0.0,0.41515046,0.31785974,0.0,0.24707918,0.19017026,0.0,0.4695254,0.4204877,0.0,0.3578232,0.3149353,0.5323729,0.2720839,0.42254934,0.5207257,0.0,0.3419707,0.32511193,0.1828711,0.24217252,0.13895582,0.08688493,0.40138417,0.0,0.5039357,0.5452018,0.43867058,0.3837986,0.29380065,0.26168558,0.41599992,0.5046294,0.0,0.0,0.0,0.72070324,0.35090598,0.0,0.37338713,0.29248443,0.015977487,0.0,0.16298415,0.36183882,0.45032018,0.18921593,0.6445555,0.43450752,0.42167735,0.16256304,0.43287873,0.41162091,0.0,0.21366954,0.24204011,0.33183977,0.36192632,0.4531013,0.0,0.09235979,0.4551706,0.29798695,0.42244214,0.4563111,0.37671214,0.0,0.046784654,0.5811202,0.19048153,0.3641288,0.42364776,0.42100042,0.33548266,0.88779247,0.45436195,0.033280957,0.3495069,0.32626578,0.48581785
