movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59
21bridgesmovie,0.5765428,0.0,0.42172632,0.12430686,0.0,0.35865384,0.5946412,0.57167304,0.5580021,0.680747,0.31486064,0.21966664,0.35450867,0.42799014,0.5112715,0.6109802,0.36278036,0.56223357,0.0,0.39924246,0.3112829,0.0,0.3150498,0.698869,0.3950412,0.37363935,0.13629946,0.6119482,0.48108274,0.5499471,0.5091637,0.2874277,0.5096449,0.25603044,0.37286595,0.8902347,0.5484958,0.3777911,0.32151267,0.5449165,0.50206846,0.36541474,0.6677275,0.29121578,0.4676603,0.47919038,0.0,0.0,0.43327725,0.4738153,0.45714676,0.5091906,0.5903078,0.28951594,0.51871204,0.4656498,0.58519065,0.3329555,0.4951658,0.48111233
47metersdown,0.9521447,0.13420945,0.8011679,0.2909794,0.3106336,0.44814414,0.7247118,0.8612363,0.67257786,0.8609703,0.61880654,0.51448995,0.25637147,0.5263093,0.7509971,0.4640094,0.44231737,0.83804923,0.0,0.2646733,0.66879106,0.0,0.51475066,0.91403687,0.6660031,0.5916058,0.07087013,0.92491686,0.5493124,0.78632647,0.64517885,0.037115645,0.8834211,0.28703186,0.539029,1.1634785,0.68180245,0.5179264,0.5512922,0.74935347,0.45298478,0.45446765,1.0004761,0.3652183,0.7138309,0.8944608,0.0,0.0,0.87403816,0.30473235,0.5589924,0.5084796,0.84098345,0.5300916,0.85991204,0.88362044,1.0537623,0.25361294,0.2955055,0.7037769
abeautifuldaymovie,0.58157384,0.0,0.35549363,0.053662017,0.27694944,0.43232262,0.5801871,0.5976584,0.47657102,0.67481095,0.3667422,0.42015067,0.3122267,0.46358103,0.2675307,0.4374938,0.38892734,0.4931048,0.0,0.31500742,0.4765598,0.0,0.38334706,0.56689495,0.45474824,0.48226923,0.13470793,0.5664103,0.3966965,0.39492214,0.5572048,0.096042916,0.636131,0.31745464,0.45797604,0.7440287,0.6241519,0.27858305,0.47094518,0.43223104,0.20597829,0.27742314,0.7926433,0.42320016,0.21188588,0.6621832,0.0,0.0,0.62645274,0.3789334,0.3879044,0.31378794,0.6311247,0.20275308,0.63591576,0.7081985,0.74455416,0.30065113,0.39602166,0.25692376
abominablemovie,0.94195056,0.0,0.783679,0.28559622,0.19245383,0.46635163,1.1349074,0.9212651,0.91382384,1.3219023,0.49538946,0.44304332,0.3422567,0.74809676,0.5552849,0.7370042,0.8171629,1.0340956,0.0,0.3393358,0.5691682,0.0,0.7728775,1.1092677,0.5713836,0.91989076,0.1872187,1.0125766,0.57525367,1.0442622,1.060471,0.29670596,1.049809,0.45288137,0.78413695,1.2769511,0.79825705,0.47129798,0.47353795,0.8343392,0.6204894,0.770246,0.99100494,0.65492207,0.96046275,0.802347,0.0,0.0,0.8897279,0.84750557,0.63214445,0.82951695,0.7648006,0.2661171,1.1005787,0.79221517,1.285529,0.49907616,0.85676813,0.62612116
adastramovie,0.5270812,0.0,0.41837952,0.12166545,0.27637044,0.42633563,0.46018076,0.5258961,0.48990184,0.6525367,0.25761968,0.12534182,0.26807278,0.4490747,0.5746538,0.38923255,0.4360545,0.6560686,0.0,0.2908959,0.36291254,0.0,0.32823646,0.6404001,0.53411007,0.3524071,0.2222455,0.4849014,0.45208046,0.48622376,0.4583722,0.043230653,0.43164837,0.23140228,0.3918707,0.7625198,0.432865,0.422726,0.37181163,0.43007216,0.3501459,0.45182955,0.7551042,0.34513536,0.51983994,0.545624,0.0,0.0,0.5149734,0.3342731,0.42065334,0.35649005,0.46122688,0.3196288,0.6385079,0.42747378,0.5988289,0.31409082,0.43649638,0.4243825
adogsjourneymovie,1.2314297,0.0,1.1552905,0.008018136,0.57440287,0.6490856,1.4644382,1.2431453,1.3089926,1.0668811,1.1863408,0.6376611,0.9192654,0.8859892,1.3088685,1.5775965,0.90528554,1.0811485,0.0,0.69982475,0.5659344,0.0,0.47414464,0.88382417,0.9944372,0.9907494,0.10131883,1.7026049,0.6109141,0.7676485,0.904226,0.11603926,1.4523431,0.58236897,0.8335378,1.9517708,1.0785699,0.9303554,0.4838149,1.2150035,1.1829168,0.79948235,1.6997806,0.7920194,1.8797866,1.4207867,0.0,0.0,1.7551186,0.7604844,1.1121972,0.729757,1.24058,0.62162906,1.123247,0.7642985,1.7006987,0.6990221,0.52933747,1.1696979
aftermathmovie,0.38107595,0.0,0.3595677,0.010712749,0.14904882,0.3040551,0.48904163,0.5609921,0.4303559,0.5017742,0.44047043,0.20802303,0.219147,0.42877167,0.48755878,0.3587177,0.28365484,0.4774347,0.0,0.31658578,0.30029252,0.0,0.27695778,0.46720168,0.3657966,0.44156897,0.09805202,0.3662867,0.18935056,0.26683325,0.37587067,0.18847235,0.51048326,0.36332062,0.2996215,0.5875635,0.3754328,0.29007715,0.24100947,0.2816805,0.2498159,0.3007757,0.5521132,0.32579556,0.3484599,0.46931097,0.0,0.0,0.5995363,0.18168312,0.356344,0.36380824,0.45300573,0.31465968,0.5753239,0.38713276,0.5286114,0.09145801,0.32967994,0.35627478
aftermovie,0.5315872,0.0,0.4621381,0.19876236,0.2426047,0.42359,0.5822667,0.5347335,0.523256,0.54937834,0.4580769,0.33915246,0.34324026,0.61913216,0.78655773,0.5194964,0.5740206,0.5292864,0.0,0.28171095,0.3617399,0.0,0.3002021,0.5935029,0.31216475,0.57324994,0.0052837506,0.63861704,0.4560331,0.57770437,0.5449333,0.025610056,0.7729497,0.4697248,0.4356807,0.7122998,0.4667841,0.3314125,0.40387344,0.63348013,0.47877184,0.6048944,0.64996374,0.61650914,0.5857356,0.66006815,0.0,0.0,0.62328917,0.3268742,0.5751566,0.5234854,0.62231916,0.36452007,0.722245,0.58796316,0.7454634,0.21771687,0.5368239,0.431345
ahiddenlifefilm,0.23076129,0.0,0.1678887,0.044654954,0.0834333,0.16341327,0.2680258,0.3054286,0.22784285,0.2872264,0.17148975,0.14515157,0.1367656,0.21646214,0.21543978,0.23814234,0.18280911,0.2187645,0.0,0.13208419,0.17774275,0.0,0.16917464,0.2679563,0.19833574,0.20230192,0.06576644,0.23993516,0.17264198,0.22819713,0.22501802,0.05334363,0.2760019,0.14921176,0.1818222,0.33538416,0.2177984,0.14645803,0.14549844,0.21590495,0.17170076,0.16612773,0.3103122,0.15808702,0.192577,0.25844052,0.0,0.0,0.31621498,0.14345011,0.20441715,0.19313173,0.25789776,0.13502213,0.2850029,0.22576651,0.31303927,0.13442585,0.16793951,0.17591172
alitamovie,0.683299,0.0,0.6127126,0.21855006,0.3382419,0.40665182,0.671576,0.90366316,0.53447545,1.1405988,0.47509044,0.4124592,0.4654036,0.5457022,0.5140761,0.63286555,0.56864774,0.7402573,0.0,0.46100727,0.976539,0.0,0.52202994,1.0100002,0.7404894,0.45514768,0.044411562,0.5010627,0.58928144,0.9319556,0.40851012,0.07224135,0.6191238,0.48518005,0.41328502,1.137929,0.65949494,0.6340894,0.5027503,0.81723684,0.8661136,0.62556446,0.9997066,0.76517326,0.6733392,0.84523624,0.0,0.0,0.7308327,0.34319696,0.5510614,0.4924257,0.7582857,0.46333528,0.93590736,0.64958596,1.0561149,0.44575995,0.49694172,0.6182812
