movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79
21bridgesmovie,0.5985699,0.55592537,0.0,0.45384097,0.6316237,0.0,0.12785973,0.0,0.0,0.33680305,0.53321624,0.4496174,0.0,0.6696638,0.43433565,0.4064404,0.23503749,0.0,0.47975788,0.32253146,0.35746077,0.5520413,0.08781936,0.0,0.3768959,0.0,0.4218198,0.5046045,0.58639413,0.2745944,0.27968362,0.40818506,0.0,0.60572696,0.40732357,0.34325248,0.6634262,0.42755398,0.66555583,0.43471903,0.0,0.60622716,0.13457027,0.58387476,0.7367444,0.5516145,0.443455,0.50724995,0.4154241,0.5188927,0.079700984,0.55119747,0.25710934,0.0,0.48207754,0.37778336,0.0,0.20962861,0.23257741,0.36172068,0.6702199,0.40616357,0.74526286,0.6003272,0.40815982,0.0,0.0,0.0,0.22027484,0.18045317,0.38403732,0.60933566,0.00956702,0.55918694,0.0,0.326767,0.26738092,0.2746975,0.4461794,0.30366534
47metersdown,0.60129637,0.49404815,0.0,0.3733444,0.74834245,0.0,0.46006796,0.0,0.0,0.5736783,0.78164285,0.8961496,0.0,0.7796553,0.6862012,0.4913449,0.40130913,0.0,0.4078091,0.49317312,0.20128423,0.58764887,0.0,0.0,0.36075044,0.0,0.4365116,0.57430553,0.42632616,0.22482316,0.3478286,0.6855664,0.0,0.5320118,0.5095963,0.42158562,0.34695917,0.5186994,0.6696392,0.27054688,0.1260896,0.3282432,0.11549881,0.46076518,0.5582758,0.7664547,0.40677124,0.6892509,0.5493512,0.7010265,0.046696775,0.73012745,0.08453775,0.0,0.7136314,0.41681686,0.0,0.2287472,0.2465906,0.60310173,0.817458,0.36034334,0.34998563,0.64863205,0.5878534,0.0,0.0,0.0,0.19389622,0.13710703,0.52178335,0.6157514,0.10890622,0.70554745,0.0,0.23001318,0.0,0.34862518,0.66195446,0.33754864
abeautifuldaymovie,0.42814165,0.4219938,0.0,0.4268115,0.41384795,0.0,0.13465601,0.0,0.0,0.38558748,0.3729301,0.4827971,0.0,0.617347,0.33241403,0.37934515,0.2943898,0.0,0.40510437,0.3591776,0.20780125,0.52694184,0.18378985,0.0,0.3363847,0.0,0.53473556,0.5433772,0.44712558,0.16913521,0.26452178,0.35591468,0.0,0.39283293,0.29267296,0.38916832,0.40481973,0.49811217,0.40387595,0.2220164,0.0,0.51299274,0.026185503,0.6405252,0.49738455,0.5054217,0.44892573,0.44859993,0.34082797,0.34199154,0.030545462,0.47854295,0.16717006,0.0,0.32805973,0.40946576,0.0,0.21770804,0.16207084,0.30233943,0.6023102,0.25384414,0.6660255,0.56061643,0.2934715,0.0,0.0,0.0,0.080125704,0.24110858,0.29980227,0.4776345,0.24812657,0.46999776,0.0,0.051450092,0.13145763,0.28032708,0.5438408,0.22218512
abominablemovie,0.85304844,0.8922366,0.0,0.5732423,0.9370728,0.0,0.20851226,0.0,0.0,0.85371387,0.6673032,0.77392584,0.0,1.005789,0.5403307,0.6019207,0.38494998,0.0,0.73452353,0.6498996,0.4484584,0.79918253,0.13002715,0.0,0.36537504,0.0,0.657029,0.7436962,0.9082284,0.29191777,0.5881496,0.77897614,0.0,1.1076136,0.50441694,0.8647992,0.58882946,0.3667972,0.9059,0.657167,0.0,0.92277676,0.0,0.7558817,0.9016292,1.0218475,0.46067956,0.71555376,0.86895895,0.50245816,0.3974081,0.93265355,0.21222761,0.0,0.9741343,0.7227979,0.0,0.19588573,0.36856264,0.40566996,1.0694071,0.53898543,0.91078657,0.87765265,0.43525165,0.0,0.0,0.0,0.22257754,0.08878901,0.48492596,0.5823433,0.18884268,0.9296066,0.0,0.38604215,0.00020670146,0.41147107,0.88322616,0.39602014
adastramovie,0.659248,0.51464665,0.0,0.46391377,0.5036418,0.0,0.2795723,0.0,0.0,0.5027299,0.3594639,0.5089446,0.0,0.702982,0.39540035,0.2900196,0.38794065,0.0,0.48718718,0.40894973,0.2562029,0.65858084,0.15878484,0.0,0.26791227,0.0,0.35197204,0.53426325,0.49934074,0.20890239,0.24683283,0.5276481,0.0,0.6319526,0.23578887,0.4678231,0.38114393,0.42816064,0.5753543,0.30717185,0.0,0.4328445,0.18948957,0.6275409,0.3929185,0.59899634,0.2634102,0.45798257,0.50326407,0.48289564,0.24066359,0.47764015,0.18260744,0.0,0.46894854,0.49906525,0.0,0.24350812,0.15539362,0.32560718,0.67207485,0.31869572,0.4336451,0.4877027,0.29430792,0.0,0.0,0.0,0.10921462,0.10631158,0.32372612,0.4373286,0.080190286,0.5022064,0.0,0.24831156,0.032877054,0.30326915,0.44258362,0.23962215
adogsjourneymovie,1.2312255,1.0775843,0.0,0.7590248,1.1083709,0.0,0.36860397,0.0,0.0,1.2495509,1.4258138,1.2877738,0.0,1.4019138,0.52192426,0.87569225,0.4339936,0.0,1.6810898,0.88625664,0.83001184,0.7836589,0.35347956,0.0,0.6489037,0.0,1.1269641,0.90426517,1.1542974,0.6795029,0.9453829,1.3922455,0.0,1.1473947,0.80312836,1.0205667,0.70456046,1.4297688,1.5381477,0.52738494,0.0,0.8936068,0.27809545,0.99301535,0.92144895,1.5043031,0.9138529,1.2164512,1.5888335,0.7914317,0.45322263,1.5837903,0.54550123,0.0,1.0913976,0.90974545,0.0,0.4000636,0.40631795,0.5287135,1.8281959,0.7520944,1.3920039,1.1318097,0.68079805,0.0,0.0,0.0,0.041011825,0.6556157,0.8133616,1.3018615,0.597715,1.5206769,0.0,0.2833756,0.0,0.6124014,1.0469067,0.57427955
aftermathmovie,0.40879124,0.3983823,0.0,0.36465558,0.37994128,0.0,0.20997152,0.0,0.0,0.2644585,0.29153582,0.30230922,0.0,0.4273461,0.29765978,0.3683296,0.19832882,0.0,0.33515844,0.30997717,0.25676608,0.42006332,0.097078316,0.0,0.291865,0.0,0.32527646,0.42789784,0.46489087,0.19313842,0.30172724,0.42443427,0.0,0.4893891,0.14390065,0.33821666,0.284164,0.37950134,0.51628447,0.21438043,0.0,0.4528443,0.088780716,0.47161886,0.40029228,0.3913749,0.23610899,0.35954887,0.4336563,0.47904187,0.059634447,0.3957506,0.12080583,0.0,0.35308105,0.34483436,0.0,0.108214654,0.16119683,0.2858321,0.5862888,0.17412123,0.3682256,0.3845283,0.31017217,0.0,0.0,0.0,0.04690963,0.1621178,0.19351345,0.3801299,0.124451846,0.39180046,0.0,0.23873095,0.11849931,0.2337178,0.52068233,0.20684563
aftermovie,0.45991856,0.51839495,0.0,0.45372725,0.5358052,0.0,0.15403701,0.0,0.0,0.36852068,0.5012322,0.5196479,0.0,0.4866201,0.37673888,0.38277164,0.22766532,0.0,0.5713717,0.43679857,0.33618873,0.4545359,0.27199697,0.0,0.31669658,0.0,0.43342316,0.52507126,0.50621647,0.25395843,0.30955628,0.51688796,0.0,0.4652821,0.32135484,0.5024884,0.43588352,0.56780124,0.45564258,0.37147543,0.0,0.49056795,0.009425951,0.40322745,0.5996263,0.53130627,0.25924635,0.6013508,0.46607575,0.5060188,0.09413434,0.5712811,0.030945778,0.0,0.39780903,0.5225456,0.0,0.17291711,0.21690908,0.31313705,0.7677872,0.3842245,0.50796765,0.54301393,0.1622774,0.0,0.0,0.0,0.12597269,0.0,0.20908529,0.52123994,0.24738109,0.46979362,0.0,0.11055714,0.09980272,0.48288956,0.6651296,0.14751293
ahiddenlifefilm,0.25301945,0.23245794,0.0,0.20498964,0.23797822,0.0,0.0660751,0.0,0.0,0.18154554,0.22422373,0.22092366,0.0,0.2777258,0.1836488,0.16184793,0.110500485,0.0,0.21892297,0.18185277,0.1655753,0.26591882,0.06940376,0.0,0.1598384,0.0,0.22442389,0.24046947,0.21560237,0.089250244,0.14052524,0.21791378,0.0,0.2506366,0.118557386,0.19532095,0.19726375,0.20292851,0.27361044,0.14262658,0.0,0.24423812,0.0416126,0.24258238,0.24128567,0.25415832,0.15008055,0.22308132,0.22170177,0.23696566,0.034989856,0.24695878,0.08040255,0.0,0.22805256,0.20006517,0.0,0.076828755,0.1154753,0.13320917,0.34774014,0.1391904,0.25280133,0.25051183,0.13720404,0.0,0.0,0.0,0.08574237,0.06678152,0.16936687,0.21646444,0.086200915,0.23569414,0.0,0.07744603,0.05167572,0.13750571,0.25252542,0.112524815
alitamovie,0.78746575,0.92363226,0.0,0.55930215,0.6537464,0.0,0.2234815,0.0,0.0,0.5875974,0.7488828,0.76943636,0.0,0.9379869,0.7559516,0.39499417,0.7073131,0.0,0.8647269,0.46340954,0.55097383,0.8539957,0.39076713,0.0,0.6367018,0.0,0.76717526,0.9154988,0.6677843,0.35335132,0.35332248,0.7015547,0.0,0.76479304,0.47015917,0.65876126,0.8479577,0.4900935,0.7588413,0.48047876,0.0,0.7332907,0.13630699,0.84440166,0.8371181,0.7753186,0.47270906,0.6972089,0.82334137,0.79027504,0.22025159,0.5977639,0.13481537,0.0,0.46393496,0.46059492,0.0,0.13866176,0.42768133,0.65265286,0.8018878,0.44194838,0.79760724,0.7757542,0.3842702,0.0,0.0,0.0,0.28660968,0.28734127,0.5947628,0.8354551,0.31189325,1.020297,0.0,0.23925444,0.17703001,0.506713,0.65514666,0.4820687
