movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69
21bridgesmovie,0.21893547,0.6046865,0.5754961,0.0,0.5291871,0.0,0.004193606,0.26825216,0.36438057,0.5247268,0.5478991,0.67357755,0.45989013,0.2511949,0.0,0.7287228,0.0,0.38737646,0.0,0.5409388,0.28405905,0.0,0.3668973,0.032614533,0.36632442,0.5081651,0.8249644,0.5509694,0.52582943,0.5319566,0.41397065,0.42470127,0.46903086,0.5011773,0.6700586,0.44118142,0.2443623,0.5014966,0.53350735,0.25736144,0.40605375,0.4245223,0.64274377,0.44995928,0.48803404,0.0,0.48480266,0.2727897,0.027114281,0.23124614,0.3479652,0.82192874,0.44392568,0.6015904,0.8171978,0.44990435,0.7262526,0.45888528,0.1538287,0.1625157,0.53217155,0.20265488,0.70504,0.101348415,0.52236086,0.3194239,0.23966195,0.58891374,0.6832023,0.570005
47metersdown,0.3036056,0.7550237,0.7286273,0.0,0.91449654,0.0,0.10895802,0.31956136,0.12857196,0.83436525,0.5888739,0.70528775,0.6244967,0.6615004,0.0,0.94134545,0.0,0.5338762,0.0,0.7025717,0.2653656,0.0,0.543571,0.0,0.36419737,0.663476,0.9377567,0.53388435,0.699346,0.8497613,0.73933786,0.32460785,0.37957013,0.3962897,0.7206694,0.38916618,0.3286243,0.39272603,0.7190418,0.0,0.4867677,0.41696596,0.9598642,0.59330165,0.531238,0.018347917,0.7507439,0.3820288,0.0,0.27833772,0.7374615,0.95426404,0.5704302,0.74893093,0.9228416,0.2712194,0.89413404,0.2250427,0.079793006,0.17138787,0.67976564,0.27758422,0.6426396,0.13496624,0.94153154,0.20127347,0.31077886,0.6008765,0.6163085,0.3192104
abeautifuldaymovie,0.13441028,0.32047576,0.77647644,0.0,0.722855,0.0,0.030580224,0.48813432,0.23110963,0.48737353,0.53734046,0.70400345,0.47864205,0.4163395,0.0,0.7128728,0.0,0.47949633,0.0,0.4561629,0.33411902,0.0,0.23208326,0.04227117,0.43382287,0.5695141,0.64766747,0.58706367,0.52474535,0.6921426,0.3419265,0.4197319,0.34645474,0.6510373,0.74427474,0.42753303,0.20296761,0.37247697,0.74633616,0.16043092,0.5115474,0.14184257,0.60518414,0.580963,0.39159873,0.026579747,0.5144955,0.27580425,0.0,0.2149818,0.36422235,0.7579464,0.43013075,0.51616395,0.6808004,0.47045177,0.6146517,0.30970857,0.16844176,0.19184342,0.7253071,0.2547041,0.4516266,0.071993664,0.5276129,0.38448805,0.116474144,0.4702058,0.53991246,0.41338637
abominablemovie,0.30258742,0.6834072,0.96605134,0.0,0.85031736,0.0,0.0,0.7610018,0.45752725,0.7253469,0.66273934,1.135195,0.79784214,0.670793,0.0,1.1548493,0.0,0.7229706,0.0,0.5876841,0.46025398,0.0,0.40420958,0.0034458558,0.64794946,0.8860335,0.94339097,0.3966159,0.6054146,0.6900897,0.52159405,0.56281465,0.45952928,0.84312135,0.7418324,0.41018802,0.21185629,0.3794457,0.9342364,0.16133451,0.84914976,0.48678455,0.7790112,0.6424341,0.3665044,0.0,0.7511986,0.41422132,0.0,0.469059,0.77514464,1.0956445,0.55260223,0.7433655,0.9550549,0.51053125,1.1014873,0.45499328,0.034068763,0.31613383,1.1472267,0.55129606,0.62519664,0.1994349,1.0723004,0.36304146,0.18022004,0.60569453,0.6139424,0.5396781
adastramovie,0.10297523,0.49602547,0.44003195,0.0,0.39402014,0.0,0.13685863,0.09859696,0.23263736,0.38974243,0.2634079,0.44337887,0.217966,0.5502822,0.0,0.7059036,0.0,0.46255004,0.0,0.48225427,0.220303,0.0,0.32553014,0.00091412803,0.43549794,0.42350528,0.5022094,0.3445349,0.5958907,0.5102185,0.3486811,0.41515106,0.35951197,0.44542587,0.53088003,0.4512362,0.17281622,0.3310059,0.48378947,0.0,0.29247215,0.37090284,0.545986,0.4400751,0.24910642,0.0,0.50425965,0.38746372,0.0,0.31184244,0.34748858,0.59338963,0.39919662,0.48159933,0.6837481,0.34383187,0.64853567,0.1375939,0.21117385,0.27213886,0.5247934,0.092606574,0.5157734,0.12684631,0.5614725,0.14569102,0.24404278,0.27581584,0.36680493,0.30488276
adogsjourneymovie,0.5818285,1.0035509,1.2359699,0.0,1.2416929,0.0,0.005940765,0.14099176,0.559649,1.3424168,0.93126607,1.2780468,0.88315916,0.76773727,0.0,1.7483864,0.0,0.7530588,0.0,1.1262547,0.7608991,0.0,0.83800733,0.015742585,0.9401132,1.0942056,1.30405,0.5939786,1.4081799,0.9519836,0.61600953,1.0190841,0.83857536,1.3216273,1.0590515,0.5523442,0.657934,0.83748794,1.3309559,0.15565883,1.0626738,0.7867094,1.1188096,1.1640502,0.8582235,0.019094078,1.2118655,1.0680459,0.0,0.40238896,0.99934626,1.928293,0.96782297,0.913881,1.3147074,0.868793,1.6562932,0.51984775,0.08457334,0.65192485,1.7196984,0.24476683,0.58505064,0.29742223,1.6523154,0.9779201,0.37883732,1.5933062,1.0098051,0.8986853
aftermathmovie,0.19464813,0.4289473,0.43305978,0.0,0.49651015,0.0,0.0064232964,0.28659168,0.12215035,0.43381685,0.41815203,0.3945095,0.21921141,0.40231106,0.0,0.58036923,0.0,0.43042722,0.0,0.3397808,0.3001219,0.0,0.34604555,0.050410565,0.20344813,0.3719713,0.44866237,0.2988123,0.41988564,0.47113836,0.31553528,0.3064693,0.3388789,0.3976664,0.35059,0.13425374,0.13880488,0.28705594,0.4288608,0.12723629,0.3415006,0.27276707,0.42608458,0.39227182,0.28688994,0.0,0.5414217,0.2009702,0.0,0.20638308,0.35036445,0.5341535,0.21526974,0.43428037,0.4974081,0.35729975,0.5157713,0.28422537,0.060434394,0.0,0.5212062,0.07949187,0.43713492,0.015913792,0.5262376,0.21926644,0.1950664,0.48941523,0.3220865,0.36689112
aftermovie,0.0,0.4727798,0.7697518,0.0,0.60715604,0.0,0.00422417,0.29621017,0.3734539,0.6202694,0.45395052,0.5397722,0.5669942,0.38968593,0.0,0.7348741,0.0,0.46950457,0.0,0.36778468,0.3466397,0.0,0.44462833,0.0,0.4137776,0.52033615,0.64495283,0.50646055,0.5559,0.5509297,0.34695578,0.49530846,0.4856455,0.47429484,0.545761,0.40931082,0.11952554,0.2854246,0.6784867,0.16085441,0.52679014,0.3449901,0.4380953,0.30207038,0.33603975,0.010162579,0.57719165,0.2898462,0.0,0.26052642,0.37620273,0.8759066,0.4318737,0.5977473,0.65781707,0.3809894,0.7239407,0.3092914,0.04068876,0.31156656,0.65532815,0.14202842,0.41734615,0.08497727,0.58263284,0.39551038,0.07634914,0.6339697,0.47067422,0.28423062
ahiddenlifefilm,0.08180334,0.2077182,0.24282354,0.0,0.27612066,0.0,0.017520512,0.15184206,0.11351642,0.24527347,0.20113564,0.26341024,0.19796549,0.18857004,0.0,0.31706288,0.0,0.2132171,0.0,0.20731589,0.13015328,0.0,0.15936252,0.0028384882,0.18512912,0.25476927,0.25469923,0.21682785,0.22315721,0.22788979,0.1673572,0.18874198,0.1906859,0.23468837,0.26413137,0.157816,0.0801737,0.1437495,0.2629448,0.06903318,0.18279104,0.14776224,0.2800854,0.20967889,0.1731732,0.024750056,0.24552338,0.142931,0.0,0.12358954,0.21154702,0.32940438,0.16696128,0.24309199,0.3060757,0.18242773,0.31841365,0.1384226,0.05017145,0.09940239,0.29006466,0.101249546,0.22040212,0.061993897,0.27531347,0.1325834,0.09275604,0.24703154,0.19670948,0.19579351
alitamovie,0.19724151,0.6225819,0.8310281,0.0,0.7825991,0.0,0.29239225,0.3465949,0.6042995,0.8571504,0.6267415,0.7078146,0.573815,0.41623083,0.0,0.8803539,0.0,0.6340091,0.0,0.5067324,0.2077234,0.0,0.3529271,0.060230702,0.51415884,0.92973894,1.1268393,0.5859286,0.8003121,0.61570424,0.44470665,0.5508138,0.6740374,0.61319214,0.78124154,0.81232077,0.16868868,0.41454858,0.89479744,0.039286233,0.5170238,0.48192516,0.7595839,0.70476425,0.387084,0.15117642,0.82157904,0.26165488,0.017069215,0.33813918,0.51446974,1.3012619,0.47136453,0.5722201,1.0937314,0.5804241,1.173052,0.39215732,0.035848483,0.44870043,0.8238296,0.2354977,0.6180391,0.2790756,0.6970808,0.54605526,0.28619018,0.37261713,0.66813755,0.41418365
