movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109
21bridgesmovie,0.0,0.20637038,0.5626526,0.52933276,0.0,0.42331284,0.0,0.40853104,0.22084083,0.37933365,0.0,0.43521672,0.5536763,0.4913068,0.41158465,0.3030348,0.120240144,0.11308811,0.4741042,0.41199285,0.4615607,0.22263694,0.4318515,0.0,0.04108186,0.0,0.39314076,0.0,0.0,0.54476035,0.46143636,0.42945448,0.30410293,0.19971305,0.5496058,0.30505615,0.3446162,0.49966285,0.13869895,0.0,0.2159184,0.40940198,0.3359616,0.49178183,0.18730867,0.4481374,0.3255524,0.41912538,0.07009536,0.63161117,0.0,0.5430218,0.022556812,0.45417076,0.3195703,0.37683323,0.4720188,0.28346422,0.35325217,0.29207733,0.24015391,0.3014572,0.4701341,0.27324033,0.28111953,0.504093,0.20231661,0.35119507,0.16500552,0.28858787,0.27961612,0.38106537,0.44425237,0.4192477,0.3719638,0.52116805,0.14493391,0.16579352,0.45139733,0.19065522,0.40909913,0.45902795,0.39478922,0.5100379,0.25133383,0.087528504,0.3142212,0.1066034,0.28713185,0.42118904,0.23238295,0.123221345,0.43025148,0.259988,0.27761784,0.33041954,0.28264588,0.0,0.39696854,0.0,0.48910043,0.0,0.092944495,0.5856758,0.10219464,0.59466016,0.42715883,0.38022032,0.40339896,0.0
47metersdown,0.0,0.4149027,0.8002297,0.76897347,0.09592232,0.70745105,0.0,0.6525032,0.29920506,0.51782644,0.0,0.3200315,0.59746504,0.39273307,0.667444,0.38573393,0.0854211,0.0,0.5587874,0.46474028,0.46534735,0.35334742,0.388318,0.0,0.028343374,0.0,0.5444836,0.0,0.0,0.51112103,0.4072929,0.37682602,0.38819402,0.38953418,0.48350078,0.39745507,0.4960927,0.7383324,0.0,0.0,0.45189866,0.4414347,0.5313346,0.50108945,0.29867014,0.5613583,0.461301,0.78660387,0.3892339,0.82412535,0.0,0.5881539,0.02111663,0.6977203,0.4446053,0.39298326,0.739989,0.6902819,0.4730596,0.5332653,0.2625334,0.4150731,0.38531172,0.49184746,0.36568618,0.49533653,0.13366203,0.39228627,0.43946823,0.71904004,0.5665735,0.63800263,0.32488927,0.60047823,0.55120933,0.4242596,0.0,0.6590447,0.5895264,0.12889281,0.44257686,0.3916339,0.58384395,0.6043532,0.2831236,0.13294332,0.43762434,0.17014842,0.4808198,0.37082815,0.42674822,0.34451237,0.7111602,0.43384326,0.2704929,0.30869883,0.201096,0.0,0.29460046,0.0,0.5980329,0.0,0.054485403,0.5467929,0.4703747,0.8356403,0.28987342,0.6530531,0.56546134,0.0
abeautifuldaymovie,0.0,0.4698076,0.43209755,0.5231257,0.0,0.5644479,0.047421545,0.33387414,0.17588428,0.3877561,0.10753045,0.28313556,0.43641365,0.3349957,0.47584453,0.39194,0.0,0.0,0.3826774,0.5353814,0.3606617,0.19536689,0.3474213,0.0,0.060967546,0.0,0.5339338,0.0,0.0,0.5739228,0.43226206,0.37372878,0.2735817,0.22186439,0.4392802,0.3365759,0.44869116,0.48208386,0.11690234,0.0,0.23689286,0.1999498,0.32290596,0.3999184,0.25494754,0.3135739,0.43779287,0.46772122,0.34552345,0.61272615,0.0,0.41212082,0.122700304,0.4207061,0.40680182,0.3732282,0.32707548,0.28603905,0.46202692,0.34786978,0.0816561,0.19166224,0.27537286,0.30530584,0.41184717,0.33442315,0.1655288,0.3936287,0.19450878,0.26950064,0.20973983,0.46429747,0.3629822,0.32323802,0.5526691,0.3305467,0.07834071,0.22352672,0.4325966,0.19517589,0.31193703,0.37812403,0.39754426,0.4693115,0.3405339,0.22832642,0.42586702,0.20933086,0.46042702,0.4015418,0.39065376,0.08850989,0.5047984,0.24640425,0.19571939,0.31997067,0.10054711,0.0,0.30401984,0.0,0.49422917,0.0,0.03393109,0.5468523,0.118142545,0.53261524,0.42698503,0.46227756,0.36514774,0.0
abominablemovie,0.0,0.7235602,0.63283,0.9848243,0.15458484,0.98666793,0.4155723,0.5475003,0.5176946,0.8007689,0.0,0.13090691,1.1901991,0.82546496,0.7469135,0.5184365,0.24470632,0.0,0.8192039,0.92381465,0.816345,0.3280426,0.7575744,0.0,0.0,0.0,0.8442914,0.0,0.0,0.8620988,0.6641772,0.6203444,0.49061793,0.20132354,0.7742831,0.5429845,0.70731884,0.702598,0.41405353,0.0,0.477671,0.4673814,0.20099436,0.9299865,0.5704769,0.6542969,0.6676419,0.95210797,0.45264727,0.7893285,0.0,1.0344858,0.0,0.673202,0.9247136,0.70786077,0.46640453,0.45380598,0.42067006,0.54502404,0.39576387,0.42877898,0.46743882,0.50304383,0.41299704,0.71977913,0.24747322,0.7131645,0.17570515,0.42325372,0.75015295,0.73945296,0.6040008,0.5618336,0.85093725,0.8880061,0.17650436,0.62989485,0.3645375,0.6005604,0.766842,0.46813992,0.7666623,0.8924282,0.47172204,0.2982509,0.8790129,0.3775363,0.8596362,0.40489173,0.42382628,0.21331447,0.7628105,0.3805154,0.5667289,0.5158919,0.21342686,0.0,0.2814285,0.0,1.0294408,0.0,0.12033792,0.7640615,0.13177767,0.9861401,1.0150135,0.7100548,0.47819698,0.0
adastramovie,0.0,0.3485345,0.36910698,0.50798184,0.0,0.49351963,0.08437334,0.3525761,0.21993773,0.47230047,0.0,0.12606952,0.47723818,0.4116746,0.36073157,0.2746212,0.077363625,0.0,0.31830466,0.41576928,0.39523232,0.21073109,0.36171034,0.0,0.0,0.0,0.5092696,0.0,0.0,0.407428,0.3960033,0.2677845,0.3477893,0.22226718,0.39721456,0.2970404,0.44870603,0.38974303,0.06268612,0.0,0.2781032,0.3310983,0.27716324,0.39629844,0.25892437,0.44505382,0.3276082,0.40109128,0.37110317,0.47832137,0.0,0.570527,0.050653063,0.5041794,0.3487373,0.38064286,0.3807889,0.29387143,0.2790007,0.23611012,0.13207306,0.19468303,0.33119175,0.28925502,0.30257353,0.5280159,0.19778195,0.25865495,0.10237617,0.3327723,0.3360006,0.4511741,0.49090633,0.26564193,0.42627344,0.64337164,0.098453954,0.11387979,0.39890108,0.2433944,0.47401664,0.57183874,0.52533865,0.536685,0.2726414,0.18098426,0.29539084,0.07527815,0.33738378,0.37157464,0.27574012,0.15289646,0.45293522,0.29255772,0.29261386,0.27291116,0.07356312,0.0,0.32308963,0.0,0.514982,0.0,0.011055201,0.4072725,0.20997883,0.6053539,0.44765037,0.38938987,0.29683933,0.0
adogsjourneymovie,0.0,0.36489654,0.92796814,1.0765094,0.0,1.3529079,0.095684245,0.9670975,0.2384281,0.56917447,0.012456933,0.23868553,0.82746893,0.99887,1.2205591,0.26673776,0.094518855,0.0,1.0171541,1.0282711,0.6917875,0.2220793,0.70350856,0.0,0.0,0.0,1.1956077,0.0,0.0,1.267094,1.0364232,0.8141683,0.5482217,0.19945827,0.95751494,0.36909962,0.5017022,1.0964122,0.27625456,0.0,0.41014555,0.6510598,0.631254,0.8371854,0.8685413,0.8918412,0.88269335,0.7001206,0.5846034,1.2516005,0.0,0.9364167,0.0614039,0.90065044,0.58772373,0.6910544,0.2710617,0.5023646,0.474106,0.6385952,0.46888548,0.3912959,0.67903346,0.59251827,0.48420042,0.72654337,0.24456416,0.8400403,0.27376604,0.5101782,0.3113928,0.5645236,0.87740225,0.62762326,1.0622054,0.8613764,0.06525708,0.25582233,0.74180496,0.5841064,0.8980735,0.8806157,0.79658395,0.94268423,0.07680419,0.46128705,1.1766165,0.09958122,0.82472813,0.9496937,0.65908265,0.18834683,0.8466337,0.2039399,0.46257704,0.5526032,0.2315888,0.0,0.59973156,0.0,1.1079124,0.0,0.19901201,1.3778211,0.28709808,1.2816819,0.7515343,0.7517447,0.5696944,0.0
aftermathmovie,0.0,0.41025752,0.36979932,0.4717055,0.0,0.31724113,0.0,0.38117775,0.16177216,0.37270385,0.17046277,0.17649797,0.39610887,0.3951435,0.34364522,0.24485518,0.0,0.0,0.36509642,0.3530896,0.277123,0.13391386,0.23457327,0.0,0.0,0.0,0.43572626,0.0,0.0,0.40564248,0.3660234,0.2929336,0.14765112,0.12819912,0.24811295,0.2753024,0.31653744,0.39082292,0.047535527,0.0,0.13806474,0.19627717,0.17862384,0.34163478,0.19773647,0.4091009,0.27370185,0.35431707,0.21056792,0.48477808,0.0,0.41066036,0.038435638,0.3472708,0.34257203,0.3171752,0.35631582,0.19536696,0.35160875,0.25092247,0.1684021,0.19061506,0.21752855,0.30899292,0.21443133,0.3149868,0.19117811,0.29627874,0.24241602,0.27076712,0.29802752,0.31094122,0.3029703,0.39849237,0.3750178,0.36802593,0.11057936,0.33702132,0.32200268,0.1620298,0.25847816,0.26821244,0.3858441,0.461578,0.16675358,0.18204546,0.34951466,0.100617796,0.36464888,0.3862226,0.23007742,0.10285284,0.380638,0.1661795,0.26736203,0.20162717,0.06835339,0.0,0.2737218,0.0,0.45164564,0.0,0.04018379,0.2940526,0.18901426,0.49884763,0.29948193,0.25203702,0.2514329,0.02108757
aftermovie,0.0,0.5222652,0.51988274,0.5100146,0.023725955,0.48882854,0.0414076,0.31997696,0.3015611,0.349076,0.06823582,0.25904608,0.50065035,0.46999994,0.27938908,0.24592963,0.10256421,0.0046858834,0.49980175,0.51869184,0.3811356,0.21274328,0.25605375,0.0,0.03594063,0.0,0.4942849,0.0,0.0,0.58084005,0.4299907,0.24500504,0.32315212,0.23379825,0.43043563,0.3856576,0.5777552,0.48080334,0.11203721,0.0,0.22624664,0.38209644,0.20712377,0.31261024,0.1406342,0.43071234,0.42795864,0.46662515,0.24141297,0.46222737,0.0,0.4588289,0.0048933877,0.39103425,0.42794648,0.34212607,0.47234222,0.21084037,0.4168667,0.45769155,0.13424279,0.29179016,0.3366857,0.24031954,0.28062665,0.36119938,0.13108423,0.1930121,0.25239852,0.42243913,0.47112352,0.4160216,0.43466985,0.2962457,0.4266121,0.52695674,0.017643834,0.33581972,0.44993946,0.3728235,0.46681598,0.4523489,0.38883033,0.6506382,0.08053458,0.18662184,0.43259108,0.13696401,0.45177114,0.42437133,0.3645714,0.34819534,0.5366911,0.40870142,0.33604544,0.2919857,0.14103028,0.0,0.28758666,0.0,0.49755093,0.0,0.17176983,0.5127361,0.19241564,0.66103387,0.51990515,0.41374323,0.4032306,0.071269974
ahiddenlifefilm,0.0,0.16537419,0.19851631,0.2431427,0.008347959,0.20664907,0.024494704,0.164942,0.07572352,0.16784286,0.02228796,0.091573164,0.21222545,0.16328412,0.18629326,0.13766477,0.026777305,0.0,0.19138494,0.20882589,0.15054178,0.076644555,0.15922046,0.0,0.015858784,0.0,0.20777683,0.0,0.0,0.2112214,0.1742687,0.13819036,0.11161872,0.077320464,0.17234993,0.13378227,0.18576142,0.19377849,0.048042934,0.0,0.095519334,0.13446012,0.1266223,0.17228468,0.09126058,0.17821844,0.15854312,0.19167379,0.113302745,0.26059204,0.0,0.21421848,0.016242433,0.17875512,0.17557116,0.14857748,0.17523085,0.12512068,0.15889375,0.14720139,0.07050833,0.10975008,0.12779693,0.14223933,0.13052242,0.17569731,0.06829352,0.12964773,0.094482444,0.13701405,0.1568533,0.19935113,0.16594487,0.18086085,0.1935286,0.20317908,0.027677914,0.11120533,0.15752356,0.112065725,0.18607752,0.17965773,0.17408332,0.23599432,0.100490555,0.04868026,0.17462994,0.057958014,0.17007914,0.18619311,0.12514663,0.07921768,0.22401264,0.1070521,0.13173354,0.11312201,0.057696305,0.0,0.13131551,0.0,0.21165593,0.0,0.04010053,0.2460493,0.07302044,0.24794935,0.18790051,0.1749189,0.14363411,0.0
alitamovie,0.0,0.45712376,0.6438693,0.637859,0.0,0.70898306,0.0,0.45765093,0.26993445,0.36291027,0.0062958626,0.18933338,0.72585505,0.67333114,0.66375834,0.21254894,0.04275831,0.0,0.5070557,0.62249047,0.29839665,0.45348725,0.7311372,0.0,0.00707295,0.03791129,0.5949724,0.0,0.0,0.6094032,0.61012375,0.43361413,0.6692323,0.1272415,0.520318,0.48510876,0.5600555,0.45481935,0.084787,0.0,0.20860946,0.32080168,0.14251399,0.5040071,0.31973258,0.48958737,0.5444456,0.63455707,0.4558109,0.79935914,0.0,0.65021545,0.1341171,0.61714274,0.3960676,0.38965553,0.51714265,0.44981727,0.38944155,0.35910466,0.08404726,0.29058638,0.5642907,0.6262364,0.29373884,0.6429256,0.15858068,0.40747687,0.19624427,0.5579059,0.4099735,0.6419394,0.6097257,0.57906127,0.75500226,0.8000582,0.113976814,0.20051034,0.41373694,0.4839405,0.588287,0.7631728,0.7138349,0.6543212,0.11961932,0.1883642,0.61476064,0.0155616645,0.65145016,0.38327625,0.2610408,0.20221892,0.55186176,0.42548615,0.39161116,0.45782632,0.2565544,0.0,0.2528598,0.0,0.5993894,0.03184956,0.0,0.36518472,0.13544258,0.64945704,0.4309939,0.46996406,0.46448898,0.046687305
