movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139
21bridgesmovie,0.43256387,0.4038969,0.18565722,0.36834937,0.28464428,0.27258018,0.38955578,0.56335497,0.43517077,0.35878816,0.39673933,0.5176705,0.15511672,0.4734799,0.0,0.3211083,0.0,0.4052577,0.2450341,0.37002352,0.36009744,0.6760841,0.0,0.35398042,0.078774005,0.2663962,0.17917295,0.42072925,0.29929018,0.06716927,0.032977484,0.30871925,0.3918004,0.21863028,0.45092967,0.52968484,0.6636202,0.00851354,0.52753454,0.36337397,0.09657301,0.3071326,0.0,0.40525082,0.5805284,0.0,0.24882348,0.21447586,0.076529205,0.5101083,0.0,0.2542294,0.31627178,0.26445955,0.32555053,0.08155493,0.42452347,0.0,0.0,0.34601027,0.38247216,0.3144787,0.5662134,0.0,0.25973335,0.5870723,0.5104912,0.0,0.5611649,0.2100102,0.3964111,0.45571095,0.38287282,0.09912988,0.47840106,0.3818615,0.403932,0.4827261,0.0,0.30764937,0.17899342,0.52557874,0.17900729,0.3082971,0.0,0.0,0.43944207,0.0,0.18169343,0.0,0.25900117,0.15623346,0.58200467,0.5075711,0.21166275,0.2931546,0.0,0.4370057,0.29116705,0.42182615,0.33253986,0.0,0.2621359,0.06646153,0.49612746,0.31219655,0.16603908,0.4619318,0.34989253,0.12046129,0.24683076,0.3661062,0.1427142,0.41014412,0.0,0.4254765,0.5325916,0.36608392,0.32508036,0.265527,0.46507806,0.57342505,0.19747879,0.3911973,0.017239558,0.0,0.0,0.31916937,0.30949655,0.48896295,0.19875209,0.0,0.35992128,0.47004867,0.3501992,0.3111299,0.34055516,0.0,0.29834047,0.3832736
47metersdown,0.5405073,0.50688803,0.1989207,0.28533453,0.389878,0.20488864,0.28144494,0.7100241,0.51602626,0.5112452,0.47263756,0.6062474,0.5021632,0.47119325,0.0,0.21491748,0.0,0.41844565,0.36534813,0.36927757,0.49522212,0.84254485,0.05696503,0.39200503,0.10195598,0.33922827,0.26321018,0.31545046,0.15001476,0.0,0.22451352,0.19319078,0.3935387,0.1950103,0.5864508,0.54539114,0.66436964,0.036368765,0.41133136,0.33632392,0.1711701,0.24923107,0.0,0.44716653,0.67859405,0.0,0.33807352,0.23804079,0.13229148,0.45632234,0.10127709,0.33055568,0.27798927,0.5668686,0.47396976,0.08350813,0.4213552,0.19257501,0.02734042,0.31763116,0.36058286,0.4364059,0.581226,0.0,0.36010095,0.65591496,0.6513263,0.118831284,0.5590759,0.19013141,0.66792715,0.4859839,0.59825444,0.300368,0.44263068,0.45846802,0.66262007,0.50088453,0.0,0.4013346,0.3335091,0.5656441,0.24917418,0.27602696,0.0,0.0,0.28114066,0.0,0.3185877,0.0,0.39310896,0.19922838,0.7010523,0.7538353,0.20988682,0.20929931,0.0,0.51970285,0.22963819,0.40697724,0.5158042,0.0,0.064191036,0.0,0.7153013,0.3759966,0.35655805,0.6681102,0.25218305,0.14889674,0.19730347,0.48678365,0.412652,0.5592109,0.0,0.6710946,0.51530945,0.40546775,0.40631655,0.38157052,0.46716908,0.36031795,0.26444098,0.39211074,0.0,0.0,0.0,0.3559033,0.4087234,0.51306444,0.35502943,0.0,0.19065237,0.5698564,0.63273233,0.32082865,0.52819943,0.0,0.46513167,0.44922218
abeautifuldaymovie,0.2573792,0.35477075,0.21628188,0.31643283,0.30545408,0.3084832,0.29477108,0.24252497,0.4471212,0.3932176,0.4255652,0.46090752,0.14394097,0.3090056,0.0,0.18893407,0.0,0.43155137,0.36612916,0.2575615,0.38937065,0.65274376,0.0,0.20776197,0.13627174,0.11199884,0.13100152,0.28798348,0.2808671,0.0,0.07483825,0.12738785,0.3659518,0.29674453,0.4760057,0.43778417,0.6243196,0.07840431,0.43819603,0.36991608,0.035421394,0.30199125,0.0,0.32590976,0.55734885,0.06965229,0.31624323,0.22594513,0.093224525,0.43497363,0.12078328,0.28496554,0.34960973,0.14719753,0.2706059,0.101564646,0.39283597,0.07983237,0.0,0.18720168,0.38528186,0.29667372,0.40462816,0.0,0.33154255,0.44261438,0.41968155,0.019961424,0.59466034,0.18184243,0.3224191,0.32757688,0.37220132,0.037444808,0.31015047,0.25673497,0.3636259,0.35813966,0.0,0.2859767,0.24242175,0.34866813,0.18826626,0.28410017,0.0,0.0,0.38944444,0.0,0.1487982,0.0,0.11682889,0.086921856,0.5385773,0.33623898,0.18678565,0.20950928,0.0,0.36269715,0.3388224,0.34597412,0.25528055,0.030893115,0.0069069862,0.0,0.34389725,0.31179374,0.2435278,0.42217767,0.19865243,0.12994908,0.09452441,0.4172527,0.20612708,0.42084265,0.0,0.44821262,0.38078874,0.4139558,0.29746258,0.32520825,0.3755482,0.3263086,0.28245845,0.37419227,0.049425885,0.0,0.0,0.39314282,0.29115763,0.4770721,0.14887598,0.04148078,0.12210168,0.50077593,0.45448747,0.31512365,0.44278687,0.0,0.15983534,0.28519762
abominablemovie,0.711147,0.47841123,0.25088465,0.60208154,0.4759098,0.52229357,0.62343806,0.59729785,0.75296754,0.67001384,0.7206672,0.5427898,0.2692124,0.81179607,0.0,0.65641606,0.0,0.65226656,0.61423945,0.5103034,0.5333812,1.1388497,0.0,0.5108874,0.08602783,0.3190216,0.26438248,0.7144218,0.401165,0.068240106,0.096333064,0.46418142,0.82802355,0.64870477,0.93082976,0.93490684,1.1638341,0.17152894,0.9898783,0.54418105,0.0,0.58225435,0.0,0.6932705,0.78732413,0.0,0.68877006,0.6137495,0.19603099,0.7053191,0.0,0.36626706,0.75786173,0.29924378,0.5055298,0.0,0.9671053,0.009807853,0.0,0.4829813,0.36359537,0.43090558,1.0259132,0.0,0.3447484,0.8433687,0.6091033,0.16163386,0.7543824,0.3355542,0.70783424,0.90703833,0.54313576,0.24661139,0.75806844,0.71025956,0.9661038,0.6678736,0.0,0.40339205,0.45193416,0.74886465,0.37040836,0.5676584,0.0,0.0,0.34468094,0.0,0.19875088,0.0,0.60037345,0.20816118,0.86650354,0.46919084,0.3162956,0.5408184,0.0,0.6328524,0.37867966,0.5844266,0.5874964,0.0,0.2647706,0.0,0.8089322,0.3772452,0.3730906,0.63724405,0.65527976,0.0,0.42123726,0.44193664,0.39424062,0.32033756,0.0,0.56322294,0.84235466,0.39212364,0.60664475,0.49610305,0.7895709,0.76759875,0.6075869,0.60026777,0.0014993567,0.0,0.0,0.26239282,0.5559713,0.7382947,0.5158005,0.0,0.6085541,0.8873798,0.7279504,0.42180505,0.38704595,0.0,0.29776594,0.7368579
adastramovie,0.37478143,0.28455737,0.09119277,0.3670854,0.3250295,0.2829879,0.28600588,0.31260103,0.32262307,0.27414432,0.43341553,0.37723428,0.19302441,0.31763974,0.0,0.3121137,0.0,0.33440444,0.35158858,0.26444778,0.18066877,0.4283408,0.061056755,0.2914248,0.04968676,0.067167655,0.29464033,0.34059358,0.2414968,0.0,0.0,0.17869598,0.37716696,0.29057977,0.40508834,0.31187347,0.4465605,0.23246929,0.34677196,0.21774691,0.004505165,0.38774556,0.0858861,0.27722606,0.3358272,0.0,0.19952118,0.23402588,0.06999092,0.2203646,0.04709954,0.26336235,0.4395584,0.2176341,0.31002125,0.025763609,0.4606318,0.11106556,0.0,0.17936733,0.32302025,0.29317713,0.26291013,0.0,0.22104052,0.3755899,0.41697684,0.0,0.3661422,0.11294876,0.3075489,0.34107745,0.41464746,0.014857395,0.32666865,0.3196478,0.31037453,0.40155953,0.0,0.14797786,0.11972593,0.28547347,0.25351337,0.18567179,0.0,0.0,0.16524756,0.0,0.2979461,0.0,0.22137883,0.099728756,0.3366947,0.28288066,0.042307787,0.1770256,0.0,0.5049015,0.28880587,0.25242332,0.27056187,0.0,0.13809027,0.0,0.23486191,0.3346309,0.109153554,0.40983468,0.30176467,0.024511183,0.15111458,0.26958597,0.16216305,0.3391958,0.0,0.31871775,0.38311845,0.22636549,0.22220445,0.16362834,0.23054403,0.186034,0.17365739,0.30983043,0.0732997,0.0,0.0,0.23026575,0.28859332,0.4279383,0.14483407,0.0,0.17254087,0.4455159,0.26098207,0.35760602,0.21152523,0.0,0.13454993,0.28001127
adogsjourneymovie,0.25288013,0.48460978,0.2972118,0.7634777,0.47425815,0.69072485,0.66585207,0.704021,0.9333254,0.8888691,0.64970094,0.80040526,0.19240673,0.3045581,0.0,0.20922637,0.0,0.698639,0.5958405,0.6057883,0.7036684,1.014618,0.0,0.45241278,0.24022648,0.5544803,0.31821343,0.8471636,0.42860013,0.17333709,0.09250931,0.5072473,0.88984114,0.6732518,1.0344069,1.1483272,1.2125444,0.07002563,0.894649,0.6089142,0.21368527,0.5884755,0.0,0.6471781,0.8789413,0.0,0.22004667,0.5215833,0.1110684,1.1635169,0.0968055,0.47091728,0.8074621,0.36680046,0.5667279,0.22760701,0.4718209,0.064853564,0.0,0.27059826,0.54464597,0.48176986,1.172075,0.0,0.72317904,1.2767375,0.8044206,0.017029243,1.0826874,0.36065152,0.47475863,0.8645402,0.74959815,0.5221391,0.80342996,0.4032843,1.0983987,0.4967682,0.0,0.36301312,0.3686383,0.66762847,0.5908392,0.6978643,0.0,0.0,0.39889756,0.0,0.372323,0.0,0.50211865,0.39095992,1.0893853,0.63086736,0.33596498,0.73817325,0.0,0.86681485,0.51449066,0.8126351,0.35148174,0.0,0.13932079,0.024723947,0.5421721,0.44685155,0.4407567,0.94522923,0.5018819,0.06237784,0.44872564,0.5977023,0.44927338,0.8480018,0.0,1.0447661,0.9278207,0.723729,0.51845765,0.4177472,0.7475907,0.7095864,0.27535993,0.74001884,0.0,0.0,0.0,0.34173816,0.5543271,0.9686978,0.2456059,0.0,0.38953403,0.9610682,0.7267001,0.91278493,0.606708,0.0,0.42073163,0.68551314
aftermathmovie,0.2596779,0.27865514,0.10718736,0.2584602,0.20478159,0.2101569,0.28446373,0.32276726,0.37407058,0.3362735,0.33641317,0.29904267,0.18366142,0.30780852,0.0,0.25277555,0.0,0.38640216,0.22535108,0.19627276,0.22086827,0.49355668,0.04999952,0.25478074,0.0049029905,0.08833316,0.28537837,0.20654443,0.23349679,0.0,0.17093416,0.18895027,0.2895148,0.20493388,0.30763885,0.2897919,0.43375158,0.059929598,0.3412687,0.18961617,0.082226574,0.13901573,0.0,0.23556353,0.2442687,0.0,0.29075643,0.18834905,0.09288688,0.26575074,0.0,0.14734837,0.27783364,0.19758944,0.24817762,0.058093652,0.31010452,0.022472737,0.0,0.18490168,0.34569755,0.1808832,0.36211187,0.0,0.24821627,0.39057273,0.306386,0.050735317,0.3656285,0.14925595,0.29750526,0.3750561,0.29421204,0.0,0.29233882,0.19561724,0.3267963,0.33944848,0.0,0.18029732,0.22028713,0.36443174,0.19966987,0.18114308,0.0,0.0,0.24565148,0.0,0.19712205,0.0,0.2229156,0.09354989,0.31593344,0.3346178,0.1610742,0.13835722,0.0065788236,0.39741927,0.20341177,0.28291225,0.28722346,0.0,0.14878982,0.0650486,0.24024256,0.29017824,0.13221557,0.34244737,0.29820874,0.059179097,0.08228645,0.28785452,0.16388386,0.32731673,0.0,0.37232614,0.2930291,0.18151744,0.19070998,0.2071475,0.27819416,0.33551556,0.2938093,0.2032525,0.0,0.0,0.0,0.30807054,0.30047414,0.32901293,0.26569253,0.0,0.17506954,0.39755356,0.30273739,0.20928837,0.28891084,0.0,0.31183797,0.26598912
aftermovie,0.3505461,0.3295365,0.19514707,0.3082763,0.20454155,0.27503192,0.20124596,0.30695152,0.32945448,0.30836985,0.31320354,0.33036995,0.27818567,0.20479006,0.0,0.2565288,0.0,0.3505613,0.28141287,0.30950204,0.2492276,0.4181116,0.0,0.30683002,0.0,0.21291399,0.34530637,0.29418308,0.19878429,0.0,0.065504916,0.28011772,0.37014818,0.29104695,0.4845025,0.44858631,0.54792726,0.17952204,0.3580695,0.27050892,0.15906093,0.085531965,0.071546905,0.27807716,0.5154589,0.0,0.31416115,0.17325951,0.0,0.2729854,0.079471454,0.19055082,0.3864507,0.14867978,0.25455135,0.12912071,0.28581065,0.01694077,0.0,0.27825174,0.4161897,0.2707199,0.4360623,0.0,0.17252056,0.37814018,0.48059738,0.0,0.48307264,0.17126882,0.36399877,0.42844975,0.57193893,0.049788773,0.34633008,0.23947762,0.3888126,0.32276228,0.0,0.2662894,0.27767885,0.29637238,0.13302772,0.2669714,0.0,0.0,0.15933323,0.0,0.28820893,0.0,0.21064042,0.0757708,0.38985717,0.26626933,0.19276074,0.1993046,0.0,0.29447216,0.28283983,0.27938914,0.34278953,0.0,0.15006807,0.0,0.2030365,0.37375402,0.22449127,0.37083292,0.2788057,0.10047162,0.23561224,0.30638224,0.401635,0.35240903,0.0,0.3331209,0.33988047,0.20362972,0.3457481,0.19695301,0.32598728,0.292687,0.38641518,0.3668297,0.0,0.0,0.0,0.3285299,0.043204196,0.40805814,0.27579394,0.0,0.3192496,0.4992014,0.43463638,0.3307052,0.27324376,0.0,0.18949264,0.22829397
ahiddenlifefilm,0.14125896,0.15848057,0.07670322,0.13471453,0.11815753,0.1507533,0.12137859,0.17182638,0.17053363,0.17822707,0.17226095,0.18473807,0.082735315,0.14925295,0.0,0.09309952,0.0,0.18785104,0.1295647,0.12410315,0.12584803,0.2666333,0.018775739,0.111844376,0.044022582,0.06711985,0.09780987,0.15857832,0.12511407,0.0,0.03866392,0.094963774,0.15828606,0.1322758,0.19289015,0.18400736,0.25953552,0.031716105,0.19637784,0.13410561,0.052768048,0.11344339,0.0,0.1516161,0.19947499,0.0,0.13510571,0.100916736,0.036153562,0.16701864,0.04067009,0.13046028,0.18051581,0.07687455,0.15013462,0.059305377,0.16915233,0.0,0.0,0.09285192,0.13544491,0.12871096,0.1976591,0.0,0.10857183,0.2075531,0.173511,0.014145233,0.19374782,0.07407676,0.16289288,0.1729802,0.17608087,0.044889808,0.14723669,0.13711283,0.18073225,0.16008216,0.0,0.12062527,0.10068716,0.18576823,0.0822812,0.10224846,0.0,0.0,0.11737586,0.0,0.111598805,0.0,0.10911143,0.046335366,0.19414864,0.18439758,0.048979603,0.07659121,0.0,0.17850342,0.10381971,0.14054298,0.12831399,0.0,0.06969376,0.0,0.15229839,0.14789629,0.09170503,0.19547945,0.13635187,0.038113575,0.095044315,0.1393483,0.10249222,0.16538253,0.0,0.17911847,0.17177643,0.14614338,0.12731415,0.099317804,0.16094366,0.15757477,0.12829621,0.13917038,0.019975942,0.0,0.0,0.13187046,0.122842364,0.19740427,0.0843365,0.0,0.10939108,0.21498612,0.18309116,0.13762075,0.14894561,0.0,0.11480005,0.15422301
alitamovie,0.5435018,0.5101506,0.1361191,0.33224994,0.2468198,0.3648976,0.6079312,0.3551203,0.49815992,0.32526907,0.6150578,0.6740527,0.53209555,0.45539272,0.0,0.35240445,0.0,0.5343046,0.53572726,0.64520425,0.4643273,0.86079603,0.0,0.40266883,0.0,0.1092979,0.25112683,0.42210162,0.3680433,0.0,0.0,0.13146794,0.45374122,0.43691418,0.7351868,0.55779964,0.72075117,0.14404663,0.5682798,0.37614202,0.055394232,0.5217623,0.0,0.25922015,0.4260944,0.0,0.41144097,0.28814018,0.26798016,0.4774447,0.24246672,0.29718667,0.48744416,0.15510665,0.48365888,0.0,0.6553342,0.29111394,0.0,0.337695,0.5291358,0.26552224,0.4706148,0.0,0.43937266,0.66318625,0.6808276,0.04969132,0.6298639,0.37646854,0.598351,0.41440064,0.45760995,0.07978395,0.46113583,0.43970853,0.4820116,0.5790453,0.0,0.34979162,0.27350104,0.45174676,0.27448544,0.31357652,0.0,0.0,0.41319185,0.0,0.31613496,0.0,0.41457054,0.395276,0.5597174,0.42178917,0.14857262,0.31309095,0.0,0.6639044,0.34160084,0.41068,0.49189502,0.0,0.16183643,0.0,0.43621036,0.38864022,0.3892847,0.58632576,0.4021585,0.0057358104,0.27661726,0.38444266,0.22692654,0.48161903,0.0,0.5394029,0.67764604,0.615636,0.5863334,0.5349861,0.25863984,0.32318604,0.42404938,0.43654573,0.154127,0.0,0.0,0.58007705,0.29253125,0.65433663,0.35233584,0.0,0.2316497,0.62447786,0.5897461,0.4839269,0.5646947,0.0,0.2772648,0.7441106
