movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59
21bridgesmovie,0.56569755,0.4773418,0.6919059,0.0,0.33928686,0.44872385,0.58742297,0.42708114,0.28571913,0.4660954,0.50259614,0.49728546,0.5811801,0.6780862,0.4267519,0.3853265,0.44810182,0.56443834,0.7950146,0.48914763,0.55703354,0.110323496,0.52493304,0.3902526,0.37445626,0.21391502,0.6510656,0.29592755,0.56113464,0.47988507,0.3786457,0.39758492,0.29874,0.0,0.50954795,0.0,0.39761087,0.3482804,0.4241967,0.39554045,0.4000858,0.20374195,0.11366432,0.29905343,0.26490003,0.24000622,0.2790084,0.6371304,0.0,0.11196621,0.23040639,0.44048706,0.55179393,0.27534366,0.2589551,0.23603156,0.0,0.44300693,0.48314402,0.25890088
47metersdown,0.6438926,0.72053343,0.8400057,0.0,0.39272386,0.45115292,0.7877473,0.48128444,0.19195399,0.55547464,0.56737185,0.9820761,0.71629727,0.62010235,0.6265477,0.6612885,0.6440736,0.4289994,0.7062009,0.46554178,0.7108971,0.16293035,0.49536985,0.4010828,0.37013003,0.33670062,0.46546918,0.14711854,0.74160445,0.8373837,0.54661906,0.5645655,0.35749203,0.21598223,0.53628826,0.10565804,0.1159348,0.56090146,0.45200795,0.44441307,0.6612194,0.12189661,0.07485288,0.3824743,0.54911536,0.4211561,0.29757738,0.70466024,0.0,0.081581146,0.0,0.34921822,0.9336982,0.3798022,0.3277132,0.11376726,0.0,0.7149036,0.4477956,0.58979195
abeautifuldaymovie,0.38604695,0.7996407,0.9873937,0.0,0.39851242,0.40855408,0.6552893,0.36844006,0.27792987,0.70579386,0.46883786,0.57484496,0.7017585,0.7456392,0.4142722,0.49186486,0.42425507,0.3781025,0.6064785,0.47568452,0.5315432,0.15597928,0.61125666,0.22675069,0.48584405,0.39356384,0.51450646,0.30702958,0.6004999,0.5485986,0.4879535,0.48476768,0.29508874,0.0,0.502553,0.28305522,0.14642397,0.26789063,0.34248284,0.5390323,0.3037712,0.20232679,0.18634288,0.3384145,0.23895378,0.32354763,0.23409219,0.6422842,0.0,0.2936018,0.19623204,0.24060014,0.42248687,0.2711596,0.29515833,0.27822384,0.0,0.6535143,0.41783443,0.35670602
abominablemovie,0.877125,1.0542932,0.98705107,0.0,0.5784527,0.6482622,1.0778168,0.5080861,0.31126907,0.6798136,0.55825365,0.88965803,0.7673174,0.84365076,0.6219965,0.7136195,0.8906028,0.46696183,0.87791294,0.65613765,0.716234,0.0006097015,0.80587274,0.15216504,0.8058272,0.1714341,0.7746001,0.37838084,0.5701585,0.73964393,0.65547436,0.5598285,0.6021278,0.032035694,0.4106626,0.5802041,0.096204214,0.5369416,0.37470877,0.47130314,0.4480687,0.10477756,0.22022782,0.5279685,0.15953492,0.63435435,0.50377685,1.1197157,0.0,0.29239044,0.24937633,0.3971394,0.67035294,0.46378228,0.3801074,0.32956776,0.0,0.7366281,0.35161096,0.16955896
adastramovie,0.40361014,0.60705763,0.5516914,0.0,0.35512114,0.40656888,0.6975813,0.53247714,0.29178146,0.51565814,0.46924356,0.5940399,0.64341855,0.65258116,0.3064661,0.5206075,0.46526104,0.53959376,0.6395343,0.58702725,0.67783153,0.110252924,0.4304633,0.3101352,0.43519893,0.3452784,0.53417,0.30775157,0.56963515,0.49635598,0.30495828,0.46807042,0.2867879,0.09935132,0.4874394,0.22791784,0.28946358,0.24388877,0.52984095,0.3415502,0.29044205,0.09974704,0.0,0.32937598,0.20089008,0.39503178,0.20052439,0.65381193,0.0,0.415405,0.2183207,0.12920144,0.39766267,0.24164067,0.014488036,0.33013755,0.0,0.62645245,0.31236786,0.3129355
adogsjourneymovie,1.1100315,1.0677716,1.1130152,0.0,0.65115005,0.9172602,1.2723329,0.8808328,0.72990894,1.3865094,1.330647,1.4059101,1.0412611,1.8083403,0.8564232,0.82665396,0.5587859,0.3598795,1.2506446,0.8867223,1.3100826,0.0,0.955151,0.70177126,0.48715156,0.48879284,1.1558633,0.6033403,0.7016612,1.1469507,0.9412361,0.54557616,0.5513997,0.13106894,0.8277266,0.58473694,0.52817863,0.8043941,0.3715524,1.0721805,0.13662232,0.35845584,0.0,0.54535955,0.18047193,1.1553689,0.66191757,1.2251127,0.0,0.8650364,0.30170703,0.45415074,0.33501843,0.36047414,0.3358264,0.16963977,0.0,0.7642031,0.94127476,0.57417625
aftermathmovie,0.42266688,0.4269876,0.45143756,0.0,0.32666266,0.32163656,0.4841174,0.31454954,0.19404662,0.44278696,0.42478853,0.43312863,0.5784925,0.5005901,0.12665528,0.26568684,0.299173,0.2337311,0.3299362,0.30301678,0.5176067,0.057153016,0.440359,0.30149877,0.26154575,0.30189964,0.32343143,0.20032486,0.34874123,0.4145672,0.12615605,0.446369,0.18165447,0.08045356,0.29547715,0.1840478,0.21133956,0.29054654,0.32997906,0.21569088,0.17638391,0.11887817,0.08195428,0.18478379,0.22965638,0.3785302,0.2495301,0.42765534,0.0,0.3041693,0.18169476,0.3268748,0.44675952,0.23201974,0.13711676,0.27970922,0.0,0.53399205,0.25862953,0.30574998
aftermovie,0.49946713,0.67993146,0.48309222,0.0,0.33926225,0.40410227,0.5921918,0.4277447,0.3203285,0.4409624,0.4683668,0.4382377,0.38909703,0.579978,0.3710326,0.44875228,0.34856987,0.12951939,0.6186322,0.52769685,0.6054692,0.06949152,0.42963466,0.24809092,0.20458606,0.2680143,0.348386,0.19464836,0.5401768,0.4956015,0.28254285,0.36255592,0.3304212,0.0,0.38667244,0.19915749,0.043860413,0.15332662,0.40667057,0.3747221,0.15288141,0.19507606,0.12720585,0.2849527,0.0,0.37814754,0.19435629,0.7843026,0.0,0.3746502,0.040697724,0.16914922,0.3231292,0.26149112,0.19666843,0.2288276,0.0,0.43888512,0.37055656,0.21862033
ahiddenlifefilm,0.26440623,0.29344097,0.33595052,0.0,0.1722553,0.21274383,0.3385168,0.1995847,0.17601776,0.28068745,0.2469935,0.27771372,0.29247868,0.3101908,0.17973006,0.2400626,0.19571592,0.16800678,0.26834267,0.20980646,0.30161184,0.05851172,0.24848299,0.16315925,0.20642605,0.13623285,0.26070192,0.11206465,0.262435,0.29987493,0.17488554,0.21279751,0.15157944,0.07549982,0.22885437,0.09951913,0.10932512,0.16009094,0.17297834,0.20759493,0.12138315,0.05266595,0.06857836,0.15534307,0.08446525,0.20969422,0.14776008,0.3353659,0.0,0.12989317,0.07036703,0.14601606,0.27552253,0.122537516,0.10304719,0.13522992,0.0,0.26696524,0.16166615,0.15472478
alitamovie,0.7499026,1.0441451,0.61342925,0.0,0.3421142,0.7410907,0.9925979,0.6479379,0.6037512,0.77074325,1.154588,0.81527495,0.8337705,1.0186514,0.40711546,0.96581566,0.51341575,0.5603549,0.70652217,0.70389163,0.7992393,0.25373605,0.44771844,0.58996415,0.05337864,0.50540966,0.7104017,0.53160316,0.58408904,0.9424599,0.51399237,0.47279146,0.28431407,0.046117045,0.673041,0.15252557,0.23460585,0.29224324,0.6965668,0.40408045,0.09752656,0.052962333,0.1940288,0.6141499,0.114820465,0.5438567,0.2399287,0.7681664,0.0,0.47629008,0.4471078,0.0504591,0.74396276,0.4403369,0.0,0.4460381,0.0,0.62376827,0.44751295,0.2668548
