movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99
21bridgesmovie,0.0,0.33958548,0.0,0.1672858,0.36829412,0.23373961,0.24265534,0.3949693,0.4336062,0.46237993,0.0,0.0,0.52941585,0.40566197,0.38316306,0.15132867,0.37380263,0.3449728,0.41106266,0.3937465,0.5010703,0.5771601,0.21556854,0.34925142,0.49318185,0.41754243,0.42158023,0.34809837,0.23355824,0.0,0.31395504,0.35524777,0.0,0.32246238,0.0,0.32221213,0.0,0.4531106,0.4209248,0.0,0.23524447,0.0,0.0908775,0.5241986,0.23644121,0.0,0.33992803,0.6046662,0.58019084,0.5374015,0.3788067,0.44836992,0.39144206,0.18406571,0.05043246,0.0,0.4629747,0.2687585,0.38504797,0.28388432,0.29957148,0.0,0.2506272,0.4649865,0.42594278,0.3693994,0.11473048,0.5074714,0.31038037,0.36754876,0.452024,0.222248,0.30681556,0.23600595,0.42009777,0.0,0.31162772,0.35340232,0.35255265,0.4424998,0.4573022,0.40465495,0.0,0.28028435,0.0,0.44309723,0.4020687,0.49545494,0.21659464,0.08427149,0.0,0.1730629,0.42424932,0.12782145,0.4570918,0.34615448,0.19592556,0.27741784,0.10558715,0.33666596
47metersdown,0.0,0.48707253,0.0,0.19885471,0.59352225,0.32675987,0.31676006,0.57602173,0.35726744,0.5464534,0.0,0.0,0.5149432,0.6969607,0.7142027,0.3274151,0.6245625,0.3764155,0.50144374,0.4564921,0.5919688,0.6929947,0.106679566,0.37357673,0.8121405,0.36640158,0.6253131,0.25930688,0.2277534,0.0,0.51442385,0.52050185,0.0,0.43368354,0.0,0.58017975,0.0,0.8127907,0.489118,0.011941386,0.48224017,0.0,0.09733412,0.8917809,0.49909276,0.0,0.28946722,0.7501608,0.7460962,0.4506072,0.5326554,0.5143632,0.65224785,0.05029498,0.0,0.0,0.32279783,0.30707034,0.40240294,0.4230739,0.45834073,0.0,0.2063435,0.41361403,0.54246354,0.30852357,0.02287298,0.71288705,0.37720683,0.3751642,0.39222082,0.3399826,0.32510453,0.40066862,0.47287053,0.0,0.28873423,0.4741986,0.60814816,0.47277775,0.5782652,0.43955377,0.0,0.41208082,0.0,0.7035136,0.2942826,0.6283493,0.58203495,0.30643362,0.0,0.33792955,0.45910358,0.08472419,0.35854676,0.32929382,0.44639447,0.17270342,0.19179265,0.3047839
abeautifuldaymovie,0.015826793,0.34949315,0.0,0.31549495,0.45856518,0.2281428,0.22733042,0.46532947,0.35489923,0.5996371,0.0,0.0,0.51706815,0.5799865,0.5302798,0.25802952,0.42439696,0.21470672,0.39400858,0.27851173,0.3515744,0.53445023,0.25609335,0.32533196,0.6982922,0.53704566,0.46509767,0.16718607,0.27095196,0.0,0.3892525,0.5049341,0.0,0.32496518,0.0,0.37290272,0.0,0.34702036,0.3288127,0.0,0.37107584,0.0,0.11907128,0.5291107,0.5369317,0.0,0.31011826,0.58696276,0.31979135,0.54467696,0.23488466,0.4424442,0.5182127,0.08715323,0.10273913,0.0,0.48565915,0.32369837,0.4972949,0.2872599,0.48149788,0.0,0.09923518,0.33170295,0.41836646,0.30605423,0.0,0.58874315,0.4038513,0.37132037,0.35681129,0.338972,0.51545686,0.27402097,0.45359495,0.0,0.2436913,0.44059676,0.32571343,0.39819694,0.51869476,0.42640644,0.0,0.4163831,0.0,0.347364,0.5638318,0.44580117,0.15228185,0.19014783,0.0,0.30436483,0.27484143,0.21694891,0.504023,0.30593112,0.36542326,0.16127239,0.05747784,0.2603167
abominablemovie,0.1270124,0.6608626,0.0,0.2784474,0.73693615,0.6774904,0.18262511,0.76252705,0.5696726,0.62193424,0.0,0.0,0.91091275,0.7251757,0.70235413,0.3451301,0.57134086,0.36995128,0.2863744,0.25347376,0.79799396,0.91992724,0.32415336,0.8719852,0.67377627,0.79652804,0.70848715,0.4057197,0.37796667,0.0,0.71125376,0.55335057,0.0,0.46491694,0.0,0.5474748,0.0,0.3201849,0.60885876,0.0,0.7020224,0.012896579,0.25005123,0.8128154,0.77207506,0.0039934134,0.4208367,0.9290139,0.98752123,0.9420315,0.375864,0.7312286,0.83073866,0.0,0.37768075,0.0,0.74498135,0.526857,0.73939836,0.44168627,0.782965,0.0,0.36608556,0.31917822,0.59152555,0.62575895,0.024511535,0.9584631,0.57076013,0.52083063,0.5013307,0.36219826,0.7445888,0.43096334,0.6399491,0.0,0.4378073,0.9032731,0.9278332,0.5471718,0.8582335,0.6632563,0.0,0.7919889,0.08576174,0.67280954,0.29481265,0.92769295,0.45676857,0.30458066,0.0,0.5443678,0.7082811,0.19150858,0.54243505,0.7273581,0.5878622,0.20875052,0.1538686,0.7037031
adastramovie,0.022201145,0.43030643,0.0,0.117309764,0.29494154,0.29047823,0.13817483,0.36679697,0.4137677,0.4297157,0.0,0.0,0.5274295,0.47412747,0.37302825,0.37700117,0.40821448,0.21364829,0.28303212,0.27930668,0.35063973,0.43691126,0.2939908,0.4357575,0.32939863,0.47041836,0.36470932,0.19910838,0.20243713,0.0,0.45851585,0.3597039,0.0,0.38059825,0.0,0.28032494,0.0,0.40973967,0.25313133,0.07411892,0.33973143,0.0,0.082141265,0.540744,0.38039333,0.0,0.2045225,0.5805774,0.53369373,0.43875548,0.31166634,0.2449801,0.37443396,0.021602923,0.10753932,0.0,0.45912606,0.20727128,0.32744038,0.35800576,0.39256638,0.0,0.22959912,0.25934416,0.34261692,0.29692152,0.03196295,0.479021,0.25270352,0.31250697,0.21047647,0.20511985,0.38362616,0.22433937,0.20929036,0.0,0.19975847,0.41006345,0.39835924,0.2630637,0.48877504,0.196121,0.0,0.3563819,0.0,0.34933656,0.30407682,0.57614607,0.3593948,0.15541495,0.0,0.35829997,0.4198654,0.062275898,0.44688007,0.2344336,0.423794,0.03375475,0.13814814,0.20337634
adogsjourneymovie,0.18616086,1.2771537,0.0,0.2659066,1.3445926,0.5406161,0.22511625,0.94912946,0.7543715,1.4128141,0.0,0.0,1.1210726,1.0580611,0.6721424,0.7381844,0.78022426,0.47711375,0.7885051,0.74103487,0.82865626,1.2232271,0.4575771,0.7884847,1.388157,0.9440295,0.7739276,0.634906,0.7301505,0.0,0.40841252,0.88756025,0.0,0.6730375,0.0,0.75298923,0.0,0.4995678,0.7137101,0.08037347,0.54586035,0.0,0.51744914,1.431524,0.46254247,0.0,0.34191027,1.2403829,1.2966926,1.2001641,0.3933518,0.941532,1.132723,0.24909778,0.25197884,0.0,1.2848686,0.64683187,0.48279282,0.7653182,1.321629,0.0,0.40555874,0.61053556,0.53488636,0.56860983,0.54717,1.1356512,0.9365317,0.45918125,0.582286,0.68532413,1.1860285,0.68116784,0.95475304,0.0,0.7255113,1.1639265,0.6450522,0.7261432,1.3087724,0.6502693,0.0,0.90088814,0.070895836,0.9940345,1.0499816,0.8232809,0.5692886,0.4973904,0.0,0.34658572,1.0580946,0.14176697,0.87274104,0.6231623,0.74169457,0.065137155,0.2758381,0.7902456
aftermathmovie,0.023758681,0.29296583,0.0,0.22923648,0.3336944,0.22106868,0.12860456,0.4052497,0.32916707,0.3538893,0.0,0.0,0.38547045,0.3737153,0.27660665,0.1255744,0.32350472,0.24230605,0.23643799,0.16662604,0.3922554,0.421266,0.21440513,0.20761687,0.4285978,0.38117945,0.3918513,0.20174284,0.22191244,0.0,0.23105198,0.31056485,0.0,0.16635415,0.0,0.3487683,0.0,0.23030403,0.28708687,0.03361209,0.20249838,0.0,0.12693673,0.46090063,0.3717333,0.0,0.25211078,0.42871022,0.36767352,0.3193579,0.31697556,0.4198092,0.36716956,0.21555346,0.1459195,0.0,0.3561451,0.20334598,0.31882697,0.24645306,0.3988367,0.0,0.12737814,0.29638484,0.2662026,0.35245064,0.14691548,0.32987136,0.20842269,0.33799297,0.28563812,0.38292477,0.17495212,0.26752383,0.25813606,0.0,0.18609211,0.25074708,0.25100702,0.37739086,0.31539333,0.30563706,0.0,0.3137362,0.0,0.33829898,0.22472382,0.42341915,0.21798104,0.04514256,0.0,0.18029651,0.24658827,0.025503654,0.32882884,0.2050335,0.13982785,0.050159812,0.08926092,0.2769571
aftermovie,0.0,0.48216516,0.0,0.2481889,0.5711336,0.27812433,0.111108504,0.39579672,0.40228975,0.5720319,0.0,0.0,0.5097469,0.51960164,0.4827553,0.20363683,0.43488607,0.2983931,0.42331243,0.23499905,0.453657,0.6290715,0.25762957,0.30695608,0.62262136,0.35086986,0.46170548,0.21832496,0.31566203,0.0,0.33639464,0.36385012,0.0,0.37642837,0.0,0.22452672,0.0,0.33575025,0.32022712,0.12236448,0.34187004,0.015697323,0.24803983,0.6588841,0.4909218,0.0,0.412297,0.67665446,0.5595406,0.5065237,0.3264958,0.39986128,0.5108776,0.029767338,0.0,0.0,0.4125655,0.23139054,0.5039891,0.28971598,0.4547396,0.0,0.22096568,0.31567326,0.3250455,0.33409438,0.0,0.54287267,0.3281691,0.3463977,0.4522539,0.2326969,0.31219608,0.32505196,0.46165997,0.0,0.21405098,0.47849268,0.32127222,0.3455677,0.49305725,0.46814203,0.0,0.36204028,0.0,0.6267832,0.506661,0.49783337,0.28937823,0.37952682,0.028965458,0.33730078,0.3570132,0.06659139,0.4716822,0.29021898,0.29034808,0.25151405,0.14671247,0.35657987
ahiddenlifefilm,0.0,0.20092379,0.0,0.08707976,0.19568086,0.14031379,0.08175384,0.19246951,0.16189352,0.21922977,0.0,0.0,0.22192615,0.1901052,0.17290974,0.09408091,0.18795341,0.13142747,0.14806484,0.12113255,0.18128932,0.22332871,0.10538995,0.14387837,0.25319555,0.19626535,0.18082996,0.109375335,0.117205516,0.0,0.1811918,0.19161485,0.0,0.13255306,0.0,0.15448643,0.0,0.1402248,0.154471,0.038450643,0.14100324,0.0,0.04568942,0.25364813,0.18803176,0.0,0.1093377,0.2550284,0.23258755,0.19999602,0.12578094,0.18465805,0.20727661,0.044176593,0.04483996,0.0,0.22180057,0.12276292,0.16727501,0.12693596,0.20746708,0.0,0.08260116,0.14815703,0.17067823,0.15440716,0.0059322477,0.2213781,0.13585868,0.15636975,0.14407663,0.13854647,0.16602062,0.1340791,0.18018638,0.0,0.10784649,0.19624622,0.17036769,0.15894547,0.21959493,0.16095576,0.0,0.18820916,0.0,0.2080476,0.17830831,0.21847817,0.1406099,0.10575865,0.0,0.10956712,0.16888985,0.04799951,0.18412027,0.13272193,0.12337385,0.06141037,0.05349283,0.1304083
alitamovie,0.0,0.43665367,0.0,0.12978098,0.43090478,0.44466892,0.23473847,0.5516039,0.5007631,0.6852599,0.0,0.0,0.6674654,0.78146523,0.4609593,0.3862334,0.53489566,0.2635757,0.6186094,0.398312,0.478739,0.74163586,0.0,0.32672122,0.72705585,0.83121437,0.51235616,0.16495022,0.14914985,0.0,0.4180086,0.499504,0.0,0.4150895,0.0,0.43545404,0.0,0.60905594,0.59326917,0.22608045,0.37263596,0.0,0.17890367,0.90647084,0.43114704,0.0,0.48336482,0.6933814,0.992039,0.8930215,0.42485803,0.57997787,0.6244386,0.07910232,0.13040657,0.067980364,0.5021906,0.2401378,0.5110393,0.47616762,0.7850377,0.0,0.28758666,0.36814636,0.55570424,0.4603792,0.17217562,0.6313894,0.5516467,0.48950583,0.5463846,0.45351973,0.6070228,0.39693975,0.74088246,0.0,0.27609646,0.5160658,0.6253758,0.450645,0.7082041,0.53239846,0.0,0.7185462,0.0,0.62011504,0.5358891,0.608043,0.39482743,0.24503806,0.0,0.56956583,0.59747434,0.22216122,0.5154062,0.32103434,0.39477506,0.24639173,0.20730744,0.23203962
