movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39
21bridgesmovie,0.0,0.0,0.7491376,0.5942399,0.33844122,0.51957464,0.71067584,0.87541604,0.41962597,0.7193039,0.6905283,0.514005,0.35319832,0.83209217,0.56349665,0.6434621,0.7789022,0.70077175,0.68180966,0.0,0.35487524,0.5694634,0.692431,0.635435,0.0,0.5824338,0.57623243,0.5097847,0.0,0.65763503,0.28116992,0.7914038,0.9095483,0.0,0.29549432,0.7527787,0.7137606,0.08936123,0.7544093,0.50651765
47metersdown,0.0,0.0,0.79402477,1.0053338,0.41555592,0.4299932,0.7699159,0.83484286,0.67030007,0.86262006,0.71326613,0.36316955,0.40540794,0.8281238,0.35688305,1.0085061,0.81074095,0.74212664,0.5294623,0.0,0.0,0.35186645,0.59162366,0.49822477,0.0,0.8502931,0.6324482,0.64497393,0.0,0.8091149,0.3578379,1.1609349,0.9500985,0.0,0.4942236,0.6172214,0.53932625,0.0,0.79968536,0.6715483
abeautifuldaymovie,0.0,0.0,0.811353,0.66250384,0.32949933,0.28210562,0.5364984,0.81051743,0.42227164,0.83569115,0.7252214,0.68012494,0.34340784,0.7637707,0.6534501,0.5830603,0.7643663,0.80999374,0.49268946,0.0,0.004223887,0.5847623,0.6132151,0.7010143,0.0,0.7710919,0.5443919,0.7615752,0.0,0.55224496,0.25175387,0.70910156,1.0624578,0.0,0.3307674,0.58175653,0.72180176,0.19878022,0.6759824,0.47099912
abominablemovie,0.11156244,0.0,1.0495303,0.76597434,0.6598594,0.33979893,0.62924,0.78373474,0.3098899,0.97765714,0.8401892,0.85778236,0.765524,0.8446188,0.3144678,0.88966876,1.0817772,1.2908753,0.6912509,0.0,0.0,0.42205983,0.73937184,0.9083827,0.0,0.81062335,0.77865636,0.89964193,0.0,0.24180894,0.1269714,0.84774756,1.3104551,0.0,0.16760394,1.0658294,0.74241304,0.5195288,1.1569718,0.792646
adastramovie,0.0,0.0,0.8081338,0.6216066,0.31664762,0.34240505,0.55946326,0.77181536,0.41266856,0.52265847,0.5743052,0.6380172,0.36891097,0.4575284,0.50917596,0.65048844,0.8221601,0.6569703,0.5346434,0.0,0.03803409,0.4489042,0.5952227,0.69400764,0.0,0.7821489,0.5929835,0.69679445,0.0,0.64073575,0.22038998,0.5383562,0.97854006,0.0,0.41829973,0.5716697,0.5181322,0.0,0.8811073,0.53500485
adogsjourneymovie,0.0,0.0,1.6886297,1.1259887,0.60426396,0.22757061,1.055223,1.2548052,0.9204837,1.4298741,1.3745677,0.8968579,0.6352116,1.6195136,0.46914235,0.9905326,1.6553857,1.8815726,0.7527474,0.0,0.0759004,0.8494029,1.4542675,1.3210264,0.0,1.0874822,0.86330974,1.3307418,0.0,1.037933,0.29115495,1.1433543,2.1413846,0.0,1.0023565,1.26982,1.3802937,0.081401326,2.3881452,1.0024426
aftermathmovie,0.010550023,0.0,0.7003816,0.39641434,0.33944246,0.22579359,0.45358717,0.4521358,0.3754577,0.47994885,0.52308863,0.49833786,0.32094187,0.6397221,0.16728836,0.52080053,0.699473,0.5866398,0.3842876,0.0,0.018887501,0.33664843,0.4188962,0.46047202,0.0,0.42959696,0.33196017,0.42910293,0.0,0.38546985,0.048652384,0.5649905,0.70916253,0.0,0.23859347,0.5712896,0.3866103,0.16463962,0.6667337,0.53534156
aftermovie,0.036675937,0.0,0.752691,0.63130707,0.33625555,0.341613,0.53702545,0.65154815,0.4401889,0.83192885,0.54340994,0.6781507,0.2089481,0.9039115,0.28763586,0.8034658,1.0379432,0.78945833,0.6363217,0.0,0.0666282,0.5475183,0.7112567,0.7066376,0.0,0.65176755,0.29148725,0.6751515,0.0,0.7285834,0.19431749,0.78021157,0.76782674,0.0,0.099087834,0.7943645,0.9048367,0.0,0.78301287,0.70259154
ahiddenlifefilm,0.0,0.0,0.36327803,0.3046026,0.1593253,0.1243663,0.24624406,0.344666,0.18144418,0.35332337,0.31651226,0.30658782,0.18927884,0.3818216,0.21783212,0.336269,0.3778424,0.36759356,0.26874414,0.0,0.031108754,0.21367267,0.28917167,0.32826895,0.0,0.3449092,0.24756527,0.3284355,0.0,0.27926695,0.08223368,0.33325288,0.43270537,0.0,0.17375883,0.27958643,0.28431025,0.08256669,0.37104747,0.2683245
alitamovie,0.0,0.0,0.82188386,0.67499715,0.44393656,0.1811347,0.8834991,0.78535014,0.19523002,0.8610129,0.67189085,0.50475895,0.35526964,0.7596893,0.5515754,0.75227934,0.7553892,0.76043195,0.59401864,0.0,0.07627595,0.34169248,0.6205319,0.872913,0.0,0.7239801,0.4989631,0.8904677,0.0,0.38376483,0.023823386,0.830143,0.78369594,0.0,0.54040253,0.53048766,0.64427966,0.0,0.72941464,0.7170524
angelhasfallen,0.0,0.0,0.68138415,0.6997219,0.44385356,0.32618305,0.64654016,0.9053219,0.47660556,0.7818087,0.9512818,0.8671082,0.42910203,0.6092173,0.562041,1.0612996,0.87745667,0.8920722,0.63876665,0.0,0.0,0.5970322,0.7346769,1.0778306,0.0,0.79351676,0.53381026,0.95354325,0.0,0.8795232,0.2781514,0.9160019,1.0056362,0.0,0.62577105,0.8137264,0.67209065,0.07155433,0.7931186,1.0573069
angrybirdsmovie,0.0,0.0,1.0670503,1.2521785,0.76699466,0.38938206,0.76249135,1.6879863,0.51552105,1.8035492,1.4965719,0.84216064,0.7654775,1.70328,0.59729403,1.5509075,1.6598706,1.9029969,1.0529684,0.0,0.037125923,0.72869784,1.0779097,1.4304074,0.0,1.3423182,1.1096041,1.0248537,0.0,1.3825454,0.05888229,1.6125171,2.168722,0.0,0.77036023,0.8908783,1.5116924,0.55579,1.7543056,0.57898563
