movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59
21bridgesmovie,0.66508436,0.51601964,0.41763243,0.0,0.18402167,0.39799076,0.5649805,0.76480633,0.0,0.0,0.26282227,0.6748848,0.4103775,0.4333454,0.34620875,0.44968143,0.0,0.291989,0.002452685,0.42413467,0.3929496,0.7218656,0.56672144,0.6491647,0.018141963,0.15325606,0.0,0.0,0.4206461,0.0,0.35262823,0.0,0.0,0.5945702,0.22691312,0.6198909,0.22700194,0.4869537,0.65499,0.43559772,0.43086112,0.35189545,0.51418626,0.44927275,0.5537691,0.59149,0.14006652,0.0,0.37866682,0.59773713,0.43243945,0.4631171,0.18998513,0.40723,0.38890192,0.0,0.38941196,0.27108848,0.70850426,0.3729344
47metersdown,0.9546231,0.78587645,0.43606725,0.0,0.40243927,0.62599343,0.8884293,0.77766925,0.0,0.0,0.4252241,0.738809,0.39634013,0.5491864,0.33223975,0.32578668,0.0,0.66975737,0.0,0.5306274,0.7017114,0.99723095,0.30404365,0.632796,0.08393911,0.20429808,0.0,0.0,0.47208342,0.0,0.5613124,0.004266827,0.0,0.48003066,0.66714984,0.72359496,0.23675601,0.99933976,0.91297346,0.4615558,0.4516245,0.7440635,0.63701904,0.4536721,0.6381841,0.9427319,0.42370403,0.0,0.39762568,0.73048466,0.44608122,0.7198492,0.42145878,0.5591273,0.7140408,0.0,0.24128783,0.27088743,0.57271606,0.4575156
abeautifuldaymovie,0.5738977,0.68085676,0.4182933,0.0,0.24355142,0.46299574,0.65751076,0.6844185,0.0,0.0,0.23826411,0.62697625,0.44640028,0.4021386,0.39230078,0.5613744,0.0,0.54819596,0.0,0.43985307,0.58678764,0.59450644,0.40896526,0.6208086,0.0,0.38056365,0.0,0.0,0.45614672,0.0,0.4092884,0.017313367,0.0,0.67689216,0.54075235,0.9031886,0.49207744,0.6035503,0.59348816,0.59991986,0.37735194,0.5004951,0.5603702,0.45751292,0.4841042,0.5950174,0.07908537,0.0,0.31037405,0.5695097,0.47222337,0.6599185,0.16750345,0.6267876,0.32382694,0.0,0.40385982,0.29150784,0.7306923,0.46749532
abominablemovie,0.79180324,0.6006142,0.5414552,0.0,0.39144477,0.6529909,0.65931964,0.7333668,0.0,0.0,0.2735548,0.60467887,0.27875024,0.7481911,0.34630084,0.5903628,0.0,0.6218761,0.0,0.6586979,0.44656548,1.1403376,0.5763677,0.9533607,0.0,0.27793413,0.0,0.0,0.7387319,0.0,0.6983664,0.0,0.0,1.1432544,0.7153808,0.9827001,0.36346155,0.8445682,0.73425156,0.97012526,0.9307269,0.32969302,0.7476469,0.6863748,0.72117484,0.3717309,0.15963161,0.0,0.4773938,0.41513667,0.6382154,0.6479361,0.31581843,0.6692904,0.39966732,0.0,0.5206211,0.32377142,1.180568,0.30890816
adastramovie,0.5035427,0.5033386,0.30095774,0.0,0.22278169,0.5975813,0.4436145,0.6100627,0.0,0.0,0.26450086,0.39383066,0.34001875,0.35963845,0.40801352,0.3451802,0.0,0.46405613,0.028622957,0.27875608,0.51359516,0.5774398,0.32613605,0.5231056,0.0,0.11398729,0.0,0.0,0.50273913,0.0,0.39570248,0.061511494,0.0,0.4954281,0.33689263,0.56691134,0.31224823,0.5246654,0.59133774,0.44732806,0.32911614,0.31088322,0.35512736,0.3725509,0.4889226,0.59589976,0.051275447,0.0,0.42503828,0.49765992,0.5291739,0.47174293,0.17705965,0.5228996,0.428191,0.0,0.37151554,0.18236798,0.73453957,0.52200645
adogsjourneymovie,1.2463466,1.6838169,0.8941123,0.0,0.11917831,0.71937245,0.79394317,1.3418648,0.0,0.0,0.9438911,0.7384455,0.41903704,0.4410618,0.82785785,0.9147253,0.0,0.98733234,0.0,0.021307362,1.1998696,1.6388549,1.2680722,1.2545401,0.07556133,0.19084957,0.0,0.0,0.7826424,0.0,0.87142164,0.0076156915,0.0,1.1064087,0.83106405,0.994415,0.697653,1.1940464,1.1198553,1.0525385,0.77092946,0.86992824,0.89518666,0.9432954,0.9722933,1.2693052,0.21120039,0.0,1.089099,1.3692081,0.882875,0.8286914,0.6775486,1.186607,0.9660816,0.0,0.5667819,0.58264256,1.7648981,0.57004297
aftermathmovie,0.47050324,0.32204875,0.44741988,0.0,0.20311578,0.4345711,0.4812322,0.5421774,0.0,0.0,0.12860031,0.5702521,0.2775635,0.35487613,0.3150134,0.35088426,0.0,0.3726541,0.0,0.18211606,0.37249303,0.50249946,0.236307,0.42000976,0.1007446,0.105283536,0.0,0.0,0.35007054,0.0,0.36230636,0.035104714,0.0,0.45179927,0.27713272,0.49285084,0.26503637,0.44653252,0.31955767,0.47857338,0.3581985,0.38257366,0.26266593,0.38973022,0.5221186,0.5147452,0.0,0.0,0.26585966,0.3484203,0.37702137,0.40928215,0.0874292,0.44593433,0.20979108,0.0,0.29793146,0.17919305,0.59983826,0.31472763
aftermovie,0.75820786,0.6148397,0.28128028,0.0,0.2624823,0.38307872,0.5389955,0.7618166,0.0,0.0,0.38106963,0.5186637,0.6466334,0.43869618,0.37883246,0.45980483,0.0,0.51643246,0.0,0.28734618,0.3319828,0.6235891,0.44258636,0.64060247,0.0,0.32893813,0.0,0.0,0.38631526,0.0,0.35518068,0.08304711,0.0,0.5390043,0.518969,0.5629954,0.39514345,0.56773156,0.60150033,0.43072754,0.4028656,0.567328,0.34707263,0.488043,0.6342853,0.48605597,0.11055077,0.0,0.30374345,0.5014517,0.47094002,0.38670543,0.22608063,0.4676209,0.54206747,0.0,0.25129902,0.29781163,0.9001629,0.37287316
ahiddenlifefilm,0.306946,0.26117492,0.17791793,0.0,0.0936244,0.24248321,0.2741074,0.31899688,0.0,0.0,0.13877301,0.2737001,0.19569974,0.20456016,0.21706514,0.22994678,0.0,0.26326624,0.0,0.1475623,0.2405332,0.34061152,0.18997031,0.29430535,0.0058333557,0.10200178,0.0,0.0,0.2145663,0.0,0.22372013,0.003102358,0.0,0.2784226,0.20616923,0.31235486,0.15382843,0.28755525,0.3184958,0.25159398,0.24396122,0.18213351,0.2234663,0.26981106,0.263513,0.28584725,0.05986606,0.0,0.16086695,0.277009,0.23606443,0.2473902,0.12954357,0.24825808,0.19100173,0.0,0.18624967,0.14448254,0.40509245,0.18203518
alitamovie,0.82991195,0.8448746,0.2823193,0.0,0.24009502,0.6360106,0.9037696,0.99557793,0.0,0.0,0.53063285,0.61553574,0.66898936,0.71889675,0.6171066,0.6087783,0.0,0.5303285,0.0,0.58216965,0.5453485,0.9912894,0.38921264,0.9758673,0.0,0.17698967,0.0,0.0,0.70873344,0.0,0.673967,0.0,0.0,0.5162154,0.481292,1.281526,0.3383314,0.5074401,1.0240283,0.7239708,0.660445,0.39304364,0.5553951,0.78985685,0.53034085,0.6888604,0.020197742,0.0,0.41064078,0.8696511,0.85151225,0.48525974,0.4771216,0.79741323,0.61364263,0.0,0.64550185,0.43773815,1.048188,0.7855494
angelhasfallen,0.7653488,0.7417466,0.6128549,0.0,0.14883831,0.6381913,0.98667383,1.0363855,0.0,0.0,0.52945733,0.82036716,0.55487394,0.79136765,0.38677937,0.5230016,0.0,0.4030126,0.0,0.7526279,0.43316185,1.0838636,0.59925085,0.85942006,0.0,0.14142719,0.0,0.0,0.6084282,0.0,0.5751419,0.0,0.0,0.78731006,0.46963137,0.83010393,0.41141155,0.5893224,0.94065875,0.44736177,0.5880186,0.47028792,0.55453515,0.58443636,0.77247894,0.8710471,0.36214274,0.0,0.54776424,0.881988,0.52968216,0.65421456,0.251758,0.45053735,0.57823676,0.0,0.42354456,0.4585351,0.98866177,0.6661995
angrybirdsmovie,1.1235684,1.0029314,0.4650446,0.0,0.5496274,0.92333776,0.9198543,1.2917676,0.0,0.0,0.6186244,1.234883,0.6071067,0.19107448,0.87060976,0.86479396,0.0,1.4857286,0.0,0.7087473,1.1503129,1.4585996,0.4299503,0.91205114,0.0,0.52208024,0.0,0.0,0.8509364,0.0,0.72369385,0.33138826,0.0,0.75812167,0.65095913,1.2160188,0.85389084,0.7956476,1.4246974,1.0498639,1.3528627,0.8639396,0.91145897,1.1004392,1.0735134,1.216394,0.123751864,0.0,0.5968362,1.1402073,0.94276625,0.6609388,0.2685073,1.3660012,0.72690254,0.0,0.37018684,0.8353622,1.731488,0.5413261
annabellemovie,0.9301677,0.6835757,0.6744151,0.0,0.42148697,0.6171748,0.67285526,1.1059226,0.0,0.0,0.3202752,0.8870112,0.6690083,0.7475645,0.51060086,1.1403517,0.0,0.7856408,0.14100221,0.5596098,0.7770334,1.2683785,0.6169086,1.1686369,0.0,0.3200171,0.0,0.0,0.7809015,0.0,0.7176254,0.0,0.0,0.74910533,0.44119385,1.1561621,0.51642257,0.6740863,1.0790536,1.1301463,0.63091445,0.5135737,0.83388543,0.75425607,0.636261,0.7486593,0.24468149,0.0,0.4262703,0.76991606,0.75841796,1.0951197,0.23419008,0.6209025,0.85644585,0.0,0.52743685,0.26865575,1.306083,0.5343628
