movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69
21bridgesmovie,0.3670298,0.48469228,0.59958756,0.40862116,0.0,0.50198513,0.3634973,0.5119812,0.47597322,0.6255966,0.5549543,0.55428386,0.0,0.48363847,0.049510486,0.30046585,0.36886257,0.4260568,0.48469353,0.44521302,0.3066334,0.49608496,0.47135013,0.48222017,0.21311723,0.5857428,0.7409762,0.3281541,0.20233022,0.50914776,0.45804316,0.0,0.3453471,0.0,0.39957947,0.0,0.49573886,0.080732554,0.25731194,0.0,0.5680432,0.51280755,0.0,0.36031762,0.11845762,0.48097897,0.46875438,0.43175715,0.4761555,0.6660122,0.68851936,0.05766938,0.5190563,0.0,0.63970983,0.0,0.4405221,0.17083669,0.28066158,0.7726583,0.5505925,0.0,0.0,0.2977873,0.4986113,0.5165443,0.6729938,0.0,0.0,0.0
47metersdown,0.46537584,0.4687488,0.6102681,0.48937228,0.15291572,0.42602503,0.49846956,0.54902107,0.5304289,0.51374966,0.7677523,0.61634946,0.0,0.39356568,0.23416342,0.6116265,0.19371083,0.3872163,0.6027795,0.29926646,0.49563068,0.36594045,0.5931192,0.79097205,0.24492262,0.7682351,0.96428764,0.12211613,0.37851688,0.45265174,0.6823637,0.0,0.64872897,0.0,0.6065916,0.0,0.45033237,0.0,0.1849676,0.0,0.42013466,0.7581479,0.0,0.37677467,0.0,0.5397043,0.35310757,0.2089605,0.2847916,1.0454134,0.46528995,0.0,0.65997726,0.0,0.097768225,0.0,0.81988835,0.39106476,0.53306615,0.47198957,0.5755715,0.0,0.0,0.28985095,0.29741693,0.4499154,0.6427089,0.0,0.0,0.00055598095
abeautifuldaymovie,0.2415188,0.33531788,0.44772783,0.43853182,0.08100985,0.4166616,0.41353682,0.33040106,0.44207612,0.4450145,0.59153205,0.5167113,0.0,0.26542762,0.21768513,0.19479375,0.2743932,0.3577497,0.20813322,0.30946875,0.5603971,0.32917958,0.34569246,0.41722333,0.2599486,0.6222269,0.6084578,0.4336979,0.3322567,0.44666126,0.4675997,0.0,0.36723095,0.0,0.3576169,0.0,0.22933613,0.0,0.17883687,0.0,0.39203537,0.4458859,0.0,0.4160561,0.0,0.46606308,0.3554857,0.36169013,0.36750355,0.6757774,0.6110378,0.051190086,0.3815472,0.0,0.3279338,0.0,0.6220125,0.2898165,0.17142402,0.42794773,0.36719412,0.0,0.0,0.33766013,0.36120492,0.51725316,0.36063638,0.0,0.0,0.0651696
abominablemovie,0.4925158,0.53774685,0.7551305,0.53648406,0.097079016,0.90095305,0.39760062,0.5360743,0.88691103,0.7720111,0.5645444,0.5865528,0.0,0.5300818,0.1621208,0.23689465,0.5455525,0.6403963,0.56027985,0.5873473,0.93012804,0.60661453,0.3754555,0.9580293,0.3717418,1.015423,1.0669423,0.97664577,0.26680297,0.551606,0.6497815,0.0,0.7236757,0.0,0.641722,0.0,0.5307313,0.0,0.19062877,0.0,0.6683945,0.81300193,0.0,0.5045107,0.26416144,0.8748382,0.6617513,0.741272,0.52183497,1.508231,1.1490043,0.17804703,0.2708019,0.0,0.37905967,0.0,0.8165964,0.3896206,0.43285573,0.8823744,0.6916467,0.0,0.0,0.21768245,0.37342373,1.0304569,1.0878452,0.0,0.0,0.0
adastramovie,0.28840336,0.25862274,0.3799958,0.2180922,0.0,0.26248252,0.26691768,0.4021809,0.4557529,0.23529172,0.5948864,0.30415723,0.0,0.17745245,0.12919576,0.22588333,0.21204467,0.5418039,0.16635244,0.19830936,0.39659303,0.30984482,0.18590142,0.49086374,0.16974147,0.42438674,0.7535275,0.4558903,0.20541877,0.3822288,0.35758698,0.0,0.2475932,0.0,0.4163569,0.0,0.20410047,0.092618406,0.33895987,0.0,0.3222828,0.4537748,0.0,0.28217873,0.06787884,0.58098835,0.43831256,0.40952948,0.3203313,0.73497933,0.4940148,0.0,0.3069883,0.0,0.1816072,0.0,0.39675683,0.31536886,0.33045283,0.44086272,0.28276986,0.0,0.0,0.31021953,0.16299084,0.465923,0.3402963,0.0,0.0,0.0
adogsjourneymovie,0.91953814,0.38377923,0.62391347,0.37775543,0.11003794,0.6460536,0.7398849,0.5229017,0.8737048,0.67048806,1.2905489,1.0582496,0.0,0.57681674,0.10015814,0.54643404,1.1205635,0.8864258,0.66103864,0.5784635,0.86413246,0.8915408,0.5597444,1.216724,0.525118,1.2090323,1.1422544,0.76127446,0.54502594,0.9349505,1.0709575,0.0,0.80017126,0.0,0.6700478,0.0,1.0118887,0.03302627,0.41485962,0.0,0.9718701,1.0498213,0.0,0.9198725,0.0,1.2943484,0.7968049,1.1132376,0.98105067,1.478689,1.2177213,0.35313806,1.1887007,0.0,0.66354334,0.0,0.934317,0.5911437,0.55847836,1.0842892,0.68354,0.0,0.0,0.6719714,0.9769649,1.0386301,1.3946975,0.0,0.0,0.0
aftermathmovie,0.2691304,0.30263543,0.51297843,0.2573255,0.007205222,0.51652193,0.37792298,0.36764824,0.35959733,0.36429897,0.42440963,0.30282047,0.0,0.4448302,0.17263421,0.36824092,0.27449852,0.23001869,0.52228016,0.37156898,0.56554246,0.53990674,0.24644114,0.4696902,0.19070093,0.5586002,0.55042744,0.36616156,0.11821726,0.26923597,0.4242962,0.0,0.30206674,0.0,0.5120538,0.0,0.40551496,0.0,0.104050934,0.0,0.38088575,0.31051105,0.0,0.37036884,0.131512,0.43686464,0.2705452,0.4338987,0.116736405,0.48309076,0.48197743,0.008610809,0.24591073,0.0,0.38411027,0.0,0.30837888,0.23927957,0.27673364,0.47576845,0.29131514,0.0,0.0,0.3456143,0.31552637,0.5076318,0.6416315,0.0,0.0,0.024472037
aftermovie,0.35863826,0.36550337,0.46013325,0.4403396,0.0,0.32329115,0.5128797,0.52148646,0.39476874,0.29536352,0.6090601,0.41339794,0.0,0.44402835,0.11540809,0.5680194,0.40544313,0.3455085,0.3844017,0.27268672,0.49873203,0.49895173,0.28255975,0.5091178,0.24795161,0.71425766,0.78637266,0.3854492,0.37407342,0.33899516,0.6326321,0.0,0.3942536,0.0,0.39575526,0.0,0.39597917,0.1616167,0.1845632,0.0,0.46635526,0.45046812,0.0,0.33886656,0.061398227,0.6479267,0.49392357,0.56524384,0.27045947,0.8180314,0.7912263,0.0,0.4385507,0.0,0.2729634,0.0,0.53671896,0.36105317,0.33822945,0.58180386,0.42148423,0.0,0.0,0.46178073,0.42129433,0.5263873,0.5717206,0.0,0.0,0.19777413
ahiddenlifefilm,0.19982302,0.22501166,0.25157893,0.1870839,0.041991808,0.22502235,0.22927102,0.20876136,0.27125603,0.23520233,0.3042041,0.25978032,0.0,0.21121557,0.11725427,0.21023779,0.1873683,0.23218611,0.22910592,0.19837674,0.2649966,0.24125744,0.17004284,0.30106413,0.15869053,0.3358204,0.3901646,0.22334185,0.14313625,0.18270393,0.2692688,0.0,0.20411523,0.0,0.21036889,0.0,0.19206189,0.0,0.115771085,0.0,0.25293067,0.24261206,0.0,0.20631292,0.054221768,0.29698572,0.22203296,0.2434692,0.19378945,0.38290533,0.3124345,0.0,0.23650119,0.0,0.19854923,0.0,0.21416701,0.17033374,0.15792724,0.27291614,0.19864343,0.0,0.0,0.19911063,0.19596526,0.29381377,0.31050488,0.0,0.0,0.0038609114
alitamovie,0.8606621,0.38789406,0.526132,0.29094946,0.012483656,0.51587576,0.46792912,0.46648666,0.7476475,0.38985595,0.72991204,0.67990124,0.0,0.6000837,0.00600769,0.5568675,0.31871533,0.80119884,0.27439553,0.33680564,0.48214167,0.56675065,0.4640577,0.8520332,0.26313546,0.6144229,0.9490814,0.43633333,0.25441232,0.5851291,0.6296538,0.0,0.49686146,0.0,0.6721266,0.0,0.3701625,0.0,0.21911348,0.0,0.5415772,0.7211954,0.0,0.40107948,0.11887142,0.85428697,0.47901687,0.6341703,0.45680282,0.94642466,0.62835807,0.0,0.55440545,0.0,0.3091135,0.0,0.5493479,0.37248427,0.4315417,0.5439731,0.4250369,0.0,0.0,0.5202523,0.31045073,0.68209326,0.8125056,0.0,0.0,0.0452357
