movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129
21bridgesmovie,0.35487586,0.48030797,0.3044813,0.27345136,0.61979306,0.32199243,0.18597251,0.40987012,0.34164473,0.53117335,0.4355653,0.67220366,0.124533065,0.49294257,0.51663005,0.45838997,0.7573173,0.3132175,0.6079688,0.41184106,0.0,0.0,0.3011456,0.39523712,0.20356698,0.35574815,0.43941736,0.15584837,0.46402088,0.27620822,0.472717,0.0,0.37726963,0.5011216,0.0,0.40764466,0.30137828,0.0,0.41545686,0.3287617,0.21447243,0.0,0.0,0.3736178,0.0,0.10000619,0.14249925,0.44114673,0.36500484,0.46780378,0.32533902,0.4259418,0.41068116,0.0,0.0,0.18686631,0.5305859,0.4506723,0.4047164,0.20275214,0.0,0.49045953,0.12989417,0.3626662,0.0,0.0,0.0,0.4652,0.163094,0.11196994,0.0,0.48678273,0.2723828,0.4336717,0.38549596,0.0,0.0,0.6053152,0.5373788,0.15946141,0.48767677,0.5073735,0.3599973,0.0,0.3218893,0.4648881,0.3998579,0.0,0.3580045,0.2791693,0.45071995,0.4720653,0.20210487,0.3641483,0.37539473,0.26774555,0.41339317,0.17465323,0.20515366,0.345976,0.6503024,0.28808025,0.0,0.0,0.31042778,0.53056455,0.121679604,0.4020025,0.66394836,0.57230425,0.17842941,0.2675051,0.52482307,0.5730439,0.09364837,0.32622272,0.44146574,0.0,0.5292135,0.33361557,0.0,0.2635101,0.14629453,0.45055687,0.5170931,0.6277348,0.53295565,0.4709544,0.2962945,0.15645865
47metersdown,0.29106688,0.5008144,0.15039976,0.30065337,0.6710688,0.35412994,0.27544302,0.5136876,0.4900739,0.37523618,0.3904447,0.7855103,0.0,0.3892461,0.41637176,0.37153623,0.726382,0.21690287,0.6131956,0.39273784,0.016992297,0.0,0.018250974,0.55826235,0.35338998,0.22142862,0.55746245,0.098486766,0.30078116,0.15704906,0.61178136,0.0,0.4214993,0.6017983,0.0,0.3826185,0.33955535,0.0,0.3655016,0.37583086,0.12590611,0.0,0.0,0.61381644,0.0,0.17067023,0.132313,0.36458594,0.37305003,0.58921254,0.2513209,0.3645532,0.63856936,0.0,0.0,0.11604417,0.54550236,0.52936256,0.41734582,0.28395095,0.0,0.56139284,0.21048564,0.35756153,0.0,0.0,0.146219,0.48890734,0.32305762,0.17393208,0.0,0.39195973,0.27069223,0.4117814,0.4957704,0.0,0.0,0.6960991,0.69484717,0.40191996,0.65134764,0.5957024,0.41303474,0.0,0.242389,0.40219223,0.3681727,0.0,0.5206695,0.30191776,0.3205204,0.43966064,0.37462887,0.3933982,0.3711963,0.39843214,0.5506301,0.17381501,0.48670098,0.63791686,0.76773953,0.28178963,0.0,0.0,0.4178595,0.5057227,0.17575227,0.6202308,0.6548195,0.5628184,0.4024656,0.25487062,0.60996556,0.59218127,0.18585809,0.6053781,0.48102918,0.0,0.6054237,0.3993775,0.0,0.32251406,0.0,0.26711532,0.5277217,0.7237594,0.6667112,0.23767614,0.33107138,0.41335392
abeautifuldaymovie,0.40797645,0.36314085,0.09569065,0.25677255,0.4733453,0.09765525,0.31460857,0.28556615,0.29953727,0.38624164,0.29937327,0.4839714,0.16398433,0.3283376,0.42673716,0.30749825,0.44460496,0.31761703,0.6323262,0.45898712,0.0,0.0,0.25139615,0.3475011,0.33954757,0.23465165,0.44324005,0.0,0.29474512,0.21606708,0.33424795,0.0,0.33874786,0.4105907,0.0,0.2654418,0.40277514,0.0,0.5180441,0.26137227,0.29590946,0.0,0.0,0.4076188,0.0,0.11764437,0.05441461,0.41161105,0.30067796,0.32452643,0.2317322,0.27319062,0.2322421,0.0,0.0,0.22947703,0.40261245,0.48862553,0.3553481,0.26173252,0.0,0.39618576,0.1454251,0.22739705,0.0,0.0,0.0,0.44439754,0.27144316,0.038288422,0.0,0.32842126,0.30811006,0.3082684,0.33493,0.0,0.0,0.4438465,0.47290877,0.19166158,0.28403538,0.5007003,0.26250613,0.0,0.29208353,0.3215736,0.5705389,0.0,0.30748922,0.25102422,0.23852834,0.39329207,0.22850418,0.28165844,0.25988114,0.41558313,0.23459542,0.15685035,0.2643982,0.41826648,0.5194708,0.26412502,0.0,0.0,0.22933565,0.4068125,0.052347783,0.41120702,0.4776513,0.42974392,0.18896027,0.20712492,0.47509792,0.40887496,0.10357953,0.31104687,0.3359715,0.0,0.26497108,0.32545477,0.0,0.30041435,0.07936126,0.4658183,0.39893818,0.4812198,0.42034087,0.30944565,0.21985689,0.070177734
abominablemovie,0.64588714,0.8059297,0.283511,0.28290045,1.05411,0.36839315,0.47704384,0.4350293,0.50977343,0.71808326,0.6871765,0.85748315,0.1886484,0.6046468,0.7247526,0.5863253,0.80977213,0.35895818,0.71480376,0.6540442,0.0,0.0,0.37449497,0.967254,0.32921925,0.50706863,0.8943272,0.022461839,0.5426105,0.2995458,0.77002513,0.0,0.5073326,0.6849906,0.0,0.39771914,0.7132188,0.0,0.82472956,0.5869428,0.25782973,0.0,0.0,0.6752588,0.0,0.40837488,0.28914556,0.4488895,0.62401193,0.7367703,0.44315672,0.62270886,0.59358597,0.0,0.0,0.30290282,0.7735425,0.6162818,0.31807286,0.25301975,0.0,0.7215938,0.37224552,0.53816706,0.0,0.0,0.0066868514,0.8250132,0.28745002,0.08214378,0.0,0.5901066,0.58414066,0.58936536,0.5885598,0.0,0.0,0.81596947,0.75517076,0.13696426,0.6666277,0.7428109,0.53744537,0.0,0.5284122,0.7519011,0.7608936,0.0,0.45874572,0.55434495,0.27979445,0.81207806,0.38555354,0.45645902,0.62478536,0.4586262,0.43315843,0.18899404,0.56931156,0.53101164,0.6483211,0.38321686,0.0,0.0,0.3734206,0.91940725,0.2550846,0.82357323,0.9953521,0.6718035,0.35924107,0.6237085,0.9143731,0.8168608,0.2910859,0.56797475,0.65494287,0.0,0.6547196,0.5879755,0.0,0.3194092,0.0,0.5126034,0.6340891,1.0756881,0.67429817,0.697889,0.43699977,0.3436726
adastramovie,0.37009558,0.47673997,0.23910344,0.23246594,0.52107054,0.146533,0.29010233,0.27852634,0.2955355,0.5063222,0.28473088,0.6097311,0.18115517,0.27723712,0.4372383,0.33517453,0.5724747,0.3788867,0.50143737,0.3565786,0.065071,0.0,0.25700274,0.39889058,0.3593806,0.3712382,0.39053333,0.20470525,0.31448096,0.20471367,0.36992687,0.0,0.28503817,0.31279945,0.0,0.33587813,0.4205304,0.0,0.5970266,0.2724986,0.11086063,0.0,0.0,0.21270075,0.0,0.10227691,0.124510944,0.20790198,0.44288203,0.5105981,0.3396757,0.27833337,0.28504288,0.0,0.0,0.2485803,0.31241208,0.39535826,0.2760933,0.160451,0.0,0.37359953,0.15547752,0.37920818,0.0,0.0,0.029939827,0.43015352,0.15104055,0.054600365,0.0,0.23802681,0.25265047,0.3575849,0.37414753,0.0,0.0,0.32485592,0.5598424,0.1628191,0.32038087,0.40996584,0.22239843,0.0,0.23525938,0.26964125,0.38910872,0.0,0.3179227,0.2716884,0.32973853,0.39795783,0.21681991,0.3216715,0.31876564,0.28265673,0.26197544,0.0668775,0.36038402,0.27986637,0.4537369,0.29957354,0.0,0.0,0.3079008,0.460095,0.066176035,0.3996047,0.4247597,0.5080363,0.25918382,0.25528723,0.4798524,0.35706267,0.11137621,0.29863653,0.41504166,0.0,0.38876697,0.29637238,0.0,0.32158753,0.021029983,0.32944056,0.40907454,0.5472148,0.48455268,0.37160417,0.317285,0.11643137
adogsjourneymovie,0.84092486,0.8735308,0.2637286,0.9184622,1.339838,0.087808445,0.71622854,0.61646414,0.8514317,0.6572979,0.7647364,1.0630533,0.4275489,1.0256642,0.94711035,0.9121696,1.3812052,0.4692737,1.2721188,0.91066396,0.0,0.0,0.2819587,1.0368862,0.77830017,0.40524992,0.900584,0.141212,0.37474072,0.52358145,0.63116026,0.0,0.62240297,0.7957919,0.0,0.79601043,0.88919914,0.0,1.145553,0.592852,0.15803325,0.0,0.0,1.0730193,0.0,0.29052967,0.03453813,0.5432255,0.80032265,0.64515364,0.5097963,0.99849594,0.50418156,0.0,0.0,0.2247901,1.0098447,0.8480715,0.57480127,0.5811981,0.012463764,1.200874,0.4292536,0.32765472,0.0,0.0,0.0,1.1979715,0.601237,0.29204828,0.0,0.87916803,0.6346497,0.6253711,0.7200936,0.0,0.0,0.820457,1.0390443,0.102008216,1.2552017,0.8470833,0.09757917,0.0,0.5300369,0.5190845,1.2186835,0.0,0.84383607,0.8068683,0.61304975,0.97745687,0.6970309,0.4157628,0.99192154,0.73996323,0.87029904,0.6654309,0.8974088,0.93174905,0.38956124,0.16916434,0.0,0.0,0.45638973,1.4823406,0.041031167,1.0222968,1.367543,1.4671842,0.70358914,0.47364616,1.1085794,1.1322279,0.12115111,0.98779035,0.8291023,0.0,0.93633354,1.0233141,0.0,0.19696173,0.030888319,0.92105484,0.8266103,1.3697276,1.1233091,0.776628,0.6795072,0.48490477
aftermathmovie,0.2936897,0.33588707,0.18772349,0.24133833,0.29746017,0.10255528,0.21915457,0.21848401,0.19556186,0.30604294,0.27187294,0.43267995,0.050662197,0.30848575,0.32204184,0.359044,0.36752596,0.23531568,0.37346005,0.27658978,0.0,0.0,0.13870469,0.3431329,0.24804574,0.25737712,0.41164863,0.10162532,0.29494148,0.1872369,0.2912069,0.0,0.18522955,0.3612448,0.0,0.26575643,0.2892607,0.0,0.33472842,0.2799508,0.14620626,0.0,0.0,0.30928823,0.0,0.18969388,0.11070211,0.21970046,0.17086922,0.29128528,0.24442233,0.21041062,0.27099892,0.0,0.0,0.21541706,0.39544475,0.3109733,0.22669996,0.24550642,0.0,0.3094189,0.24573815,0.24928175,0.0,0.0,0.0,0.38024333,0.11775876,0.0,0.0,0.27675843,0.2257685,0.26678085,0.289278,0.0,0.0,0.33236468,0.45631805,0.2394474,0.24458922,0.32548732,0.19137128,0.0,0.21429132,0.20072144,0.32865593,0.0,0.38953862,0.24474278,0.25948772,0.31591997,0.19094476,0.17361787,0.206005,0.2803877,0.27951714,0.22179635,0.24614324,0.25655296,0.33801088,0.1921779,0.0,0.0,0.1974036,0.34550434,0.030450393,0.35290536,0.36552632,0.39240664,0.1647202,0.24069661,0.35822102,0.3105299,0.004233922,0.24491248,0.29953775,0.0,0.1966805,0.33713707,0.0,0.21936916,0.04336038,0.25473806,0.20810871,0.43289518,0.46566543,0.2669565,0.19950062,0.07094379
aftermovie,0.33299547,0.3926281,0.42391962,0.18138988,0.62466514,0.08908194,0.23752493,0.19017589,0.25320044,0.35242608,0.45979854,0.77245367,0.12835246,0.44337708,0.49389252,0.4146106,0.4958382,0.2108481,0.39945197,0.2379851,0.0,0.0,0.20385008,0.3883826,0.30457228,0.35555926,0.42289203,0.11649077,0.35777602,0.20591007,0.5348716,0.0,0.25641242,0.3874768,0.0,0.38329902,0.35651642,0.0,0.49373868,0.41428939,0.20956764,0.0,0.0,0.43804953,0.0,0.21718936,0.28758937,0.34965116,0.29899257,0.3825364,0.21386819,0.32730404,0.3529912,0.0,0.0,0.21585774,0.5560009,0.28788817,0.27462947,0.2273595,0.009367923,0.47124615,0.15277675,0.32395333,0.0,0.0,0.009741887,0.40592065,0.30077654,0.16793793,0.0,0.30044478,0.31009257,0.2827953,0.36087272,0.0,0.0,0.4512886,0.5998884,0.19841588,0.46881354,0.52844924,0.19043575,0.0,0.33160955,0.43014982,0.44983557,0.0,0.44858965,0.23483321,0.36879644,0.41962638,0.3661983,0.24918348,0.375085,0.3413532,0.2979109,0.12155756,0.26680833,0.3520321,0.26142406,0.27004,0.0,0.0,0.40273616,0.59628004,0.09305899,0.26166305,0.5171953,0.4877752,0.21640806,0.19439293,0.43886754,0.41607818,0.0,0.46929726,0.5324716,0.0,0.28027266,0.5552808,0.0,0.26356912,0.05595919,0.20533042,0.35106963,0.53400356,0.5693795,0.42648154,0.32565847,0.20104882
ahiddenlifefilm,0.14477184,0.18626867,0.0899916,0.091349155,0.20607628,0.07563825,0.10468705,0.1301873,0.13746513,0.15963316,0.14218411,0.23875102,0.062358096,0.15378036,0.173703,0.14815632,0.2302673,0.1212472,0.20238253,0.14655608,0.0,0.0,0.08786354,0.17348753,0.10962072,0.12247652,0.15566823,0.028806916,0.1427553,0.06749699,0.16628718,0.0,0.1250365,0.16400586,0.0,0.15706915,0.15764084,0.0,0.17071351,0.119326025,0.06897241,0.0,0.0,0.14590794,0.0,0.057536647,0.06427738,0.13273644,0.12056908,0.1868416,0.10753553,0.131958,0.136659,0.0,0.0,0.072697744,0.18185171,0.15381156,0.1391929,0.08857146,0.0,0.17277683,0.09229309,0.13831894,0.0,0.0,0.0,0.19608594,0.09358225,0.021449698,0.0,0.13621241,0.1069874,0.15306047,0.13434628,0.0,0.0,0.1770019,0.19737057,0.074285634,0.15962207,0.16877306,0.10229642,0.0,0.106802434,0.12208371,0.17621197,0.0,0.1705967,0.095900625,0.14280038,0.17515536,0.10758295,0.110841304,0.12527984,0.13041331,0.12213069,0.08473689,0.111882985,0.15895839,0.16397707,0.091005325,0.0,0.0,0.13354781,0.19754341,0.020905837,0.15747431,0.19710247,0.20051116,0.08703777,0.09575184,0.19370075,0.17770067,0.021912215,0.13996097,0.15683593,0.0,0.1555302,0.15520345,0.0,0.10368647,0.01043412,0.14685266,0.17014627,0.22429743,0.19422205,0.1406659,0.1276514,0.048783857
alitamovie,0.6141871,0.81551695,0.30524856,0.30088443,0.93681794,0.2049898,0.36695722,0.4524516,0.46396366,0.71789855,0.45645717,0.92502046,0.43336812,0.65956134,0.6972642,0.59426516,0.9832897,0.51197386,0.827637,0.49116063,0.12646966,0.0,0.1656485,0.6782994,0.6057288,0.71187407,0.7026011,0.14894165,0.4392436,0.338153,0.6285746,0.0,0.32439464,0.29824334,0.0,0.40128684,0.725792,0.0,0.74138725,0.32518739,0.43363062,0.0,0.0,0.46965858,0.0,0.34199104,0.1166281,0.5865276,0.66990536,0.5691907,0.3840981,0.48858637,0.38653526,0.0,0.0,0.4101674,0.56256974,0.5308566,0.44582367,0.22653055,0.0,0.65785146,0.22410183,0.66456145,0.0,0.0,0.0,0.68756145,0.2497862,0.10647781,0.0,0.4950157,0.4226145,0.6534522,0.46294042,0.0,0.0,0.72105944,0.85255647,0.34010795,0.6277596,0.70249486,0.4279456,0.0,0.57603276,0.40874797,0.42214462,0.0,0.64418536,0.46402988,0.46701846,0.4093155,0.39343855,0.44818747,0.428107,0.5841479,0.2972973,0.120691635,0.5464513,0.5604164,0.5082458,0.4563698,0.0,0.0,0.5078507,0.54599553,0.0061031273,0.7265341,0.71384436,0.73476267,0.3871434,0.4403594,0.85479796,0.546776,0.17965823,0.7182891,0.5330477,0.0,0.4878808,0.46717688,0.0,0.44397032,0.019617321,0.392202,0.5824087,0.66874576,0.6864672,0.39213625,0.5014669,0.14626701
