movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
21bridgesmovie,0.0,0.93082404,0.28205082,1.0611781,1.1463089,1.0375926,0.28432536,0.0,0.072794326,0.9831872,0.5776493,0.7500122,0.999394,0.5131768,0.76963973,0.93216336,0.49691993,0.0,0.67818254,0.8267121
47metersdown,0.0,0.5425307,0.1516716,1.1817329,1.2502687,0.93140006,0.28714633,0.0,0.0,1.1296741,0.9417125,0.2985111,1.2059557,0.6687603,0.43575898,0.65460765,0.5911894,0.0,1.3856244,0.70606273
abeautifuldaymovie,0.0,0.9463611,0.0,0.9892992,1.1558497,0.98098654,0.21962854,0.0,0.16545661,0.6039478,0.61196655,0.6693582,1.1253972,0.5994572,0.8791925,0.6935675,0.6050026,0.0,0.77647495,0.87096846
abominablemovie,0.0,1.1257205,0.15292823,1.3960625,1.7251832,1.2789811,0.28284663,0.0,0.017917704,0.7475451,0.81451136,1.1115024,1.3550613,0.75491726,1.0769035,0.9113182,0.036070902,0.0,0.7365103,1.1492455
adastramovie,0.0,0.56680954,0.23048241,0.937881,0.762575,0.914273,0.06587305,0.0,0.2252802,0.6951376,0.6825475,0.5739811,0.81136155,0.4250541,0.5295301,0.5735503,0.4048908,0.0,0.53400075,0.5477232
adogsjourneymovie,0.0,1.8875973,0.09062758,2.5963402,1.7472873,1.6929727,0.7092675,0.0,0.45054176,2.1657307,0.8661069,1.038033,1.8898953,1.1058676,1.2261263,1.2898328,0.6088421,0.0,0.9950942,1.1931591
aftermathmovie,0.0,0.66102874,0.14513464,0.7146274,0.72091377,0.97857875,0.41144648,0.0,0.0,0.6759051,0.5113003,0.44996318,0.88271004,0.5577786,0.7113097,0.6256661,0.5075125,0.0,0.6460747,0.62212807
aftermovie,0.0,1.0057343,0.13534057,1.0366834,1.0478289,1.0854834,0.2588075,0.0,0.12886107,0.92091894,0.72437024,0.49239567,1.0015572,0.60438836,1.0536242,0.8236307,0.49445316,0.0,0.8658869,0.7641035
ahiddenlifefilm,0.0,0.46734533,0.1336027,0.51868784,0.5251889,0.54927444,0.21796983,0.0,0.048917547,0.46120173,0.35162687,0.3109399,0.52452964,0.3118705,0.45019588,0.42102626,0.29901376,0.0,0.40509373,0.44841468
alitamovie,0.0,1.0260627,0.14359914,1.0395415,1.2366071,1.1249343,0.35390064,0.0,0.0,1.2365074,0.37658015,0.6106086,1.160197,0.8029208,0.80259514,1.0310714,0.66188776,0.0,1.0709633,0.9722891
angelhasfallen,0.0,0.8068523,0.3390694,1.2774988,1.4415512,1.6673801,0.34414825,0.0,0.04668034,1.3601686,0.8781628,0.95556164,1.3616163,1.0375457,0.5641347,1.0524914,0.7803606,0.0,1.4675164,1.1498876
angrybirdsmovie,0.0,2.499211,0.0,1.7619317,2.644956,1.5029156,0.7919514,0.0,0.3398296,2.1440845,1.2052909,1.551381,1.3134425,1.4545137,2.0384228,0.83064985,0.44087878,0.0,0.91773415,1.108926
annabellemovie,0.0,1.343466,0.3839669,1.5159066,1.7591243,1.5930803,0.63578093,0.0,0.0,1.4774568,0.854303,1.0026615,1.3191103,0.6921408,1.1817702,0.82425416,0.66890574,0.0,1.0862542,1.121172
annamovie,0.0,1.0034319,0.28899613,1.0746166,1.0654528,1.4304492,0.1622028,0.0,0.0,1.0057713,1.0138016,0.75574976,1.0058652,0.5590656,0.9662694,0.7183716,0.5667989,0.0,0.6709886,0.8023719
apollo11movie,0.0,0.5569822,0.16694467,0.57681334,0.48360077,0.5418094,0.26487926,0.0,0.105091415,0.42080417,0.4449739,0.34312704,0.59934205,0.22123112,0.5084883,0.2668976,0.42299423,0.0,0.54353845,0.58028555
