movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
21bridgesmovie,1.0986066,0.8351579,1.1340698,0.47616994,0.96028566,1.2268847,1.1110001,0.8858011,1.0929842,1.1108478
47metersdown,1.5847218,1.1237459,1.0302218,0.7455773,1.225898,1.89124,1.4673918,0.81895936,1.2090791,1.1102902
abeautifuldaymovie,0.8534992,1.0020497,1.246869,0.4208274,0.88574326,0.96915203,1.0147197,0.90346205,0.9340364,1.1591841
abominablemovie,0.9588709,1.3481822,1.7226843,0.92158765,1.7827324,2.0633495,1.8416313,1.4227376,1.6985397,1.6521724
adastramovie,1.0458561,0.96725917,0.91782415,0.35976553,0.9622924,0.93068683,1.1762997,0.829901,1.134896,1.1464089
adogsjourneymovie,1.8674399,1.9700532,2.055914,1.3745067,1.825851,2.5446613,2.888449,1.293226,2.3718922,2.341413
aftermathmovie,0.8227643,0.7407958,0.97493994,0.3406194,0.5809913,0.86772907,0.7999015,0.6080959,1.017629,1.0423638
aftermovie,1.157147,0.89746463,0.917674,0.42420548,0.6719797,1.0000956,1.0238103,0.5935122,1.134001,1.2467946
ahiddenlifefilm,0.48616308,0.46597797,0.5963198,0.25030708,0.42883882,0.55555767,0.53712744,0.3818697,0.5575835,0.5911467
alitamovie,1.197985,1.2773609,1.3127855,0.54780525,1.1195489,1.293871,1.3687713,1.0947303,1.4168789,1.2621707
angelhasfallen,1.3192912,1.1264383,1.4121718,0.631383,1.1634412,1.7040967,1.772045,1.0887833,1.6058984,1.5216917
angrybirdsmovie,1.8868339,1.7119126,2.7040546,0.9576635,2.5994778,1.8848065,1.900301,1.5089914,2.300577,2.5422099
annabellemovie,1.9032325,1.7511494,1.7405697,0.7943753,1.3384814,1.7473345,1.5845529,1.2172703,2.0284202,1.8465071
annamovie,1.1075599,1.2060491,1.4691371,0.4677509,0.76250815,1.1710012,1.1649905,0.7885355,1.2458115,1.4176487
apollo11movie,0.6087321,0.60616136,0.79323804,0.35507077,0.6159069,0.82570624,0.7566081,0.6124855,0.8131934,0.8090985
arcticdogsmovie,1.0321426,0.90677285,1.123726,0.6031149,1.0870918,1.2243545,1.2115551,0.875751,1.148423,1.0837848
arcticmovie,0.7189347,0.92893124,0.87007487,0.41343102,0.49876493,0.8560744,0.96187,0.6712189,0.8741901,1.0070689
artofracingmovie,0.9786006,1.081771,0.9716921,0.6292296,1.2245874,0.98993176,1.3205557,1.0741959,1.3395911,1.328761
avengers,0.82483816,0.849329,0.8533585,0.38474205,0.63487405,1.0291941,0.85253996,0.7920822,0.9420138,0.907295
beachbummovie,0.7673091,1.0489733,1.2659988,0.50991976,0.83069104,0.88372344,0.8825789,0.7848834,1.0107418,1.0752401
bernadettefilm,0.99127156,1.1099529,1.3912446,0.6571575,0.9646983,1.1170388,1.2205025,0.81733024,1.4975163,1.3207395
blackandbluemovie,1.7585964,2.2087266,2.3393774,0.83250785,1.8472278,1.9067317,1.826265,1.2869645,1.7457888,2.3168216
blackchristmas,0.9927163,1.0700148,1.412172,0.5047678,0.7057653,1.1150719,1.1757029,0.6898323,1.0996915,1.1784312
blindedbythelightmovie,0.64393353,0.71713865,0.8497814,0.35915357,0.5424598,0.71367806,0.7084417,0.65341794,0.89944786,0.97022796
bombshellmovie,1.319834,1.1120644,1.2825198,0.54426795,1.0508406,0.9602461,1.0125082,0.7620566,1.0828019,1.2213588
booksmart,0.0,0.05748792,0.3375356,0.0,0.22859627,0.82121325,0.4360761,0.0,0.0,0.0
breakthroughmovie,2.276783,2.0070724,2.0658748,0.80270797,1.6220405,1.6914035,1.819976,1.6147572,2.4104984,1.9164151
brianbanksmovie,1.4315219,1.4370015,1.6404418,0.8832592,1.0430758,1.4503146,1.4926215,1.3226267,1.3133893,1.7459112
brightburnmovie,1.2539518,1.3394389,1.3008503,0.40396452,1.1682606,1.1541667,1.0952591,0.816623,1.1601892,1.5346335
