movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69
21bridgesmovie,0.2547454,0.5224867,0.3271464,0.7206256,0.37963447,0.72112995,0.3572254,0.54294634,0.5431155,0.45948604,0.8137489,0.21727589,0.46203414,0.074831456,0.40284953,0.07396974,0.0,0.4982214,0.0,0.52950907,0.54543436,0.20412092,0.5025288,0.20141964,0.7208091,0.40874615,0.32809252,0.115352586,0.28659654,0.2807901,0.40270942,0.45146638,0.43004262,0.09791526,0.35107416,0.60930717,0.7122879,0.54653656,0.43889576,0.4461512,0.7162817,0.49361032,0.6034418,0.0,0.33781517,0.6441074,0.36312783,0.0,0.26172084,0.2890859,0.45558274,0.27928945,0.5838465,0.6863569,0.07069095,0.6441858,0.2220695,0.0,0.23438483,0.6185218,0.63930887,0.58209056,0.15171266,0.4727352,0.5161596,0.6547052,0.66204625,0.4572839,0.35061923,0.361747
47metersdown,0.27339152,0.3471281,0.7066544,0.7060667,0.11817344,0.8231832,0.27359143,0.70160353,0.677302,0.7039138,0.79240775,0.15057224,0.6570598,0.0,0.3831657,0.35551214,0.0,0.59947336,0.0,0.75322884,0.5026201,0.24020107,0.60437757,0.45194316,0.9163035,0.40853658,0.0931191,0.086281046,0.16151473,0.3927266,0.41046885,0.39336103,0.6540636,0.097739115,0.33890018,0.79796565,0.54291475,0.5924272,0.5674548,0.6140665,0.98334724,0.48265225,0.7745694,0.0,0.5187227,0.6648717,0.63503194,0.0,0.5494213,0.4700092,0.4956545,0.37873125,0.7587143,0.8514682,0.0,0.8011356,0.13323902,0.0,0.32870767,0.68148905,0.737727,0.50797313,0.23767987,0.5530699,0.57044977,0.6864205,0.7776615,0.66585696,0.23427206,0.4027328
abeautifuldaymovie,0.2356572,0.37923753,0.43420804,0.5374795,0.28625286,0.56677276,0.12616631,0.4785699,0.41006684,0.61027735,0.50780636,0.36679077,0.36116803,0.16124424,0.2962405,0.34510505,0.0,0.5209725,0.0,0.52903956,0.3481093,0.23501357,0.49941522,0.49324122,0.608353,0.48115942,0.17009301,0.33030468,0.26228702,0.386958,0.46827295,0.49016735,0.41536582,0.26100218,0.33319435,0.49458843,0.51263505,0.6833091,0.42979243,0.44079563,0.6059055,0.42192107,0.5463657,0.0,0.36589214,0.50648004,0.4948839,0.0,0.2843912,0.47986683,0.47127655,0.38403076,0.59621686,0.6303731,0.048774764,0.3613888,0.38671404,0.0,0.3947218,0.47914967,0.41946676,0.4935314,0.22956637,0.5160877,0.287049,0.34228876,0.50273085,0.42320076,0.12634811,0.6398543
abominablemovie,0.26264086,0.65908575,0.34068203,1.0359627,0.41722494,0.72542644,0.16792268,0.7735796,0.46407357,0.84653276,0.8568475,0.21604526,0.6865125,0.271607,0.7884715,0.16749747,0.0,0.57881457,0.0034279693,0.6549147,0.853538,0.27993128,0.45943964,0.60064465,0.8991711,0.5143654,0.21699455,0.2646077,0.54629046,0.4814775,0.6489534,0.585386,0.59915805,0.4187273,0.57595176,0.49818146,0.7850665,1.0366133,0.36064693,0.7054275,0.7601879,0.5175675,0.9577534,0.0,0.15472783,0.6569073,0.52497876,0.0,0.4357751,0.8491102,0.74606526,0.3416345,0.8433178,0.8560553,0.28651518,0.70043355,0.25842533,0.0,0.6788588,0.7895954,0.7475067,0.5386593,0.1689367,0.7574732,0.54096043,0.86187,0.9729519,0.382735,0.37390053,0.51805264
adastramovie,0.17682005,0.4080048,0.3370006,0.4552335,0.28221273,0.4883484,0.2179885,0.579211,0.47635314,0.35077494,0.36524194,0.16427097,0.34232622,0.060359523,0.48066947,0.17983101,0.0,0.31666237,0.0,0.5421427,0.37890112,0.1293102,0.46583813,0.32468078,0.65298307,0.16960797,0.12252889,0.29714543,0.33202875,0.36883795,0.31336245,0.16336867,0.4901454,0.22742069,0.4664474,0.5788823,0.65036017,0.5414598,0.30614823,0.4073216,0.53851277,0.39729148,0.46619004,0.0,0.23833096,0.41018653,0.2658442,0.0,0.3029529,0.44542018,0.3547018,0.30695927,0.4232978,0.39804676,0.052949592,0.55560917,0.41426823,0.0,0.27911592,0.50071096,0.37850758,0.42011398,0.14540923,0.46926802,0.40760392,0.37495127,0.4491952,0.46486768,0.21256888,0.49797645
adogsjourneymovie,0.43198064,0.75684,0.9842224,1.3489519,0.8609865,1.6506016,0.8202952,1.1826816,0.94281113,1.0354009,1.1601961,0.31643972,0.8946737,0.0,0.90992975,0.4992814,0.0,0.99123484,0.0,1.246166,1.1919106,0.43926507,0.88971496,0.7207943,0.95762515,0.7792867,0.549354,0.0,0.4905187,0.4766044,0.84507215,0.61184174,1.046802,0.21974961,1.0070441,0.85764515,1.0106937,1.1365131,1.1734083,1.047545,1.43732,1.062102,1.4745919,0.0,0.60129684,1.0438797,0.79578316,0.0,0.50518006,1.0106407,1.0746733,0.42172176,0.9647382,1.3371177,0.37922186,1.024552,0.32228366,0.0,1.2899657,0.73776674,1.1652558,0.8525924,0.3107241,0.7798301,0.6299783,1.4210318,1.4326451,0.64689595,0.5422863,0.92504555
aftermathmovie,0.15499492,0.40107778,0.30730695,0.39682162,0.20448703,0.45109224,0.21437365,0.40019917,0.3964495,0.3298712,0.43800706,0.14915551,0.359008,0.0018805694,0.37361452,0.041066673,0.0,0.4592036,0.0,0.45888114,0.4243464,0.15904148,0.38889578,0.29602262,0.61127776,0.28494525,0.02050164,0.04861025,0.23769645,0.2502061,0.28495532,0.33257836,0.38663983,0.26411197,0.27076882,0.3860104,0.54573226,0.46255654,0.19325572,0.3291468,0.5202724,0.29955286,0.50964653,0.0,0.2683928,0.3604182,0.25465316,0.0,0.20807269,0.42192692,0.2542802,0.1820565,0.31745166,0.4809158,0.038524196,0.476125,0.22372401,0.0,0.21908876,0.43518737,0.49682903,0.3244054,0.12963483,0.38778588,0.27723244,0.37736347,0.50399315,0.2302944,0.2060458,0.25353906
aftermovie,0.203612,0.41796374,0.4211473,0.45987087,0.39684415,0.7030612,0.121046364,0.42690462,0.40841487,0.52106726,0.4588117,0.08612193,0.4639606,0.074233994,0.23361038,0.123758525,0.0,0.4763166,0.0,0.489336,0.40141338,0.26069063,0.33539072,0.40223125,0.59871197,0.43772265,0.0,0.18456425,0.28214866,0.18763682,0.4278018,0.36671707,0.4026295,0.253884,0.28281277,0.3885998,0.4970591,0.42830285,0.43471295,0.62191117,0.5880526,0.30308968,0.7266957,0.0,0.37981048,0.5445224,0.30374807,0.0,0.41533893,0.4990981,0.45066914,0.17375885,0.5357515,0.43075776,0.094234146,0.3341896,0.3100349,0.0,0.32221314,0.54029405,0.43298268,0.35206467,0.0,0.43681923,0.289972,0.5155245,0.6304221,0.34029084,0.31864867,0.3575417
ahiddenlifefilm,0.09005322,0.21523948,0.20151462,0.26854712,0.15448588,0.2869702,0.13993512,0.21089846,0.22116277,0.2561524,0.2848636,0.102633804,0.20526968,0.053809278,0.21129607,0.12154432,0.0,0.22416277,0.0,0.27075034,0.23178194,0.11040808,0.23510133,0.1923224,0.3003705,0.21886161,0.06656558,0.1063616,0.13097998,0.15263301,0.19218063,0.18724728,0.21531491,0.094642624,0.19357577,0.2465938,0.28722015,0.25815687,0.19743049,0.24406677,0.31048054,0.21267888,0.2711106,0.0,0.15712623,0.26778042,0.19266172,0.0,0.16945896,0.20868129,0.19533527,0.14049575,0.26929384,0.27990568,0.054850943,0.25775632,0.14306243,0.0,0.15769783,0.26913574,0.24696702,0.21298452,0.060594708,0.23287779,0.1639033,0.22610098,0.28683922,0.16074939,0.089981586,0.22892243
alitamovie,0.23946807,0.6578168,0.5882304,0.6505124,0.40464807,0.5051607,0.20913553,0.7400769,0.6232556,0.6385516,0.60205185,0.24222359,0.2934181,0.0029387828,0.350123,0.0,0.0,0.88829714,0.0,0.5754101,0.24548069,0.34005103,0.5665666,0.28338873,1.1654351,0.42313507,0.36743855,0.48371604,0.0,0.27151597,0.5101627,0.4009042,0.47788364,0.2584465,0.52457964,0.6638906,0.7256561,0.885545,0.7323276,0.55944127,0.43960416,0.24281776,0.59075403,0.0,0.29067072,0.646538,0.42954582,0.0,0.30411994,0.54798084,0.3251041,0.45139033,0.3631476,0.64036274,0.15172024,0.46678847,0.38223767,0.0,0.424109,0.5977771,0.481833,0.62023956,0.14337522,0.6955011,0.57333916,0.3385007,0.7572759,0.5160387,0.10179393,0.6732695
