movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
21bridgesmovie,0.44879892,0.2628219,0.34905344,0.0,0.2949308,0.37799287,0.54779416,0.70096654,0.48885655,0.33682472,0.7104006,0.44870362,0.524718,0.0,0.46930352,0.18325043,0.19352132,0.37872884,0.36672318,0.76669323,0.0,0.67196155,0.33398542,0.5656459,0.0,0.64877266,0.0,0.0,0.6956779,0.5792267,0.77529836,0.0,0.55054474,0.38587922,0.5455974,0.77601165,0.5294568,0.50853246,0.38976797,0.51811165,0.27458808,0.54688716,0.47240582,0.672673,0.8028573,0.21565045,0.5031528,0.53805804,0.53792506,0.49405372
47metersdown,0.8059025,0.46537048,0.47816825,0.0,0.37973636,0.40140474,0.6127993,0.9032976,0.5638092,0.6000936,0.80691147,0.56065595,0.8719625,0.0,0.70392466,0.49771208,0.25169706,0.5078801,0.60004735,0.81458575,0.0,0.8739868,0.5035248,1.0306605,0.0,0.95014256,0.0,0.0,0.8965564,0.70250314,0.7764319,0.0,0.42520887,0.3813803,0.76553035,0.8695157,0.5748515,0.7529115,0.49747744,0.520367,0.47382408,0.683309,0.4276775,0.9721154,1.0296925,0.47638702,0.5553358,0.9627462,0.5151504,0.66572297
abeautifuldaymovie,0.3819264,0.39208418,0.2731519,0.0,0.22318378,0.416685,0.53331,0.49853295,0.5126179,0.48706537,0.58633804,0.45964757,0.7020548,0.0,0.40475518,0.27930403,0.20052955,0.39024854,0.41608053,0.63247365,0.0,0.5646747,0.105469,0.42832828,0.0,0.6440428,0.0,0.0,0.37941697,0.49223188,0.6470698,0.0,0.5387424,0.4803379,0.6581888,0.8137567,0.37742153,0.5836236,0.3425439,0.47379902,0.30843216,0.39967152,0.38390917,0.54591537,0.7079941,0.28337857,0.39675206,0.63682234,0.3443897,0.64387286
abominablemovie,0.56028295,0.31976545,0.25470066,0.0,0.7677727,0.5442195,0.53260225,0.8949314,0.87954944,0.69933105,0.7173563,0.54911417,0.9208588,0.0,0.29255855,0.30065128,0.46517706,0.43940178,0.66923255,0.9755574,0.0,0.95926094,0.8016009,0.7469426,0.0,0.81359154,0.0,0.0,0.8027085,0.617529,0.9958276,0.0,0.7427518,0.38968056,0.9073665,1.24257,0.9357058,0.37635767,0.70367587,0.5028006,0.5080696,0.6342272,0.45234245,0.6174116,1.2141465,0.029625501,0.3789887,0.70971745,0.7942149,1.0577788
adastramovie,0.31112263,0.4090122,0.2889496,0.0,0.21956253,0.521796,0.49908578,0.6594577,0.5029282,0.265243,0.3767365,0.3715835,0.6441935,0.0,0.26871288,0.39604324,0.13651013,0.44648927,0.54619217,0.71458,0.0,0.7294349,0.27706927,0.45905122,0.0,0.6216534,0.0,0.0,0.4645249,0.5814171,0.71307474,0.0,0.42631423,0.4737854,0.66974866,0.492063,0.39946544,0.4883126,0.39554724,0.39444253,0.39862195,0.46033296,0.34432268,0.65006936,0.6172558,0.24922547,0.26445314,0.59454155,0.4296461,0.55331695
adogsjourneymovie,1.3506261,0.18548627,0.6152085,0.0,0.6302112,0.8571547,1.514287,1.7097085,1.436219,1.3484366,1.3026781,0.7021356,1.488209,0.0,0.7585308,0.42576182,0.47848517,0.57782054,0.8394192,1.4343985,0.0,1.6174996,0.37873253,1.4094027,0.0,1.3577381,0.0,0.0,1.3212547,1.267201,0.9225216,0.0,1.3870858,0.6841952,1.181388,2.0758693,0.9876096,1.5307304,1.2649684,0.76940805,0.83392614,1.1527641,0.9419959,2.0158553,1.4720631,0.48583996,0.9114162,1.3537855,0.550827,1.536475
aftermathmovie,0.26403937,0.3823594,0.17511393,0.0,0.24735759,0.28129166,0.31801668,0.44782835,0.44342068,0.34626836,0.2963146,0.398078,0.29278678,0.0,0.20546208,0.11721283,0.10182722,0.30622855,0.3899965,0.47346562,0.0,0.44889337,0.2596796,0.41416606,0.0,0.40405595,0.0,0.0,0.38014117,0.5104186,0.45886046,0.0,0.48393977,0.33434138,0.49485427,0.6258748,0.35284734,0.33979732,0.44342864,0.40921858,0.36841604,0.462699,0.25601518,0.49309,0.6750761,0.30647075,0.3766628,0.43310186,0.38100535,0.35197353
aftermovie,0.37697783,0.2585661,0.4109046,0.0,0.23759237,0.41487807,0.38539225,0.4323963,0.62349784,0.5189249,0.5355116,0.6186467,0.7094893,0.0,0.306575,0.24882415,0.08092083,0.34683773,0.53183657,0.4431726,0.0,0.7169882,0.2827124,0.48096997,0.0,0.5790537,0.0,0.0,0.58336705,0.6640861,0.68286633,0.0,0.53009003,0.35914615,0.60532045,0.6222833,0.54785097,0.5717042,0.58955216,0.3095946,0.42147917,0.54804754,0.33510116,0.74288607,0.8627177,0.28911173,0.29853752,0.60335857,0.599744,0.57294434
ahiddenlifefilm,0.16962385,0.15623024,0.13882163,0.0,0.124500446,0.21770574,0.23465988,0.27457428,0.24891433,0.19949047,0.23377885,0.21544117,0.27563795,0.0,0.14218162,0.14917289,0.104241386,0.15886407,0.20319133,0.29618466,0.0,0.27963433,0.16663525,0.2579102,0.0,0.2970485,0.0,0.0,0.25115424,0.27717036,0.3325556,0.0,0.24877924,0.18986477,0.28313887,0.35712597,0.23857942,0.2531725,0.2105885,0.20546481,0.20311129,0.22484522,0.1952311,0.31085762,0.34874004,0.14708017,0.15867272,0.28332806,0.2097497,0.27628142
alitamovie,0.47528973,0.6053769,0.5110585,0.0,0.33232927,0.58440864,0.70876044,0.7676036,0.6040367,0.4788569,0.69392145,0.798842,0.67983276,0.0,0.49939096,0.3273846,0.019170443,0.38519683,0.7499675,0.96787566,0.0,0.61850667,0.5272964,0.8730608,0.0,0.6998591,0.0,0.0,0.8358776,0.7341751,1.1672478,0.0,0.67843467,0.61444366,0.8317816,0.97295237,0.52989227,0.74358886,0.53576165,0.62472445,0.6291081,0.52754843,0.44184452,1.1125183,0.7306019,0.25172004,0.38556993,0.68533385,0.8485944,0.59204507
