movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129
21bridgesmovie,0.0770337,0.49490374,0.39302292,0.0,0.0,0.0,0.0,0.37886208,0.35380825,0.32590565,0.17227614,0.0,0.50051343,0.0,0.28449968,0.5039016,0.2646146,0.4322835,0.0,0.3667205,0.39268595,0.05479899,0.25016126,0.56417984,0.38352352,0.6255652,0.19060257,0.26413548,0.16734524,0.3573575,0.7092617,0.48496634,0.51889044,0.4640004,0.25859797,0.178436,0.23508905,0.49223164,0.23926736,0.0,0.0,0.13355371,0.36048323,0.009217687,0.54621357,0.38916454,0.23727521,0.0,0.0,0.3623764,0.0,0.28621817,0.29984078,0.2917856,0.2949123,0.13671193,0.35441825,0.47188455,0.0,0.21997571,0.29707247,0.40628204,0.3407423,0.35376555,0.25597996,0.4314121,0.4825579,0.47540402,0.2870772,0.2707329,0.0,0.46306422,0.45562398,0.4851728,0.3257096,0.36600652,0.17037883,0.11661172,0.39187714,0.27403456,0.32616088,0.5203648,0.47106954,0.19783118,0.28471482,0.2956807,0.4160646,0.41297752,0.0,0.5728975,0.39764136,0.2160696,0.63267064,0.49550986,0.2572196,0.12317901,0.38780832,0.2030664,0.31838256,0.50697494,0.41843832,0.34933424,0.0,0.31174737,0.0,0.36042225,0.5421524,0.14869928,0.27689898,0.39699262,0.37654433,0.21937469,0.56045645,0.38849965,0.23304358,0.14655958,0.31912243,0.0,0.31983045,0.6825965,0.2750915,0.30742064,0.522654,0.20067868,0.0,0.52073115,0.5151926,0.24404454,0.0,0.19944292
47metersdown,0.075505346,0.60834306,0.16915035,0.0,0.012397635,0.0,0.0,0.7046976,0.3759169,0.2974779,0.16065198,0.0,0.6314169,0.0,0.41134807,0.36343044,0.20390873,0.6511286,0.0,0.42768356,0.71970874,0.0,0.5695563,0.8190343,0.5144388,0.53007936,0.34127006,0.32369667,0.45295703,0.5924545,0.9847746,0.52307856,0.6279013,0.41108486,0.4119051,0.39602405,0.3253074,0.6899475,0.22795802,0.0,0.0,0.28168198,0.6358159,0.21042581,0.5968749,0.31922835,0.45283154,0.0,0.0,0.47741055,0.0,0.4566576,0.36685082,0.2283128,0.38686168,0.35239825,0.5090134,0.6828549,0.0,0.3906729,0.34934595,0.59062195,0.49578604,0.32135665,0.6579458,0.4027563,0.7943863,0.6414757,0.4826138,0.24046762,0.0,0.65228146,0.6607712,0.6570474,0.48913684,0.63408613,0.15276492,0.22977035,0.5087143,0.16463345,0.35378274,0.56787694,0.4342583,0.327703,0.46963555,0.49965477,0.4556221,0.42721924,0.0,0.62426627,0.24820383,0.25130865,0.46702066,0.6157348,0.0,0.3015576,0.5487096,0.44350615,0.16793963,0.5927476,0.46660358,0.64646184,0.0,0.35633767,0.0,0.4389175,0.4593517,0.41513002,0.30320796,0.4457779,0.5518349,0.2839227,0.7572466,0.54328644,0.3068663,0.2178669,0.27086926,0.0,0.5425619,0.86639154,0.38470626,0.35259405,0.8924115,0.26521012,0.0,0.61926645,0.48294336,0.43770742,0.0447762,0.41716453
abeautifuldaymovie,0.094807655,0.5573595,0.29605085,0.022641886,0.0,0.0,0.0,0.4266489,0.45221666,0.351297,0.21380931,0.0,0.33264935,0.0,0.3639255,0.39980784,0.14328615,0.5381785,0.0,0.45361897,0.36547878,0.0,0.17769115,0.62021387,0.359805,0.59965694,0.1730595,0.18881387,0.33841515,0.26497424,0.59733945,0.6479343,0.46318245,0.36377338,0.28427872,0.22990052,0.32863072,0.45467222,0.17585996,0.0,0.0,0.1834873,0.52556056,0.08300879,0.49490944,0.34506455,0.30016658,0.0,0.0,0.2926892,0.0,0.34485126,0.37399113,0.38175213,0.3406601,0.121668465,0.28691527,0.5180423,0.0,0.3767706,0.19868305,0.46475407,0.3393347,0.20182233,0.262511,0.58248186,0.50529087,0.46471894,0.33676627,0.29673544,0.0,0.41788533,0.53878695,0.45211908,0.47054923,0.5151832,0.0790342,0.18082674,0.25327104,0.26186472,0.33558384,0.45916402,0.53355205,0.2278768,0.32190034,0.4453346,0.36243913,0.36725485,0.0,0.53274316,0.45287436,0.17926475,0.5073565,0.31175795,0.14628772,0.10640126,0.31815997,0.27225465,0.34608448,0.58247155,0.36924976,0.41544408,0.0,0.15820177,0.0,0.24150631,0.5477857,0.25754893,0.2525467,0.35091716,0.40941066,0.21065053,0.47541034,0.39047152,0.34345686,0.16999766,0.26166207,0.0,0.34489015,0.5582129,0.3391413,0.20203191,0.54301405,0.21620867,0.0,0.47435424,0.48567516,0.15617326,0.0,0.18678693
abominablemovie,0.4145866,0.7607794,0.26575515,0.010610659,0.0,0.0,0.0,0.62208986,0.7817402,0.34940562,0.10697462,0.0,0.6899804,0.09464271,0.2246415,0.6973761,0.53973216,0.58704937,0.0,0.45480314,0.6260101,0.05866289,0.3899219,1.0617675,0.6144669,0.9017128,0.46793234,0.55151814,0.29085904,0.47109658,1.028576,0.5192804,0.4808409,0.503641,0.47163713,0.5994758,0.55295205,0.8100729,0.6520565,0.0,0.0,0.2887978,0.8196884,0.016102485,0.6974075,0.562998,0.5836981,0.0,0.0,0.5025761,0.0,0.3360288,0.30203706,0.37302187,0.6361044,0.54480416,0.32241178,0.70520014,0.0,0.33867246,0.42408493,0.34511128,0.49491057,0.297117,0.43038115,0.62675816,0.6637895,0.7524947,0.3996801,0.31993967,0.0,0.50492215,0.81075376,0.7202797,0.25019312,0.5684279,0.26509184,0.2937516,0.31916723,0.44846204,0.29184136,0.6135107,0.7789718,0.39368722,0.3368472,0.63017476,0.76400757,0.55885696,0.0,0.5277287,0.26716685,0.40235844,0.66564804,0.7442195,0.1383191,0.055007197,0.45552507,0.37501395,0.42076433,0.8412852,0.4458583,0.4985227,0.0,0.58603364,0.0,0.76990294,0.753583,0.2842459,0.4895766,0.42653498,0.48167884,0.2573323,0.5631489,0.36568156,0.25302798,0.20725794,0.37831298,0.0,0.5366142,0.85485005,0.55171204,0.28297028,0.89308494,0.40883836,0.0,0.6128677,0.48049623,0.33610848,0.0,0.0
adastramovie,0.0375219,0.37559545,0.2706091,0.0,0.17963427,0.0,0.0,0.5148393,0.4547866,0.20518756,0.22296526,0.0,0.3544035,0.0,0.45721936,0.34220985,0.22611423,0.3630325,0.0,0.34230635,0.3494689,0.0,0.2973823,0.5030262,0.31387287,0.5646552,0.26879275,0.39347202,0.13512455,0.21811709,0.42577106,0.46065384,0.35450435,0.39681396,0.13287623,0.2626804,0.322316,0.45885202,0.22472283,0.0,0.0,0.18642592,0.45113796,0.096189015,0.46114573,0.28633466,0.27843234,0.0,0.0,0.17478879,0.0,0.20644696,0.45655692,0.35509086,0.36636734,0.21453962,0.21118265,0.30723333,0.0,0.13711134,0.2218971,0.33774677,0.26388437,0.26859283,0.344043,0.45817217,0.3587613,0.49986818,0.4737036,0.1671182,0.0,0.41247767,0.35389906,0.4050406,0.32727954,0.45005932,0.12210328,0.14400218,0.34603623,0.16459171,0.288632,0.4345764,0.35192242,0.20695615,0.2573202,0.39872465,0.38534197,0.39331955,0.0,0.61342686,0.44949353,0.20912187,0.69493157,0.32490054,0.054087505,0.15985852,0.24651155,0.05601347,0.24007592,0.4589822,0.3672015,0.4540128,0.0,0.33245757,0.0,0.31564328,0.30552623,0.16165999,0.22310376,0.3723271,0.28493935,0.08189796,0.45037377,0.34103572,0.32204354,0.18860978,0.24852388,0.0,0.28037378,0.40683573,0.2940387,0.19883388,0.61711615,0.16257024,0.0,0.34572974,0.39230362,0.2795292,0.0,0.100237
adogsjourneymovie,0.037910644,0.77778363,0.2901473,0.0,0.21889666,0.0,0.0,1.1593157,1.2040393,1.0903457,0.45092866,0.0,0.90980434,0.0,0.55844253,0.6515086,0.5099154,1.2545868,0.0,0.51631,0.9587069,0.033150204,0.56635207,1.4170307,0.81639606,1.519247,0.54587215,0.72929645,0.7203393,0.40730572,1.0206004,1.3561611,1.022277,1.2821177,0.6666443,0.5001944,0.46873292,1.2721231,0.31276143,0.0,0.0,0.4829565,1.1272905,0.1095923,1.1776004,0.6268255,0.57510716,0.0,0.0,0.59105706,0.0,0.65199316,0.85060453,0.8323142,0.64270705,1.206555,0.649154,0.8726213,0.0,0.45898125,0.7295013,1.1858691,0.6370034,0.8079153,0.33207408,0.53834134,1.0708177,0.7626759,0.6284392,0.6661945,0.0,0.89337903,0.95814675,0.67271495,0.7255487,0.9808427,0.13468541,0.32021838,0.48799893,0.19233389,0.6782032,0.83310914,0.63426137,0.77124053,0.16408469,0.8429726,0.7383976,0.28842095,0.0,1.2175137,0.71482193,0.2664994,1.0941585,1.0205764,0.3048944,0.28769442,0.73092,0.53232574,1.0199604,0.81012595,0.6626296,1.0579894,0.0,0.8609365,0.0,0.89089835,0.6450008,0.6777067,0.55329895,0.7415515,0.40914124,0.27164894,1.1528844,0.6696887,0.74326324,0.48154294,0.59293175,0.0,0.49548426,1.2370968,0.69932103,0.8230829,1.2330616,0.68128115,0.0,1.0383748,0.9263676,0.24295454,0.0,0.059605267
aftermathmovie,0.059903327,0.30652916,0.156539,0.0,0.044783197,0.0,0.0,0.39738017,0.31798476,0.24871123,0.10930931,0.0,0.23708959,0.0,0.25744414,0.24702066,0.15449522,0.34871385,0.0,0.2585066,0.21744297,0.040256206,0.18771921,0.43584263,0.11174867,0.39456275,0.1439604,0.28986427,0.19179572,0.2716775,0.4500562,0.3128964,0.31085467,0.33243218,0.21393813,0.2252163,0.12236573,0.36920562,0.2077811,0.0,0.0,0.0587335,0.30574474,0.0,0.39062598,0.19461936,0.29400954,0.0,0.0,0.22623646,0.0,0.233188,0.24473067,0.19090046,0.1895227,0.22335975,0.17432553,0.28826106,0.0,0.13051136,0.19501175,0.1817989,0.21332009,0.30654258,0.31362143,0.23081748,0.29178149,0.2571736,0.298484,0.15233721,0.0,0.20794752,0.32794,0.23947436,0.25416443,0.29568914,0.06066433,0.16261744,0.15918234,0.1474781,0.22644472,0.2180444,0.30585757,0.15839401,0.13637139,0.27283633,0.21855983,0.20018579,0.0,0.3301708,0.33406526,0.13800883,0.39970702,0.17682232,0.049395546,0.09702795,0.12406318,0.09528643,0.15112728,0.31031236,0.2536706,0.22960252,0.0,0.17855772,0.0,0.19423962,0.19924437,0.18516058,0.27289355,0.18598166,0.24303311,0.15889929,0.2799216,0.2340976,0.12157423,0.20819874,0.19484729,0.0,0.1486509,0.3725911,0.17411251,0.09041795,0.47082642,0.25864083,0.0,0.2810192,0.31565732,0.13724995,0.0,0.12870252
aftermovie,0.03444273,0.43447047,0.30610773,0.0,0.080323786,0.0,0.0,0.5263542,0.5126905,0.31523985,0.1632733,0.0,0.40218422,0.0,0.36418182,0.3386092,0.28714523,0.45774195,0.0,0.25798374,0.3113244,0.0,0.24522726,0.60827434,0.30392128,0.4660264,0.15949965,0.35611308,0.29738972,0.32338095,0.50056833,0.48465595,0.5581144,0.43329015,0.22890422,0.27009434,0.23690292,0.4226208,0.25541025,0.0,0.0,0.14577706,0.37769163,0.025689676,0.5511798,0.18751654,0.3085161,0.0,0.0,0.3487914,0.0,0.22436579,0.32247987,0.33677334,0.3267396,0.33496565,0.3158376,0.36085093,0.0,0.16052788,0.19918275,0.25127077,0.2218722,0.26442748,0.2787835,0.35674232,0.55859005,0.43738514,0.2900938,0.13009977,0.0,0.33794847,0.42290217,0.4562573,0.525787,0.34969923,0.19647613,0.1714087,0.38643786,0.24134676,0.34647956,0.416237,0.50085074,0.107617415,0.29437885,0.26265317,0.40908137,0.3876909,0.0,0.51483506,0.38683733,0.035353146,0.4590284,0.36783385,0.06671712,0.11551302,0.3922888,0.27591735,0.31004143,0.48689988,0.31317544,0.40883145,0.0,0.337427,0.0,0.3103828,0.49506682,0.2845415,0.23032866,0.35183102,0.26234803,0.11875181,0.48957473,0.26105556,0.1048693,0.1989582,0.29003096,0.0,0.20341156,0.5487479,0.2606256,0.46259928,0.5483631,0.15830223,0.0,0.50072277,0.45728734,0.15519403,0.0,0.03959243
ahiddenlifefilm,0.06829591,0.20638657,0.12503448,0.0,0.024070367,0.0,0.0,0.19779634,0.17167017,0.14643195,0.08165847,0.0,0.15869589,0.0,0.14609799,0.17497265,0.12894624,0.21841934,0.0,0.12237865,0.17486002,0.021718752,0.10030457,0.23359597,0.13655248,0.22011946,0.09342748,0.13832855,0.12179221,0.11738028,0.22611107,0.22517304,0.1998885,0.17467536,0.11697489,0.10393434,0.12807952,0.20807046,0.115517974,0.0,0.0,0.0930893,0.19119999,0.018114619,0.2001817,0.13654411,0.13287894,0.0,0.0,0.1252777,0.0,0.112288676,0.14372894,0.13009508,0.13878559,0.096231736,0.10938839,0.19476043,0.0,0.11406676,0.12191031,0.1818096,0.113152355,0.12345337,0.14200203,0.18914218,0.21473889,0.21266489,0.1641069,0.091209464,0.0,0.16892873,0.21536489,0.19071525,0.14816765,0.20387118,0.065195605,0.09243951,0.120160505,0.10423396,0.11627921,0.18174796,0.20136131,0.0900771,0.11706913,0.15809257,0.16324845,0.122124776,0.0,0.21202587,0.15517263,0.09030449,0.21593976,0.1502314,0.050521716,0.087857924,0.12962149,0.10926677,0.13962199,0.21118353,0.15589276,0.17112549,0.0,0.120280884,0.0,0.15659878,0.18472339,0.10762613,0.09700579,0.12896465,0.13848731,0.09481056,0.20616876,0.13729256,0.1063434,0.103041984,0.1145397,0.0,0.10971169,0.23160154,0.12316857,0.12029386,0.23737685,0.12108603,0.0,0.18427627,0.19327992,0.08350033,0.0,0.06826505
alitamovie,0.064737365,0.86247706,0.29031187,0.023201529,0.27970558,0.0,0.0,0.8047603,0.6398255,0.5074385,0.3477828,0.0,0.3823522,0.0,0.88338983,0.5747697,0.30425307,0.8211584,0.0,0.39068672,0.5597725,0.0060347216,0.597671,0.7641567,0.4247777,0.694445,0.46431535,0.6531267,0.5612977,0.23840077,0.7858966,0.76963353,0.6982876,0.5904678,0.4677044,0.36766052,0.5069759,0.8491076,0.3144049,0.0,0.0,0.4832633,0.78174275,0.23942134,0.96460414,0.4467315,0.5244851,0.0,0.0,0.53691876,0.0,0.46010947,0.6340128,0.50685453,0.64875025,0.27736288,0.5231882,0.9464022,0.0,0.38088137,0.30946085,0.5656515,0.3805242,0.4682232,0.63248503,0.72192216,0.63490003,0.7564767,0.5016481,0.3291896,0.0,0.6689487,0.7319172,0.61110413,0.41514918,0.74585307,0.36666757,0.38482797,0.57113147,0.32371163,0.51238656,0.69646734,0.600308,0.20244682,0.28840426,0.75525147,0.2753463,0.6421086,0.051600486,0.9240046,0.5763633,0.23596755,1.1110712,0.572758,0.24547657,0.0044840593,0.5214904,0.13284586,0.44222236,0.7493706,0.5313642,0.81151134,0.0,0.86844295,0.0,0.75729287,0.5412749,0.1680428,0.20501125,0.37873578,0.59857416,0.20595852,0.6986691,0.77279454,0.48678792,0.18071605,0.4948161,0.0,0.5092047,0.8831535,0.31996363,0.29996443,0.7946314,0.3906968,0.0,0.71661294,0.83372766,0.4528488,0.0,0.44986573
