movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79
21bridgesmovie,0.366573,0.49383318,0.17721757,0.19917177,0.38254452,0.0,0.573577,0.6351611,0.51432276,0.38260382,0.44195566,0.0,0.27083093,0.5213211,0.45594874,0.40065378,0.52197796,0.10287872,0.34874463,0.5461008,0.38688925,0.3883281,0.38407117,0.5581046,0.443242,0.48557192,0.3425407,0.21532254,0.489071,0.6234547,0.38056496,0.35886988,0.321,0.4202981,0.3686051,0.0,0.0,0.32209444,0.383305,0.0,0.1349757,0.2824116,0.43063265,0.58318216,0.36061096,0.29523048,0.35341498,0.33133134,0.30217558,0.34137434,0.23080398,0.50229675,0.25499547,0.55382496,0.204502,0.31484914,0.13520122,0.53378195,0.28757954,0.10639542,0.43200594,0.6074251,0.33711582,0.29120046,0.2498335,0.20496675,0.55585307,0.22863781,0.51966614,0.27203673,0.59894454,0.3187273,0.61640453,0.21290609,0.68081,0.33983016,0.6104826,0.073801026,0.24839391,0.0
47metersdown,0.71608,0.8743381,0.5341822,0.50434315,0.80483073,0.0,0.5694273,0.8085188,0.7107285,0.48023683,0.25844565,0.0,0.35430434,0.6821957,0.55617905,0.6558227,0.47110534,0.21101141,0.45331168,0.8211149,0.47162583,0.40695897,0.5675865,0.7585249,0.81016624,0.60146385,0.48138103,0.47889245,0.6488037,0.7993338,0.4445787,0.63529694,0.3531638,0.3422968,0.62452227,0.0,0.0,0.647545,0.43226135,0.0,0.25250524,0.41232547,0.44922233,0.86114025,0.27437946,0.38431007,0.44847068,0.30973002,0.67296696,0.6427389,0.48299107,0.734628,0.4813721,0.6975303,0.15441026,0.49245834,0.36294198,0.99160856,0.48819944,0.6114674,0.6222349,0.88804835,0.49032983,0.46524963,0.40208748,0.37804586,0.5047225,0.14332971,0.63165003,0.366618,0.85004294,0.73323923,0.5605619,0.4317395,0.74457914,0.65312463,0.50047886,0.0,0.2859461,0.0
abeautifuldaymovie,0.3545086,0.6193737,0.46536106,0.32419682,0.4955714,0.0,0.6171924,0.44408086,0.6238349,0.49176544,0.36496758,0.0,0.4024125,0.3583729,0.45401412,0.49375856,0.4589023,0.24605294,0.4723557,0.6497733,0.31221357,0.41427895,0.64202213,0.7013199,0.3281676,0.62422055,0.45773774,0.33969036,0.6519081,0.55003214,0.46188396,0.44124407,0.417371,0.4952871,0.37144187,0.0,0.0,0.32318473,0.39632648,0.0,0.12313032,0.28426635,0.4643657,0.57636434,0.1859027,0.32135916,0.37212715,0.23817854,0.41275263,0.45140654,0.36049885,0.60675675,0.38488147,0.5105311,0.32875162,0.5001183,0.26166567,0.76911575,0.26520255,0.23217736,0.4579244,0.6114819,0.335657,0.54126596,0.139748,0.27324817,0.5616709,0.32816792,0.60769606,0.4586312,0.71725893,0.47162044,0.7190145,0.26618275,0.55565345,0.6083357,0.43987656,0.0,0.2538008,0.0
abominablemovie,0.6939837,0.9121889,0.58724254,0.21084075,0.70022726,0.0,0.92786217,0.8808312,0.8513231,0.51305866,0.7742727,0.0,0.70739675,0.6236674,0.67749083,0.39180067,0.9327216,0.14728579,0.68234944,0.9516865,0.44542724,0.59446305,0.4621785,0.8575533,0.32213297,0.747613,0.46366584,0.4563031,0.9218672,0.73960066,0.55561745,0.5901257,0.81241715,0.8340027,0.6218618,0.0,0.0,0.47187653,0.83864945,0.0,0.29898673,0.5167387,0.60981137,0.74657434,0.15658951,0.5026203,0.71074367,0.28060994,0.5473464,0.90293944,0.6604335,1.0022722,0.55264896,0.8196911,0.5132082,0.63444674,0.54628646,0.9916969,0.4639566,0.6043419,0.67601514,0.8417941,0.64604944,0.96283615,0.268431,0.33553103,0.625156,0.42901623,0.70509624,0.6662167,1.0572928,1.0493944,0.9011433,0.2954613,0.98020387,0.7167389,0.7797571,0.0,0.39975464,0.0
adastramovie,0.27844587,0.5635368,0.2917832,0.20376986,0.36891118,0.0,0.46847302,0.5461157,0.5009177,0.3006834,0.2543536,0.0,0.39193076,0.30869,0.44884855,0.39604902,0.41266093,0.16013278,0.26197678,0.37751317,0.3836962,0.34070534,0.35171828,0.4261141,0.5686033,0.45929524,0.37197214,0.39973965,0.46785426,0.5741062,0.3301151,0.39486003,0.36635253,0.39776245,0.25834417,0.0,0.0,0.40534166,0.4112841,0.0,0.17319663,0.28773588,0.31859156,0.49712074,0.21210347,0.27289525,0.25004426,0.22931592,0.30365595,0.29267275,0.2607896,0.607383,0.33259836,0.5551486,0.13736174,0.3839386,0.27747077,0.5863547,0.28293175,0.3878086,0.4778111,0.50063455,0.28752625,0.42219523,0.11400065,0.15780577,0.50050396,0.2525039,0.3220113,0.26403493,0.5167471,0.43866217,0.53833973,0.14564124,0.5637906,0.43525526,0.5262885,0.0,0.1744734,0.0
adogsjourneymovie,0.8491513,1.1856004,0.7645218,0.24063769,0.6391861,0.0,1.1682931,1.2471298,1.2670871,1.0022805,0.8055253,0.0,0.6607066,0.83741534,1.1318086,0.7486961,1.0899228,0.46843,0.9286326,1.4568824,0.46432468,0.7847872,0.76950926,1.4652597,1.0132223,1.3063729,0.5986114,0.40410027,0.9603395,1.1019583,0.6867533,1.1846813,0.9658311,1.0702448,0.79870373,0.0,0.0,0.65120715,0.9420924,0.0,0.63600725,0.73248,0.75632125,1.1721396,0.650462,0.72372735,0.57279146,0.4571217,0.9891855,0.98276216,0.46061063,1.7641428,0.7981134,1.1178113,0.9105885,0.94815445,0.43101948,1.4059981,0.87735724,0.69120914,1.2127316,1.0962592,0.73816144,1.3626204,0.34168607,0.56684595,1.086117,0.2889517,1.1370828,0.639238,1.480986,0.74306935,1.4322383,0.9062125,1.3976845,0.53638357,0.9984238,0.094899654,0.7073441,0.0
aftermathmovie,0.38630244,0.46340135,0.39606762,0.14546031,0.4384364,0.0,0.49325216,0.4940306,0.46459818,0.24353382,0.27470592,0.0,0.42428306,0.3405319,0.2909135,0.32325852,0.4512483,0.08018343,0.42490843,0.46951616,0.25456554,0.3543166,0.35421208,0.42427108,0.33446842,0.41197273,0.3365701,0.22946851,0.42525974,0.521364,0.30002323,0.28616577,0.3488244,0.38803837,0.24001274,0.0,0.0,0.3390936,0.39558733,0.0,0.1466227,0.2576683,0.4034123,0.45999807,0.18642893,0.35191298,0.33867583,0.13722892,0.27559114,0.3799181,0.22868083,0.5692115,0.30038512,0.4945458,0.26134986,0.41859967,0.17947164,0.50960445,0.29124957,0.38144958,0.37269795,0.4667396,0.39413065,0.37927815,0.22885454,0.2299529,0.43311912,0.2669496,0.47811615,0.31968245,0.48836383,0.39411914,0.5985966,0.11481482,0.45815262,0.27449772,0.4038073,0.07195734,0.11440365,0.0
aftermovie,0.37846845,0.55774456,0.4577058,0.26048344,0.49897808,0.0,0.4782367,0.4295955,0.52429235,0.3626685,0.36643535,0.0,0.35685295,0.40245536,0.25338367,0.33059832,0.40283394,0.1322969,0.45670113,0.44675153,0.39943078,0.13966641,0.38374662,0.5482654,0.38513827,0.41484556,0.3570614,0.19179194,0.43902266,0.47998103,0.32034263,0.23419201,0.48290867,0.34486118,0.3601034,0.0,0.0,0.3208715,0.4114078,0.0,0.14860193,0.2932262,0.428994,0.46791768,0.14939326,0.3017332,0.28224468,0.23302183,0.33588937,0.29821724,0.20894063,0.4497303,0.23383388,0.3906607,0.35312438,0.37016588,0.28945512,0.6648628,0.3468134,0.30419928,0.3894214,0.52726734,0.3700375,0.38381755,0.18844882,0.23285726,0.59443194,0.25980866,0.4259956,0.3899824,0.4365736,0.33978197,0.5731977,0.3620328,0.60294586,0.54290026,0.41597047,0.0,0.094015,0.0
ahiddenlifefilm,0.14829406,0.25996608,0.1681101,0.071866795,0.18597296,0.0,0.21795678,0.21261634,0.25166708,0.17143127,0.1350706,0.0,0.16731666,0.17096852,0.16565594,0.13413398,0.19165376,0.06620789,0.17197004,0.22691418,0.13446489,0.14917238,0.16548763,0.2458198,0.18252905,0.21115656,0.1436153,0.12102015,0.19912031,0.20954299,0.16938482,0.16743466,0.17387004,0.15534908,0.14590171,0.0,0.0,0.15837273,0.16337025,0.0,0.04785953,0.10889947,0.16596276,0.21926394,0.1041387,0.13675474,0.14975436,0.099712685,0.14472224,0.16107167,0.0929298,0.27604496,0.13368532,0.18126892,0.124830864,0.15054485,0.096082516,0.27927652,0.13535684,0.14047812,0.22650293,0.21593846,0.15946826,0.20028521,0.10515192,0.10423717,0.20734708,0.105684906,0.21206494,0.14582142,0.24562673,0.18600588,0.27771336,0.13259533,0.2638091,0.18554465,0.19534682,0.0,0.105851844,0.0
alitamovie,0.58685875,0.9418827,0.6996399,0.2179905,0.99172664,0.0,0.9512753,1.0304693,0.7773952,0.603646,0.46608976,0.0,0.7094964,0.7912771,0.7611803,0.5337593,0.78470623,0.43508574,0.87359744,0.8846094,0.51492494,0.51834565,0.5462995,0.99835056,0.7280277,0.87306,0.5247255,0.34079605,0.72309965,0.76092446,0.45222738,0.70390975,0.60340893,0.90751296,0.80898786,0.0,0.0,0.90131783,0.7121251,0.0,0.34372795,0.54615885,0.5191559,0.8980402,0.6037305,0.68172485,0.46612218,0.1504146,0.7563987,0.73296165,0.29298228,1.1188867,0.52134204,0.69594324,0.47000045,0.6642878,0.58009005,1.1321546,0.6257065,0.5257998,0.76336676,0.893821,0.5233277,0.613431,0.3166717,0.4586598,0.89083374,0.2794857,0.5666329,0.42157963,1.1187543,0.7537836,1.0151216,0.34143624,0.94742495,0.7097201,1.0508064,0.0,0.11070373,0.0
angelhasfallen,0.6268663,0.9523299,0.51912487,0.10938816,0.70997447,0.0,0.7273487,0.62609977,0.9432984,0.8314318,0.3971694,0.0,0.71863246,0.6320904,0.48855338,0.4936654,0.6615171,0.3243487,0.6547348,0.649833,0.3933995,0.45080456,0.42430678,0.795802,0.7539752,0.42794213,0.3591935,0.29927248,0.6471482,0.83627766,0.42260864,0.516406,0.68073106,0.5633641,0.44266784,0.0,0.0,0.6146472,0.59779596,0.0,0.2475275,0.22868912,0.5042573,0.61453664,0.3723564,0.31254584,0.59606224,0.3366146,0.38599545,0.65970594,0.25545543,0.7985803,0.4637982,0.59379286,0.37603885,0.42651647,0.4795776,0.90270233,0.44942623,0.33382192,0.8026523,0.5039944,0.40420744,0.62816226,0.38611045,0.19903734,0.8966553,0.090511575,0.70788056,0.25701022,0.730871,0.6496845,1.0446566,0.3456094,0.8621359,0.4700788,0.48319834,0.0,0.3477997,0.0
angrybirdsmovie,0.86808,1.3822247,0.95921177,0.6352347,0.80297434,0.0,1.3586761,0.9084404,1.3683351,0.76355153,0.8034601,0.0,0.80179584,0.98833275,1.0933679,0.64427394,1.1092387,0.42136142,0.9984583,1.0237303,1.3930255,0.4882895,0.86401206,1.5841291,1.0557435,1.4427725,0.7135043,0.62442166,1.2806786,1.3316896,0.56581926,0.7712259,0.4490675,0.7421731,0.6500798,0.0,0.0,0.79254264,0.68644166,0.0,0.22486265,0.73371035,0.7573678,1.2188137,0.8274682,0.9994098,0.49053055,0.6065078,0.90167683,0.8003897,0.59053713,1.8766664,0.53789914,1.008271,0.6889167,1.0769098,0.57658637,1.5441726,0.7006294,0.5761445,1.0678344,1.1532513,0.96443385,1.0208409,0.027055979,0.7156048,0.965636,0.54392666,0.84795827,1.0591669,1.5764087,0.84937114,1.4821769,1.0303428,1.2414721,0.74478656,1.1780325,0.0,0.3478463,0.0
annabellemovie,0.8936841,0.91164756,0.6853794,0.3043422,0.8649504,0.0,1.0011237,0.9298535,0.9711469,0.7340465,0.68114835,0.0,0.7579155,0.53004706,0.4330444,0.5859818,0.83409995,0.1973666,0.8174949,0.816843,0.56494474,0.46372187,0.6602482,0.9024099,0.8835238,0.8355705,0.5430531,0.4700579,1.118173,0.9360265,0.6257576,0.7051383,0.9056323,1.0053163,0.75741047,0.0,0.0,0.5270462,0.6146791,0.0,0.3514886,0.37687728,0.9076353,1.0219799,0.24191609,0.6940523,0.5279674,0.34036526,0.56541926,0.886161,0.37990764,1.1832652,0.31569746,0.7885172,0.52384233,0.8249501,0.6101496,1.123393,0.5390254,0.7808966,0.93912286,0.7168443,0.47046202,0.98894674,0.30633157,0.36267847,0.8856943,0.55780154,0.79534614,0.41197276,1.0146323,0.86827594,1.1990693,0.3783217,1.2148813,1.0418118,0.9060792,0.087566815,0.5764989,0.0
annamovie,0.3459042,0.607337,0.5685674,0.15338641,0.51611507,0.0,0.5527635,0.47926834,0.6020178,0.3952939,0.36201513,0.0,0.580402,0.4118119,0.34307095,0.33032936,0.5094788,0.18501116,0.48381513,0.58016026,0.32090834,0.43927416,0.4067618,0.6369662,0.49060866,0.5196541,0.32465672,0.28349006,0.44996217,0.56393707,0.5415038,0.222817,0.5077821,0.32462484,0.21362637,0.0,0.0,0.2965226,0.4617347,0.0,0.14660536,0.30383226,0.30592164,0.40103638,0.2026077,0.2973163,0.36878994,0.21745133,0.30657765,0.32964635,0.17316207,0.5456413,0.29687148,0.3310395,0.18340723,0.34434098,0.23386636,0.6818436,0.34422776,0.2947517,0.5667543,0.5183608,0.3156985,0.48756388,0.34474394,0.18261796,0.4304065,0.14772564,0.33903703,0.37330836,0.49522057,0.34640738,0.64866245,0.2696159,0.5868056,0.38240337,0.516612,0.0,0.295371,0.0
apollo11movie,0.2560296,0.34701273,0.23619285,0.18669671,0.36514714,0.0,0.37165025,0.37135026,0.4240713,0.27865252,0.25793812,0.0,0.38141382,0.24741308,0.31853774,0.29005668,0.35845324,0.16976885,0.4029746,0.37124932,0.19948931,0.2569731,0.2862597,0.49372724,0.39937508,0.4155565,0.30973482,0.28737694,0.35224554,0.38655528,0.3756276,0.26747108,0.27815142,0.4397029,0.28013995,0.0,0.0,0.33913714,0.2513855,0.0,0.07599829,0.26466313,0.34209523,0.37829575,0.24761923,0.21752948,0.24579944,0.18543854,0.24367775,0.31897497,0.10533961,0.41357052,0.2722052,0.36999574,0.24106453,0.33290863,0.24510968,0.49981168,0.300727,0.21311852,0.3467527,0.4139569,0.25987136,0.28530762,0.26940477,0.20674133,0.4751265,0.1568463,0.39153188,0.22470266,0.3760723,0.30244866,0.47898754,0.14308418,0.47938234,0.39565253,0.39802456,0.015931185,0.17527568,0.0
