movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39
21bridgesmovie,0.59646505,0.7619337,0.7462113,0.55676824,0.8925338,0.8671006,0.39513415,0.75284564,0.52550507,0.0,0.0,0.73598236,0.0,0.079325795,0.829248,0.55616575,1.0108771,0.0,0.0,0.5733517,0.70033294,0.37332433,0.3318336,0.20657985,0.09900852,0.7577449,0.03162445,0.0,0.0,0.40304634,0.2381303,0.70014,0.5505568,0.6121137,0.41317558,0.49659535,0.6361984,0.15321517,0.45294017,0.60130394
47metersdown,0.75835544,0.83530664,0.59152377,0.8266514,0.8737483,0.7930495,0.27830085,0.7032575,0.6546216,0.0,0.0,0.43628037,0.0,0.33944106,0.9116696,0.6996593,0.9803219,0.0,0.0,1.0288588,0.80955404,0.42402932,0.34204477,0.21889083,0.0,0.6526896,0.0,0.0,0.0,0.043850385,0.0,0.8400973,0.44938004,0.20088303,0.64266527,0.29943654,0.84915924,0.34927613,0.59500355,0.689554
abeautifuldaymovie,0.7374414,0.74320424,0.7494103,0.54624844,0.78954804,0.934391,0.47635317,0.80911523,0.51779985,0.0,0.0,0.5334935,0.0,0.28898835,0.69747895,0.42202812,1.1168104,0.0,0.0,0.52156925,0.7229387,0.41140163,0.34730232,0.38046086,0.05936124,0.7349142,0.1631671,0.0,0.0,0.639647,0.05103857,0.53626084,0.39365768,0.3798687,0.34243792,0.4525137,0.7934564,0.40060157,0.5516782,0.9496021
abominablemovie,0.6864281,1.098389,0.6830491,0.6847014,1.1948588,1.0985371,0.2654666,0.6783142,0.5557971,0.0,0.0,0.59236634,0.0,0.057102367,0.94572735,0.9225055,0.6929704,0.0,0.0,1.0641649,1.0245869,0.3649134,0.4795646,0.0,0.30706728,1.1779574,0.09054996,0.0,0.0,0.0,0.0,0.817561,0.8617252,0.68244106,0.37161088,0.42981413,1.099483,0.081127934,0.6470774,0.44730777
adastramovie,0.7276247,0.52440846,0.4039137,0.40766156,0.39531183,0.5099013,0.41590846,0.7708112,0.515496,0.0,0.0,0.23757052,0.0,0.117136694,0.7605748,0.299343,0.6450146,0.0,0.0,0.45708996,0.6639559,0.2870336,0.15958875,0.4506057,0.1412811,0.57041436,0.0,0.0,0.0,0.28723788,0.16049694,0.48222512,0.33490002,0.28708428,0.3887872,0.5796745,0.2121548,0.22244728,0.48478723,0.6830087
adogsjourneymovie,1.2007018,1.4378867,0.8925332,0.8147038,1.3729146,1.3788296,0.4423966,1.3777021,1.3232698,0.0,0.028924,0.43163937,0.0,0.26844764,1.3650583,1.2624358,1.5481511,0.0,0.0,1.0502797,1.3116128,0.65035796,0.6108494,0.32397255,0.0,1.4160255,0.0,0.0,0.0,0.19952646,0.0,1.1929017,0.6131085,1.0729333,0.4363141,0.84422207,1.1609703,0.5209118,0.5881122,0.94283086
aftermathmovie,0.45049405,0.6114384,0.5373863,0.3143497,0.6671766,0.5649854,0.2024742,0.4960329,0.36683306,0.0,0.0,0.4891119,0.0,0.047269493,0.5335344,0.3886792,0.6742726,0.0,0.0,0.5579911,0.62959445,0.38579655,0.33401728,0.27040368,0.04483541,0.55474186,0.013058189,0.0,0.0,0.28617293,0.07910203,0.3969322,0.27252778,0.42833385,0.46175665,0.34671867,0.39900276,0.20776793,0.23878828,0.55986136
aftermovie,0.4858898,0.5583988,0.6497325,0.4602301,0.7533301,0.7048733,0.3020555,0.46199745,0.47198805,0.0,0.0,0.44084275,0.0,0.32928103,0.5110864,0.4975768,0.8543136,0.0,0.0,0.6123295,0.57808673,0.23905385,0.103130355,0.33401036,0.040263973,0.561414,0.0,0.0,0.0,0.15930037,0.17488886,0.7038604,0.26065964,0.41780418,0.41153204,0.3861488,0.45105436,0.20721957,0.390292,0.45576346
ahiddenlifefilm,0.3615961,0.40916842,0.359175,0.27156448,0.4590727,0.39946336,0.20669007,0.3623062,0.2751935,0.0,0.0,0.27987975,0.0,0.13383192,0.40967095,0.29312176,0.46748507,0.0,0.0,0.3087147,0.36616173,0.21274912,0.19538549,0.16680025,0.0025929734,0.4001294,0.0,0.0,0.0,0.19355136,0.09060429,0.37670943,0.22600076,0.2641693,0.23948322,0.3019182,0.33007544,0.13894594,0.24279352,0.3643006
alitamovie,0.59162015,0.948231,0.51190937,0.5997081,0.9526879,0.93603384,0.74249774,0.9792592,0.6373707,0.0,0.0,0.6724254,0.0,0.15819052,1.1821218,0.70264786,1.1013579,0.0,0.0,0.33364087,1.2537228,0.37225157,0.1803551,0.6041232,0.2354096,0.7409067,0.0,0.0,0.0,0.2027472,0.05202734,0.7970891,0.4986825,0.648285,0.32546932,0.8927259,0.5330221,0.4034893,0.80009866,0.80580086
