movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149
21bridgesmovie,0.00564612,0.37814888,0.5057137,0.0,0.53692985,0.6408993,0.36726946,0.23694183,0.42113054,0.39931044,0.24242765,0.0,0.40590364,0.043403447,0.052026063,0.023666898,0.2520777,0.42185497,0.5709633,0.20476219,0.5320574,0.21313876,0.25073794,0.2664897,0.124434024,0.44123852,0.38097486,0.24940321,0.5242111,0.106280245,0.041105576,0.090363026,0.45698613,0.19538264,0.26423737,0.42984304,0.061989725,0.5276049,0.22987321,0.0,0.31299138,0.0,0.0066330265,0.15826167,0.4192885,0.0,0.0,0.28986785,0.28091848,0.26385236,0.13649872,0.0,0.40560377,0.21908498,0.21762232,0.4564514,0.0,0.20527914,0.52681124,0.30918744,0.15394638,0.32724184,0.41274112,0.3713132,0.45711416,0.62913567,0.26014137,0.27446163,0.0,0.31393984,0.35081714,0.36378053,0.43139204,0.124850556,0.26008576,0.6208559,0.1262385,0.45085257,0.35257545,0.26826426,0.61764324,0.40678075,0.38509825,0.3116229,0.42890793,0.48755643,0.0,0.0,0.35346672,0.3394644,0.40259182,0.34879425,0.45656246,0.5121981,0.037923485,0.40182346,0.2716928,0.17391202,0.3604552,0.44046602,0.0,0.18670768,0.42089334,0.49909025,0.0,0.0,0.39551115,0.23320065,0.0,0.28970546,0.21224092,0.0879383,0.27518678,0.30026785,0.42228568,0.31607565,0.6306527,0.0,0.5389424,0.2142969,0.29767364,0.50067306,0.54807085,0.0,0.29740533,0.27849427,0.41464868,0.3782879,0.0,0.49179277,0.0,0.4173161,0.0,0.44270673,0.55039936,0.25714138,0.22909106,0.5285014,0.0,0.37016106,0.0,0.4700156,0.46636462,0.6352976,0.0,0.29588276,0.44411823,0.3347684,0.6666378,0.23916924
47metersdown,0.2884211,0.47099376,0.42922667,0.0,0.7248692,0.46208024,0.5568435,0.5463908,0.5336747,0.5727346,0.24981835,0.0,0.35603362,0.24865782,0.08157157,0.064246126,0.48614705,0.6299422,0.6268455,0.095614694,0.5207444,0.19143426,0.48943278,0.31342477,0.17479022,0.69224864,0.29544872,0.3048937,0.41092438,0.41294104,0.18963465,0.064658396,0.36943343,0.07868494,0.47791302,0.49736586,0.10673984,0.37730408,0.54253167,0.0,0.39910606,0.0,0.13851148,0.22131847,0.6043801,0.0,0.0,0.29003406,0.29586986,0.2231049,0.460276,0.0,0.5760772,0.10360612,0.19454971,0.45987806,0.0,0.24361806,0.7094232,0.5953818,0.39081195,0.36359167,0.44931236,0.38076928,0.4922257,0.7392345,0.6182857,0.34300295,0.0,0.46710894,0.37462503,0.4106217,0.5451371,0.076155454,0.37076196,0.8143626,0.2131904,0.30932716,0.5664792,0.450185,0.58564675,0.26246232,0.57156783,0.42538917,0.5501796,0.54539514,0.0,0.0,0.50991577,0.5642022,0.41127983,0.39409873,0.58675176,0.5925843,0.079960264,0.53595287,0.37323758,0.13308598,0.57730144,0.78905606,0.0,0.2750994,0.529152,0.71794665,0.0,0.0,0.44440293,0.0,0.0,0.5187875,0.36274406,0.2105729,0.23947716,0.3716791,0.54737,0.41301048,0.5034213,0.0,0.5956089,0.077841066,0.28803083,0.6182912,0.71151453,0.0,0.22523667,0.36922595,0.27487162,0.48344028,0.0,0.47317842,0.0,0.5835134,0.04194597,0.49780878,0.373073,0.3438979,0.06919928,0.48649645,0.0,0.43161944,0.0,0.47505,0.46522573,0.84922945,0.0,0.23966452,0.41525912,0.40155983,0.66919804,0.34522307
abeautifuldaymovie,0.12742162,0.53913707,0.42255333,0.0,0.50528073,0.4643443,0.28737602,0.35226005,0.24840489,0.45326698,0.15274344,0.0,0.3387785,0.15446319,0.0016763767,0.0,0.22595839,0.45733,0.44879383,0.33199057,0.4008159,0.27770248,0.42736006,0.21463701,0.20912299,0.5144161,0.44088024,0.34190747,0.51845896,0.283341,0.0,0.0,0.31330642,0.18612349,0.43722245,0.41347876,0.0,0.23652278,0.2701551,0.0,0.33975372,0.0,0.113178626,0.29009643,0.6394616,0.0,0.0,0.2911047,0.20788012,0.18577473,0.38595667,0.0,0.518398,0.31769925,0.17967533,0.5527989,0.0,0.41219205,0.51613754,0.33491924,0.15883853,0.38091028,0.45148194,0.51761305,0.39628688,0.665157,0.40086976,0.2376728,0.0,0.24492495,0.35963786,0.2549624,0.49020448,0.21199575,0.29994386,0.6906613,0.10783752,0.34588864,0.44205713,0.23320132,0.61913663,0.33898684,0.4831292,0.3835968,0.4124072,0.52317524,0.0,0.0,0.43126345,0.5075996,0.42734194,0.40766227,0.3678834,0.52946883,0.033413455,0.37032777,0.39792258,0.17380807,0.36044967,0.5547149,0.0,0.2511896,0.35108337,0.4892639,0.0,0.0,0.44672537,0.07373575,0.0,0.34516948,0.2479131,0.0960271,0.29756802,0.33461526,0.50071913,0.47394347,0.7161544,0.0,0.5786802,0.083600305,0.27890983,0.5316077,0.48330453,0.0,0.15071078,0.19304095,0.36522534,0.24124008,0.0,0.42416853,0.0,0.46713513,0.0,0.42789122,0.32599723,0.24449652,0.11131915,0.44112876,0.0,0.43515974,0.0,0.4995106,0.3332604,0.6536412,0.0,0.21411595,0.31325993,0.397189,0.3810924,0.35154587
abominablemovie,0.0,0.44387978,0.8172456,0.1296704,1.0686022,0.5485418,0.4698697,0.5848569,0.7051252,0.6864921,0.20571452,0.0,0.49833596,0.37198684,0.18087657,0.13649428,0.4119119,0.388247,0.64724743,0.37229252,0.59792006,0.4612992,0.74496114,0.43518078,0.0,0.5021242,0.60471165,0.467137,0.73060524,0.31908405,0.17341392,0.068051025,0.66324526,0.37656376,0.5762345,0.6999728,0.032154836,0.3348059,0.3401449,0.0,0.41619894,0.0,0.32619947,0.46268657,0.52921766,0.0,0.09289968,0.6533192,0.6604651,0.29686224,0.391083,0.0,0.61995924,0.42420426,0.08988397,0.8191372,0.0,0.6456918,0.6469073,0.6913239,0.38073766,0.5168303,0.7639921,0.6832054,0.5722701,0.81343085,0.54038554,0.56949806,0.0,0.42462254,0.44842964,0.5360356,0.5747543,0.21145433,0.49278453,0.9781748,0.43639326,0.43717137,0.46891797,0.73858327,0.754775,0.5913309,0.5842749,0.5827013,0.6118616,0.8432551,0.0,0.0,0.6878232,0.6661751,0.51104605,0.61323726,0.6318412,0.49227294,0.041900627,0.9234484,0.44058573,0.0,0.52789354,0.8009981,0.0,0.45827147,0.73978025,1.016574,0.0,0.0,0.45742807,0.0,0.0,0.32447326,0.4885351,0.39658728,0.3730691,0.6532012,0.68599397,0.36797613,0.74308366,0.0,0.774707,0.466528,0.4784259,0.8530728,0.9012863,0.0,0.1869257,0.56407046,0.3323518,0.302614,0.0,0.6204221,0.0,0.79955614,0.0,0.98917425,0.6078729,0.50908566,0.09316121,0.72469056,0.0,0.7413601,0.0,0.5403039,0.13863192,1.0295541,0.0,0.56336254,0.592053,0.48045787,0.9487786,0.70161337
adastramovie,0.08379032,0.27599546,0.26012143,0.0,0.5221613,0.4674571,0.33707663,0.28784248,0.3061345,0.416402,0.13986021,0.0,0.33371,0.22123814,0.022555467,0.0,0.3329485,0.43689555,0.5159172,0.10185671,0.4770618,0.3005487,0.2926493,0.20322625,0.11615859,0.43312782,0.32769108,0.3797105,0.3863162,0.10178126,0.0035430156,0.01459904,0.21959026,0.2652804,0.24300864,0.36161017,0.018552162,0.25317466,0.24952316,0.0,0.37087688,0.0062389616,0.15503928,0.28854933,0.23459965,0.0,0.0,0.1614785,0.17603081,0.21543458,0.19212517,0.0,0.39392638,0.17271797,0.11937116,0.35783076,0.0,0.2608955,0.38013577,0.48903015,0.07412743,0.19777183,0.35966122,0.34565893,0.2500803,0.5757968,0.4394361,0.163298,0.0,0.3863488,0.32370424,0.36015236,0.3782707,0.20157504,0.23943847,0.36644566,0.055856016,0.35460952,0.24764849,0.38853425,0.42788798,0.45526767,0.29228815,0.28500915,0.2884023,0.43352786,0.0,0.0,0.28192943,0.37993467,0.40039086,0.38904706,0.36112717,0.38897118,0.117792964,0.35073143,0.118612334,0.11188601,0.3090966,0.40754965,0.0,0.31018323,0.35857716,0.4394012,0.0,0.02748224,0.45455396,0.07507707,0.0,0.22960724,0.16458058,0.15870537,0.1833555,0.38519052,0.33412942,0.33529484,0.38162357,0.0,0.35319585,0.1993608,0.18622275,0.5315715,0.54581153,0.0,0.017649513,0.1561019,0.27158245,0.24943334,0.0,0.371438,0.0,0.48272032,0.0,0.36739734,0.35267308,0.2543485,0.0,0.41235206,0.0,0.42647418,0.0,0.3844612,0.20331474,0.56368965,0.0,0.17576465,0.23811722,0.43696895,0.40169007,0.16944619
adogsjourneymovie,0.0,0.9952452,0.818449,0.0,1.2450794,1.0315837,0.9578834,0.3691288,0.6700091,0.88647276,0.3532053,0.0,0.50869113,0.3766159,0.0,0.22499529,0.7534737,0.54776824,0.9479644,0.3058297,0.9159003,0.49272203,0.9454862,0.8552032,0.014085992,1.0635886,0.60994947,0.29267263,1.1242164,0.7077297,0.08372244,0.11673249,0.81800634,0.7441441,0.8780153,0.8752275,0.0,0.6224838,0.52989507,0.0,0.8467225,0.0,0.07368762,0.6705622,0.9689272,0.0,0.0,0.6861593,0.30620927,0.5096232,0.11686119,0.0,0.995777,0.53877515,0.08234218,1.0487021,0.0,0.6536044,1.2103256,0.75836736,0.46464315,1.0041047,0.92570555,0.6886091,0.7970201,0.9208348,0.7513378,0.5054701,0.0,0.64115465,0.72520703,0.5738066,0.86547005,0.584924,0.5389592,1.2513206,0.5306209,0.49191624,1.0338534,0.90502065,1.5318673,0.66006076,0.71572053,0.56075865,0.71411633,0.9968259,0.0,0.0,0.6543976,0.84178716,0.85183346,0.8475605,0.8455381,0.7326197,0.1529863,0.8269468,0.30598032,0.035177846,0.9048621,1.0654901,0.0,0.3039229,0.5184843,1.3365784,0.0,0.0,0.27566937,0.0837947,0.0,0.71434766,0.76023155,0.4958244,0.51709527,1.0292108,1.0949897,0.6554552,1.2689382,0.0,1.2130007,0.2459424,0.55117023,1.06869,1.2408267,0.0,0.5337657,0.6790211,0.5651339,0.65969217,0.0,1.2134255,0.0,1.116597,0.0,1.0870911,0.90774655,0.75936264,0.2534083,1.2628897,0.0,0.81066746,0.0,0.9138132,0.6869956,1.6041551,0.0,0.43432394,0.7745773,0.9313924,1.3147599,0.44910628
aftermathmovie,0.0,0.29270536,0.2965754,0.0,0.3807424,0.36638284,0.3163909,0.19193055,0.20245497,0.28205284,0.10141604,0.0,0.20574406,0.07901613,0.0,0.04646954,0.23522224,0.3227205,0.3467252,0.16098082,0.19903596,0.10560073,0.22381604,0.22434399,0.07298047,0.32904935,0.25281054,0.1572513,0.37034792,0.07176842,0.034967054,0.033954304,0.2159609,0.14633025,0.16790675,0.16171516,0.0,0.31305605,0.11900906,0.0,0.27920312,0.0,0.13533306,0.14616227,0.27806452,0.0,0.03661543,0.23320514,0.17307223,0.13573429,0.13976546,0.0,0.27746466,0.0717426,0.056833483,0.27578977,0.0,0.2725206,0.3179406,0.34558877,0.06642175,0.21258844,0.32934964,0.3419515,0.2622529,0.53945553,0.31179634,0.2518895,0.0,0.2781506,0.22334659,0.28465658,0.362623,0.10115917,0.2067832,0.36239785,0.18183063,0.115359575,0.24890201,0.31796846,0.43595523,0.28506637,0.2538546,0.27821174,0.3111963,0.23616776,0.021471856,0.0,0.33237332,0.32509,0.36002693,0.16613583,0.2961498,0.23883443,0.11709778,0.31276286,0.2521035,0.0868976,0.34197113,0.29530668,0.0,0.103124514,0.2782457,0.3314548,0.0,0.0,0.31552178,0.078601226,0.0,0.2610614,0.22987193,0.071074806,0.10857822,0.29591015,0.40608242,0.2247079,0.34751278,0.0,0.34378713,0.17246191,0.15142304,0.4015015,0.27995172,0.0,0.0874931,0.14602068,0.21000081,0.15927178,0.0,0.3250412,0.0,0.32290614,0.0,0.3867645,0.22677867,0.1097673,0.112397924,0.41501108,0.0,0.26935378,0.0,0.26557547,0.27955702,0.452237,0.016996866,0.17493515,0.2868393,0.27419263,0.34787127,0.11018424
aftermovie,0.03386559,0.37514818,0.3125809,0.0,0.5690899,0.54606456,0.35637158,0.31322753,0.2998334,0.33762547,0.18476897,0.0,0.41597056,0.14323983,0.0,0.038629882,0.19601533,0.27336618,0.37002885,0.18150753,0.31987703,0.22517535,0.27699858,0.36825657,0.068920955,0.3619918,0.32454568,0.3155283,0.50403637,0.20441866,0.021521796,0.0,0.42801464,0.2591211,0.36173213,0.44559526,0.0,0.38924956,0.23327573,0.0,0.30878153,0.0,0.15059948,0.22158904,0.42676532,0.0,0.037814096,0.25111562,0.197899,0.22183686,0.23186298,0.0,0.3236459,0.315239,0.033384643,0.4497895,0.0,0.34230027,0.4575194,0.61369944,0.23366626,0.20741384,0.47637162,0.5519299,0.24624488,0.493214,0.4491328,0.36239085,0.0,0.36827722,0.28629327,0.39333093,0.4247974,0.2346108,0.4000896,0.53066313,0.18817778,0.21292365,0.42777,0.37472928,0.5627381,0.32965446,0.38266906,0.21543793,0.24371064,0.44840536,0.0,0.0,0.29916543,0.32466507,0.41017815,0.18344325,0.48433596,0.3648615,0.22138387,0.41717958,0.24107851,0.14962812,0.430751,0.3567562,0.0,0.174129,0.4372912,0.53100085,0.0,0.0,0.29452598,0.15949948,0.0,0.22111005,0.2466295,0.19627526,0.3027259,0.5114962,0.44930622,0.25352496,0.49467167,0.0,0.48942512,0.1581365,0.061753124,0.5534734,0.28229672,0.0,0.19031796,0.28525907,0.31058887,0.20548233,0.0,0.34167337,0.0,0.45309725,0.0,0.40055847,0.36274877,0.2808368,0.12984459,0.3338438,0.0,0.4021678,0.0,0.4451616,0.42274737,0.65321815,0.0036241317,0.3196618,0.33142367,0.43460104,0.6719363,0.24895151
ahiddenlifefilm,0.029737912,0.14313352,0.15252478,0.0,0.19434632,0.18542662,0.14101759,0.119783245,0.14169186,0.17775314,0.059395336,0.0,0.12639244,0.06016331,0.014252838,0.031059248,0.12680994,0.15243466,0.17211919,0.06498981,0.17008777,0.10627583,0.14919342,0.097189724,0.04794518,0.17278133,0.1255103,0.11853188,0.1855803,0.070886955,0.01896232,0.015702242,0.14174727,0.11453942,0.12823412,0.15691124,0.011313337,0.14540763,0.113377,0.0,0.15087444,0.0,0.04923076,0.10820768,0.17606848,0.0,0.0,0.12139172,0.10396535,0.098086424,0.07520166,0.0,0.15965638,0.09598921,0.04344958,0.17489572,0.0,0.12016015,0.18692449,0.17360753,0.066631906,0.1358284,0.16162425,0.16071223,0.12521322,0.21828848,0.13604435,0.118475124,0.0,0.1345395,0.1161288,0.13529512,0.15816206,0.077359915,0.116988726,0.22753263,0.07012092,0.11720976,0.15334328,0.15376517,0.21118864,0.14717415,0.13783395,0.1309368,0.13261327,0.17996386,0.0,0.0,0.14908907,0.16300696,0.16821796,0.13821563,0.18544932,0.16554461,0.05272846,0.17938225,0.12327406,0.0360545,0.14663905,0.19025888,0.0,0.075168155,0.15526417,0.22092183,0.0,0.0,0.1340063,0.04755716,0.0,0.13249433,0.11394281,0.06036883,0.07375811,0.15358518,0.16760066,0.11726046,0.20806144,0.0,0.1760465,0.07282352,0.086247206,0.21480861,0.19975828,0.0,0.06615629,0.10408805,0.11490372,0.10672872,0.0,0.18120366,0.0,0.17376895,0.0,0.18103752,0.1495307,0.100131184,0.061633218,0.18322082,0.0,0.16115355,0.0,0.17664833,0.11765413,0.2486708,0.0,0.09260395,0.1399046,0.1497906,0.21234187,0.08888253
alitamovie,0.018266823,0.60396695,0.45559284,0.0,0.6728416,0.78847235,0.362612,0.30908766,0.51024604,0.46070457,0.3224429,0.0,0.5491392,0.23020878,0.21986368,0.0,0.43085727,0.5013999,0.61516404,0.21557915,0.6462302,0.40815547,0.4605038,0.16270292,0.02425132,0.7162789,0.4775242,0.5059011,0.75735086,0.42420995,0.2545495,0.10429728,0.4164613,0.32297605,0.4754195,0.56691325,0.10502676,0.3112288,0.26318645,0.0,0.50418586,0.0057153795,0.17939277,0.2259479,0.6282445,0.0,0.0,0.2900207,0.5023435,0.40709874,0.15047464,0.0,0.68253595,0.32232824,0.19987527,0.51202184,0.0,0.35829586,0.71491027,0.66181505,0.29443738,0.5293574,0.4955454,0.34394222,0.56420183,0.79829663,0.6071834,0.4261111,0.0,0.51362735,0.37518245,0.5219656,0.5871039,0.22135702,0.36769894,0.8228057,0.22728297,0.4398201,0.35001922,0.6982534,0.5860774,0.2517912,0.65858865,0.35730216,0.41568226,0.60465956,0.0,0.0,0.38571128,0.52905065,0.50137067,0.6441958,0.5895847,0.46217883,0.26208583,0.46765816,0.27328598,0.21396886,0.5364436,0.5085641,0.0,0.5178464,0.5908055,0.7227318,0.0,0.0,0.47309804,0.0742823,0.0,0.45919472,0.24791715,0.25913608,0.37878704,0.53787965,0.7351296,0.512061,0.58094716,0.0,0.35195598,0.44817892,0.25415143,0.60542375,0.61632866,0.0,0.32462192,0.37344524,0.4236566,0.49289045,0.0,0.5044115,0.0,0.6477794,0.0,0.63168645,0.57986546,0.4754748,0.20381977,0.6030909,0.0,0.7257757,0.0,0.74035126,0.32924947,0.9429134,0.0,0.3352748,0.36788785,0.57402426,0.63677,0.39271396
