movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159
21bridgesmovie,0.40531227,0.0,0.0,0.50682896,0.058633886,0.41358802,0.5361763,0.40818143,0.0,0.19367397,0.21909462,0.0,0.05904181,0.4712069,0.30748627,0.0,0.0,0.10288036,0.45460105,0.54797107,0.3442334,0.45192537,0.4366448,0.3762412,0.22976378,0.0,0.15241623,0.0,0.20524994,0.3498321,0.28684175,0.28821513,0.34024337,0.36067155,0.553821,0.34172204,0.0,0.084496126,0.26526585,0.43792152,0.61328006,0.0,0.25625893,0.3327815,0.59064865,0.22996908,0.40242687,0.26307976,0.0,0.17225635,0.48647553,0.49536428,0.5430348,0.28912616,0.42784163,0.41899934,0.0,0.3737103,0.50863284,0.50179654,0.5333653,0.0,0.31193924,0.34740904,0.37100825,0.298027,0.34236518,0.2999839,0.33298045,0.5424691,0.5064355,0.21567318,0.18639803,0.5026063,0.0,0.6162367,0.42465433,0.2081236,0.0,0.053138252,0.28117022,0.21255939,0.11690454,0.5040869,0.2617941,0.16468552,0.0,0.3105607,0.3669645,0.49105388,0.30778712,0.4180652,0.15514044,0.33135134,0.4592776,0.0,0.34430912,0.3049244,0.3782085,0.3330211,0.20058012,0.29167658,0.24888323,0.0,0.43781933,0.51485956,0.30763566,0.0,0.29020607,0.0,0.57176656,0.35848147,0.25202572,0.07103239,0.4830271,0.17185366,0.17305224,0.0,0.30866855,0.58105713,0.3134141,0.29755595,0.19348818,0.2957439,0.33737683,0.41459346,0.3679488,0.16508245,0.31332445,0.035309605,0.068864666,0.3545378,0.0,0.0,0.0,0.2879533,0.37809253,0.48749474,0.30383313,0.0,0.16670805,0.34523314,0.54671353,0.50255805,0.43400142,0.33781055,0.43210673,0.29180852,0.0,0.037051212,0.14767562,0.38751277,0.13959593,0.3921061,0.38866916,0.078729995,0.4602163,0.027681695,0.0,0.44044054
47metersdown,0.5105009,0.0,0.0,0.4532642,0.05587,0.40532327,0.76297474,0.4360413,0.0,0.11658132,0.17890543,0.0,0.0819224,0.6064827,0.46458706,0.0,0.0,0.12556115,0.5734531,0.5794553,0.4080686,0.43703818,0.6669779,0.54725915,0.48422232,0.0,0.17668998,0.0,0.33422184,0.42247388,0.48594728,0.21495564,0.4327936,0.34565523,0.65515465,0.39620617,0.0,0.14150701,0.3453055,0.32208893,0.7324317,0.0,0.5856721,0.62755084,0.5259774,0.10644427,0.6429571,0.32037076,0.0,0.38964698,0.731469,0.7949793,0.80196697,0.4539126,0.53269356,0.3654454,0.0,0.12678123,0.55776465,0.67886984,0.570716,0.0,0.42972508,0.47442132,0.43715107,0.45624343,0.34000772,0.42083168,0.4977333,0.4606634,0.52585334,0.20923275,0.17212798,0.5389736,0.0,0.74140626,0.57963187,0.3576191,0.11493088,0.0011883127,0.60775304,0.30586115,0.117923304,0.633387,0.24575232,0.27033278,0.0,0.28095812,0.4634003,0.7126143,0.46762815,0.3739062,0.0,0.5144386,0.5561535,0.0,0.62658274,0.5375053,0.48101032,0.64878726,0.2956292,0.38397935,0.43852535,0.0,0.29451528,0.5983416,0.21754625,0.0,0.37384203,0.0,0.6231769,0.36575755,0.19902141,0.009982761,0.61838484,0.27164787,0.3909763,0.0,0.4380358,0.6131917,0.5258913,0.5049565,0.22156899,0.504356,0.25787818,0.57740915,0.34836072,0.37701997,0.71839225,0.108927906,0.018770993,0.39111105,0.0,0.0,0.18522175,0.36125985,0.52355,0.40632564,0.3940338,0.0,0.14731961,0.68303454,0.63760257,0.83132684,0.6045039,0.38510832,0.7558605,0.3501088,0.0,0.0,0.23452257,0.5217272,0.339857,0.3989024,0.6501673,0.10727518,0.6766497,0.193418,0.0,0.64937025
abeautifuldaymovie,0.30981433,0.0,0.0,0.28174385,0.19318254,0.3220493,0.4687058,0.2840652,0.0,0.092426054,0.3021645,0.0,0.179535,0.34747595,0.32011434,0.0,0.0,0.16815725,0.3869216,0.450036,0.388579,0.25488013,0.35988986,0.31306478,0.33397847,0.0,0.20101254,0.0,0.1955091,0.25376692,0.3166697,0.09141313,0.31891516,0.37422615,0.3748754,0.38320756,0.0,0.01125219,0.18602856,0.30653572,0.52648896,0.0,0.12500595,0.30195728,0.3662685,0.0830059,0.2349166,0.16043146,0.0,0.17623384,0.5139643,0.37115178,0.49329066,0.23145847,0.30363998,0.2629565,0.0,0.23219307,0.26955387,0.32133308,0.35588828,0.0,0.23454268,0.30064753,0.3021709,0.44636652,0.13156597,0.30458587,0.22447419,0.36609557,0.11435627,0.22065736,0.16121006,0.44548348,0.0,0.5187923,0.34205833,0.11844477,0.003701483,0.15382986,0.3282322,0.248899,0.19027857,0.32542306,0.20877439,0.19288996,0.0,0.26484612,0.23827638,0.3657969,0.46691754,0.2630782,0.00813842,0.18796977,0.34640864,0.0,0.47257498,0.33472958,0.28740647,0.23979618,0.35922304,0.22068739,0.12517707,0.0,0.103675246,0.4885852,0.17962901,0.0,0.3261621,0.0,0.30109638,0.3139917,0.15689261,0.028627083,0.32214206,0.21485308,0.22666036,0.0,0.305156,0.36790746,0.24603626,0.24679416,0.05074067,0.32473078,0.38566846,0.41250202,0.23527917,0.24529698,0.29492784,0.12118557,0.0,0.3328751,0.0,0.0,0.08648648,0.31395435,0.35294887,0.43866205,0.124332644,0.0,0.12027943,0.31565085,0.49618837,0.43857357,0.37783352,0.29462126,0.32276392,0.28510118,0.0,0.014273205,0.040897198,0.42686555,0.12802549,0.087860905,0.3717362,0.13305609,0.31425706,0.09114961,0.0,0.3901478
abominablemovie,0.4963641,0.0,0.0,0.64373493,0.047134135,0.56336284,0.9043318,0.5391418,0.0,0.27776435,0.37386632,0.0,0.0,0.63350725,0.6998485,0.0,0.0,0.27992713,0.7351518,0.70490706,0.73163795,0.5165154,0.74164504,0.6046376,0.29804674,0.0,0.3397131,0.0,0.10046123,0.2782632,0.6148791,0.31223837,0.3429735,0.3719435,0.52036995,0.45607454,0.0,0.02221347,0.35979277,0.4740359,0.8137979,0.0,0.35039818,0.55288625,0.6199733,0.19315863,0.54450434,0.3188431,0.0,0.5876805,0.822266,0.63331413,0.911098,0.63298386,0.6024435,0.42383906,0.0,0.06938632,0.6687306,0.6309256,0.7805675,0.0,0.3636906,0.6164931,0.5504108,0.73486936,0.5313259,0.47801006,0.48882654,0.5727972,0.32285553,0.2710159,0.4619378,0.6390372,0.0,0.7327231,0.56575775,0.30960438,0.11234668,0.15086469,0.51434267,0.3424192,0.118747786,0.15819544,0.41040927,0.26272395,0.0,0.50367177,0.62913764,0.7544244,0.76860034,0.5976679,0.10213177,0.672228,0.469038,0.0,0.6192082,0.61343724,0.6185501,0.831897,0.3331705,0.4128726,0.25076732,0.0,0.2024858,0.8509121,0.41535598,0.0,0.5394099,0.0,0.52447873,0.75478244,0.13999265,0.32238913,0.69079477,0.32274032,0.3469135,0.0,0.33562493,0.6291206,0.54469174,0.6274958,0.28559119,0.45881,0.63298106,0.572351,0.5326041,0.4864957,0.85339653,0.14602223,0.08613728,0.5651235,0.0,0.0,0.12057224,0.38640592,0.6848362,0.615882,0.22162205,0.0,0.009553703,0.5933914,0.6075827,0.90816814,0.63947505,0.3235419,0.533318,0.654176,0.0,0.0,0.0,0.6615151,0.28938776,0.5102127,0.5891026,0.15552811,0.5079084,0.09565992,0.0,0.65712285
adastramovie,0.3031403,0.021513544,0.0,0.41647136,0.16643733,0.2690316,0.47673702,0.2546465,0.0,0.28529796,0.27280626,0.0,0.06694355,0.2519812,0.33961368,0.0,0.0,0.1331383,0.44979647,0.33583608,0.3078276,0.26200062,0.34625894,0.3794159,0.45544967,0.0,0.22820523,0.0,0.29964155,0.2559759,0.35367766,0.18358482,0.24934016,0.327847,0.2613062,0.37493607,0.0,0.04096078,0.28327018,0.27258906,0.4562814,0.0,0.31275526,0.46794805,0.45587903,0.050824568,0.32894248,0.25086647,0.0,0.29326296,0.7136707,0.43956202,0.5387251,0.24199334,0.23845404,0.35560977,0.0,0.28462583,0.39264035,0.4772873,0.4256161,0.0,0.18933333,0.4079114,0.26336092,0.24271664,0.16952716,0.30379602,0.17849295,0.42191038,0.3216617,0.26017073,0.26943275,0.39728403,0.0,0.5310117,0.3995697,0.1102819,0.038324703,0.18770252,0.29334098,0.22607538,0.20088063,0.26599863,0.18971638,0.15579,0.0,0.27623034,0.41743046,0.34394616,0.44553334,0.4762852,0.10277787,0.25481498,0.1633999,0.0,0.42812175,0.37190083,0.2970154,0.33797097,0.31974843,0.43606374,0.22572312,0.0,0.2594454,0.3385027,0.28976685,0.0,0.2659562,0.0,0.41518706,0.34835187,0.074250214,0.15297522,0.4044976,0.27195537,0.25224468,0.0,0.25183967,0.38113284,0.2776369,0.31720883,0.16653773,0.3505579,0.27891207,0.44061336,0.2807101,0.2523067,0.40368694,0.10576275,0.0,0.34891888,0.0,0.0,0.0,0.2889963,0.26243067,0.31023577,0.24988571,0.0,0.0,0.44177255,0.5155771,0.4139472,0.32252407,0.12176417,0.50228626,0.316679,0.0,0.0,0.24368642,0.40247485,0.20147021,0.38450247,0.2519239,0.026249085,0.43635195,0.14775877,0.029934319,0.3705147
adogsjourneymovie,0.8902535,0.0,0.0,1.2454946,0.08769883,0.78662026,1.4014138,0.67581844,0.0,0.3232847,0.4064868,0.0,0.12258266,1.0056242,1.0246439,0.0,0.0,0.30918425,1.2215539,1.1591684,1.0503592,0.5220873,1.1790987,0.86770415,0.74228317,0.0,0.48088086,0.0,0.53222126,0.5824971,0.92335993,0.11401808,0.7817105,0.7477215,1.123484,0.45216238,0.0,0.0,0.7136026,0.5907621,1.2559178,0.0,0.36877882,1.1267437,1.26307,0.0,0.9636345,0.26133442,0.0,0.80262434,1.0545429,1.4660733,1.3031825,0.6637573,0.81259453,0.9360805,0.0,0.2982736,0.856153,1.4121263,1.4875817,0.0,0.42560992,0.8936595,0.99612355,0.91657007,0.38085923,0.80636734,0.7242824,0.9178996,0.7127091,0.5044756,0.5112734,1.2882035,0.0,1.1495163,0.951724,0.3261812,0.0,0.28841606,0.9389262,0.59345406,0.31124625,0.59381765,0.55832213,0.28793028,0.0,0.5978044,0.7441652,1.0546563,1.1394954,1.1122787,0.14259972,0.48527414,0.80490017,0.0,1.2346412,0.8578145,0.6837405,0.8329481,0.63230735,0.8601173,0.31655282,0.0,0.6689298,0.9967537,0.87075675,0.0,0.68474627,0.0,1.1063596,0.9212428,0.33321673,0.23224744,1.2702066,0.7489732,0.37012386,0.0,0.61363053,1.3033309,0.84943134,0.70332247,0.7753579,0.9902356,0.47315052,0.6774509,0.8868634,0.80661523,1.042405,0.022445753,0.08172343,0.9881595,0.0,0.0,0.0,1.0183722,0.92299724,0.93786085,0.37154275,0.0,0.0,1.0718439,1.2631502,1.0051197,0.7771721,0.43512726,0.88313025,0.5525927,0.0,0.0,0.7191308,1.0413142,0.44700608,0.5897429,0.73729736,0.302924,1.0476773,0.4707738,0.0,1.2993743
aftermathmovie,0.24309906,0.0,0.0,0.2952754,0.01930479,0.24694863,0.4399268,0.27018803,0.0,0.081440486,0.13664998,0.0,0.029874813,0.33978343,0.21334329,0.0,0.0,0.03381505,0.27723646,0.3778672,0.27133945,0.22111495,0.39747655,0.30830526,0.33812204,0.0,0.15564919,0.0,0.29425144,0.24897143,0.28478998,0.12505798,0.1958974,0.21974312,0.29000023,0.3350711,0.0,0.08404462,0.12969224,0.17870912,0.26248384,0.0,0.24389018,0.33545876,0.22327696,0.034478195,0.22478583,0.20442058,0.0,0.20205933,0.43748906,0.35140526,0.34720004,0.2054694,0.21777892,0.25731245,0.0,0.20368424,0.33296376,0.3525247,0.34624812,0.0,0.17948952,0.3382086,0.1761359,0.2846966,0.24156453,0.27289423,0.20803021,0.23700646,0.2820617,0.095772795,0.23894873,0.41776794,0.0,0.37453887,0.33392304,0.10384056,0.0,0.058255944,0.31448683,0.13984476,0.17867446,0.23814142,0.14669055,0.17106919,0.0,0.21391715,0.32078588,0.3100976,0.30290514,0.32705584,0.0,0.2552762,0.28563395,0.0,0.35872537,0.2978525,0.31056374,0.4478053,0.1261408,0.26006404,0.30393168,0.0,0.120793805,0.43379033,0.33501828,0.0,0.28802896,0.0,0.33826748,0.38011485,0.0825414,0.16978383,0.4109727,0.24619913,0.17902999,0.0,0.17379713,0.39937574,0.2743558,0.16841973,0.16472352,0.24146107,0.2245119,0.3221969,0.44903636,0.12937923,0.21025866,0.037762806,0.0,0.2791675,0.0,0.0,0.05905459,0.23357393,0.36298296,0.38042268,0.16301322,0.0,0.0,0.2974693,0.36731127,0.38661262,0.39213142,0.17770666,0.34995574,0.21346962,0.0,0.12425116,0.23345636,0.24486208,0.12265118,0.27012774,0.35999522,0.09782994,0.35894606,0.04015856,0.0,0.41925
aftermovie,0.30739057,0.0,0.0,0.43182728,0.10465499,0.311825,0.45803308,0.31489462,0.0,0.115430705,0.29637146,0.0,0.06349812,0.42916107,0.35838357,0.0,0.0,0.11826534,0.46431345,0.35690498,0.26121518,0.32554516,0.42201906,0.5604993,0.3487377,0.0,0.13780302,0.0,0.44028783,0.25949863,0.1574411,0.13970782,0.37228385,0.4330981,0.43058172,0.5174257,0.0,0.100053586,0.14631552,0.30166683,0.36677384,0.0,0.33820987,0.47872463,0.44725537,0.24549966,0.35946047,0.3220877,0.0,0.29267234,0.5265822,0.38949317,0.53653455,0.29893452,0.2862652,0.36794928,0.0,0.25030234,0.38228297,0.39469007,0.45583495,0.0,0.27349448,0.41558573,0.29568842,0.5038372,0.26614124,0.39576173,0.3588483,0.38661078,0.32485405,0.2767417,0.36115113,0.42251498,0.0,0.55188584,0.46344268,0.14591964,0.0,0.08395518,0.42158213,0.28459147,0.1371841,0.25496206,0.3534166,0.18689081,0.0,0.25078365,0.43244484,0.43233496,0.3526458,0.38730282,0.0,0.23012337,0.34776554,0.0,0.3799686,0.29191285,0.33788747,0.2384281,0.26044822,0.2868485,0.19399722,0.0,0.21913564,0.47896856,0.2920724,0.0,0.2978391,0.0,0.25199047,0.30145377,0.06374975,0.039991528,0.52676415,0.2893341,0.13271809,0.0,0.28341174,0.5258681,0.35331267,0.22001618,0.17052202,0.33858618,0.25432903,0.39205337,0.35838896,0.19499876,0.26889095,0.1895628,0.03351733,0.29552716,0.0,0.0,0.06433181,0.2888404,0.4262331,0.5377951,0.2505581,0.0,0.23347783,0.43381664,0.4452066,0.463908,0.43527713,0.19385742,0.41423628,0.33491886,0.0,0.13011074,0.18792121,0.49727926,0.12784581,0.37418956,0.37072274,0.048497148,0.3992617,0.113337114,0.20823565,0.35575694
ahiddenlifefilm,0.1166209,0.0,0.0,0.16727476,0.02975209,0.12784682,0.22453842,0.10779367,0.0,0.05618587,0.0875463,0.0,0.033523366,0.15953174,0.121724725,0.0,0.0,0.040777355,0.1820105,0.19991505,0.16488446,0.15261962,0.16949135,0.15018357,0.13500693,0.0,0.067054026,0.0,0.1034497,0.12387423,0.13243484,0.0773448,0.10901637,0.12652464,0.1499357,0.1519466,0.0,0.023982346,0.07867786,0.16288106,0.20279583,0.0,0.11127618,0.17121908,0.2013732,0.053676255,0.1430173,0.09320449,0.0,0.11928713,0.23561427,0.20647274,0.21815088,0.13416223,0.122809075,0.15685639,0.0,0.09444376,0.16240166,0.18508346,0.172311,0.0,0.10925548,0.16604711,0.12600127,0.12972909,0.100662574,0.14245446,0.15231709,0.18264283,0.12791796,0.09173052,0.09739414,0.18858993,0.0,0.2207095,0.16243148,0.06920061,0.01809239,0.043144234,0.13170122,0.10126449,0.04375224,0.13047604,0.10635475,0.06817204,0.0,0.1063875,0.15867189,0.17742024,0.16288166,0.15257373,0.0078506665,0.1283915,0.15154229,0.0,0.18164825,0.13164613,0.14182816,0.16058467,0.11575105,0.13280359,0.08891111,0.0,0.108877264,0.19370624,0.13007475,0.0,0.15645261,0.0,0.15166515,0.13036402,0.076985404,0.032648604,0.18109503,0.10770943,0.085603625,0.0,0.09292796,0.20081744,0.13086556,0.10618456,0.06857343,0.13439849,0.12888013,0.1633176,0.15108699,0.084975526,0.14391586,0.030588947,0.010312848,0.14786157,0.0,0.0,0.037448477,0.12164871,0.15174715,0.1918538,0.107646205,0.0,0.04010557,0.15844128,0.19918215,0.19082351,0.15424468,0.08971569,0.16979253,0.13760357,0.0,0.02165321,0.09872028,0.17046407,0.083981104,0.1335944,0.15878189,0.05118735,0.17742352,0.052511103,0.015924543,0.19227815
alitamovie,0.3530118,0.0,0.0,0.9090567,0.29058287,0.23831205,1.117941,0.32851613,0.0,0.33659616,0.23141754,0.0,0.38022086,0.59334457,0.2471468,0.0,0.0,0.1981767,0.9068037,0.68704486,0.8770031,0.76676303,0.46206546,0.59269595,0.74491453,0.0,0.30774367,0.0,0.49870276,0.45151433,0.39296284,0.6495849,0.4560158,0.5596602,0.5571622,0.3705523,0.0,0.13931297,0.36469567,0.5544335,0.74454314,0.0,0.39983025,0.71805626,0.9390243,0.31790155,0.5236305,0.64733493,0.0,0.6185341,0.76945215,0.82364804,0.8476218,0.5233469,0.58919716,0.7057553,0.0,0.32023543,0.8878159,0.8976544,0.7602266,0.0,0.3855075,0.5297499,0.5489589,0.36185876,0.26492155,0.5738133,0.52349037,0.716426,0.53783154,0.31667563,0.25344336,0.7522881,0.0,0.85547495,0.5891584,0.23922253,0.0,0.40094417,0.41340145,0.29957873,0.32704213,0.6093379,0.30244675,0.4675739,0.0,0.39989904,0.56479067,0.6768151,0.83612883,0.51539063,0.108615875,0.71337366,0.46280262,0.0,0.9789778,0.591791,0.71984535,0.41954955,0.44565588,0.8730153,0.342841,0.0,0.28667706,0.681251,0.34867615,0.0,0.5718335,0.0,0.4804832,0.5966062,0.25329858,0.24230441,1.0340959,0.49281657,0.28440827,0.0,0.30787212,0.526832,0.3967843,0.48770303,0.2870905,0.37201855,0.27784446,0.42244992,0.7474688,0.45161635,0.57311183,0.07332328,0.0,0.4191342,0.0,0.0,0.1508935,0.37972522,0.58657837,0.7781417,0.2366989,0.0,0.24402788,0.7076632,0.65994537,0.6374196,0.7595379,0.24451712,0.57739705,0.2591791,0.0,0.08098317,0.37435523,0.74314594,0.16537203,0.79339325,0.69351226,0.14846484,0.5716322,0.15190683,0.02954866,0.6722369
